,date,game_key,배민관,신정락,유경국,김지용,이창호,임찬규,송윤준,윤지웅,임정우,최성훈,이준형,소사,류제국,허프,김대현,유재유,고우석,손주영,이창율,이찬혁,신승현,이동현,장진용,차우찬,진해수,유원상,봉중근,정찬헌,최동환,여건욱
45,2017-05-26,20170526LGSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.3684210526315788, 1.368421052631579, 2.375, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3064516129032258, 1.064516129032258, 2.8, 0.9841269841269842]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3366336633663367, 0.8613861386138615, 2.6, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.25, 1.75, 1.411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.333333333333333, 1.2407407407407407, 4.375, 6.0]","[0, 0, 3.3260869565217392, 1.2608695652173914, 3.1333333333333333, 5.75]","[1, 0, 7.2, 1.5, 3.5, 5.0]","[0, 0, 6.813084112149532, 1.4299065420560748, 1.9090909090909092, 3.5666666666666664]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3625, 1.125, 4.818181818181818, 6.666666666666667]","[0, 0, 2.4, 0.8666666666666667, 6.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.8235294117647065, 1.6470588235294117, 1.2, 0.9444444444444444]","[0, 0, 2.109375, 1.03125, 4.0, 1.1228070175438596]","[0, 0, 0, 0, 0, 0]"
46,2017-05-27,20170527LGSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.3684210526315788, 1.368421052631579, 2.375, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3064516129032258, 1.064516129032258, 2.8, 0.9841269841269842]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.3388429752066116, 0.8429752066115702, 2.6363636363636362, 5.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.068493150684931, 1.356164383561644, 1.75, 1.3518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.333333333333333, 1.2407407407407407, 4.375, 6.0]","[0, 0, 3.3260869565217392, 1.2608695652173914, 3.1333333333333333, 5.75]","[0, 0, 7.2, 1.5, 3.5, 5.0]","[0, 1, 6.627272727272727, 1.4181818181818182, 2.0, 3.333333333333333]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3625, 1.125, 4.818181818181818, 6.666666666666667]","[0, 0, 2.4, 0.8666666666666667, 6.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.8235294117647065, 1.6470588235294117, 1.2, 0.9444444444444444]","[0, 1, 2.953125, 1.125, 4.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]"
47,2017-05-28,20170528LGSK0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.31578947368421, 1.4736842105263157, 2.111111111111111, 0.8636363636363636]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3064516129032258, 1.064516129032258, 2.8, 0.9841269841269842]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3388429752066116, 0.8429752066115702, 2.6363636363636362, 5.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.068493150684931, 1.356164383561644, 1.75, 1.3518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.333333333333333, 1.2407407407407407, 4.375, 6.0]","[0, 0, 3.3260869565217392, 1.2608695652173914, 3.1333333333333333, 5.75]","[0, 0, 7.2, 1.5, 3.5, 5.0]","[0, 0, 6.627272727272727, 1.4181818181818182, 2.0, 3.333333333333333]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.2375690607734806, 1.0773480662983426, 4.833333333333333, 6.703703703703704]","[0, 1, 2.3478260869565215, 0.8478260869565217, 6.0, 0.6133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.8235294117647065, 1.6470588235294117, 1.2, 0.9444444444444444]","[0, 0, 2.953125, 1.125, 4.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]"
48,2017-05-30,20170530WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.4736842105263157, 2.111111111111111, 0.8636363636363636]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2461538461538462, 1.0615384615384615, 2.8, 0.9848484848484849]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3388429752066116, 0.8429752066115702, 2.6363636363636362, 5.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.013513513513514, 1.3378378378378377, 1.75, 1.2982456140350878]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.333333333333333, 1.2407407407407407, 4.375, 6.0]","[1, 0, 3.176470588235294, 1.2549019607843137, 2.7222222222222223, 5.666666666666667]","[0, 0, 7.2, 1.5, 3.5, 5.0]","[0, 0, 6.627272727272727, 1.4181818181818182, 2.0, 3.333333333333333]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2375690607734806, 1.0773480662983426, 4.833333333333333, 6.703703703703704]","[0, 0, 2.3478260869565215, 0.8478260869565217, 6.0, 0.6133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.8235294117647065, 1.6470588235294117, 1.2, 0.9444444444444444]","[0, 0, 2.953125, 1.125, 4.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]"
49,2017-05-31,20170531WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.098360655737705, 1.4754098360655739, 1.8181818181818181, 0.8840579710144927]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2461538461538462, 1.0615384615384615, 2.8, 0.9848484848484849]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3388429752066116, 0.8429752066115702, 2.6363636363636362, 5.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.96, 1.32, 1.75, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.281767955801105, 1.1933701657458564, 4.2, 6.033333333333333]","[0, 0, 3.176470588235294, 1.2549019607843137, 2.7222222222222223, 5.666666666666667]","[0, 0, 7.2, 1.5, 3.5, 5.0]","[0, 0, 6.627272727272727, 1.4181818181818182, 2.0, 3.333333333333333]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 0.0, 1.0, 0.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2375690607734806, 1.0773480662983426, 4.833333333333333, 6.703703703703704]","[0, 1, 2.204081632653061, 0.8571428571428572, 6.0, 0.6282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.0, 1.8333333333333333, 1.0833333333333333, 0.9473684210526315]","[0, 0, 2.953125, 1.125, 4.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]"
50,2017-06-01,20170601WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.098360655737705, 1.4754098360655739, 1.8181818181818181, 0.8840579710144927]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2461538461538462, 1.0615384615384615, 2.8, 0.9848484848484849]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3388429752066116, 0.8429752066115702, 2.6363636363636362, 5.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.96, 1.32, 1.75, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.281767955801105, 1.1933701657458564, 4.2, 6.033333333333333]","[0, 0, 3.176470588235294, 1.2549019607843137, 2.7222222222222223, 5.666666666666667]","[1, 0, 5.8235294117647065, 1.2352941176470589, 3.6666666666666665, 5.666666666666667]","[0, 0, 6.627272727272727, 1.4181818181818182, 2.0, 3.333333333333333]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 0.0, 1.0, 0.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2375690607734806, 1.0773480662983426, 4.833333333333333, 6.703703703703704]","[0, 0, 2.204081632653061, 0.8571428571428572, 6.0, 0.6282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.0, 1.8333333333333333, 1.0833333333333333, 0.9473684210526315]","[0, 0, 2.953125, 1.125, 4.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]"
51,2017-06-02,20170602NCLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.5238095238095237, 1.6666666666666667, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2461538461538462, 1.0615384615384615, 2.8, 0.9848484848484849]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.3597122302158273, 0.9280575539568345, 2.6923076923076925, 5.791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.263157894736842, 1.3421052631578947, 1.75, 1.2063492063492063]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.281767955801105, 1.1933701657458564, 4.2, 6.033333333333333]","[0, 0, 3.176470588235294, 1.2549019607843137, 2.7222222222222223, 5.666666666666667]","[0, 0, 5.8235294117647065, 1.2352941176470589, 3.6666666666666665, 5.666666666666667]","[0, 1, 6.508928571428571, 1.4732142857142856, 1.6923076923076923, 3.111111111111111]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 0.0, 1.0, 0.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2375690607734806, 1.0773480662983426, 4.833333333333333, 6.703703703703704]","[0, 0, 2.204081632653061, 0.8571428571428572, 6.0, 0.6282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.7678571428571428, 1.0833333333333333, 0.9333333333333333]","[0, 0, 2.953125, 1.125, 4.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]"
52,2017-06-03,20170603NCLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.5238095238095237, 1.6666666666666667, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.1739130434782608, 1.0869565217391304, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3597122302158273, 0.9280575539568345, 2.6923076923076925, 5.791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.3421052631578947, 1.75, 1.2063492063492063]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.281767955801105, 1.1933701657458564, 4.2, 6.033333333333333]","[0, 0, 3.176470588235294, 1.2549019607843137, 2.7222222222222223, 5.666666666666667]","[0, 0, 5.8235294117647065, 1.2352941176470589, 3.6666666666666665, 5.666666666666667]","[0, 0, 6.508928571428571, 1.4732142857142856, 1.6923076923076923, 3.111111111111111]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 0.0, 0.5, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.590909090909091, 1.106060606060606, 4.857142857142857, 6.6]","[0, 1, 2.1176470588235294, 0.9411764705882353, 4.5, 0.6296296296296297]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7678571428571428, 1.0833333333333333, 0.9333333333333333]","[0, 0, 2.953125, 1.125, 4.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]"
53,2017-06-04,20170604NCLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.130434782608696, 1.5217391304347827, 1.6923076923076923, 0.92]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.4794520547945205, 1.1506849315068495, 2.8333333333333335, 1.0138888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3597122302158273, 0.9280575539568345, 2.6923076923076925, 5.791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.263157894736842, 1.381578947368421, 1.75, 1.1515151515151514]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.281767955801105, 1.1933701657458564, 4.2, 6.033333333333333]","[1, 0, 3.2399999999999998, 1.2, 2.789473684210526, 5.833333333333334]","[0, 0, 5.8235294117647065, 1.2352941176470589, 3.6666666666666665, 5.666666666666667]","[0, 0, 6.508928571428571, 1.4732142857142856, 1.6923076923076923, 3.111111111111111]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 0.0, 0.3333333333333333, 0.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.590909090909091, 1.106060606060606, 4.857142857142857, 6.6]","[0, 1, 2.1176470588235294, 1.0, 4.5, 0.6071428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.406779661016949, 1.7288135593220337, 1.0833333333333333, 0.9365079365079365]","[0, 0, 2.953125, 1.125, 4.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]"
54,2017-06-07,20170607LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.471428571428571, 1.542857142857143, 1.7692307692307692, 0.8974358974358974]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.4210526315789473, 1.1447368421052633, 2.4285714285714284, 1.0133333333333332]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.609271523178808, 1.0132450331125826, 2.4375, 5.592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.381578947368421, 1.75, 1.1515151515151514]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.281767955801105, 1.1933701657458564, 4.2, 6.033333333333333]","[0, 0, 3.2399999999999998, 1.2, 2.789473684210526, 5.833333333333334]","[0, 0, 5.8235294117647065, 1.2352941176470589, 3.6666666666666665, 5.666666666666667]","[0, 1, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 0.0, 0.6, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.590909090909091, 1.106060606060606, 4.857142857142857, 6.6]","[0, 1, 2.076923076923077, 1.0384615384615385, 4.5, 0.5977011494252873]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.406779661016949, 1.7288135593220337, 1.0833333333333333, 0.9365079365079365]","[0, 1, 4.029850746268656, 1.2089552238805972, 2.857142857142857, 1.0634920634920635]","[0, 0, 0, 0, 0, 0]"
55,2017-06-08,20170608LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.471428571428571, 1.542857142857143, 1.7692307692307692, 0.8974358974358974]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.3333333333333333, 1.0740740740740742, 2.5714285714285716, 1.0384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.609271523178808, 1.0132450331125826, 2.4375, 5.592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.381578947368421, 1.75, 1.1515151515151514]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.281767955801105, 1.1933701657458564, 4.2, 6.033333333333333]","[0, 0, 3.2399999999999998, 1.2, 2.789473684210526, 5.833333333333334]","[1, 0, 4.153846153846154, 1.1153846153846154, 6.0, 6.5]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 0.0, 0.6315789473684211, 5.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.590909090909091, 1.106060606060606, 4.857142857142857, 6.6]","[0, 0, 2.076923076923077, 1.0384615384615385, 4.5, 0.5977011494252873]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.90625, 1.640625, 1.1666666666666667, 0.9696969696969696]","[0, 0, 4.029850746268656, 1.2089552238805972, 2.857142857142857, 1.0634920634920635]","[0, 0, 0, 0, 0, 0]"
56,2017-06-09,20170609SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 4.628571428571429, 1.6714285714285715, 1.6428571428571428, 0.8641975308641975]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3333333333333333, 1.0740740740740742, 2.5714285714285716, 1.0384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.609271523178808, 1.0132450331125826, 2.4375, 5.592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.381578947368421, 1.75, 1.1515151515151514]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.196969696969697, 4.0, 6.0]","[0, 0, 3.2399999999999998, 1.2, 2.789473684210526, 5.833333333333334]","[0, 0, 4.153846153846154, 1.1153846153846154, 6.0, 6.5]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 0.0, 0.6315789473684211, 5.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.724770642201835, 1.1422018348623852, 4.5625, 6.606060606060606]","[0, 0, 2.076923076923077, 1.0384615384615385, 4.5, 0.5977011494252873]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.640625, 1.1666666666666667, 0.9696969696969696]","[0, 0, 4.029850746268656, 1.2089552238805972, 2.857142857142857, 1.0634920634920635]","[0, 0, 0, 0, 0, 0]"
57,2017-06-10,20170610SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.6714285714285715, 1.6428571428571428, 0.8641975308641975]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3333333333333333, 1.0740740740740742, 2.5714285714285716, 1.0384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.609271523178808, 1.0132450331125826, 2.4375, 5.592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.207792207792208, 1.4025974025974026, 1.5555555555555556, 1.1159420289855073]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.196969696969697, 4.0, 6.0]","[1, 0, 3.6486486486486487, 1.2486486486486488, 2.5454545454545454, 5.6060606060606055]","[0, 0, 4.153846153846154, 1.1153846153846154, 6.0, 6.5]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 0.0, 0.6, 6.0, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.724770642201835, 1.1422018348623852, 4.5625, 6.606060606060606]","[0, 1, 2.0377358490566038, 1.0188679245283019, 4.5, 0.5888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.955882352941177, 1.6323529411764706, 1.3333333333333333, 0.9855072463768116]","[0, 0, 4.029850746268656, 1.2089552238805972, 2.857142857142857, 1.0634920634920635]","[0, 0, 0, 0, 0, 0]"
58,2017-06-11,20170611SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.6714285714285715, 1.6428571428571428, 0.8641975308641975]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3333333333333333, 1.0740740740740742, 2.5714285714285716, 1.0384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.609271523178808, 1.0132450331125826, 2.4375, 5.592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.4230769230769231, 1.5555555555555556, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.9405940594059405, 1.1881188118811883, 4.083333333333333, 5.611111111111111]","[0, 0, 3.6486486486486487, 1.2486486486486488, 2.5454545454545454, 5.6060606060606055]","[0, 0, 4.153846153846154, 1.1153846153846154, 6.0, 6.5]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 0.0, 0.6, 6.0, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.724770642201835, 1.1422018348623852, 4.5625, 6.606060606060606]","[0, 0, 2.0377358490566038, 1.0188679245283019, 4.5, 0.5888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.955882352941177, 1.6323529411764706, 1.3333333333333333, 0.9855072463768116]","[0, 1, 3.8571428571428568, 1.2428571428571429, 2.857142857142857, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]"
59,2017-06-13,20170613LGOB0,"[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.6666666666666667, 1.7142857142857142, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.588235294117647, 1.1647058823529413, 2.5, 1.0493827160493827]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.975609756097561, 1.1158536585365855, 2.1, 5.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4230769230769231, 1.5555555555555556, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9405940594059405, 1.1881188118811883, 4.083333333333333, 5.611111111111111]","[0, 0, 3.6486486486486487, 1.2486486486486488, 2.5454545454545454, 5.6060606060606055]","[0, 0, 4.153846153846154, 1.1153846153846154, 6.0, 6.5]","[0, 0, 6.177966101694915, 1.3983050847457625, 1.7692307692307692, 3.025641025641026]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.5, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 0.0, 0.6, 6.0, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.724770642201835, 1.1422018348623852, 4.5625, 6.606060606060606]","[0, 1, 2.0, 1.1111111111111112, 3.0, 0.5806451612903226]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.955882352941177, 1.6323529411764706, 1.3333333333333333, 0.9855072463768116]","[0, 0, 3.8571428571428568, 1.2428571428571429, 2.857142857142857, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]"
