,date,game_key,정대현,김건태,박정준,윤영삼,밴헤켄,박종윤,한현희,신재영,조상우,손동욱,이영준,하영민,김윤환,최원태,김해수,박주현,정용준,김정인,박승주,김홍빈,안현석,유재훈,안정훈,이찬석,김성택,오설리반,브리검,오윤성,김성민,황덕균,마정길,오주원,금민철,이보근,양훈,김상수
80,2017-07-07,20170707WOSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 2.3142857142857145, 1.2, 11.0, 2.9166666666666665]","[0, 0, 3.8053691275167782, 1.2885906040268458, 2.8, 5.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 0, 4.97071129707113, 1.305439330543933, 3.0, 5.690476190476191]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.6216216216216215, 0.6875, 1.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.52755905511811, 1.2401574803149606, 4.25, 6.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 3.9078947368421053, 1.4210526315789473, 2.3076923076923075, 6.333333333333333]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 3.1153846153846154, 1.6153846153846154, 1.4545454545454546, 2.888888888888889]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 1, 5.232558139534884, 1.4186046511627908, 4.714285714285714, 1.5357142857142858]","[1, 0, 4.21875, 1.9453125, 1.2222222222222223, 1.5238095238095237]","[0, 0, 4.101265822784811, 1.4430379746835444, 6.0, 1.0128205128205128]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 3.145631067961165, 1.0485436893203883, 3.75, 1.0404040404040404]"
81,2017-07-08,20170708WOSS0,"[0, 1, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 2.3142857142857145, 1.2, 11.0, 2.9166666666666665]","[0, 0, 3.8053691275167782, 1.2885906040268458, 2.8, 5.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 1, 5.111111111111111, 1.3209876543209877, 3.0714285714285716, 5.4]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.6216216216216215, 0.6875, 1.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.52755905511811, 1.2401574803149606, 4.25, 6.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 3.9078947368421053, 1.4210526315789473, 2.3076923076923075, 6.333333333333333]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[1, 0, 2.8208955223880596, 1.4328358208955225, 1.5833333333333333, 3.1904761904761902]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 5.232558139534884, 1.4186046511627908, 4.714285714285714, 1.5357142857142858]","[0, 0, 4.21875, 1.9453125, 1.2222222222222223, 1.5238095238095237]","[0, 1, 4.280487804878049, 1.426829268292683, 6.2, 1.0123456790123457]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 1, 3.056603773584906, 1.0471698113207546, 3.4444444444444446, 1.0392156862745099]"
82,2017-07-09,20170709WOSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 1, 3.068181818181818, 1.3636363636363638, 4.666666666666667, 2.933333333333333]","[0, 0, 3.8053691275167782, 1.2885906040268458, 2.8, 5.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 0, 5.111111111111111, 1.3209876543209877, 3.0714285714285716, 5.4]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.6216216216216215, 0.6875, 1.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.52755905511811, 1.2401574803149606, 4.25, 6.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[1, 0, 4.129411764705883, 1.411764705882353, 2.5384615384615383, 6.296296296296296]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 1, 4.835820895522388, 1.7014925373134329, 1.3571428571428572, 2.7916666666666665]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 5.232558139534884, 1.4186046511627908, 4.714285714285714, 1.5357142857142858]","[0, 0, 4.21875, 1.9453125, 1.2222222222222223, 1.5238095238095237]","[0, 0, 4.280487804878049, 1.426829268292683, 6.2, 1.0123456790123457]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 3.056603773584906, 1.0471698113207546, 3.4444444444444446, 1.0392156862745099]"
83,2017-07-11,20170711WOOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 3.068181818181818, 1.3636363636363638, 4.666666666666667, 2.933333333333333]","[1, 0, 4.306748466257669, 1.3803680981595092, 2.6666666666666665, 5.433333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 0, 5.111111111111111, 1.3209876543209877, 3.0714285714285716, 5.4]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.6216216216216215, 0.6875, 1.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.52755905511811, 1.2401574803149606, 4.25, 6.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 4.129411764705883, 1.411764705882353, 2.5384615384615383, 6.296296296296296]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.835820895522388, 1.7014925373134329, 1.3571428571428572, 2.7916666666666665]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 1, 4.891304347826087, 1.434782608695652, 4.375, 1.5862068965517242]","[0, 0, 4.21875, 1.9453125, 1.2222222222222223, 1.5238095238095237]","[0, 1, 4.0813953488372094, 1.3953488372093024, 5.333333333333333, 1.023809523809524]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 3.056603773584906, 1.0471698113207546, 3.4444444444444446, 1.0392156862745099]"
84,2017-07-12,20170712WOOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 3.068181818181818, 1.3636363636363638, 4.666666666666667, 2.933333333333333]","[0, 0, 4.306748466257669, 1.3803680981595092, 2.6666666666666665, 5.433333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 0, 5.111111111111111, 1.3209876543209877, 3.0714285714285716, 5.4]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.6216216216216215, 0.6875, 1.450980392156863]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.5588235294117645, 1.2683823529411764, 4.411764705882353, 6.044444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 4.129411764705883, 1.411764705882353, 2.5384615384615383, 6.296296296296296]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.835820895522388, 1.7014925373134329, 1.3571428571428572, 2.7916666666666665]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 4.891304347826087, 1.434782608695652, 4.375, 1.5862068965517242]","[0, 0, 4.21875, 1.9453125, 1.2222222222222223, 1.5238095238095237]","[0, 1, 3.8999999999999995, 1.3666666666666667, 5.5, 1.0344827586206897]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 1, 2.9724770642201834, 1.0458715596330275, 3.2, 1.0380952380952382]"
85,2017-07-13,20170713WOOB0,"[0, 1, 0.0, 1.2857142857142856, 2.0, 2.3333333333333335]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 1, 3.6346153846153846, 1.4423076923076925, 4.5, 2.888888888888889]","[0, 0, 4.306748466257669, 1.3803680981595092, 2.6666666666666665, 5.433333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 1, 5.229249011857707, 1.3517786561264822, 2.6875, 5.270833333333333]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.6216216216216215, 0.6875, 1.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.2683823529411764, 4.411764705882353, 6.044444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 4.129411764705883, 1.411764705882353, 2.5384615384615383, 6.296296296296296]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 1, 4.764705882352941, 1.7205882352941175, 1.3333333333333333, 2.5185185185185186]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 1, 4.909090909090909, 1.4475524475524477, 4.0, 1.5888888888888888]","[1, 0, 4.153846153846154, 1.9090909090909092, 1.3103448275862069, 1.64367816091954]","[0, 0, 3.8999999999999995, 1.3666666666666667, 5.5, 1.0344827586206897]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 2.9724770642201834, 1.0458715596330275, 3.2, 1.0380952380952382]"
86,2017-07-18,20170718HTWO0,"[0, 0, 0.0, 1.2857142857142856, 2.0, 2.3333333333333335]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 3.6346153846153846, 1.4423076923076925, 4.5, 2.888888888888889]","[0, 0, 4.306748466257669, 1.3803680981595092, 2.6666666666666665, 5.433333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 1, 5.16796875, 1.3359375, 2.8125, 5.019607843137255]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.6216216216216215, 0.6875, 1.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.2683823529411764, 4.411764705882353, 6.044444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 4.129411764705883, 1.411764705882353, 2.5384615384615383, 6.296296296296296]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[1, 0, 4.563380281690141, 1.6901408450704225, 1.3333333333333333, 2.3666666666666667]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 1, 4.993150684931506, 1.5, 4.0, 1.5698924731182795]","[0, 0, 4.153846153846154, 1.9090909090909092, 1.3103448275862069, 1.64367816091954]","[0, 1, 3.7741935483870965, 1.3548387096774193, 4.857142857142857, 1.0333333333333334]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 1, 2.9189189189189193, 1.1081081081081081, 3.0, 1.0277777777777777]"
87,2017-07-19,20170719HTWO0,"[0, 0, 0.0, 1.2857142857142856, 2.0, 2.3333333333333335]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 3.6346153846153846, 1.4423076923076925, 4.5, 2.888888888888889]","[0, 0, 4.306748466257669, 1.3803680981595092, 2.6666666666666665, 5.433333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 0, 5.16796875, 1.3359375, 2.8125, 5.019607843137255]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.6216216216216215, 0.6875, 1.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.2683823529411764, 4.411764705882353, 6.044444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[1, 0, 4.524324324324325, 1.4594594594594594, 2.4285714285714284, 6.166666666666666]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.563380281690141, 1.6901408450704225, 1.3333333333333333, 2.3666666666666667]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 4.993150684931506, 1.5, 4.0, 1.5698924731182795]","[0, 0, 4.153846153846154, 1.9090909090909092, 1.3103448275862069, 1.64367816091954]","[0, 1, 3.6562499999999996, 1.3125, 5.0, 1.032258064516129]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 2.9189189189189193, 1.1081081081081081, 3.0, 1.0277777777777777]"
88,2017-07-20,20170720HTWO0,"[0, 0, 0.0, 1.2857142857142856, 2.0, 2.3333333333333335]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 3.6346153846153846, 1.4423076923076925, 4.5, 2.888888888888889]","[1, 0, 3.878453038674033, 1.3259668508287292, 2.8947368421052633, 5.484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 1, 5.127906976744186, 1.3372093023255813, 2.8125, 4.777777777777778]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.6216216216216215, 0.6875, 1.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.2683823529411764, 4.411764705882353, 6.044444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 4.524324324324325, 1.4594594594594594, 2.4285714285714284, 6.166666666666666]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.563380281690141, 1.6901408450704225, 1.3333333333333333, 2.3666666666666667]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 1, 4.925675675675675, 1.5, 4.111111111111111, 1.5416666666666667]","[0, 0, 4.153846153846154, 1.9090909090909092, 1.3103448275862069, 1.64367816091954]","[0, 1, 3.545454545454546, 1.3333333333333333, 4.625, 1.03125]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 1, 3.5217391304347827, 1.1739130434782608, 3.090909090909091, 1.0360360360360361]"
89,2017-07-21,20170721KTWO0,"[0, 0, 0.0, 1.2857142857142856, 2.0, 2.3333333333333335]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 3.6346153846153846, 1.4423076923076925, 4.5, 2.888888888888889]","[0, 0, 3.878453038674033, 1.3259668508287292, 2.8947368421052633, 5.484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 0, 5.127906976744186, 1.3372093023255813, 2.8125, 4.777777777777778]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.6216216216216215, 0.6875, 1.450980392156863]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.325259515570934, 1.2664359861591696, 4.333333333333333, 6.020833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 4.524324324324325, 1.4594594594594594, 2.4285714285714284, 6.166666666666666]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.563380281690141, 1.6901408450704225, 1.3333333333333333, 2.3666666666666667]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 1, 4.892617449664429, 1.4899328859060403, 4.222222222222222, 1.505050505050505]","[0, 0, 4.153846153846154, 1.9090909090909092, 1.3103448275862069, 1.64367816091954]","[0, 0, 3.545454545454546, 1.3333333333333333, 4.625, 1.03125]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 1, 3.4615384615384612, 1.1538461538461537, 3.090909090909091, 1.0263157894736843]"
90,2017-07-22,20170722KTWO0,"[0, 1, 0.0, 0.8999999999999999, 2.0, 1.6666666666666667]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 1, 3.789473684210526, 1.4210526315789473, 4.5, 2.7142857142857144]","[0, 0, 3.878453038674033, 1.3259668508287292, 2.8947368421052633, 5.484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 1, 5.108108108108109, 1.3552123552123554, 2.7058823529411766, 4.5438596491228065]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.6216216216216215, 0.6875, 1.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.325259515570934, 1.2664359861591696, 4.333333333333333, 6.020833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 4.524324324324325, 1.4594594594594594, 2.4285714285714284, 6.166666666666666]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.563380281690141, 1.6901408450704225, 1.3333333333333333, 2.3666666666666667]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 4.892617449664429, 1.4899328859060403, 4.222222222222222, 1.505050505050505]","[1, 0, 5.04, 1.98, 1.3666666666666667, 1.6666666666666667]","[0, 0, 3.545454545454546, 1.3333333333333333, 4.625, 1.03125]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 3.4615384615384612, 1.1538461538461537, 3.090909090909091, 1.0263157894736843]"
91,2017-07-23,20170723KTWO0,"[0, 0, 0.0, 0.8999999999999999, 2.0, 1.6666666666666667]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 3.789473684210526, 1.4210526315789473, 4.5, 2.7142857142857144]","[0, 0, 3.878453038674033, 1.3259668508287292, 2.8947368421052633, 5.484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4520547945205475, 1.082191780821918, 3.923076923076923, 5.214285714285714]","[0, 0, 5.108108108108109, 1.3552123552123554, 2.7058823529411766, 4.5438596491228065]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.6216216216216215, 0.6875, 1.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.325259515570934, 1.2664359861591696, 4.333333333333333, 6.020833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 4.524324324324325, 1.4594594594594594, 2.4285714285714284, 6.166666666666666]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[1, 0, 4.03448275862069, 1.6551724137931034, 1.3333333333333333, 2.6363636363636362]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 4.892617449664429, 1.4899328859060403, 4.222222222222222, 1.505050505050505]","[0, 0, 5.04, 1.98, 1.3666666666666667, 1.6666666666666667]","[0, 1, 4.05, 1.38, 4.625, 1.0101010101010102]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 3.4615384615384612, 1.1538461538461537, 3.090909090909091, 1.0263157894736843]"
