,date,game_key,장민익,임진우,이현호,안규영,니퍼트,함덕주,홍영현,한주성,최병욱,전용훈,남경호,고봉재,보우덴,이영하,김명신,문대원,지윤,박성환,박치국,전태준,김성배,김승회,장원준,이현승,이용찬,이원재,이용호,김강률,홍상삼,진야곱,성영훈,유희관,조승수,오현택,고원준
46,2017-05-28,20170528KTOB0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.7, 2.1, 1.3333333333333333, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.184971098265896, 1.1791907514450868, 2.55, 6.407407407407407]","[0, 0, 4.347457627118644, 1.5508474576271185, 1.5769230769230769, 4.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 2.3333333333333335]","[0, 1, 4.5, 0.5, 2, 1.0]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.942857142857142, 1.2857142857142858, 2.0, 1.9444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.1454545454545455, 4.0, 1.1458333333333333]","[0, 1, 3.417721518987342, 1.2151898734177216, 1.4444444444444444, 1.144927536231884]","[0, 0, 3.297709923664122, 1.2824427480916032, 2.4285714285714284, 6.238095238095238]","[0, 1, 2.1891891891891895, 1.3378378378378377, 2.625, 1.1746031746031746]","[0, 1, 3.6818181818181817, 1.5909090909090908, 1.6363636363636365, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.0, 1.8333333333333333, 2.0, 1.0588235294117647]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2513089005235605, 1.1465968586387434, 2.923076923076923, 7.0740740740740735]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
47,2017-05-30,20170530OBHH0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 2.1, 1.3333333333333333, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.184971098265896, 1.1791907514450868, 2.55, 6.407407407407407]","[1, 0, 3.9705882352941178, 1.477941176470588, 1.6785714285714286, 5.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 2.3333333333333335]","[0, 1, 2.4545454545454546, 0.5454545454545455, 3, 1.222222222222222]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.312499999999999, 1.5, 1.5, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.655172413793104, 1.1896551724137931, 3.25, 1.1372549019607843]","[0, 0, 3.417721518987342, 1.2151898734177216, 1.4444444444444444, 1.144927536231884]","[0, 0, 3.297709923664122, 1.2824427480916032, 2.4285714285714284, 6.238095238095238]","[0, 0, 2.1891891891891895, 1.3378378378378377, 2.625, 1.1746031746031746]","[0, 0, 3.6818181818181817, 1.5909090909090908, 1.6363636363636365, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.864406779661016, 1.7796610169491525, 1.9090909090909092, 1.0925925925925926]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2513089005235605, 1.1465968586387434, 2.923076923076923, 7.0740740740740735]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
48,2017-05-31,20170531OBHH0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 2.1, 1.3333333333333333, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.184971098265896, 1.1791907514450868, 2.55, 6.407407407407407]","[0, 0, 3.9705882352941178, 1.477941176470588, 1.6785714285714286, 5.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 2.3333333333333335]","[0, 0, 2.4545454545454546, 0.5454545454545455, 3, 1.222222222222222]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.312499999999999, 1.5, 1.5, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.21875, 1.078125, 4.0, 1.1851851851851851]","[0, 1, 3.253012048192771, 1.1927710843373494, 1.4444444444444444, 1.152777777777778]","[1, 0, 3.143835616438356, 1.273972602739726, 2.235294117647059, 6.083333333333333]","[0, 1, 2.103896103896104, 1.2857142857142856, 2.625, 1.1666666666666667]","[0, 0, 3.6818181818181817, 1.5909090909090908, 1.6363636363636365, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.864406779661016, 1.7796610169491525, 1.9090909090909092, 1.0925925925925926]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2513089005235605, 1.1465968586387434, 2.923076923076923, 7.0740740740740735]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
49,2017-06-01,20170601OBHH0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 2.1, 1.3333333333333333, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.184971098265896, 1.1791907514450868, 2.55, 6.407407407407407]","[0, 0, 3.9705882352941178, 1.477941176470588, 1.6785714285714286, 5.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 2.3333333333333335]","[0, 0, 2.4545454545454546, 0.5454545454545455, 3, 1.222222222222222]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.312499999999999, 1.5, 1.5, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.078125, 4.0, 1.1851851851851851]","[0, 0, 3.253012048192771, 1.1927710843373494, 1.4444444444444444, 1.152777777777778]","[0, 0, 3.143835616438356, 1.273972602739726, 2.235294117647059, 6.083333333333333]","[0, 0, 2.103896103896104, 1.2857142857142856, 2.625, 1.1666666666666667]","[0, 1, 3.5217391304347827, 1.5217391304347827, 1.8181818181818181, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.864406779661016, 1.7796610169491525, 1.9090909090909092, 1.0925925925925926]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.220183486238532, 1.2522935779816513, 3.1333333333333333, 7.2666666666666675]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
50,2017-06-02,20170602OBWO0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 2.1, 1.3333333333333333, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.4031413612565444, 1.2408376963350787, 2.75, 6.366666666666666]","[0, 0, 3.9705882352941178, 1.477941176470588, 1.6785714285714286, 5.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 2.3333333333333335]","[0, 1, 2.25, 1.0, 4.0, 1.0]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.312499999999999, 1.5, 1.5, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.078125, 4.0, 1.1851851851851851]","[0, 0, 3.253012048192771, 1.1927710843373494, 1.4444444444444444, 1.152777777777778]","[0, 0, 3.143835616438356, 1.273972602739726, 2.235294117647059, 6.083333333333333]","[0, 0, 2.103896103896104, 1.2857142857142856, 2.625, 1.1666666666666667]","[0, 0, 3.5217391304347827, 1.5217391304347827, 1.8181818181818181, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.864406779661016, 1.7796610169491525, 1.9090909090909092, 1.0925925925925926]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.220183486238532, 1.2522935779816513, 3.1333333333333333, 7.2666666666666675]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
51,2017-06-03,20170603OBWO0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.142857142857142, 2.142857142857143, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4031413612565444, 1.2408376963350787, 2.75, 6.366666666666666]","[0, 0, 3.9705882352941178, 1.477941176470588, 1.6785714285714286, 5.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 2.3333333333333335]","[0, 0, 2.25, 1.0, 4.0, 1.0]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.622641509433962, 1.5283018867924527, 1.4444444444444444, 2.2083333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.21875, 1.125, 4.0, 1.1228070175438596]","[0, 1, 3.13953488372093, 1.1860465116279069, 1.5555555555555556, 1.1466666666666667]","[0, 0, 3.143835616438356, 1.273972602739726, 2.235294117647059, 6.083333333333333]","[0, 0, 2.103896103896104, 1.2857142857142856, 2.625, 1.1666666666666667]","[0, 0, 3.5217391304347827, 1.5217391304347827, 1.8181818181818181, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.328125, 1.6875, 2.0, 1.1228070175438596]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.220183486238532, 1.2522935779816513, 3.1333333333333333, 7.2666666666666675]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
52,2017-06-04,20170604OBWO0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 2.142857142857143, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4031413612565444, 1.2408376963350787, 2.75, 6.366666666666666]","[1, 0, 4.531468531468532, 1.6153846153846154, 1.5666666666666667, 4.766666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 2.3333333333333335]","[0, 1, 5.4, 1.2, 5.0, 1.0]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.5283018867924527, 1.4444444444444444, 2.2083333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.125, 4.0, 1.1228070175438596]","[0, 1, 3.0, 1.2, 1.5555555555555556, 1.1538461538461537]","[0, 0, 3.143835616438356, 1.273972602739726, 2.235294117647059, 6.083333333333333]","[0, 1, 2.025, 1.2375, 2.625, 1.1594202898550725]","[0, 1, 3.328767123287671, 1.4383561643835616, 1.8181818181818181, 1.0579710144927537]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.352941176470588, 1.7647058823529411, 1.7692307692307692, 1.1333333333333333]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.220183486238532, 1.2522935779816513, 3.1333333333333333, 7.2666666666666675]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
53,2017-06-06,20170606SSOB0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 2.142857142857143, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4031413612565444, 1.2408376963350787, 2.75, 6.366666666666666]","[0, 0, 4.531468531468532, 1.6153846153846154, 1.5666666666666667, 4.766666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 2.3333333333333335]","[0, 0, 5.4, 1.2, 5.0, 1.0]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.5283018867924527, 1.4444444444444444, 2.2083333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.029850746268656, 1.2089552238805972, 3.4, 1.1166666666666667]","[0, 1, 2.903225806451613, 1.2580645161290323, 1.5, 1.1481481481481481]","[1, 0, 3.128048780487805, 1.2804878048780488, 2.25, 6.0740740740740735]","[0, 1, 1.9058823529411764, 1.3058823529411765, 2.3333333333333335, 1.1805555555555556]","[0, 1, 3.155844155844156, 1.4025974025974026, 2.0, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.837837837837839, 1.6216216216216215, 1.7692307692307692, 1.1746031746031746]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.220183486238532, 1.2522935779816513, 3.1333333333333333, 7.2666666666666675]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
54,2017-06-07,20170607SSOB0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 2.142857142857143, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4031413612565444, 1.2408376963350787, 2.75, 6.366666666666666]","[0, 0, 4.531468531468532, 1.6153846153846154, 1.5666666666666667, 4.766666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 2.3333333333333335]","[0, 0, 5.4, 1.2, 5.0, 1.0]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.5283018867924527, 1.4444444444444444, 2.2083333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9130434782608696, 1.173913043478261, 3.4, 1.0952380952380953]","[0, 1, 3.4468085106382977, 1.3404255319148937, 1.5, 1.119047619047619]","[0, 0, 3.128048780487805, 1.2804878048780488, 2.25, 6.0740740740740735]","[0, 1, 3.13953488372093, 1.4651162790697674, 2.2, 1.1466666666666667]","[0, 1, 3.5783132530120483, 1.3734939759036144, 2.1818181818181817, 1.1066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 1.6216216216216215, 1.7692307692307692, 1.1746031746031746]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.473029045643153, 1.2697095435684649, 3.2666666666666666, 7.303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
55,2017-06-08,20170608SSOB0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 2.142857142857143, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.4198113207547167, 1.1886792452830188, 2.5454545454545454, 6.424242424242425]","[0, 0, 4.531468531468532, 1.6153846153846154, 1.5666666666666667, 4.766666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 2.3333333333333335]","[0, 0, 5.4, 1.2, 5.0, 1.0]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.5283018867924527, 1.4444444444444444, 2.2083333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.802816901408451, 1.1408450704225352, 3.6, 1.075757575757576]","[0, 1, 3.375, 1.375, 1.3636363636363635, 1.103448275862069]","[0, 0, 3.128048780487805, 1.2804878048780488, 2.25, 6.0740740740740735]","[0, 1, 3.068181818181818, 1.465909090909091, 2.3, 1.1282051282051282]","[0, 0, 3.5783132530120483, 1.3734939759036144, 2.1818181818181817, 1.1066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.684210526315789, 1.618421052631579, 1.7692307692307692, 1.1515151515151514]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.473029045643153, 1.2697095435684649, 3.2666666666666666, 7.303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
56,2017-06-09,20170609OBLT0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 2.142857142857143, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4198113207547167, 1.1886792452830188, 2.5454545454545454, 6.424242424242425]","[1, 0, 4.5, 1.66, 1.5151515151515151, 4.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 2.3333333333333335]","[0, 0, 5.4, 1.2, 5.0, 1.0]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.5283018867924527, 1.4444444444444444, 2.2083333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.802816901408451, 1.1408450704225352, 3.6, 1.075757575757576]","[0, 0, 3.375, 1.375, 1.3636363636363635, 1.103448275862069]","[0, 0, 3.128048780487805, 1.2804878048780488, 2.25, 6.0740740740740735]","[0, 0, 3.068181818181818, 1.465909090909091, 2.3, 1.1282051282051282]","[0, 1, 3.453488372093023, 1.3953488372093024, 2.1666666666666665, 1.1025641025641026]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.618421052631579, 1.7692307692307692, 1.1515151515151514]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.473029045643153, 1.2697095435684649, 3.2666666666666666, 7.303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
57,2017-06-10,20170610OBLT0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.625, 2.1875, 1.1666666666666667, 1.2307692307692308]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4198113207547167, 1.1886792452830188, 2.5454545454545454, 6.424242424242425]","[0, 0, 4.5, 1.66, 1.5151515151515151, 4.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 2.3333333333333335]","[0, 1, 4.764705882352941, 1.588235294117647, 2.0, 0.9444444444444445]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.1, 1.7, 1.2727272727272727, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.802816901408451, 1.1408450704225352, 3.6, 1.075757575757576]","[0, 1, 3.272727272727273, 1.393939393939394, 1.25, 1.1]","[0, 0, 3.128048780487805, 1.2804878048780488, 2.25, 6.0740740740740735]","[0, 0, 3.068181818181818, 1.465909090909091, 2.3, 1.1282051282051282]","[0, 1, 3.3, 1.4333333333333333, 2.3333333333333335, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.575, 1.7692307692307692, 1.1594202898550725]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.473029045643153, 1.2697095435684649, 3.2666666666666666, 7.303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
58,2017-06-11,20170611OBLT0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.1875, 1.1666666666666667, 1.2307692307692308]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4198113207547167, 1.1886792452830188, 2.5454545454545454, 6.424242424242425]","[0, 0, 4.5, 1.66, 1.5151515151515151, 4.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 2.3333333333333335]","[0, 0, 4.764705882352941, 1.588235294117647, 2.0, 0.9444444444444445]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.967213114754098, 1.6721311475409837, 1.2727272727272727, 2.033333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.08, 4.0, 1.0869565217391304]","[0, 0, 3.272727272727273, 1.393939393939394, 1.25, 1.1]","[1, 0, 3.1153846153846154, 1.3186813186813187, 2.272727272727273, 6.066666666666666]","[0, 0, 3.068181818181818, 1.465909090909091, 2.3, 1.1282051282051282]","[0, 0, 3.3, 1.4333333333333333, 2.3333333333333335, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 5.4, 1.575, 1.7692307692307692, 1.1594202898550725]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.473029045643153, 1.2697095435684649, 3.2666666666666666, 7.303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
