,date,game_key,박시영,김원중,정태승,박진형,송주은,박세웅,김유영,박한길,차재용,린드블럼,레일리,김영일,김성재,김남길,마켈,애디튼,이지원,윤성빈,강동호,강영식,정대현,이명우,이정민,윤길현,노경은,손승락,조정훈,김건국,배장호,장시환,이재곤,송승준,진명호
44,2017-05-25,20170525SKLT0,"[0, 0, 4.378378378378379, 1.5, 1.0, 1.027777777777778]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.5333333333333334, 4.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.718446601941748, 1.4271844660194173, 2.5714285714285716, 4.904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8493150684931505, 1.1095890410958904, 2.066666666666667, 6.083333333333333]","[0, 1, 4.153846153846154, 1.5384615384615385, 5.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.167785234899329, 1.429530201342282, 4.454545454545454, 5.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.0, 1.7037037037037037, 1.8333333333333333, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 0.9545454545454546, 2.3333333333333335, 1.3333333333333333]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 0, 4.263157894736842, 1.3157894736842106, 3.0, 1.0]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.8571428571428568, 2.142857142857143, 12.0, 0.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.2, 2.2857142857142856, 1.1666666666666665]","[0, 0, 6.5675675675675675, 1.9459459459459458, 1.7, 0.9487179487179488]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1595744680851063, 0.9893617021276596, 7.2, 3.1333333333333333]","[0, 0, 0, 0, 0, 0]"
45,2017-05-26,20170526LTHT0,"[0, 0, 4.378378378378379, 1.5, 1.0, 1.027777777777778]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.5333333333333334, 4.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.718446601941748, 1.4271844660194173, 2.5714285714285716, 4.904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8493150684931505, 1.1095890410958904, 2.066666666666667, 6.083333333333333]","[0, 1, 3.8571428571428568, 1.5, 5.333333333333333, 1.0769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.167785234899329, 1.429530201342282, 4.454545454545454, 5.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.680412371134021, 1.670103092783505, 1.7142857142857142, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 0.9545454545454546, 2.3333333333333335, 1.3333333333333333]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 1, 4.05, 1.25, 3.0, 1.0]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.8571428571428568, 2.142857142857143, 12.0, 0.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.2, 2.2857142857142856, 1.1666666666666665]","[0, 0, 6.5675675675675675, 1.9459459459459458, 1.7, 0.9487179487179488]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1595744680851063, 0.9893617021276596, 7.2, 3.1333333333333333]","[0, 0, 0, 0, 0, 0]"
46,2017-05-27,20170527LTHT0,"[0, 0, 4.378378378378379, 1.5, 1.0, 1.027777777777778]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.5333333333333334, 4.380952380952381]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.239669421487603, 1.3884297520661155, 2.388888888888889, 5.041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8493150684931505, 1.1095890410958904, 2.066666666666667, 6.083333333333333]","[0, 0, 3.8571428571428568, 1.5, 5.333333333333333, 1.0769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.167785234899329, 1.429530201342282, 4.454545454545454, 5.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.680412371134021, 1.670103092783505, 1.7142857142857142, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4468085106382977, 1.021276595744681, 2.0, 1.3055555555555556]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 0, 4.05, 1.25, 3.0, 1.0]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.8571428571428568, 2.142857142857143, 12.0, 0.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.2, 2.2857142857142856, 1.1666666666666665]","[0, 0, 6.5675675675675675, 1.9459459459459458, 1.7, 0.9487179487179488]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1595744680851063, 0.9893617021276596, 7.2, 3.1333333333333333]","[0, 0, 0, 0, 0, 0]"
47,2017-05-28,20170528LTHT0,"[0, 1, 5.4, 1.6, 1.0555555555555556, 1.0]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.5333333333333334, 4.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.239669421487603, 1.3884297520661155, 2.388888888888889, 5.041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8493150684931505, 1.1095890410958904, 2.066666666666667, 6.083333333333333]","[0, 0, 3.8571428571428568, 1.5, 5.333333333333333, 1.0769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.167785234899329, 1.429530201342282, 4.454545454545454, 5.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.680412371134021, 1.670103092783505, 1.7142857142857142, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.021276595744681, 2.0, 1.3055555555555556]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 1, 3.9193548387096775, 1.2096774193548387, 3.0, 0.9841269841269842]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 1, 3.552631578947368, 2.0526315789473686, 6.5, 0.8444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.068493150684931, 1.315068493150685, 2.25, 1.1587301587301586]","[0, 1, 6.9230769230769225, 1.9230769230769231, 1.8, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.9189189189189193, 0.972972972972973, 5.857142857142857, 3.3636363636363638]","[0, 0, 0, 0, 0, 0]"
48,2017-05-30,20170530LTSS0,"[0, 0, 5.4, 1.6, 1.0555555555555556, 1.0]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.5333333333333334, 4.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.239669421487603, 1.3884297520661155, 2.388888888888889, 5.041666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.7784431137724552, 1.095808383233533, 2.0, 6.185185185185185]","[0, 0, 3.8571428571428568, 1.5, 5.333333333333333, 1.0769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.167785234899329, 1.429530201342282, 4.454545454545454, 5.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.680412371134021, 1.670103092783505, 1.7142857142857142, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.021276595744681, 2.0, 1.3055555555555556]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 0, 3.9193548387096775, 1.2096774193548387, 3.0, 0.9841269841269842]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 1, 3.068181818181818, 1.840909090909091, 5.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.068493150684931, 1.315068493150685, 2.25, 1.1587301587301586]","[0, 1, 6.136363636363636, 2.0454545454545454, 1.5384615384615385, 0.9777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 0.972972972972973, 5.857142857142857, 3.3636363636363638]","[0, 0, 0, 0, 0, 0]"
49,2017-05-31,20170531LTSS0,"[0, 0, 5.4, 1.6, 1.0555555555555556, 1.0]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.5333333333333334, 4.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.239669421487603, 1.3884297520661155, 2.388888888888889, 5.041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7784431137724552, 1.095808383233533, 2.0, 6.185185185185185]","[0, 0, 3.8571428571428568, 1.5, 5.333333333333333, 1.0769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.605882352941177, 1.4470588235294117, 4.583333333333333, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.680412371134021, 1.670103092783505, 1.7142857142857142, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.021276595744681, 2.0, 1.3055555555555556]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 0, 1.0]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 0, 3.9193548387096775, 1.2096774193548387, 3.0, 0.9841269841269842]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.068181818181818, 1.840909090909091, 5.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.378378378378379, 1.3783783783783783, 2.111111111111111, 1.1212121212121213]","[0, 0, 6.136363636363636, 2.0454545454545454, 1.5384615384615385, 0.9777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 0.972972972972973, 5.857142857142857, 3.3636363636363638]","[0, 0, 0, 0, 0, 0]"
50,2017-06-01,20170601LTSS0,"[0, 0, 5.4, 1.6, 1.0555555555555556, 1.0]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.5333333333333334, 4.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.239669421487603, 1.3884297520661155, 2.388888888888889, 5.041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7784431137724552, 1.095808383233533, 2.0, 6.185185185185185]","[0, 1, 4.2, 1.6, 3.4, 1.0714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.605882352941177, 1.4470588235294117, 4.583333333333333, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.6722689075630255, 1.46218487394958, 1.9375, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.021276595744681, 2.0, 1.3055555555555556]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 1, 5.571428571428571, 1.4285714285714286, 2.4, 0.9545454545454546]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.068181818181818, 1.840909090909091, 5.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.32, 1.36, 2.111111111111111, 1.0869565217391304]","[0, 0, 6.136363636363636, 2.0454545454545454, 1.5384615384615385, 0.9777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 0.972972972972973, 5.857142857142857, 3.3636363636363638]","[0, 0, 0, 0, 0, 0]"
51,2017-06-02,20170602KTLT0,"[0, 1, 5.538461538461538, 1.6153846153846154, 1.0526315789473684, 1.0]","[1, 0, 3.467889908256881, 1.5963302752293578, 1.3, 4.541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.239669421487603, 1.3884297520661155, 2.388888888888889, 5.041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7784431137724552, 1.095808383233533, 2.0, 6.185185185185185]","[0, 1, 5.625, 1.6875, 3.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.605882352941177, 1.4470588235294117, 4.583333333333333, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6722689075630255, 1.46218487394958, 1.9375, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.021276595744681, 2.0, 1.3055555555555556]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 1.5, 2, 1.3333333333333333]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 0, 5.571428571428571, 1.4285714285714286, 2.4, 0.9545454545454546]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.068181818181818, 1.840909090909091, 5.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.3076923076923077, 2.2222222222222223, 1.0833333333333333]","[0, 0, 6.136363636363636, 2.0454545454545454, 1.5384615384615385, 0.9777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 0.972972972972973, 5.857142857142857, 3.3636363636363638]","[0, 0, 0, 0, 0, 0]"
52,2017-06-03,20170603KTLT0,"[0, 0, 5.538461538461538, 1.6153846153846154, 1.0526315789473684, 1.0]","[0, 0, 3.467889908256881, 1.5963302752293578, 1.3, 4.541666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.230769230769231, 1.6153846153846152, 2.0, 4.814814814814815]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7784431137724552, 1.095808383233533, 2.0, 6.185185185185185]","[0, 0, 5.625, 1.6875, 3.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.605882352941177, 1.4470588235294117, 4.583333333333333, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6722689075630255, 1.46218487394958, 1.9375, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.021276595744681, 2.0, 1.3055555555555556]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 1.875, 2.0, 0.8888888888888888]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 0, 5.571428571428571, 1.4285714285714286, 2.4, 0.9545454545454546]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.068181818181818, 1.840909090909091, 5.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.05, 1.275, 2.3333333333333335, 1.0666666666666667]","[0, 0, 6.136363636363636, 2.0454545454545454, 1.5384615384615385, 0.9777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 0.972972972972973, 5.857142857142857, 3.3636363636363638]","[0, 0, 0, 0, 0, 0]"
53,2017-06-04,20170604KTLT0,"[0, 1, 5.2682926829268295, 1.5365853658536586, 1.1578947368421053, 1.0123456790123457]","[0, 0, 3.467889908256881, 1.5963302752293578, 1.3, 4.541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6153846153846152, 2.0, 4.814814814814815]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7784431137724552, 1.095808383233533, 2.0, 6.185185185185185]","[0, 0, 5.625, 1.6875, 3.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.605882352941177, 1.4470588235294117, 4.583333333333333, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6722689075630255, 1.46218487394958, 1.9375, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.021276595744681, 2.0, 1.3055555555555556]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 1.875, 2.0, 0.8888888888888888]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 1, 5.955882352941177, 1.5441176470588234, 2.4545454545454546, 0.9855072463768116]","[0, 1, 9.0, 2.5, 0.0, 1.0]","[0, 0, 3.068181818181818, 1.840909090909091, 5.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.275, 2.3333333333333335, 1.0666666666666667]","[0, 1, 5.74468085106383, 1.9787234042553192, 1.4285714285714286, 0.9791666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.0, 1.0476190476190477, 4.777777777777778, 3.5]","[0, 0, 0, 0, 0, 0]"
54,2017-06-06,20170606LTNC0,"[0, 1, 4.909090909090909, 1.5340909090909092, 1.1363636363636365, 1.0476190476190477]","[0, 0, 3.467889908256881, 1.5963302752293578, 1.3, 4.541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6153846153846152, 2.0, 4.814814814814815]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.5797872340425532, 1.1170212765957448, 1.8181818181818181, 6.266666666666667]","[0, 0, 5.625, 1.6875, 3.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.605882352941177, 1.4470588235294117, 4.583333333333333, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6722689075630255, 1.46218487394958, 1.9375, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.021276595744681, 2.0, 1.3055555555555556]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 1.875, 2.0, 0.8888888888888888]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 1, 5.704225352112676, 1.4788732394366197, 2.6363636363636362, 0.9861111111111112]","[0, 0, 9.0, 2.5, 0.0, 1.0]","[0, 1, 2.872340425531915, 1.723404255319149, 5.0, 0.9215686274509803]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.275, 2.3333333333333335, 1.0666666666666667]","[0, 1, 5.4, 1.8599999999999999, 1.5714285714285714, 0.9803921568627452]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0476190476190477, 4.777777777777778, 3.5]","[0, 0, 0, 0, 0, 0]"
55,2017-06-07,20170607LTNC0,"[0, 1, 5.157303370786517, 1.5842696629213482, 1.1304347826086956, 1.0229885057471264]","[0, 0, 3.467889908256881, 1.5963302752293578, 1.3, 4.541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6153846153846152, 2.0, 4.814814814814815]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5797872340425532, 1.1170212765957448, 1.8181818181818181, 6.266666666666667]","[0, 1, 4.5, 1.5, 3.0, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.73936170212766, 1.4361702127659575, 4.538461538461538, 5.696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6722689075630255, 1.46218487394958, 1.9375, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.021276595744681, 2.0, 1.3055555555555556]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.9411764705882355, 1.7647058823529411, 5.0, 1.4166666666666667]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 0, 5.704225352112676, 1.4788732394366197, 2.6363636363636362, 0.9861111111111112]","[0, 1, 9.0, 2.6666666666666665, 0.0, 1.0]","[0, 0, 2.872340425531915, 1.723404255319149, 5.0, 0.9215686274509803]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9886363636363638, 1.3636363636363638, 2.5555555555555554, 1.1282051282051282]","[0, 0, 5.4, 1.8599999999999999, 1.5714285714285714, 0.9803921568627452]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0476190476190477, 4.777777777777778, 3.5]","[0, 0, 0, 0, 0, 0]"
56,2017-06-08,20170608LTNC0,"[0, 0, 5.157303370786517, 1.5842696629213482, 1.1304347826086956, 1.0229885057471264]","[0, 0, 3.467889908256881, 1.5963302752293578, 1.3, 4.541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6153846153846152, 2.0, 4.814814814814815]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5797872340425532, 1.1170212765957448, 1.8181818181818181, 6.266666666666667]","[0, 0, 4.5, 1.5, 3.0, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.73936170212766, 1.4361702127659575, 4.538461538461538, 5.696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.545454545454546, 1.5, 1.9411764705882353, 4.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.354838709677419, 1.2580645161290323, 1.8571428571428572, 1.5897435897435899]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9411764705882355, 1.7647058823529411, 5.0, 1.4166666666666667]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 0, 5.704225352112676, 1.4788732394366197, 2.6363636363636362, 0.9861111111111112]","[0, 1, 13.5, 3.3, 0.0, 0.8333333333333334]","[0, 0, 2.872340425531915, 1.723404255319149, 5.0, 0.9215686274509803]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9886363636363638, 1.3636363636363638, 2.5555555555555554, 1.1282051282051282]","[0, 0, 5.4, 1.8599999999999999, 1.5714285714285714, 0.9803921568627452]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0476190476190477, 4.777777777777778, 3.5]","[0, 0, 0, 0, 0, 0]"
