게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,완투,결과,홀드,이닝*3,투구 수,타자,타수,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고4,사구,삼진,병살타,폭투,보크,실책,실점,자책점,득점권WHIP,2점차이하WHIP,345번타자WHIP
20170411HTOB0,2017-04-11,HT,OB,0,T,0,L,0,24,212,50,43,21,6,1,0,5,0,0,2,5,0,0,3,0,1,0,1,16,16,3.0,4.0,1.909090909
20170411KTWO0,2017-04-11,WO,KT,0,B,0,W,0,27,113,35,34,8,1,0,0,1,1,0,0,1,0,0,5,0,0,0,0,2,2,0.857142857,0.333333333,1.5
20170411KTWO0,2017-04-11,KT,WO,0,T,0,L,0,24,161,45,40,17,5,1,2,0,0,0,0,4,0,1,6,1,0,0,0,12,12,2.333333333,2.625,6.0
20170411LGNC0,2017-04-11,NC,LG,0,B,0,W,1,27,187,44,34,6,0,0,0,3,0,1,0,8,0,1,15,0,4,0,0,3,2,2.333333333,1.5555555559999998,1.875
20170411LGNC0,2017-04-11,LG,NC,0,T,0,L,0,24,119,33,28,7,2,0,0,0,0,1,2,1,0,1,9,0,0,0,0,4,4,0.375,1.0,1.0
20170411LTSK0,2017-04-11,SK,LT,0,B,0,L,0,27,160,45,34,8,1,0,1,1,0,0,1,8,0,2,8,1,0,0,1,6,5,1.75,2.1176470590000003,2.625
20170411LTSK0,2017-04-11,LT,SK,0,T,0,W,1,27,162,38,36,10,1,0,2,0,0,0,0,1,0,1,9,1,1,0,0,4,4,0.5,1.0,1.5
20170412HHSS0,2017-04-12,SS,HH,0,B,0,L,0,27,130,35,31,7,1,1,0,0,0,0,1,3,0,0,9,3,0,0,0,5,5,2.4,1.363636364,2.142857143
20170412HHSS0,2017-04-12,HH,SS,0,T,0,W,0,27,147,38,35,8,1,0,1,0,0,0,0,2,0,1,8,1,0,0,0,3,3,0.0,0.6,0.6
20170412HTOB0,2017-04-12,OB,HT,0,B,0,L,0,27,163,44,36,9,3,1,0,2,0,2,1,5,0,0,5,0,0,0,1,8,5,1.153846154,2.0,1.666666667
20170412HTOB0,2017-04-12,HT,OB,0,T,0,W,2,27,155,38,33,7,2,0,0,0,0,0,0,4,0,1,11,2,0,0,0,4,2,1.2,1.5,2.5
20170412KTWO0,2017-04-12,WO,KT,0,B,0,W,2,27,147,38,32,8,4,0,0,1,1,0,1,4,1,1,7,2,0,0,0,3,2,1.5,1.333333333,2.5
20170412KTWO0,2017-04-12,KT,WO,0,T,0,L,0,24,142,37,32,8,0,0,0,1,0,0,1,3,0,1,8,1,0,0,1,5,3,3.0,1.375,0.666666667
20170412LGNC0,2017-04-12,NC,LG,0,B,0,W,2,27,131,34,32,5,0,0,0,0,0,0,0,1,0,1,10,1,0,0,0,0,0,0.0,0.625,1.0
20170412LGNC0,2017-04-12,LG,NC,0,T,0,L,0,24,156,39,35,10,0,0,2,0,0,0,0,4,1,0,9,0,1,0,0,5,2,2.5,1.434782609,4.2
20170412LTSK0,2017-04-12,SK,LT,0,B,0,W,0,36,174,48,45,12,0,0,0,1,0,0,0,3,0,0,15,3,0,0,0,1,1,0.6,1.25,1.5
20170412LTSK0,2017-04-12,LT,SK,0,T,0,L,0,33,185,48,40,9,2,0,0,0,0,1,1,5,3,1,14,2,1,0,0,2,1,1.0,1.272727273,1.5
20170413HHSS0,2017-04-13,SS,HH,0,B,0,W,0,27,140,32,30,4,2,0,1,0,0,0,0,2,1,0,10,1,0,0,0,1,1,1.0,0.75,0.6
20170413HHSS0,2017-04-13,HH,SS,0,T,0,L,0,24,130,35,29,6,2,0,0,1,0,0,0,6,0,0,3,2,1,0,0,5,4,2.0,1.434782609,1.714285714
20170413HTOB0,2017-04-13,OB,HT,0,B,0,L,0,27,150,40,33,8,1,0,0,0,0,1,1,5,0,0,7,0,0,0,1,4,4,1.2,1.928571429,5.4
20170413HTOB0,2017-04-13,HT,OB,0,T,0,W,2,27,151,39,35,12,1,0,1,0,1,0,1,3,0,0,4,0,1,0,0,3,3,1.0,1.846153846,0.5
20170413KTWO0,2017-04-13,WO,KT,0,B,0,L,2,27,168,43,39,13,4,0,1,2,0,0,0,4,0,0,2,1,0,0,0,7,7,1.875,1.833333333,1.8
20170413KTWO0,2017-04-13,KT,WO,0,T,0,W,0,27,160,41,37,9,1,0,0,0,0,0,0,4,0,0,9,1,1,0,1,6,2,1.5,1.235294118,2.0
20170413LGNC0,2017-04-13,NC,LG,0,B,0,W,1,27,156,36,29,5,1,0,0,1,1,0,0,7,0,0,11,2,0,0,0,1,1,0.375,1.2,1.875
20170413LGNC0,2017-04-13,LG,NC,0,T,0,L,0,24,110,32,29,7,1,0,1,0,1,0,0,3,1,0,1,1,0,0,0,3,3,9.0,1.363636364,0.9
20170413LTSK0,2017-04-13,SK,LT,0,B,0,W,3,27,168,42,38,12,1,0,3,1,0,0,0,4,0,0,8,1,0,0,0,10,10,3.75,1.375,2.0
20170413LTSK0,2017-04-13,LT,SK,0,T,0,L,0,24,174,41,34,13,0,0,3,0,0,0,2,3,0,2,7,1,1,0,0,11,11,5.0,1.636363636,4.5
20170414KTLG0,2017-04-14,LG,KT,0,B,0,W,1,27,116,34,34,9,1,0,1,0,0,0,0,0,0,0,8,2,1,0,0,2,2,0.75,1.0,1.0
20170414KTLG0,2017-04-14,KT,LG,0,T,0,L,0,24,120,34,32,10,1,0,1,0,0,0,0,2,0,0,4,2,0,0,0,5,5,2.0,1.5,3.5
20170414OBNC0,2017-04-14,NC,OB,0,B,0,L,0,27,211,53,38,13,1,0,2,0,0,0,1,12,0,2,5,0,1,0,0,10,10,1.6875,4.125,3.75
20170414OBNC0,2017-04-14,OB,NC,0,T,0,W,0,27,139,40,37,10,1,1,0,0,0,0,1,1,0,1,10,0,1,0,1,6,2,1.285714286,1.0,0.5
20170414SKHH0,2017-04-14,HH,SK,0,B,0,L,0,27,137,45,35,11,2,0,1,1,0,1,2,5,0,2,4,0,1,0,0,6,4,1.071428571,2.333333333,1.2
20170414SKHH0,2017-04-14,SK,HH,0,T,0,W,0,27,131,34,32,6,1,0,1,1,0,0,0,1,0,1,12,1,0,0,0,2,1,0.6,0.333333333,0.6
20170414SSLT0,2017-04-14,LT,SS,0,B,0,W,0,27,177,42,36,10,1,0,1,1,0,1,0,5,1,0,12,1,2,2,0,6,5,1.090909091,1.714285714,2.0
20170414SSLT0,2017-04-14,SS,LT,0,T,0,L,0,24,146,37,31,9,1,1,0,2,0,0,0,5,0,1,4,2,1,0,0,9,7,10.5,2.538461538,4.2
20170414WOHT0,2017-04-14,HT,WO,0,B,1,W,0,27,127,36,34,7,0,0,1,0,0,0,0,1,0,1,9,0,0,0,0,2,2,0.857142857,0.8888888890000001,1.714285714
20170414WOHT0,2017-04-14,WO,HT,0,T,0,L,0,24,95,32,29,7,3,0,1,2,1,0,1,1,0,1,1,0,0,0,0,3,3,0.375,1.0,1.333333333
20170415KTLG0,2017-04-15,LG,KT,0,B,0,L,0,30,162,40,30,3,1,0,0,2,1,1,1,5,0,3,6,0,3,0,0,1,1,1.333333333,0.8,0.5
20170415KTLG0,2017-04-15,KT,LG,0,T,0,W,0,30,109,36,34,7,2,0,0,0,1,1,0,1,0,0,6,1,0,0,0,0,0,0.0,0.8,0.272727273
20170415OBNC0,2017-04-15,NC,OB,0,B,0,L,0,27,176,48,40,14,1,0,3,0,0,1,0,5,0,2,6,0,0,0,0,11,11,4.2,3.6,1.090909091
20170415OBNC0,2017-04-15,OB,NC,0,T,0,W,0,27,163,39,36,11,1,1,0,0,0,0,0,2,0,1,6,2,0,0,0,2,2,1.666666667,1.0,1.2
20170415SKHH0,2017-04-15,HH,SK,0,B,0,L,0,27,182,47,41,17,5,1,3,2,1,0,0,6,1,0,8,1,0,0,0,12,12,3.75,2.454545455,2.333333333
20170415SKHH0,2017-04-15,SK,HH,0,T,0,W,0,27,180,44,39,13,1,0,0,0,0,1,0,4,0,0,8,0,0,1,0,4,3,1.714285714,1.666666667,1.5
20170415SSLT0,2017-04-15,LT,SS,0,B,0,W,1,27,161,40,36,11,1,1,1,0,0,1,0,2,0,1,8,1,0,0,0,4,3,1.0,1.4444444440000002,1.2
20170415SSLT0,2017-04-15,SS,LT,0,T,0,L,0,24,155,42,31,9,1,1,0,0,0,0,1,7,0,3,6,1,1,0,1,6,5,1.5,2.0,4.5
20170415WOHT0,2017-04-15,HT,WO,0,B,0,W,0,27,130,37,37,13,2,0,0,0,0,0,0,0,0,0,6,3,0,0,0,2,2,0.818181818,0.0,1.2
20170415WOHT0,2017-04-15,WO,HT,0,T,0,L,0,24,112,35,34,12,1,0,1,2,0,0,0,1,0,0,2,2,0,0,0,5,5,0.857142857,12.0,1.333333333
20170416KTLG0,2017-04-16,LG,KT,0,B,0,W,2,27,178,44,41,14,1,0,1,0,0,0,0,3,0,0,8,1,0,0,0,5,4,1.0,1.636363636,1.666666667
20170416KTLG0,2017-04-16,KT,LG,0,T,0,L,0,24,163,45,39,16,1,1,2,0,0,0,0,5,0,1,4,1,2,0,1,12,11,4.285714286,4.0,6.0
20170416OBNC0,2017-04-16,NC,OB,0,B,0,W,2,27,150,36,30,6,0,0,0,1,1,0,0,6,0,0,7,2,0,0,0,0,0,0.666666667,0.5,1.333333333
20170416OBNC0,2017-04-16,OB,NC,0,T,0,L,0,24,144,36,33,11,3,0,0,1,0,0,0,2,0,1,6,3,0,0,0,4,4,2.0,5.0,1.666666667
20170416SKHH0,2017-04-16,HH,SK,0,B,0,L,0,27,170,42,35,12,4,1,1,0,1,0,2,3,0,2,7,1,1,0,0,10,10,1.8,1.363636364,1.875
20170416SKHH0,2017-04-16,SK,HH,0,T,0,W,0,27,138,35,31,6,0,0,0,0,0,1,1,2,0,0,8,0,0,0,0,1,1,0.0,1.333333333,1.5
20170416SSLT0,2017-04-16,LT,SS,0,B,0,L,0,27,153,37,34,10,2,0,0,0,1,0,1,2,0,0,6,0,0,0,0,3,3,1.285714286,1.666666667,1.333333333
20170416SSLT0,2017-04-16,SS,LT,0,T,0,W,1,27,124,33,31,8,1,0,0,0,3,0,0,2,0,0,7,1,0,0,0,0,0,0.0,1.2,0.545454545
20170416WOHT0,2017-04-16,HT,WO,0,B,0,W,3,27,181,44,38,13,2,0,0,1,1,0,1,4,0,1,9,0,0,0,0,6,6,2.0,1.8,1.090909091
20170416WOHT0,2017-04-16,WO,HT,0,T,0,L,0,24,110,38,32,11,1,0,0,1,0,1,2,3,1,0,4,0,0,0,0,7,7,1.363636364,1.304347826,2.142857143
20170418HTKT0,2017-04-18,KT,HT,0,B,0,L,0,27,171,39,38,11,3,0,1,0,0,0,0,1,0,0,7,1,0,0,0,5,5,2.4,1.285714286,0.818181818
20170418HTKT0,2017-04-18,HT,KT,0,T,1,W,0,27,122,32,31,7,0,1,0,0,1,0,0,1,0,0,6,1,0,0,0,0,0,0.0,0.5,1.2
20170418LGHH0,2017-04-18,HH,LG,0,B,0,W,0,27,147,37,34,9,0,0,0,1,0,1,0,1,0,1,11,1,1,0,0,2,2,0.75,1.111111111,0.272727273
20170418LGHH0,2017-04-18,LG,HH,0,T,0,L,0,25,133,34,31,6,1,1,0,0,1,1,0,2,0,0,4,2,0,0,2,3,2,0.5,0.96,1.5
20170418NCLT0,2017-04-18,LT,NC,0,B,0,L,0,27,139,43,39,14,2,0,4,0,0,1,0,2,0,1,7,0,0,0,0,8,8,1.0,1.666666667,1.8
20170418NCLT0,2017-04-18,NC,LT,0,T,0,W,0,27,144,40,35,11,1,0,0,0,0,1,1,3,0,0,9,1,0,1,0,3,3,0.9,1.941176471,2.0
20170418SSOB0,2017-04-18,OB,SS,0,B,0,D,0,36,209,48,43,10,1,0,2,1,1,0,0,5,0,0,9,2,0,0,0,3,3,0.666666667,1.25,1.0
20170418SSOB0,2017-04-18,SS,OB,0,T,0,D,0,36,220,51,44,10,2,0,0,0,0,0,0,6,0,1,9,2,0,0,0,3,3,1.2,1.333333333,1.384615385
20170418WOSK0,2017-04-18,SK,WO,0,B,0,W,1,27,138,37,35,8,1,1,1,0,0,0,0,2,0,0,9,0,0,0,0,4,4,1.2,0.666666667,1.5
20170418WOSK0,2017-04-18,WO,SK,0,T,0,L,0,24,109,34,32,9,1,0,2,0,0,1,0,0,0,1,5,1,0,0,1,7,6,0.0,2.0,1.5
20170419HTKT0,2017-04-19,KT,HT,0,B,0,W,2,27,140,39,34,9,2,0,0,0,0,1,0,3,0,1,6,1,0,0,0,1,1,0.3,1.333333333,1.0
