게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,선수명,선발,타순,타자,타수,타점,득점,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고의4구,사구,삼진,병살타,실책,잔루,득점권타율,득점권타수,득점권안타
20200505OBLG0,2020-05-05,OB,LG,0,T,페르난데스,1,5,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200505OBLG0,2020-05-05,LG,OB,0,B,박용택,1,6,4,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,1,0
20200505OBLG0,2020-05-05,OB,LG,0,T,김재호,1,6,4,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,0,0
20200505OBLG0,2020-05-05,OB,LG,0,T,오재일,1,3,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,1,0
20200505OBLG0,2020-05-05,LG,OB,0,B,정근우,1,2,4,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0
20200505OBLG0,2020-05-05,LG,OB,0,B,김현수,1,3,4,4,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,2,2
20200505OBLG0,2020-05-05,OB,LG,0,T,오재원,1,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.0,1,0
20200505OBLG0,2020-05-05,LG,OB,0,B,김민성,1,7,4,3,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,0,0
20200505OBLG0,2020-05-05,LG,OB,0,B,김용의,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200505OBLG0,2020-05-05,OB,LG,0,T,김재환,1,4,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0
20200505OBLG0,2020-05-05,LG,OB,0,B,오지환,1,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1,0
20200505OBLG0,2020-05-05,LG,OB,0,B,정주현,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200505OBLG0,2020-05-05,LG,OB,0,B,채은성,1,5,4,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0.0,0,0
20200505OBLG0,2020-05-05,OB,LG,0,T,박건우,1,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0
20200505OBLG0,2020-05-05,OB,LG,0,T,정수빈,1,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20200505OBLG0,2020-05-05,OB,LG,0,T,허경민,1,2,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20200505WOHT0,2020-05-05,WO,HT,0,T,모터,1,7,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,1,1
20200505WOHT0,2020-05-05,HT,WO,0,B,유민상,1,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,1
20200505WOHT0,2020-05-05,WO,HT,0,T,박정음,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200505WOHT0,2020-05-05,WO,HT,0,T,김규민,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200505WOHT0,2020-05-05,HT,WO,0,B,최정민,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0
20200505WOHT0,2020-05-05,HT,WO,0,B,황윤호,0,9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,1
20200505WOHT0,2020-05-05,HT,WO,0,B,이우성,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200505WOHT0,2020-05-05,HT,WO,0,B,한승택,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,1,0
20200505WOHT0,2020-05-05,WO,HT,0,T,김하성,1,2,5,4,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0
20200505WOHT0,2020-05-05,WO,HT,0,T,임병욱,1,8,5,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,1,1
20200505WOHT0,2020-05-05,HT,WO,0,B,박찬호,1,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0
20200505WOHT0,2020-05-05,WO,HT,0,T,박준태,1,9,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0.0,0,0
20200505WOHT0,2020-05-05,HT,WO,0,B,최정용,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200505WOHT0,2020-05-05,WO,HT,0,T,전병우,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20200505WOHT0,2020-05-05,HT,WO,0,B,최원준,1,1,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0
20200505WOHT0,2020-05-05,WO,HT,0,T,김혜성,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200505WOHT0,2020-05-05,WO,HT,0,T,이정후,1,3,5,3,2,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,1,1
20200505WOHT0,2020-05-05,WO,HT,0,T,김재웅,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200505WOHT0,2020-05-05,HT,WO,0,B,이정훈,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1,0
20200505WOHT0,2020-05-05,WO,HT,0,T,김주형,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
20200505WOHT0,2020-05-05,WO,HT,0,T,윤정현,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200505WOHT0,2020-05-05,HT,WO,0,B,터커,1,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0
20200505WOHT0,2020-05-05,HT,WO,0,B,최형우,1,4,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0,1,0
20200505WOHT0,2020-05-05,WO,HT,0,T,이택근,1,5,4,4,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,2,1
20200505WOHT0,2020-05-05,WO,HT,0,T,박병호,1,4,5,5,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0
20200505WOHT0,2020-05-05,WO,HT,0,T,서건창,1,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20200505WOHT0,2020-05-05,HT,WO,0,B,김선빈,1,2,4,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,0,0
20200505WOHT0,2020-05-05,HT,WO,0,B,나지완,1,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20200505WOHT0,2020-05-05,HT,WO,0,B,문선재,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200505WOHT0,2020-05-05,HT,WO,0,B,장영석,1,5,4,3,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0.0,1,0
20200505WOHT0,2020-05-05,WO,HT,0,T,박동원,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200505WOHT0,2020-05-05,WO,HT,0,T,이지영,1,6,4,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,2
20200506HHSK0,2020-05-06,SK,HH,0,B,최지훈,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20200506HHSK0,2020-05-06,HH,SK,0,T,이해창,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0
20200506HHSK0,2020-05-06,HH,SK,0,T,정진호,1,7,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2,1
20200506HHSK0,2020-05-06,SK,HH,0,B,고종욱,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200506HHSK0,2020-05-06,HH,SK,0,T,하주석,1,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0
20200506HHSK0,2020-05-06,SK,HH,0,B,한동민,1,6,4,4,3,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,1,0
20200506HHSK0,2020-05-06,SK,HH,0,B,정현,1,9,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,1,0
20200506HHSK0,2020-05-06,HH,SK,0,T,장운호,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200506HHSK0,2020-05-06,SK,HH,0,B,노수광,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200506HHSK0,2020-05-06,HH,SK,0,T,장진혁,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0
20200506HHSK0,2020-05-06,SK,HH,0,B,로맥,1,4,4,4,1,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1.0,1,1
20200506HHSK0,2020-05-06,HH,SK,0,T,호잉,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200506HHSK0,2020-05-06,HH,SK,0,T,정은원,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0
20200506HHSK0,2020-05-06,HH,SK,0,T,노시환,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200506HHSK0,2020-05-06,SK,HH,0,B,김창평,1,8,4,3,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,4,0.0,0,0
20200506HHSK0,2020-05-06,HH,SK,0,T,김태균,1,6,4,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0,1,0
20200506HHSK0,2020-05-06,SK,HH,0,B,김강민,1,1,5,4,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,3,0
20200506HHSK0,2020-05-06,HH,SK,0,T,이성열,1,4,4,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0
20200506HHSK0,2020-05-06,HH,SK,0,T,이용규,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20200506HHSK0,2020-05-06,SK,HH,0,B,윤석민,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3,0
20200506HHSK0,2020-05-06,SK,HH,0,B,정의윤,1,5,4,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2,1
20200506HHSK0,2020-05-06,SK,HH,0,B,최정,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0
20200506HHSK0,2020-05-06,HH,SK,0,T,송광민,1,5,4,3,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,1,2,0.0,0,0
20200506HHSK0,2020-05-06,SK,HH,0,B,김성현,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200506HHSK0,2020-05-06,SK,HH,0,B,이재원,1,7,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20200506HHSK0,2020-05-06,SK,HH,0,B,채태인,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0
20200506HHSK0,2020-05-06,HH,SK,0,T,최재훈,1,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20200506LTKT0,2020-05-06,KT,LT,0,B,강현우,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200506LTKT0,2020-05-06,LT,KT,0,T,마차도,1,7,4,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0,0
20200506LTKT0,2020-05-06,LT,KT,0,T,정훈,1,6,4,4,3,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1.0,1,1
20200506LTKT0,2020-05-06,KT,LT,0,B,박승욱,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200506LTKT0,2020-05-06,KT,LT,0,B,김민혁,1,2,5,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,0,0
20200506LTKT0,2020-05-06,KT,LT,0,B,심우준,1,1,5,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1,1
20200506LTKT0,2020-05-06,KT,LT,0,B,배정대,1,9,4,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0
20200506LTKT0,2020-05-06,KT,LT,0,B,강민국,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20200506LTKT0,2020-05-06,KT,LT,0,B,로하스,1,5,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0,0,0
20200506LTKT0,2020-05-06,KT,LT,0,B,강백호,1,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0
20200506LTKT0,2020-05-06,LT,KT,0,T,정보근,1,9,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0
20200506LTKT0,2020-05-06,LT,KT,0,T,한동희,1,8,4,4,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0,1,0
20200506LTKT0,2020-05-06,LT,KT,0,T,이대호,1,4,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,2,0
20200506LTKT0,2020-05-06,KT,LT,0,B,박경수,1,7,4,4,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0,2,0
20200506LTKT0,2020-05-06,KT,LT,0,B,유한준,1,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20200506LTKT0,2020-05-06,LT,KT,0,T,민병헌,1,1,5,5,0,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0
20200506LTKT0,2020-05-06,KT,LT,0,B,황재균,1,6,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2,0
20200506LTKT0,2020-05-06,LT,KT,0,T,손아섭,1,3,5,4,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.333333333,3,1
20200506LTKT0,2020-05-06,LT,KT,0,T,전준우,1,2,5,5,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,2,1
20200506LTKT0,2020-05-06,KT,LT,0,B,장성우,1,8,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0
20200506LTKT0,2020-05-06,LT,KT,0,T,안치홍,1,5,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,0
20200506NCSS0,2020-05-06,SS,NC,0,B,살라디노,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0.0,0,0
20200506NCSS0,2020-05-06,NC,SS,0,T,알테어,1,2,3,3,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0
