게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,선수명,선발,타순,타자,타수,타점,득점,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고의4구,사구,삼진,병살타,실책,잔루,득점권타율,득점권타수,득점권안타
20160401HTNC0,2016-04-01,HT,NC,0,T,이범호,1,5,4,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0
20160401HTNC0,2016-04-01,HT,NC,0,T,김원섭,1,6,4,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,3,1
20160401HTNC0,2016-04-01,HT,NC,0,T,김민우,1,9,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0.0,1,0
20160401HTNC0,2016-04-01,NC,HT,0,B,손시헌,1,8,4,3,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1.0,1,1
20160401HTNC0,2016-04-01,NC,HT,0,B,지석훈,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
20160401HTNC0,2016-04-01,NC,HT,0,B,이종욱,1,7,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0.0,0,0
20160401HTNC0,2016-04-01,NC,HT,0,B,용덕한,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0
20160401HTNC0,2016-04-01,NC,HT,0,B,박석민,1,5,4,3,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,0,0
20160401HTNC0,2016-04-01,HT,NC,0,T,김주형,1,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0
20160401HTNC0,2016-04-01,NC,HT,0,B,김종호,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20160401HTNC0,2016-04-01,NC,HT,0,B,김태군,1,9,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0
20160401HTNC0,2016-04-01,HT,NC,0,T,나지완,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20160401HTNC0,2016-04-01,HT,NC,0,T,백용환,1,8,4,3,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0.0,1,0
20160401HTNC0,2016-04-01,HT,NC,0,T,김다원,1,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,2,0
20160401HTNC0,2016-04-01,NC,HT,0,B,이호준,1,6,4,4,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20160401KTSK0,2016-04-01,KT,SK,0,T,심우준,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
20160401KTSK0,2016-04-01,KT,SK,0,T,문상철,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160401KTSK0,2016-04-01,SK,KT,0,B,고메즈,1,2,4,4,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333333,3,1
20160401KTSK0,2016-04-01,KT,SK,0,T,박기혁,1,8,4,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2,1
20160401KTSK0,2016-04-01,KT,SK,0,T,김상현,1,4,5,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0,1,0
20160401KTSK0,2016-04-01,SK,KT,0,B,김강민,1,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0
20160401KTSK0,2016-04-01,SK,KT,0,B,박재상,1,8,4,4,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20160401KTSK0,2016-04-01,KT,SK,0,T,박경수,1,1,5,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0
20160401KTSK0,2016-04-01,KT,SK,0,T,이대형,1,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0
20160401KTSK0,2016-04-01,KT,SK,0,T,유한준,1,3,5,3,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0.0,0,0
20160401KTSK0,2016-04-01,SK,KT,0,B,박정권,1,5,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20160401KTSK0,2016-04-01,SK,KT,0,B,정의윤,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20160401KTSK0,2016-04-01,SK,KT,0,B,최정,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1,0
20160401KTSK0,2016-04-01,SK,KT,0,B,김성현,1,9,4,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,1,1
20160401KTSK0,2016-04-01,SK,KT,0,B,이재원,1,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20160401KTSK0,2016-04-01,SK,KT,0,B,이명기,1,1,4,4,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0,1,1
20160401KTSK0,2016-04-01,KT,SK,0,T,김연훈,1,9,4,4,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,2,0
20160401KTSK0,2016-04-01,KT,SK,0,T,하준호,0,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20160401KTSK0,2016-04-01,KT,SK,0,T,김사연,1,7,3,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20160401KTSK0,2016-04-01,KT,SK,0,T,윤요섭,1,6,5,5,2,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1.0,1,1
20160401KTSK0,2016-04-01,KT,SK,0,T,이진영,1,5,5,4,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0,1,0
20160401LTWO0,2016-04-01,LT,WO,0,T,정훈,1,1,5,5,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0.0,1,0
20160401LTWO0,2016-04-01,LT,WO,0,T,오승택,1,7,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,2,0
20160401LTWO0,2016-04-01,WO,LT,0,B,고종욱,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160401LTWO0,2016-04-01,WO,LT,0,B,홍성갑,0,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160401LTWO0,2016-04-01,WO,LT,0,B,박정음,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
20160401LTWO0,2016-04-01,WO,LT,0,B,김하성,1,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2,0
20160401LTWO0,2016-04-01,WO,LT,0,B,임병욱,1,9,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0
20160401LTWO0,2016-04-01,LT,WO,0,T,아두치,1,4,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,4,1
20160401LTWO0,2016-04-01,WO,LT,0,B,대니돈,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20160401LTWO0,2016-04-01,LT,WO,0,T,최준석,1,5,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.0,0,0
20160401LTWO0,2016-04-01,LT,WO,0,T,박종윤,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160401LTWO0,2016-04-01,LT,WO,0,T,이우민,1,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2,0
20160401LTWO0,2016-04-01,LT,WO,0,T,문규현,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160401LTWO0,2016-04-01,WO,LT,0,B,이택근,1,2,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0
20160401LTWO0,2016-04-01,WO,LT,0,B,윤석민,1,6,4,3,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0.0,0,0
20160401LTWO0,2016-04-01,LT,WO,0,T,강민호,1,6,4,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0,0,0
20160401LTWO0,2016-04-01,LT,WO,0,T,황재균,1,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,3,0
20160401LTWO0,2016-04-01,WO,LT,0,B,유재신,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160401LTWO0,2016-04-01,LT,WO,0,T,손용석,1,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,2,0
20160401LTWO0,2016-04-01,WO,LT,0,B,채태인,1,3,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0.0,1,0
20160401LTWO0,2016-04-01,LT,WO,0,T,손아섭,1,2,5,4,0,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,0,0
20160401LTWO0,2016-04-01,WO,LT,0,B,김민성,1,5,4,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0
20160401LTWO0,2016-04-01,WO,LT,0,B,서건창,1,1,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160401LTWO0,2016-04-01,WO,LT,0,B,장영석,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160401LTWO0,2016-04-01,WO,LT,0,B,박동원,1,7,4,3,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0.0,0,0
20160401OBSS0,2016-04-01,SS,OB,0,B,백상원,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.0,0,0
20160401OBSS0,2016-04-01,SS,OB,0,B,구자욱,1,1,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0
20160401OBSS0,2016-04-01,SS,OB,0,B,박해민,1,2,4,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,1,0
20160401OBSS0,2016-04-01,OB,SS,0,T,이우성,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20160401OBSS0,2016-04-01,SS,OB,0,B,최선호,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20160401OBSS0,2016-04-01,OB,SS,0,T,조수행,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160401OBSS0,2016-04-01,OB,SS,0,T,에반스,1,4,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20160401OBSS0,2016-04-01,SS,OB,0,B,발디리스,1,3,4,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20160401OBSS0,2016-04-01,SS,OB,0,B,박한이,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20160401OBSS0,2016-04-01,SS,OB,0,B,최형우,1,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.0,0,0
20160401OBSS0,2016-04-01,SS,OB,0,B,조동찬,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,0
20160401OBSS0,2016-04-01,OB,SS,0,T,김재호,1,9,4,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0,0
20160401OBSS0,2016-04-01,OB,SS,0,T,오재일,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160401OBSS0,2016-04-01,OB,SS,0,T,양의지,1,5,4,3,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0
20160401OBSS0,2016-04-01,OB,SS,0,T,민병헌,1,3,4,3,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0
20160401OBSS0,2016-04-01,OB,SS,0,T,최주환,1,8,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,0
20160401OBSS0,2016-04-01,OB,SS,0,T,오재원,1,6,4,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20160401OBSS0,2016-04-01,OB,SS,0,T,박건우,1,7,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,2,1
20160401OBSS0,2016-04-01,OB,SS,0,T,정수빈,1,2,4,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.0,1,0
20160401OBSS0,2016-04-01,OB,SS,0,T,허경민,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0
20160401OBSS0,2016-04-01,SS,OB,0,B,김상수,1,9,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0,0
20160401OBSS0,2016-04-01,SS,OB,0,B,이지영,1,8,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20160401OBSS0,2016-04-01,SS,OB,0,B,배영섭,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160401OBSS0,2016-04-01,SS,OB,0,B,이승엽,1,5,4,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,1
20160402HHLG0,2016-04-02,HH,LG,0,T,송주호,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0
20160402HHLG0,2016-04-02,LG,HH,0,B,유강남,1,8,3,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0
20160402HHLG0,2016-04-02,LG,HH,0,B,이천웅,1,7,4,4,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0,0,0
20160402HHLG0,2016-04-02,HH,LG,0,T,강경학,1,7,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,1,0
20160402HHLG0,2016-04-02,LG,HH,0,B,서상우,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20160402HHLG0,2016-04-02,HH,LG,0,T,하주석,0,7,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1
20160402HHLG0,2016-04-02,LG,HH,0,B,황목치승,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160402HHLG0,2016-04-02,LG,HH,0,B,강승호,1,9,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20160402HHLG0,2016-04-02,HH,LG,0,T,신성현,1,8,5,4,2,0,3,2,0,0,0,0,1,0,0,0,0,1,0,0,3,0.5,2,1
20160402HHLG0,2016-04-02,LG,HH,0,B,양석환,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20160402HHLG0,2016-04-02,LG,HH,0,B,히메네스,1,5,5,5,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0.0,2,0
20160402HHLG0,2016-04-02,LG,HH,0,B,안익훈,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
20160402HHLG0,2016-04-02,HH,LG,0,T,로사리오,1,6,5,4,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,2,1
20160402HHLG0,2016-04-02,HH,LG,0,T,장민석,1,2,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,1,0
20160402HHLG0,2016-04-02,HH,LG,0,T,김경언,1,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0
20160402HHLG0,2016-04-02,HH,LG,0,T,김태균,1,4,6,4,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0.0,0,0
20160402HHLG0,2016-04-02,LG,HH,0,B,정상호,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0
20160402HHLG0,2016-04-02,LG,HH,0,B,박용택,1,3,6,4,2,3,2,1,0,0,1,0,0,0,2,0,0,1,0,0,1,1.0,1,1
20160402HHLG0,2016-04-02,HH,LG,0,T,이성열,1,3,6,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,1,0
20160402HHLG0,2016-04-02,HH,LG,0,T,차일목,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0
20160402HHLG0,2016-04-02,HH,LG,0,T,최진행,0,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,1
20160402HHLG0,2016-04-02,LG,HH,0,B,임훈,1,1,6,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,1,0
20160402HHLG0,2016-04-02,HH,LG,0,T,정근우,1,1,6,6,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.5,2,1
20160402HHLG0,2016-04-02,LG,HH,0,B,이병규,1,4,6,4,3,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0.5,2,1
20160402HHLG0,2016-04-02,LG,HH,0,B,정주현,1,2,6,4,1,1,2,1,0,0,0,1,0,0,2,0,0,1,0,0,2,0.0,0,0
20160402HHLG0,2016-04-02,LG,HH,0,B,채은성,0,7,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,1
20160402HHLG0,2016-04-02,LG,HH,0,B,윤진호,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160402HHLG0,2016-04-02,HH,LG,0,T,권용관,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160402HHLG0,2016-04-02,HH,LG,0,T,조인성,0,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,2,0
20160402HHLG0,2016-04-02,LG,HH,0,B,정성훈,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0
20160402HTNC0,2016-04-02,HT,NC,0,T,오준혁,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160402HTNC0,2016-04-02,HT,NC,0,T,윤완주,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
20160402HTNC0,2016-04-02,NC,HT,0,B,박민우,1,1,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0
20160402HTNC0,2016-04-02,NC,HT,0,B,나성범,1,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,1,0
20160402HTNC0,2016-04-02,HT,NC,0,T,이홍구,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20160402HTNC0,2016-04-02,HT,NC,0,T,고영우,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
20160402HTNC0,2016-04-02,HT,NC,0,T,박찬호,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20160402HTNC0,2016-04-02,HT,NC,0,T,필,1,4,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,2,2
20160402HTNC0,2016-04-02,NC,HT,0,B,강민국,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160402HTNC0,2016-04-02,NC,HT,0,B,테임즈,1,4,4,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,0,0
20160402HTNC0,2016-04-02,HT,NC,0,T,김호령,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20160402HTNC0,2016-04-02,NC,HT,0,B,이재율,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20160402HTNC0,2016-04-02,HT,NC,0,T,김주찬,1,3,5,5,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20160402HTNC0,2016-04-02,HT,NC,0,T,이범호,1,5,4,4,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,2,1
20160402HTNC0,2016-04-02,HT,NC,0,T,이성우,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20160402HTNC0,2016-04-02,HT,NC,0,T,김원섭,1,1,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.0,0,0
20160402HTNC0,2016-04-02,HT,NC,0,T,김민우,1,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20160402HTNC0,2016-04-02,NC,HT,0,B,손시헌,1,8,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0
