게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,완투,결과,홀드,이닝*3,투구 수,타자,타수,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고4,사구,삼진,병살타,폭투,보크,실책,실점,자책점,득점권WHIP,2점차이하WHIP,345번타자WHIP
20190326SSLT0,2019-03-26,LT,SS,0,B,0,W,1,27,125,33,31,4,1,0,1,0,0,0,0,2,0,0,10,0,0,0,0,2,2,0.0,0.333333333,0.6
20190326SSLT0,2019-03-26,SS,LT,0,T,0,L,0,24,166,36,34,9,2,0,0,0,0,0,0,2,0,0,4,2,0,0,1,7,6,4.0,1.714285714,1.125
20190326WOOB0,2019-03-26,OB,WO,0,B,0,W,0,27,168,39,33,6,2,0,0,0,0,0,0,5,0,1,8,0,0,0,0,2,2,2.142857143,1.285714286,1.333333333
20190326WOOB0,2019-03-26,WO,OB,0,T,0,L,0,24,162,37,30,7,1,0,1,0,0,0,0,7,0,0,5,0,0,0,0,7,7,7.5,1.894736842,4.8
20190327HHHT0,2019-03-27,HT,HH,0,B,0,W,0,27,153,40,35,9,4,0,1,0,0,0,0,5,0,0,7,1,0,0,0,4,3,0.9,1.5,1.5
20190327HHHT0,2019-03-27,HH,HT,0,T,0,L,0,24,178,45,36,13,6,0,1,3,1,0,0,9,0,0,8,0,3,0,0,9,9,1.6875,5.5,3.428571429
20190327KTNC0,2019-03-27,NC,KT,0,B,0,W,2,27,136,38,33,8,1,0,0,0,1,0,1,4,0,0,5,1,0,0,0,1,1,0.0,1.333333333,2.571428571
20190327KTNC0,2019-03-27,KT,NC,0,T,0,L,0,24,95,29,28,6,1,0,1,1,1,0,0,1,0,0,7,1,0,0,0,4,3,0.0,1.058823529,2.0
20190327LGSK0,2019-03-27,SK,LG,0,B,0,W,1,33,170,46,40,9,1,0,0,1,0,0,0,6,0,0,10,2,0,0,0,1,1,0.818181818,1.363636364,3.428571429
20190327LGSK0,2019-03-27,LG,SK,0,T,0,L,0,31,154,39,37,5,3,0,1,0,0,0,0,1,0,1,10,0,0,0,0,2,2,1.5,0.580645161,0.6
20190327SSLT0,2019-03-27,LT,SS,0,B,0,L,0,27,241,62,51,24,3,1,8,0,1,0,0,11,0,0,10,0,1,0,0,23,21,3.272727273,2.625,4.875
20190327SSLT0,2019-03-27,SS,LT,0,T,0,W,0,27,158,40,35,8,3,0,2,0,0,0,0,5,0,0,7,0,0,0,0,4,4,1.0,2.5,1.666666667
20190327WOOB0,2019-03-27,OB,WO,0,B,0,W,0,30,144,38,35,6,0,0,1,0,0,1,0,2,0,0,7,0,0,0,0,2,2,0.0,0.8,0.6
20190327WOOB0,2019-03-27,WO,OB,0,T,0,L,0,28,139,38,33,12,1,0,0,0,1,0,0,4,0,1,6,5,0,0,0,3,3,1.714285714,1.714285714,1.2
20190328HHHT0,2019-03-28,HT,HH,0,B,0,W,0,27,137,33,30,5,3,0,0,1,1,0,1,2,0,0,10,0,0,0,0,4,4,2.0,0.7894736840000001,0.6
20190328HHHT0,2019-03-28,HH,HT,0,T,0,L,0,24,152,38,31,9,2,0,3,0,1,0,0,7,0,0,3,0,0,0,0,6,6,1.714285714,2.4375,1.0
20190328KTNC0,2019-03-28,NC,KT,0,B,0,W,2,27,159,41,37,11,0,0,1,0,0,0,0,2,0,2,6,1,0,0,0,2,2,1.0,1.333333333,3.0
20190328KTNC0,2019-03-28,KT,NC,0,T,0,L,0,24,127,35,32,9,1,0,2,0,0,0,0,2,0,1,5,1,0,0,0,6,6,2.4,1.8,1.5
20190328LGSK0,2019-03-28,SK,LG,0,B,0,W,0,27,107,30,29,2,0,0,1,0,0,0,0,1,0,0,9,0,0,0,0,1,1,0.0,0.333333333,0.333333333
20190328LGSK0,2019-03-28,LG,SK,0,T,0,L,0,26,132,32,27,4,1,0,1,0,1,0,1,4,0,0,8,1,1,0,0,3,3,0.0,0.923076923,0.9
20190328SSLT0,2019-03-28,LT,SS,0,B,0,L,0,27,200,51,38,12,1,0,2,2,0,1,1,11,1,0,9,2,2,0,0,12,10,1.875,6.0,2.333333333
20190328SSLT0,2019-03-28,SS,LT,0,T,0,W,3,27,180,40,37,11,3,0,0,0,1,0,0,3,0,0,12,1,0,0,0,7,6,1.666666667,0.0,2.0
20190328WOOB0,2019-03-28,OB,WO,0,B,0,L,2,27,144,42,36,9,3,0,0,0,0,0,0,5,1,1,2,0,0,0,0,5,5,1.714285714,1.363636364,3.0
20190328WOOB0,2019-03-28,WO,OB,0,T,0,W,0,27,150,38,32,9,0,0,0,1,0,0,0,6,0,0,4,3,0,0,0,4,4,3.0,1.636363636,1.875
20190329HTKT0,2019-03-29,KT,HT,0,B,0,W,1,27,130,35,33,7,1,0,0,0,0,0,1,1,0,0,13,0,0,0,0,3,3,1.5,1.166666667,1.0
20190329HTKT0,2019-03-29,HT,KT,0,T,0,L,0,24,130,40,38,15,4,0,1,2,0,1,0,1,0,0,5,0,0,0,0,6,6,1.153846154,2.294117647,1.666666667
20190329LTLG0,2019-03-29,LG,LT,0,B,0,W,2,27,121,35,29,6,2,0,0,0,0,1,1,3,0,1,5,2,0,0,0,1,1,1.0,1.0,0.9
20190329LTLG0,2019-03-29,LT,LG,0,T,0,L,0,24,145,35,29,6,2,0,1,0,0,0,0,5,0,1,9,1,1,0,0,2,2,0.25,1.375,1.333333333
20190329NCHH0,2019-03-29,HH,NC,0,B,0,W,0,27,136,34,32,7,0,0,0,0,0,0,0,2,0,0,8,1,0,0,0,0,0,0.333333333,1.25,0.9
20190329NCHH0,2019-03-29,NC,HH,0,T,0,L,0,24,143,41,36,13,3,0,2,2,0,1,0,3,0,1,9,1,0,0,0,9,9,1.5,2.727272727,3.428571429
20190329OBSS0,2019-03-29,SS,OB,0,B,0,L,0,27,181,41,36,11,3,0,1,0,0,0,0,5,0,0,6,2,1,0,0,3,3,1.666666667,1.777777778,1.636363636
20190329OBSS0,2019-03-29,OB,SS,0,T,0,W,0,27,133,36,36,11,2,0,0,0,0,0,0,0,0,0,10,2,0,0,0,2,1,0.9,1.222222222,1.333333333
20190329SKWO0,2019-03-29,WO,SK,0,B,0,L,0,27,141,40,33,10,3,0,0,1,1,1,0,5,0,1,2,2,0,0,0,5,5,0.2,2.25,0.75
20190329SKWO0,2019-03-29,SK,WO,0,T,0,W,2,27,149,38,35,9,1,0,0,1,0,0,1,2,0,0,10,0,1,0,0,2,2,1.0,1.5,1.0
20190330HTKT0,2019-03-30,KT,HT,0,B,0,W,1,27,140,37,32,6,1,0,0,0,1,0,0,4,0,1,10,0,0,1,0,2,2,2.25,1.0,1.5
20190330HTKT0,2019-03-30,HT,KT,0,T,0,L,0,24,175,40,33,10,0,0,1,0,0,0,1,6,0,0,10,0,0,0,0,6,5,1.5,2.4375,0.818181818
20190330LTLG0,2019-03-30,LG,LT,0,B,0,L,0,27,149,41,34,9,2,0,0,1,0,0,3,4,0,0,8,0,1,0,0,7,5,1.363636364,4.8,1.090909091
20190330LTLG0,2019-03-30,LT,LG,0,T,0,W,0,27,134,35,30,3,0,0,0,2,0,0,1,3,0,1,11,0,1,0,0,1,1,0.0,1.0,0.666666667
20190330NCHH0,2019-03-30,HH,NC,0,B,0,W,0,27,129,41,35,12,3,0,0,0,0,0,0,4,0,2,10,2,1,0,0,5,5,1.153846154,2.25,3.857142857
20190330NCHH0,2019-03-30,NC,HH,0,T,0,L,0,24,186,47,33,9,3,0,1,2,0,1,0,12,0,1,4,0,2,0,0,13,10,4.714285714,2.0,1.2
20190330OBSS0,2019-03-30,SS,OB,0,B,0,L,0,27,111,34,30,5,2,0,1,0,0,0,0,4,0,0,4,2,0,0,0,4,4,1.5,1.0,0.9
20190330OBSS0,2019-03-30,OB,SS,0,T,0,W,0,27,138,35,30,5,1,0,1,1,0,1,1,3,0,0,9,0,3,0,0,2,2,0.0,0.8888888890000001,1.0
20190330SKWO0,2019-03-30,WO,SK,0,B,0,W,1,27,128,31,28,3,0,0,0,1,0,1,0,1,0,1,8,0,1,0,0,1,1,0.0,0.444444444,1.285714286
20190330SKWO0,2019-03-30,SK,WO,0,T,0,L,0,24,164,36,32,7,2,0,0,0,1,0,0,4,0,0,10,0,1,0,0,3,2,2.142857143,1.375,3.0
20190331HTKT0,2019-03-31,KT,HT,0,B,0,L,0,27,168,39,32,7,0,0,0,0,0,0,1,5,0,1,4,1,1,0,0,4,3,1.285714286,1.333333333,0.9
20190331HTKT0,2019-03-31,HT,KT,0,T,0,W,1,27,166,41,36,9,1,0,1,0,0,0,0,5,2,0,11,0,0,0,0,2,2,0.75,1.5555555559999998,2.0
20190331LTLG0,2019-03-31,LG,LT,0,B,0,W,0,30,156,44,35,9,2,1,1,3,0,2,1,6,0,0,6,0,0,0,0,5,5,1.25,2.0526315790000003,0.75
20190331LTLG0,2019-03-31,LT,LG,0,T,0,L,1,28,156,44,41,12,2,0,0,2,0,0,0,2,0,1,5,1,4,0,0,6,5,2.625,1.764705882,1.0
20190331NCHH0,2019-03-31,HH,NC,0,B,0,L,0,27,142,39,33,8,0,0,3,0,0,0,0,5,0,1,5,1,1,0,0,6,6,2.25,2.142857143,2.571428571
20190331NCHH0,2019-03-31,NC,HH,0,T,0,W,3,27,168,40,33,9,1,0,1,0,0,0,1,4,0,2,11,1,1,0,0,3,3,0.545454545,1.071428571,1.666666667
20190331OBSS0,2019-03-31,SS,OB,0,B,0,L,0,27,173,41,35,9,0,1,2,2,0,0,0,5,0,1,12,1,0,0,0,9,8,5.0,2.454545455,0.692307692
20190331OBSS0,2019-03-31,OB,SS,0,T,0,W,2,27,183,42,35,10,0,1,2,2,0,0,1,3,0,3,7,0,0,0,0,4,4,0.3,1.0,1.5
20190331SKWO0,2019-03-31,WO,SK,0,B,0,L,0,27,150,41,36,9,1,1,1,1,0,0,0,3,0,2,11,1,0,0,0,8,8,2.5,1.038461538,2.25
20190331SKWO0,2019-03-31,SK,WO,0,T,0,W,2,27,190,45,34,9,3,0,1,2,0,0,1,9,0,1,8,1,2,0,0,7,7,1.8,1.44,2.0
20190402HTSS0,2019-04-02,SS,HT,0,B,0,L,0,27,158,42,33,7,2,1,0,1,0,0,1,6,0,2,9,0,1,0,0,4,4,1.2,3.5,3.428571429
20190402HTSS0,2019-04-02,HT,SS,0,T,0,W,2,27,134,36,34,6,1,0,0,1,0,0,0,2,0,0,8,1,0,0,0,1,1,0.5,0.5,0.9
20190402KTOB0,2019-04-02,OB,KT,0,B,0,W,0,27,126,34,29,5,1,0,0,0,0,0,0,3,0,2,3,3,0,0,0,0,0,0.375,0.0,1.0
20190402KTOB0,2019-04-02,KT,OB,0,T,0,L,0,24,168,40,33,10,3,0,1,1,0,0,2,5,0,0,5,1,0,0,0,9,6,1.8,12.0,0.9
20190402LGHH0,2019-04-02,HH,LG,0,B,0,W,0,27,142,34,30,6,0,0,0,1,0,0,0,4,0,0,10,3,0,0,0,2,1,2.25,2.5,2.142857143
20190402LGHH0,2019-04-02,LG,HH,0,T,0,L,0,24,150,37,30,6,2,0,1,1,0,0,1,5,0,1,6,0,1,0,0,6,5,1.5,4.5,1.125
20190402LTSK0,2019-04-02,SK,LT,0,B,0,L,0,27,164,42,36,10,3,0,1,1,1,0,0,4,0,2,7,0,0,0,0,5,4,0.818181818,1.588235294,1.090909091
20190402LTSK0,2019-04-02,LT,SK,0,T,0,W,2,27,130,35,33,7,1,0,0,1,1,0,0,2,0,0,9,0,2,0,0,0,0,0.6,1.4,0.6
20190402WONC0,2019-04-02,NC,WO,0,B,0,L,0,27,177,44,38,13,1,1,1,1,0,0,0,6,0,0,12,1,2,0,0,8,8,2.666666667,1.846153846,3.0
20190402WONC0,2019-04-02,WO,NC,0,T,0,W,0,27,145,40,35,11,2,0,0,4,0,0,2,2,0,1,6,2,1,0,1,6,4,1.090909091,1.5,3.0
20190403HTSS0,2019-04-03,SS,HT,0,B,0,W,2,27,173,39,35,9,2,0,0,0,0,0,1,3,0,0,13,1,0,0,0,3,1,2.0,1.5,1.333333333
20190403HTSS0,2019-04-03,HT,SS,0,T,0,L,0,24,128,32,27,3,2,0,1,2,0,0,1,2,0,2,4,0,2,0,0,6,4,3.0,0.6521739129999999,0.3
20190403KTOB0,2019-04-03,OB,KT,0,B,0,W,1,27,145,38,34,11,0,0,0,1,0,0,0,3,0,1,6,3,1,0,0,1,1,0.333333333,1.571428571,1.875
20190403KTOB0,2019-04-03,KT,OB,0,T,0,L,0,24,118,34,29,6,3,0,1,0,0,1,0,3,0,1,6,0,0,0,0,5,5,1.285714286,1.2,1.0
20190403LGHH0,2019-04-03,HH,LG,0,B,0,L,0,27,171,44,36,11,1,0,1,2,0,1,1,5,0,1,8,0,0,1,0,7,7,1.8,2.25,3.428571429
20190403LGHH0,2019-04-03,LG,HH,0,T,0,W,0,27,136,36,30,5,1,0,0,0,0,0,0,5,0,1,10,0,2,0,0,0,0,1.8,2.0,0.545454545
20190403LTSK0,2019-04-03,SK,LT,0,B,0,L,0,27,168,39,33,8,1,0,0,0,1,1,0,5,1,0,12,0,1,0,0,3,3,2.142857143,1.65,1.875
20190403LTSK0,2019-04-03,LT,SK,0,T,0,W,1,27,124,35,28,3,1,0,0,0,0,0,1,4,0,2,9,0,1,0,0,1,1,1.2,0.6315789470000001,0.6
20190403WONC0,2019-04-03,NC,WO,0,B,0,W,0,27,134,34,32,8,0,0,0,1,0,0,1,1,0,0,4,2,0,0,0,1,1,0.75,1.142857143,1.333333333
20190403WONC0,2019-04-03,WO,NC,0,T,0,L,0,24,145,44,44,19,5,1,2,1,0,0,0,0,0,0,9,0,1,0,0,9,7,2.25,1.421052632,1.666666667
20190404HTSS0,2019-04-04,SS,HT,0,B,0,W,1,27,161,41,35,8,1,0,1,2,1,1,0,5,0,0,6,0,0,1,0,7,4,1.666666667,2.0,1.090909091
20190404HTSS0,2019-04-04,HT,SS,0,T,0,L,0,24,142,41,34,14,3,0,3,1,0,0,3,4,0,0,6,0,0,0,0,12,12,2.571428571,0.0,3.0
20190404KTOB0,2019-04-04,OB,KT,0,B,0,W,0,27,136,37,35,8,1,0,1,0,0,0,0,1,0,1,8,1,0,0,0,4,3,1.8,0.705882353,1.714285714
20190404KTOB0,2019-04-04,KT,OB,0,T,0,L,0,24,137,36,31,8,1,1,2,0,1,0,0,5,0,0,5,0,1,0,0,5,5,1.5,1.615384615,1.0
20190404LGHH0,2019-04-04,HH,LG,0,B,0,W,0,27,133,31,28,5,1,0,0,1,1,1,0,1,0,1,6,3,0,0,0,1,0,0.75,0.666666667,0.6
20190404LGHH0,2019-04-04,LG,HH,0,T,0,L,0,26,139,38,30,6,0,0,0,2,0,1,0,6,2,1,9,1,1,0,0,2,2,1.5,1.384615385,2.142857143
20190404LTSK0,2019-04-04,SK,LT,0,B,0,W,0,33,199,49,44,12,1,0,1,0,0,0,0,4,0,1,13,1,1,0,0,6,6,2.0,1.826086957,3.375
20190404LTSK0,2019-04-04,LT,SK,0,T,0,L,0,31,182,47,43,14,2,0,3,0,0,1,0,3,1,0,7,0,0,0,0,7,7,2.4,1.5,2.0
20190404WONC0,2019-04-04,NC,WO,0,B,0,L,0,27,193,41,37,12,1,0,1,2,1,0,1,3,0,0,8,1,1,0,0,6,2,1.5,3.0,1.5
20190404WONC0,2019-04-04,WO,NC,0,T,0,W,1,27,147,39,33,6,2,0,2,1,0,0,1,5,0,0,7,0,0,0,0,5,5,2.142857143,1.5,1.333333333
20190405HHLT0,2019-04-05,LT,HH,0,B,0,W,2,27,135,37,36,11,2,0,1,0,0,0,0,0,0,1,7,2,0,0,0,2,2,0.3,1.375,1.714285714
20190405HHLT0,2019-04-05,HH,LT,0,T,0,L,0,24,158,42,36,12,0,0,2,0,0,1,1,2,0,2,7,0,0,0,0,5,4,1.090909091,1.772727273,3.0
20190405LGKT0,2019-04-05,KT,LG,0,B,0,L,0,27,193,48,40,16,5,0,1,1,0,0,2,6,0,0,5,1,2,0,0,13,12,2.307692308,1.5,2.333333333
20190405LGKT0,2019-04-05,LG,KT,0,T,0,W,0,27,144,32,29,2,0,0,0,0,0,0,0,3,0,0,10,1,0,0,0,0,0,0.0,0.6,0.9
20190405NCOB0,2019-04-05,OB,NC,0,B,0,L,0,27,136,37,35,10,1,0,4,0,0,0,0,1,0,1,3,1,0,0,0,7,7,1.5,3.0,1.333333333
20190405NCOB0,2019-04-05,NC,OB,0,T,0,W,0,27,136,36,34,8,0,0,1,0,0,0,0,1,0,1,9,1,0,0,0,3,3,0.75,1.0,1.0
20190405SSSK0,2019-04-05,SK,SS,0,B,0,W,2,27,160,38,35,8,1,0,0,1,0,0,0,3,0,0,7,0,1,0,0,0,0,0.75,1.0,1.0
20190405SSSK0,2019-04-05,SS,SK,0,T,0,L,0,24,130,38,33,9,1,0,0,1,0,0,0,4,0,1,7,1,0,0,0,3,3,1.5,2.307692308,3.6
20190405WOHT0,2019-04-05,HT,WO,0,B,0,W,1,27,190,43,37,11,1,0,1,1,0,0,0,6,0,0,11,1,0,0,0,4,4,2.571428571,1.421052632,2.333333333
20190405WOHT0,2019-04-05,WO,HT,0,T,0,L,0,24,141,37,35,11,4,1,1,0,0,0,0,2,0,0,9,1,0,0,0,6,5,0.9,2.0,1.0
20190406HHLT0,2019-04-06,LT,HH,0,B,0,W,1,27,165,41,37,11,3,0,1,4,0,0,1,3,0,0,13,0,1,0,0,7,7,2.25,1.153846154,1.090909091
20190406HHLT0,2019-04-06,HH,LT,0,T,0,L,0,24,142,36,31,8,2,1,0,2,0,0,0,5,1,0,3,1,4,0,0,9,9,3.428571429,1.565217391,0.9
20190406LGKT0,2019-04-06,KT,LG,0,B,0,W,1,27,164,37,30,7,1,0,1,0,1,0,0,6,0,1,1,3,0,0,0,1,1,0.666666667,1.4444444440000002,3.0
20190406LGKT0,2019-04-06,LG,KT,0,T,0,L,0,24,134,32,28,4,0,0,0,0,0,0,0,3,0,1,6,0,0,0,0,2,2,2.0,0.875,0.6
20190406NCOB0,2019-04-06,OB,NC,0,B,0,L,1,27,153,39,34,9,5,0,0,0,0,0,1,2,0,2,6,1,0,0,0,6,6,0.5,1.363636364,1.0
20190406NCOB0,2019-04-06,NC,OB,0,T,0,W,1,27,163,43,38,11,3,0,0,0,0,0,0,4,0,1,5,0,0,0,0,5,5,3.6,1.363636364,2.0
20190406SSSK0,2019-04-06,SK,SS,0,B,0,W,0,27,119,31,30,3,2,0,0,1,0,0,1,0,0,0,8,0,0,0,0,1,1,0.0,0.333333333,0.3
20190406SSSK0,2019-04-06,SS,SK,0,T,0,L,0,25,132,34,31,8,0,0,0,0,0,1,1,1,0,0,10,0,0,0,0,2,2,1.5,1.08,0.6
20190406WOHT0,2019-04-06,HT,WO,0,B,0,L,0,27,200,54,40,14,4,0,0,1,0,0,2,11,1,1,6,0,2,0,0,14,12,4.363636364,10.5,6.0
20190406WOHT0,2019-04-06,WO,HT,0,T,0,W,0,27,139,38,34,8,0,0,1,1,0,0,1,3,0,0,8,0,0,0,0,4,4,1.714285714,1.5,3.0
20190407HHLT0,2019-04-07,LT,HH,0,B,0,L,0,18,137,39,36,19,3,0,2,0,0,0,0,3,0,0,7,2,0,0,0,16,8,5.0,3.0,4.8
20190407HHLT0,2019-04-07,HH,LT,0,T,1,W,0,18,87,23,23,5,0,0,1,1,0,0,0,0,0,0,8,0,1,0,0,1,1,0.0,1.0,0.375
20190407LGKT0,2019-04-07,KT,LG,0,B,0,W,2,27,131,36,30,5,0,0,2,0,0,1,0,5,1,0,3,1,0,0,0,3,3,0.6,1.08,1.5
20190407LGKT0,2019-04-07,LG,KT,0,T,0,L,0,24,115,34,32,8,1,0,1,2,0,0,0,2,0,0,5,1,0,0,0,4,2,0.75,0.954545455,1.0
20190407NCOB0,2019-04-07,OB,NC,0,B,0,L,0,27,161,41,36,12,3,0,0,0,1,1,1,3,0,0,5,1,0,0,0,5,5,1.666666667,2.357142857,2.625
20190407NCOB0,2019-04-07,NC,OB,0,T,0,W,3,27,155,37,33,8,1,1,1,0,1,0,0,4,0,0,7,1,2,0,0,3,3,1.8,1.714285714,1.5
20190407SSSK0,2019-04-07,SK,SS,0,B,0,W,0,27,175,43,35,9,3,0,0,1,0,1,0,7,0,0,6,0,0,0,0,2,1,1.071428571,1.777777778,0.75
20190407SSSK0,2019-04-07,SS,SK,0,T,0,L,0,25,138,34,31,7,1,0,2,1,0,0,0,3,0,0,6,1,0,0,0,3,3,1.0,1.2,1.333333333
20190409KTWO0,2019-04-09,WO,KT,0,B,0,W,0,27,145,39,36,9,0,0,1,0,0,0,0,2,0,1,9,0,0,0,1,3,3,0.75,1.666666667,2.571428571
20190409KTWO0,2019-04-09,KT,WO,0,T,0,L,0,24,175,43,30,9,2,0,1,1,2,0,1,12,0,0,8,1,0,0,0,7,7,2.727272727,4.285714286,4.5
20190410KTWO0,2019-04-10,WO,KT,0,B,0,W,1,27,138,38,35,8,1,0,0,1,0,0,0,3,0,0,7,0,0,0,0,2,2,1.333333333,0.75,2.142857143
20190410KTWO0,2019-04-10,KT,WO,0,T,0,L,0,24,131,36,29,7,1,1,1,2,0,0,0,5,1,2,7,2,0,0,0,4,4,0.857142857,2.076923077,2.5
20190410NCHT0,2019-04-10,HT,NC,0,B,0,W,0,30,167,38,34,8,2,0,0,0,3,0,0,4,0,0,6,2,0,0,1,1,1,0.428571429,1.2,2.625
20190410NCHT0,2019-04-10,NC,HT,0,T,0,L,0,29,154,40,33,9,2,0,1,1,2,1,1,3,2,2,6,0,0,1,0,2,2,0.6,1.24137931,0.461538462
20190410OBLT0,2019-04-10,LT,OB,0,B,0,L,0,27,137,35,31,6,1,1,0,1,1,1,0,3,0,0,5,1,0,0,1,3,2,0.857142857,1.038461538,1.5
20190410OBLT0,2019-04-10,OB,LT,0,T,0,W,3,27,152,37,34,6,1,0,1,0,0,0,0,2,0,1,12,0,0,0,0,1,1,0.75,0.807692308,1.125
20190410SKHH0,2019-04-10,HH,SK,0,B,0,L,0,27,160,41,36,11,2,0,1,0,0,0,0,4,0,1,7,1,0,0,1,8,7,4.5,3.0,1.363636364
20190410SKHH0,2019-04-10,SK,HH,0,T,0,W,0,27,127,37,36,9,1,0,0,0,0,0,0,1,0,0,8,1,1,0,0,3,2,1.0,2.0,1.714285714
20190410SSLG0,2019-04-10,LG,SS,0,B,0,L,0,27,142,37,33,6,1,1,0,1,0,0,0,3,0,1,12,1,1,1,0,6,1,1.5,1.153846154,0.545454545
20190410SSLG0,2019-04-10,SS,LG,0,T,0,W,0,27,131,37,32,7,2,0,1,1,0,0,1,4,0,0,4,1,0,0,0,5,5,1.333333333,1.384615385,1.333333333
20190411KTWO0,2019-04-11,WO,KT,0,B,0,L,0,27,139,40,38,13,2,0,2,2,0,0,1,1,0,0,9,1,2,0,0,8,8,1.333333333,2.0,1.090909091
