일자,팀코드,선수명,등록말소
2017-03-31,SK,박세웅,N
2017-03-31,SK,켈리,Y
2017-03-31,SK,허웅,N
2017-03-31,WO,김웅빈,N
2017-03-31,NC,구창모,Y
2017-03-31,KT,임성재,N
2017-03-31,KT,강승훈,N
2017-03-31,KT,박세진,N
2017-03-31,KT,남태혁,N
2017-03-31,LG,김기연,N
2017-03-31,LG,허프,N
2017-03-31,LG,김대현,N
2017-03-31,LG,유재유,N
2017-03-31,LG,김주성,N
2017-03-31,OB,고봉재,N
2017-03-31,OB,서예일,N
2017-03-31,OB,황경태,N
2017-03-31,OB,조수행,Y
2017-03-31,OB,보우덴,Y
2017-03-31,OB,에반스,Y
2017-03-31,WO,대니돈,Y
2017-03-31,WO,주효상,N
2017-03-31,WO,안현석,N
2017-03-31,WO,유재훈,N
2017-03-31,WO,안정훈,N
2017-03-31,WO,김성현,N
2017-03-31,WO,이찬석,N
2017-03-31,WO,김성택,N
2017-03-31,SS,이성규,N
2017-03-31,SS,이케빈,N
2017-03-31,SS,최충연,N
2017-03-31,SS,김성훈,N
2017-03-31,SS,황선도,N
2017-03-31,SS,김승현,Y
2017-03-31,SS,임대한,N
2017-03-31,LT,이석훈,N
2017-03-31,LT,나경민,Y
2017-03-31,LT,김영일,N
2017-03-31,LT,김성재,N
2017-03-31,LT,김남길,N
2017-03-31,HT,최원준,Y
2017-03-31,HT,김규성,N
2017-03-31,HT,류승현,N
2017-03-31,HT,김현준,N
2017-03-31,HT,헥터,Y
2017-03-31,HT,이진영,N
2017-03-31,HT,정동현,N
2017-03-31,HT,신범수,N
2017-03-31,HH,이동훈,Y
2017-03-31,HH,권용우,N
2017-03-31,HH,강상원,N
2017-03-31,HH,로사리오,Y
2017-03-31,HH,김재영,N
2017-03-31,HH,김주현,Y
2017-03-31,SK,김찬호,N
2017-03-31,SK,노관현,N
2017-03-31,SK,임석진,N
2017-03-31,SK,김동엽,Y
2017-03-31,SK,정동윤,N
2017-03-31,SK,김주한,Y
2017-03-31,SK,안상현,N
2017-03-31,NC,김찬형,N
2017-03-31,NC,최성영,Y
2017-03-31,NC,박준영,N
2017-03-31,NC,정수민,N
2017-03-31,NC,도태훈,Y
2017-03-31,NC,이재율,Y
2017-03-31,NC,조원빈,N
2017-03-31,KT,홍현빈,Y
2017-03-31,KT,모넬,Y
2017-03-31,KT,로치,Y
2017-03-31,KT,조병욱,N
2017-03-31,KT,이정현,N
2017-03-31,KT,이종혁,N
2017-03-31,KT,이재근,N
2017-03-31,LG,고우석,N
2017-03-31,LG,손주영,N
2017-03-31,LG,이창율,N
2017-03-31,LG,이찬혁,N
2017-03-31,LG,박부성,N
2017-03-31,LG,김성협,N
2017-03-31,OB,박유연,N
2017-03-31,OB,이병휘,N
2017-03-31,OB,김명신,Y
2017-03-31,OB,문대원,N
2017-03-31,OB,지윤,N
2017-03-31,OB,박찬범,N
2017-03-31,OB,박성환,N
2017-03-31,OB,백민규,N
2017-03-31,OB,박치국,N
2017-03-31,OB,전태준,N
2017-03-31,WO,김혜성,N
2017-03-31,WO,오설리반,Y
2017-03-31,WO,이정후,Y
2017-03-31,SS,최지광,N
2017-03-31,SS,레나도,N
2017-03-31,SS,페트릭,Y
2017-03-31,SS,장지훈,Y
2017-03-31,SS,김성윤,N
2017-03-31,SS,러프,Y
2017-03-31,SS,나원탁,N
2017-03-31,SS,김시현,N
2017-03-31,LT,김민수,N
2017-03-31,LT,나종덕,N
2017-03-31,LT,마켈,N
2017-03-31,LT,이지원,N
2017-03-31,LT,윤성빈,N
2017-03-31,LT,강동호,N
2017-03-31,LT,번즈,Y
2017-03-31,HT,김석환,N
2017-03-31,HT,유승철,N
2017-03-31,HT,이정훈,N
2017-03-31,HT,팻딘,N
2017-03-31,HT,박진태,N
2017-03-31,HT,버나디나,Y
2017-03-31,HT,정윤환,N
2017-03-31,HH,김지훈,N
2017-03-31,HH,김진영,N
2017-03-31,HH,비야누에바,Y
2017-03-31,HH,오간도,Y
2017-03-31,HH,김성훈,N
2017-03-31,HH,김병현,N
2017-03-31,SK,다이아몬드,N
2017-03-31,SK,워스,Y
2017-03-31,SK,김성민,Y
2017-03-31,SK,남윤성,N
2017-03-31,SK,이원준,N
2017-03-31,SK,박성한,N
2017-03-31,SK,권기영,N
2017-03-31,NC,김민수,N
2017-03-31,NC,김호민,N
2017-03-31,NC,강병무,N
2017-03-31,NC,스크럭스,Y
2017-03-31,NC,신진호,N
2017-03-31,NC,맨쉽,Y
2017-03-31,NC,김진호,N
2017-03-31,NC,김태현,N
2017-03-31,NC,소이현,N
2017-03-31,NC,권법수,N
2017-03-31,NC,이재용,N
2017-03-31,HT,김광수,Y
2017-03-31,HT,김주찬,Y
2017-03-31,HH,배영수,N
2017-03-31,KT,박기혁,Y
2017-03-31,LT,강영식,N
2017-03-31,HT,이범호,Y
2017-03-31,LG,신승현,N
2017-03-31,LG,이동현,Y
2017-03-31,HT,이성우,N
2017-03-31,HT,김원섭,N
2017-03-31,HH,이재우,N
2017-03-31,HH,장민석,Y
2017-03-31,SS,박한이,N
2017-03-31,LT,최준석,Y
2017-03-31,LT,박종윤,N
2017-03-31,LT,이대호,Y
2017-03-31,LT,이우민,Y
2017-03-31,HH,김경언,N
2017-03-31,HH,김태균,Y
2017-03-31,LT,정대현,N
2017-03-31,SK,김강민,Y
2017-03-31,LG,정상호,Y
2017-03-31,SK,채병용,Y
2017-03-31,SK,조동화,N
2017-03-31,SK,박재상,N
2017-03-31,LG,박용택,Y
2017-03-31,WO,황덕균,N
2017-03-31,HT,배힘찬,N
2017-03-31,SK,허웅,N
2017-03-31,HT,최형우,Y
2017-03-31,HH,권혁,N
2017-03-31,LG,손주인,Y
2017-03-31,SS,조동찬,Y
2017-03-31,HT,고효준,Y
2017-03-31,LT,이명우,Y
2017-03-31,LT,문규현,Y
2017-03-31,LT,이정민,Y
2017-03-31,HT,신종길,Y
2017-03-31,HT,김진우,N
2017-03-31,SS,신용운,N
2017-03-31,WO,마정길,Y
2017-03-31,SK,이대수,Y
2017-03-31,LT,윤길현,Y
2017-03-31,KT,박경수,Y
2017-03-31,SS,우규민,Y
2017-03-31,HH,이성열,N
2017-03-31,KT,이대형,Y
2017-03-31,SK,나주환,Y
2017-03-31,LT,노경은,N
2017-03-31,NC,손시헌,Y
2017-03-31,OB,김성배,Y
2017-03-31,OB,김승회,Y
2017-03-31,NC,지석훈,Y
2017-03-31,NC,이종욱,N
2017-03-31,WO,이택근,Y
2017-03-31,HH,차일목,Y
2017-03-31,HT,서동욱,Y
2017-03-31,SK,임준혁,Y
2017-03-31,HH,이양기,Y
2017-03-31,HH,안영명,Y
2017-03-31,HH,윤규진,Y
2017-03-31,HH,송은범,Y
2017-03-31,SS,최경철,Y
2017-03-31,LG,장진용,N
2017-03-31,HH,이용규,N
2017-03-31,HH,심수창,Y
2017-03-31,OB,김재호,Y
2017-03-31,WO,윤석민,Y
2017-03-31,KT,유한준,Y
2017-03-31,NC,조평호,Y
2017-03-31,WO,오주원,N
2017-03-31,SS,윤성환,Y
2017-03-31,NC,박석민,Y
2017-03-31,OB,장원준,N
2017-03-31,LT,강민호,Y
2017-03-31,KT,최대성,N
2017-03-31,HT,김주형,Y
2017-03-31,SS,박근홍,Y
2017-03-31,HH,최진행,Y
2017-03-31,HH,송창식,Y
2017-03-31,HH,정재원,N
2017-03-31,LG,임훈,Y
2017-03-31,SK,윤희상,N
2017-03-31,SK,박정권,Y
2017-03-31,HH,정우람,Y
2017-03-31,SK,신재웅,N
2017-03-31,KT,홍성용,N
2017-03-31,SK,정의윤,Y
2017-03-31,SK,박정배,Y
2017-03-31,WO,금민철,Y
2017-03-31,LT,손승락,Y
2017-03-31,OB,오재일,Y
2017-03-31,SK,전유수,Y
2017-03-31,WO,이보근,Y
2017-03-31,NC,조영훈,N
2017-03-31,SS,이원석,Y
2017-03-31,HT,윤석민,N
2017-03-31,HT,곽정철,N
2017-03-31,KT,윤근영,N
2017-03-31,WO,양훈,N
2017-03-31,HH,정근우,Y
2017-03-31,SK,최정,Y
2017-03-31,NC,김선규,N
2017-03-31,NC,김진성,Y
2017-03-31,LG,이병규,N
2017-03-31,NC,원종현,Y
2017-03-31,SK,최승준,N
2017-03-31,KT,김건국,N
2017-03-31,OB,양의지,Y
2017-03-31,OB,민병헌,Y
2017-03-31,OB,최주환,Y
2017-03-31,KT,신현철,N
2017-03-31,OB,이현승,Y
2017-03-31,WO,김세현,Y
2017-03-31,SS,장원삼,N
2017-03-31,WO,유재신,N
2017-03-31,WO,김상수,Y
2017-03-31,LT,이여상,N
2017-03-31,LG,차우찬,N
2017-03-31,SS,김기태,N
2017-03-31,LT,김문호,Y
2017-03-31,LT,손용석,N
2017-03-31,LT,배장호,Y
2017-03-31,HT,한기주,N
2017-03-31,HT,손영민,N
2017-03-31,LG,진해수,Y
2017-03-31,HT,박경태,N
2017-03-31,HH,정범모,N
2017-03-31,WO,김태완,Y
2017-03-31,HH,송광민,Y
2017-03-31,LG,유원상,N
2017-03-31,SK,김성현,Y
2017-03-31,SK,이재원,Y
2017-03-31,SK,이명기,Y
2017-03-31,SK,박희수,Y
2017-03-31,SK,김재현,N
2017-03-31,KT,박용근,N
2017-03-31,LG,봉중근,N
2017-03-31,OB,이용찬,N
2017-03-31,OB,이원재,N
2017-03-31,HH,허도환,N
2017-03-31,OB,오재원,Y
2017-03-31,OB,이용호,N
2017-03-31,OB,김강률,N
2017-03-31,KT,장시환,Y
2017-03-31,SS,백정현,Y
2017-03-31,HH,이동걸,Y
2017-03-31,NC,김종호,N
2017-03-31,KT,김동욱,N
2017-03-31,WO,채태인,Y
2017-03-31,HH,임익준,Y
2017-03-31,LT,손아섭,Y
2017-03-31,KT,이상화,Y
2017-03-31,WO,김민성,Y
2017-03-31,LT,이재곤,N
2017-03-31,LT,송승준,Y
2017-03-31,KT,김연훈,Y
2017-03-31,HT,양현종,N
2017-03-31,HT,이호신,Y
2017-03-31,KT,이준수,N
2017-03-31,LT,김주현,N
2017-03-31,HH,김혁민,N
2017-03-31,SK,김광현,N
2017-03-31,WO,박윤,N
2017-03-31,SS,장필준,N
2017-03-31,NC,김태군,Y
2017-03-31,LG,이형종,Y
2017-03-31,LG,정찬헌,Y
2017-03-31,WO,서건창,Y
2017-03-31,LG,김용의,Y
2017-03-31,OB,김재환,Y
2017-03-31,NC,박민석,N
2017-03-31,OB,홍상삼,Y
2017-03-31,OB,최재훈,Y
2017-03-31,NC,임창민,Y
2017-03-31,KT,전민수,Y
2017-03-31,NC,민태호,N
2017-03-31,SS,우동균,Y
2017-03-31,SS,이영욱,Y
2017-03-31,LT,전준우,Y
2017-03-31,KT,하준호,Y
2017-03-31,LT,김대우,Y
2017-03-31,KT,장성우,Y
2017-03-31,LT,황진수,N
2017-03-31,HT,김선빈,Y
2017-03-31,HT,나지완,Y
2017-03-31,HT,백용환,N
2017-03-31,HH,정현석,N
2017-03-31,KT,김사연,Y
2017-03-31,HH,오선진,N
2017-03-31,HH,정대훈,N
2017-03-31,HT,김다원,N
2017-03-31,NC,모창민,Y
2017-03-31,KT,윤요섭,N
2017-03-31,LG,오지환,Y
2017-03-31,LG,문선재,Y
2017-03-31,WO,강지광,N
2017-03-31,LG,최동환,Y
2017-03-31,LG,정주현,N
2017-03-31,KT,배우열,N
2017-03-31,LG,채은성,Y
2017-03-31,LG,윤진호,N
2017-03-31,OB,박건우,Y
2017-03-31,OB,성영훈,N
2017-03-31,OB,유희관,Y
2017-03-31,OB,조승수,N
2017-03-31,OB,허경민,Y
2017-03-31,OB,국해성,Y
2017-03-31,OB,오현택,N
2017-03-31,WO,김지수,Y
2017-03-31,WO,장영석,N
2017-03-31,OB,고원준,N
2017-03-31,LT,박헌도,N
2017-03-31,NC,강윤구,N
2017-03-31,KT,김종민,N
2017-03-31,WO,박동원,Y
2017-03-31,SS,김상수,N
2017-03-31,SS,정인욱,N
2017-03-31,SS,박민규,N
2017-03-31,KT,오정복,Y
2017-03-31,SS,이지영,Y
2017-03-31,SS,배영섭,Y
2017-03-31,HT,안치홍,N
2017-03-31,HT,정용운,N
2017-03-31,NC,박상혁,N
2017-03-31,HH,김회성,N
2017-03-31,HH,장민재,Y
2017-03-31,SS,김동호,N
2017-03-31,LG,여건욱,N
2017-03-31,SK,김태훈,N
2017-03-31,NC,이호준,N
2017-03-31,SS,이승엽,Y
2017-03-31,HT,임창용,Y
2017-03-31,HT,최영필,N
2017-03-31,HH,조인성,Y
2017-03-31,HH,송신영,Y
2017-03-31,SS,권오준,Y
2017-03-31,KT,김사율,N
2017-03-31,LG,정성훈,Y
2017-03-31,HH,박정진,Y
2017-03-31,KT,이진영,Y
2017-04-01,LG,백창수,N
2017-04-01,LG,배민관,N
2017-04-01,LG,신정락,Y
2017-04-01,SS,이승현,Y
2017-04-01,LG,유경국,N
2017-04-01,LG,김지용,Y
2017-04-01,OB,장민익,N
2017-04-01,NC,이재학,Y
2017-04-01,KT,정대현,Y
2017-04-01,SK,김대유,N
2017-04-01,WO,김건태,Y
2017-04-01,KT,이해창,Y
2017-04-01,OB,임진우,N
2017-04-01,SS,백상원,Y
2017-04-01,SS,김현우,N
2017-04-01,SS,문선엽,N
2017-04-01,KT,김동은,N
2017-04-01,LT,정훈,Y
2017-04-01,LT,오태곤,Y
2017-04-01,LT,박시영,Y
2017-04-01,NC,이상호,Y
2017-04-01,HT,홍재호,N
2017-04-01,HT,임기준,N
2017-04-01,HT,심동섭,Y
2017-04-01,HT,이인행,Y
2017-04-01,HT,최병연,Y
2017-04-01,HH,이종환,N
2017-04-01,HT,이준호,N
2017-04-01,HH,안승민,N
2017-04-01,SS,이상훈,N
2017-04-01,HH,김경태,N
2017-04-01,HH,김용주,N
2017-04-01,HH,이태양,N
2017-04-01,HH,최윤석,N
2017-04-01,SK,박종훈,N
2017-04-01,SK,문광은,Y
2017-04-01,KT,최원재,N
2017-04-01,KT,안정광,N
2017-04-01,LG,이창호,N
2017-04-01,LG,임찬규,N
2017-04-01,LG,유강남,Y
2017-04-01,SS,정병곤,Y
2017-04-01,LG,김재율,N
2017-04-01,LG,송윤준,N
2017-04-01,LG,이천웅,Y
2017-04-01,SS,최영진,Y
2017-04-01,LT,김동한,N
2017-04-01,OB,정진호,Y
2017-04-01,OB,이현호,Y
2017-04-01,OB,안규영,N
2017-04-01,OB,니퍼트,Y
2017-04-01,LG,윤지웅,N
2017-04-01,WO,고종욱,Y
2017-04-01,SK,김도현,N
2017-04-01,SS,김대우,Y
2017-04-01,WO,홍성갑,N
2017-04-01,WO,박정준,Y
2017-04-01,SS,김헌곤,Y
2017-04-01,SS,심창민,Y
2017-04-01,WO,윤영삼,N
2017-04-01,SS,임현준,N
2017-04-01,SS,김정혁,N
2017-04-01,LT,김민하,N
2017-04-01,SK,이정담,N
2017-04-01,LT,김사훈,Y
2017-04-01,HT,홍건희,Y
2017-04-01,HT,윤정우,N
2017-04-01,HT,한승혁,Y
2017-04-01,HH,강경학,Y
2017-04-01,SS,나성용,N
2017-04-01,HT,오준혁,N
2017-04-01,SK,정진기,Y
2017-04-01,LG,임정우,N
2017-04-01,SK,서진용,Y
2017-04-01,KT,채선관,N
2017-04-01,HT,김지성,N
2017-04-01,NC,윤병호,Y
2017-04-01,SK,정영일,N
2017-04-01,LG,최성훈,Y
2017-04-01,LG,조윤준,N
2017-04-01,LG,서상우,Y
2017-04-01,OB,류지혁,Y
2017-04-01,OB,박세혁,Y
2017-04-01,KT,유민상,N
2017-04-01,WO,밴헤켄,Y
2017-04-01,WO,김재현,Y
2017-04-01,WO,박종윤,N
2017-04-01,WO,박정음,Y
2017-04-01,WO,한현희,Y
2017-04-01,SS,구자욱,Y
2017-04-01,SS,성의준,N
2017-04-01,SS,박해민,Y
2017-04-01,LG,이준형,N
2017-04-01,SS,이현동,N
2017-04-01,LT,김원중,Y
2017-04-01,LT,신본기,Y
2017-04-01,LT,김상호,Y
2017-04-01,LT,정태승,N
2017-04-01,HT,박지훈,Y
2017-04-01,HT,김윤동,N
2017-04-01,HT,김종훈,N
2017-04-01,LG,소사,Y
2017-04-01,HH,하주석,Y
2017-04-01,HT,임기영,Y
2017-04-01,HH,김원석,Y
2017-04-01,HH,양성우,N
2017-04-01,SK,박승욱,Y
2017-04-01,SK,김민식,Y
2017-04-01,SK,임치영,N
2017-04-01,SK,문승원,N
2017-04-01,SK,허건엽,N
2017-04-01,SK,최정민,N
2017-04-01,SK,한동민,Y
2017-04-01,NC,박민우,N
2017-04-01,NC,황윤호,N
2017-04-01,NC,강구성,N
2017-04-01,NC,박헌욱,N
2017-04-01,NC,강진성,N
2017-04-01,NC,박세웅,N
2017-04-01,NC,김태우,N
2017-04-01,NC,이민호,N
2017-04-01,NC,김성욱,Y
2017-04-01,WO,신재영,Y
2017-04-01,NC,나성범,Y
2017-04-01,NC,이형범,Y
2017-04-01,NC,최금강,N
2017-04-01,SS,안성무,N
2017-04-01,LG,황목치승,Y
2017-04-01,KT,김진곤,N
2017-04-01,LG,류제국,Y
2017-04-01,LG,강승호,N
2017-04-01,LG,오상엽,N
2017-04-01,OB,함덕주,N
2017-04-01,OB,김인태,Y
2017-04-01,OB,이우성,N
2017-04-01,WO,김민준,N
2017-04-01,WO,조상우,N
2017-04-01,WO,장시윤,N
2017-04-01,KT,정현,Y
2017-04-01,SS,윤대경,N
2017-04-01,LT,박진형,Y
2017-04-01,LT,송주은,N
2017-04-01,LT,조홍석,N
2017-04-01,HT,손동욱,N
2017-04-01,HT,이홍구,Y
2017-04-01,HT,고장혁,N
2017-04-01,HT,노수광,Y
2017-04-01,HT,한승택,Y
2017-04-01,HH,김종수,N
2017-04-01,SK,김정빈,N
2017-04-01,LG,최재원,Y
2017-04-01,NC,김준완,Y
2017-04-01,NC,해커,N
2017-04-01,NC,장현식,Y
2017-04-01,NC,임정호,Y
2017-04-01,NC,윤호솔,N
2017-04-01,NC,권희동,Y
2017-04-01,KT,고영표,Y
2017-04-01,KT,심우준,Y
2017-04-01,KT,심재민,Y
2017-04-01,LT,박세웅,N
2017-04-01,LT,안중열,N
2017-04-01,KT,류희운,N
2017-04-01,KT,안상빈,N
2017-04-01,HH,신성현,Y
2017-04-01,LG,박재욱,N
2017-04-01,LG,장준원,N
2017-04-01,LG,양석환,Y
2017-04-01,OB,홍영현,N
2017-04-01,OB,한주성,N
2017-04-01,OB,최병욱,N
2017-04-01,OB,이성곤,N
2017-04-01,OB,전용훈,N
2017-04-01,OB,문진제,N
2017-04-01,WO,김하성,Y
2017-04-01,WO,임병욱,N
2017-04-01,WO,하영민,N
2017-04-01,WO,김윤환,N
2017-04-01,SS,안규현,N
2017-04-01,SS,이수민,N
2017-04-01,SS,구준범,N
2017-04-01,LT,신원재,N
2017-04-01,LT,김유영,N
2017-04-01,SS,강한울,Y
2017-04-01,HH,이창열,N
2017-04-01,HH,지성준,N
2017-04-01,HH,박준혁,N
2017-04-01,HH,서균,N
2017-04-01,HH,황영국,N
2017-04-01,LT,박한길,N
2017-04-01,SS,김민수,N
2017-04-01,SK,이건욱,N
2017-04-01,SK,조용호,Y
2017-04-01,NC,강장산,N
2017-04-01,NC,박광열,Y
2017-04-01,NC,배재환,N
2017-04-01,KT,김태훈,N
2017-04-01,KT,홍성무,N
2017-04-01,KT,김만수,N
2017-04-01,KT,엄상백,Y
2017-04-01,KT,이창재,N
2017-04-01,KT,정성곤,Y
2017-04-01,KT,주권,N
2017-04-01,KT,김재윤,Y
2017-04-01,NC,윤수호,Y
2017-04-01,KT,조무근,Y
2017-04-01,KT,정주후,N
2017-04-01,LG,히메네스,Y
2017-04-01,LG,안익훈,N
2017-04-01,OB,남경호,N
2017-04-01,OB,정진철,N
2017-04-01,WO,최원태,N
2017-04-01,KT,피어밴드,Y
2017-04-01,WO,김택형,N
2017-04-01,WO,김해수,N
2017-04-01,WO,박주현,Y
2017-04-01,WO,송성문,N
2017-04-01,WO,송우현,N
