게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,선수명,선발,구원,완투,종료,결과,홀드,이닝*3,투구 수,타자,타수,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고4,사구,삼진,병살타,폭투,보크,실책,실점,자책점,득점권WHIP,2점차이하WHIP,345번타자WHIP
20200505OBLG0,2020-05-05,LG,OB,0,B,김윤식,0,1,0,1, ,0,3,18,5,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0.0,0.0,6.0
20200505OBLG0,2020-05-05,OB,LG,0,T,이동원,0,1,0,0, ,0,0,9,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0
20200505OBLG0,2020-05-05,OB,LG,0,T,채지선,0,1,0,1, ,0,1,15,3,2,1,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,6.0,0.0,0.0
20200505OBLG0,2020-05-05,OB,LG,0,T,최원준,0,1,0,0, ,0,4,16,5,5,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0.0,0.75,0.0
20200505OBLG0,2020-05-05,OB,LG,0,T,알칸타라,1,0,0,0,L,0,18,99,24,21,6,3,0,1,0,1,0,0,2,0,1,3,1,0,0,0,3,3,1.0,1.235294118,1.8
20200505OBLG0,2020-05-05,LG,OB,0,B,정우영,0,1,0,0, ,1,3,11,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20200505OBLG0,2020-05-05,OB,LG,0,T,이현승,0,1,0,0, ,0,1,7,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.0,0.0,6.0
20200505OBLG0,2020-05-05,LG,OB,0,B,차우찬,1,0,0,0,W,0,18,101,22,20,3,1,0,1,0,0,0,0,2,0,0,7,0,0,0,0,1,1,0.0,0.666666667,1.0
20200505OBLG0,2020-05-05,LG,OB,0,B,진해수,0,1,0,0, ,1,3,18,4,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,2.0,0.0
20200505WOHT0,2020-05-05,WO,HT,0,T,양현,0,1,0,0,W,0,5,21,6,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0
20200505WOHT0,2020-05-05,HT,WO,0,B,홍건희,0,1,0,1, ,0,10,46,13,12,3,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,3,3,0.0,0.0,3.0
20200505WOHT0,2020-05-05,HT,WO,0,B,고영창,0,1,0,0, ,0,3,24,7,6,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,9.0,0.0,3.0
20200505WOHT0,2020-05-05,WO,HT,0,T,임규빈,0,1,0,0, ,0,3,15,4,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,0.0,1.0
20200505WOHT0,2020-05-05,HT,WO,0,B,김현준,0,1,0,0, ,0,5,43,9,7,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,3,3.0,0.0,6.0
20200505WOHT0,2020-05-05,WO,HT,0,T,브리검,1,0,0,0, ,0,10,62,13,11,2,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0.0,1.5,3.0
20200505WOHT0,2020-05-05,WO,HT,0,T,김재웅,0,1,0,0, ,0,3,19,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20200505WOHT0,2020-05-05,WO,HT,0,T,김성민,0,1,0,0, ,0,3,15,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20200505WOHT0,2020-05-05,WO,HT,0,T,윤정현,0,1,0,1, ,0,3,22,7,6,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2.0,0.0,0.0
20200505WOHT0,2020-05-05,HT,WO,0,B,양현종,1,0,0,0,L,0,9,73,15,13,4,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,4,9.0,2.142857143,3.0
20200506HHSK0,2020-05-06,SK,HH,0,B,핀토,1,0,0,0,W,0,20,94,25,22,3,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,1,1,1.0,0.333333333,2.0
20200506HHSK0,2020-05-06,HH,SK,0,T,이현호,0,1,0,0, ,0,2,12,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20200506HHSK0,2020-05-06,SK,HH,0,B,서진용,0,1,0,0, ,0,3,14,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0
20200506HHSK0,2020-05-06,HH,SK,0,T,임준섭,1,0,0,0,L,0,5,42,10,9,4,2,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,2,2.25,3.0,6.0
20200506HHSK0,2020-05-06,SK,HH,0,B,박민호,0,1,0,0, ,1,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20200506HHSK0,2020-05-06,HH,SK,0,T,김민우,0,1,0,0, ,0,13,71,18,16,3,0,0,2,1,0,1,0,1,0,0,5,0,1,0,0,3,3,0.0,2.0,0.6
20200506HHSK0,2020-05-06,HH,SK,0,T,김진영,0,1,0,1, ,0,1,7,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3.0,0.0,0.0
20200506HHSK0,2020-05-06,SK,HH,0,B,하재훈,0,1,0,1, ,0,3,22,6,5,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3.0,0.0,1.5
20200506HHSK0,2020-05-06,HH,SK,0,T,안영명,0,1,0,0, ,0,3,12,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5
20200506LTKT0,2020-05-06,LT,KT,0,T,박시영,0,1,0,0, ,0,3,20,6,4,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,1.0,0.0,0.0
20200506LTKT0,2020-05-06,LT,KT,0,T,구승민,0,1,0,1, ,0,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20200506LTKT0,2020-05-06,KT,LT,0,B,주권,0,1,0,0, ,0,3,12,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20200506LTKT0,2020-05-06,KT,LT,0,B,이대은,0,1,0,1, ,0,3,16,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1.5,0.0,0.0
20200506LTKT0,2020-05-06,KT,LT,0,B,쿠에바스,1,0,0,0,L,0,15,81,23,20,6,1,0,1,1,0,0,2,0,0,1,5,0,0,0,0,6,6,1.2,1.5,0.857142857
20200506LTKT0,2020-05-06,KT,LT,0,B,손동현,0,1,0,0, ,0,3,22,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0
20200506LTKT0,2020-05-06,LT,KT,0,T,서준원,1,0,0,0,W,0,18,83,25,24,5,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0.0,0.5,1.0
20200506LTKT0,2020-05-06,KT,LT,0,B,전유수,0,1,0,0, ,0,3,22,4,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0
20200506LTKT0,2020-05-06,LT,KT,0,T,진명호,0,1,0,0, ,0,3,14,4,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0.0,0.0
20200506NCSS0,2020-05-06,NC,SS,0,T,라이트,1,0,0,0,W,0,15,95,21,19,4,1,0,2,0,0,0,0,1,0,1,7,0,0,0,0,2,2,0.0,0.75,0.6
20200506NCSS0,2020-05-06,NC,SS,0,T,김건태,0,1,0,0, ,1,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0
20200506NCSS0,2020-05-06,SS,NC,0,B,임현준,0,1,0,0, ,0,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20200506NCSS0,2020-05-06,SS,NC,0,B,노성호,0,1,0,1, ,0,3,27,6,5,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3.0,3.0,0.0
20200506NCSS0,2020-05-06,NC,SS,0,T,임정호,0,1,0,0, ,1,2,9,3,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,1.5,0.0
20200506NCSS0,2020-05-06,NC,SS,0,T,박진우,0,1,0,0, ,1,3,16,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20200506NCSS0,2020-05-06,SS,NC,0,B,최지광,0,1,0,0, ,0,3,22,5,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,2.0,6.0
20200506NCSS0,2020-05-06,SS,NC,0,B,라이블리,1,0,0,0,L,0,18,97,26,22,6,1,0,2,1,2,0,0,3,0,1,6,0,0,0,0,4,4,0.6,1.285714286,1.0
20200506NCSS0,2020-05-06,NC,SS,0,T,원종현,0,1,0,1,S,0,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20200506NCSS0,2020-05-06,NC,SS,0,T,임창민,0,1,0,0, ,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20200506OBLG0,2020-05-06,LG,OB,0,B,이민호,0,1,0,0, ,0,3,18,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20200506OBLG0,2020-05-06,LG,OB,0,B,김대유,0,1,0,0, ,0,4,21,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20200506OBLG0,2020-05-06,LG,OB,0,B,문광은,0,1,0,1, ,0,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20200506OBLG0,2020-05-06,OB,LG,0,T,이형범,0,1,0,1,S,0,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0
20200506OBLG0,2020-05-06,OB,LG,0,T,함덕주,0,1,0,0, ,1,5,28,6,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20200506OBLG0,2020-05-06,LG,OB,0,B,이상규,0,1,0,0, ,0,3,16,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5
20200506OBLG0,2020-05-06,OB,LG,0,T,이영하,1,0,0,0,W,0,19,96,27,24,5,0,0,0,1,0,0,0,2,0,1,3,1,0,0,0,2,1,0.5,1.0,3.0
20200506OBLG0,2020-05-06,LG,OB,0,B,송은범,1,0,0,0,L,0,7,53,16,14,9,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,5,5,4.5,3.0,6.0
20200506OBLG0,2020-05-06,LG,OB,0,B,최동환,0,1,0,0, ,0,4,9,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0
20200506OBLG0,2020-05-06,LG,OB,0,B,여건욱,0,1,0,0, ,0,3,18,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20200506WOHT0,2020-05-06,HT,WO,0,B,브룩스,1,0,0,0, ,0,17,88,22,21,5,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,1,0.0,0.882352941,1.0
20200506WOHT0,2020-05-06,WO,HT,0,T,조상우,0,1,0,1,S,0,3,10,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0
20200506WOHT0,2020-05-06,HT,WO,0,B,박준표,0,1,0,0, ,0,4,19,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0
20200506WOHT0,2020-05-06,WO,HT,0,T,이영준,0,1,0,0, ,1,3,14,4,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,1.0,1.5
20200506WOHT0,2020-05-06,HT,WO,0,B,이준영,0,1,0,0,L,0,1,5,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3.0,0.0
20200506WOHT0,2020-05-06,HT,WO,0,B,전상현,0,1,0,1, ,0,5,30,7,4,1,1,0,0,1,0,1,1,1,0,0,2,0,0,0,0,1,0,0.75,1.2,1.5
20200506WOHT0,2020-05-06,WO,HT,0,T,요키시,1,0,0,0, ,0,15,66,21,20,5,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1,6.0,1.2,0.5
20200506WOHT0,2020-05-06,WO,HT,0,T,오주원,0,1,0,0,W,0,3,14,4,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0
20200506WOHT0,2020-05-06,WO,HT,0,T,김상수,0,1,0,0, ,0,3,14,4,4,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,1.0,3.0
20200507HHSK0,2020-05-07,HH,SK,0,T,이태양,0,1,0,0, ,0,2,32,6,4,3,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,2,2,0.0,0.0,0.0
20200507HHSK0,2020-05-07,SK,HH,0,B,박종훈,1,0,0,0, ,0,15,91,22,21,8,0,0,0,4,0,0,0,1,0,0,4,2,0,0,0,2,2,1.5,1.8,1.5
20200507HHSK0,2020-05-07,SK,HH,0,B,김정빈,0,1,0,0, ,0,4,12,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0
20200507HHSK0,2020-05-07,SK,HH,0,B,김택형,0,1,0,0, ,0,0,11,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,2,0.0,0.0,0.0
20200507HHSK0,2020-05-07,SK,HH,0,B,김주온,0,1,0,1, ,0,6,25,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20200507HHSK0,2020-05-07,SK,HH,0,B,김주한,0,1,0,0,L,0,2,12,5,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0.0,6.0,0.0
20200507HHSK0,2020-05-07,HH,SK,0,T,박상원,0,1,0,0, ,0,3,17,4,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,6.0
20200507HHSK0,2020-05-07,HH,SK,0,T,정우람,0,1,0,1,S,0,4,17,6,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,3.0
20200507HHSK0,2020-05-07,SK,HH,0,B,김세현,0,1,0,0, ,0,0,14,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0
20200507HHSK0,2020-05-07,HH,SK,0,T,장시환,1,0,0,0,W,0,18,98,29,26,9,2,1,0,0,0,0,0,1,0,2,6,1,0,0,0,2,2,1.0,2.0,9.0
20200507LTKT0,2020-05-07,LT,KT,0,T,김원중,0,1,0,1, ,0,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20200507LTKT0,2020-05-07,LT,KT,0,T,박진형,0,1,0,0, ,0,1,9,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,3.0
20200507LTKT0,2020-05-07,LT,KT,0,T,구승민,0,1,0,0, ,1,3,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20200507LTKT0,2020-05-07,LT,KT,0,T,박세웅,1,0,0,0, ,0,14,87,21,19,6,1,0,0,0,1,0,0,2,0,0,2,0,2,0,0,3,3,0.6,1.714285714,4.0
20200507LTKT0,2020-05-07,KT,LT,0,B,김민수,0,1,0,0,L,0,2,14,5,5,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,1.5,4.5,6.0
20200507LTKT0,2020-05-07,KT,LT,0,B,김재윤,0,1,0,0, ,0,3,23,7,5,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2.0,3.0,0.0
20200507LTKT0,2020-05-07,KT,LT,0,B,배제성,1,0,0,0, ,0,19,87,27,26,8,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,2,0.75,1.421052632,0.375
20200507LTKT0,2020-05-07,KT,LT,0,B,하준호,0,1,0,1, ,0,3,33,6,4,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,1.5,4.5,3.0
20200507LTKT0,2020-05-07,LT,KT,0,T,오현택,0,1,0,0,W,0,3,19,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20200507LTKT0,2020-05-07,LT,KT,0,T,진명호,0,1,0,0, ,1,3,8,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20200507NCSS0,2020-05-07,SS,NC,0,B,뷰캐넌,1,0,0,0,L,0,18,97,26,23,6,1,0,1,0,0,1,0,1,0,1,2,0,0,0,0,5,5,1.0,1.714285714,0.0
20200507NCSS0,2020-05-07,SS,NC,0,B,김대우,0,1,0,1, ,0,3,21,6,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3.0,0.0,6.0
20200507NCSS0,2020-05-07,NC,SS,0,T,홍성무,0,1,0,1,S,0,9,61,16,12,3,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,2,2,1.2,0.0,1.0
20200507NCSS0,2020-05-07,SS,NC,0,B,홍정우,0,1,0,0, ,0,3,41,9,6,3,1,0,0,0,0,0,1,1,0,1,3,0,0,0,0,3,2,2.0,0.0,3.0
20200507NCSS0,2020-05-07,NC,SS,0,T,구창모,1,0,0,0,W,0,18,90,22,20,2,1,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0.0,1.0,1.0
20200507NCSS0,2020-05-07,SS,NC,0,B,장필준,0,1,0,0, ,0,3,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20200507OBLG0,2020-05-07,LG,OB,0,B,이민호,0,1,0,0, ,0,9,45,12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,3.0
20200507OBLG0,2020-05-07,LG,OB,0,B,김윤식,0,1,0,0, ,0,3,24,6,5,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1.5,9.0,3.0
20200507OBLG0,2020-05-07,OB,LG,0,T,플렉센,1,0,0,0,W,0,18,94,24,21,7,2,0,0,0,0,1,1,1,0,0,6,1,0,0,0,3,3,0.6,1.5,1.714285714
20200507OBLG0,2020-05-07,LG,OB,0,B,김대유,0,1,0,1, ,0,3,20,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.5
20200507OBLG0,2020-05-07,OB,LG,0,T,윤명준,0,1,0,0, ,0,3,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20200507OBLG0,2020-05-07,OB,LG,0,T,최원준,0,1,0,0, ,0,2,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20200507OBLG0,2020-05-07,OB,LG,0,T,박치국,0,1,0,1, ,0,3,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20200507OBLG0,2020-05-07,OB,LG,0,T,이현승,0,1,0,0, ,0,1,11,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20200507OBLG0,2020-05-07,LG,OB,0,B,정찬헌,1,0,0,0,L,0,12,63,19,18,7,2,0,1,0,1,0,1,0,0,0,3,0,0,0,0,5,3,0.75,1.75,2.0
20200507WOHT0,2020-05-07,WO,HT,0,T,양현,0,1,0,0, ,1,3,13,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0
20200507WOHT0,2020-05-07,HT,WO,0,B,변시원,0,1,0,0,W,0,5,24,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20200507WOHT0,2020-05-07,WO,HT,0,T,이영준,0,1,0,0,L,0,2,15,6,4,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,3,0.0,4.5,0.0
20200507WOHT0,2020-05-07,WO,HT,0,T,최원태,1,0,0,0, ,0,15,98,24,22,9,2,0,0,0,0,0,0,2,0,0,4,2,0,0,0,2,2,1.0,1.5,3.0
20200507WOHT0,2020-05-07,HT,WO,0,B,이민우,1,0,0,0, ,0,17,92,25,21,5,2,0,0,1,0,0,1,3,0,0,4,0,0,0,0,4,4,2.142857143,1.3125,2.4
20200507WOHT0,2020-05-07,HT,WO,0,B,문경찬,0,1,0,1, ,0,3,19,5,5,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0.0,0.0
20200507WOHT0,2020-05-07,HT,WO,0,B,이준영,0,1,0,0, ,0,2,6,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0
20200507WOHT0,2020-05-07,WO,HT,0,T,김성민,0,1,0,1, ,0,2,19,4,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0
20200507WOHT0,2020-05-07,WO,HT,0,T,김상수,0,1,0,0, ,1,2,17,5,5,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0.0,4.5,6.0
20200508HHWO0,2020-05-08,HH,WO,0,T,신정락,0,1,0,0, ,0,3,16,5,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3.0,2.0,0.0
20200508HHWO0,2020-05-08,WO,HH,0,B,조상우,0,1,0,1,S,0,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20200508HHWO0,2020-05-08,HH,WO,0,T,김범수,0,1,0,0,L,0,3,22,5,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0
20200508HHWO0,2020-05-08,WO,HH,0,B,김재웅,0,1,0,0, ,1,3,16,3,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0.0,1.0,0.0
20200508HHWO0,2020-05-08,WO,HH,0,B,이승호,1,0,0,0, ,0,20,90,24,22,3,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,2,2,0.75,0.2,0.333333333
20200508HHWO0,2020-05-08,HH,WO,0,T,김진영,0,1,0,1, ,0,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0
