게임키,일자,원정팀코드,홈팀코드,더블헤더코드,요일,구장
20200521HHKT0,2020-05-21,HH,KT,0,목,수원
20200521LGSS0,2020-05-21,LG,SS,0,목,대구
20200521LTHT0,2020-05-21,LT,HT,0,목,광주
20200521NCOB0,2020-05-21,NC,OB,0,목,잠실
20200521SKWO0,2020-05-21,SK,WO,0,목,고척
20200522HHNC0,2020-05-22,HH,NC,0,금,창원
20200522HTSK0,2020-05-22,HT,SK,0,금,문학
20200522KTLG0,2020-05-22,KT,LG,0,금,잠실
20200522OBSS0,2020-05-22,OB,SS,0,금,대구
20200522WOLT0,2020-05-22,WO,LT,0,금,사직
20200523HHNC0,2020-05-23,HH,NC,0,토,창원
20200523HTSK0,2020-05-23,HT,SK,0,토,문학
20200523KTLG0,2020-05-23,KT,LG,0,토,잠실
20200523OBSS0,2020-05-23,OB,SS,0,토,대구
20200523WOLT0,2020-05-23,WO,LT,0,토,사직
20200524HHNC0,2020-05-24,HH,NC,0,일,창원
20200524HTSK0,2020-05-24,HT,SK,0,일,문학
20200524KTLG0,2020-05-24,KT,LG,0,일,잠실
20200524OBSS0,2020-05-24,OB,SS,0,일,대구
20200524WOLT0,2020-05-24,WO,LT,0,일,사직
20200526HTKT0,2020-05-26,HT,KT,0,화,수원
20200526LGHH0,2020-05-26,LG,HH,0,화,대전
20200526SKOB0,2020-05-26,SK,OB,0,화,잠실
20200526SSLT0,2020-05-26,SS,LT,0,화,사직
20200526WONC0,2020-05-26,WO,NC,0,화,창원
20200527HTKT0,2020-05-27,HT,KT,0,수,수원
20200527LGHH0,2020-05-27,LG,HH,0,수,대전
20200527SKOB0,2020-05-27,SK,OB,0,수,잠실
20200527SSLT0,2020-05-27,SS,LT,0,수,사직
20200527WONC0,2020-05-27,WO,NC,0,수,창원
20200528HTKT0,2020-05-28,HT,KT,0,목,수원
20200528LGHH0,2020-05-28,LG,HH,0,목,대전
20200528SKOB0,2020-05-28,SK,OB,0,목,잠실
20200528SSLT0,2020-05-28,SS,LT,0,목,사직
20200528WONC0,2020-05-28,WO,NC,0,목,창원
20200529HHSK0,2020-05-29,HH,SK,0,금,문학
20200529KTWO0,2020-05-29,KT,WO,0,금,고척
20200529LGHT0,2020-05-29,LG,HT,0,금,광주
20200529LTOB0,2020-05-29,LT,OB,0,금,잠실
20200529NCSS0,2020-05-29,NC,SS,0,금,대구
20200530HHSK0,2020-05-30,HH,SK,0,토,문학
20200530KTWO0,2020-05-30,KT,WO,0,토,고척
20200530LGHT0,2020-05-30,LG,HT,0,토,광주
20200530LTOB0,2020-05-30,LT,OB,0,토,잠실
20200530NCSS0,2020-05-30,NC,SS,0,토,대구
20200531HHSK0,2020-05-31,HH,SK,0,일,문학
20200531KTWO0,2020-05-31,KT,WO,0,일,고척
20200531LGHT0,2020-05-31,LG,HT,0,일,광주
20200531LTOB0,2020-05-31,LT,OB,0,일,잠실
20200531NCSS0,2020-05-31,NC,SS,0,일,대구
20200602LTHT0,2020-06-02,LT,HT,0,화,광주
20200602OBKT0,2020-06-02,OB,KT,0,화,수원
20200602SKNC0,2020-06-02,SK,NC,0,화,창원
20200602SSLG0,2020-06-02,SS,LG,0,화,잠실
20200602WOHH0,2020-06-02,WO,HH,0,화,대전
20200603LTHT0,2020-06-03,LT,HT,0,수,광주
20200603OBKT0,2020-06-03,OB,KT,0,수,수원
20200603SKNC0,2020-06-03,SK,NC,0,수,창원
20200603SSLG0,2020-06-03,SS,LG,0,수,잠실
20200603WOHH0,2020-06-03,WO,HH,0,수,대전
20200604LTHT0,2020-06-04,LT,HT,0,목,광주
20200604OBKT0,2020-06-04,OB,KT,0,목,수원
20200604SKNC0,2020-06-04,SK,NC,0,목,창원
20200604SSLG0,2020-06-04,SS,LG,0,목,잠실
20200604WOHH0,2020-06-04,WO,HH,0,목,대전
20200605HTOB0,2020-06-05,HT,OB,0,금,잠실
20200605KTLT0,2020-06-05,KT,LT,0,금,사직
20200605LGWO0,2020-06-05,LG,WO,0,금,고척
20200605NCHH0,2020-06-05,NC,HH,0,금,대전
20200605SSSK0,2020-06-05,SS,SK,0,금,문학
20200606HTOB0,2020-06-06,HT,OB,0,토,잠실
20200606KTLT0,2020-06-06,KT,LT,0,토,사직
20200606LGWO0,2020-06-06,LG,WO,0,토,고척
20200606NCHH0,2020-06-06,NC,HH,0,토,대전
20200606SSSK0,2020-06-06,SS,SK,0,토,문학
20200607HTOB0,2020-06-07,HT,OB,0,일,잠실
20200607KTLT0,2020-06-07,KT,LT,0,일,사직
20200607LGWO0,2020-06-07,LG,WO,0,일,고척
20200607NCHH0,2020-06-07,NC,HH,0,일,대전
20200607SSSK0,2020-06-07,SS,SK,0,일,문학
20200609HHLT0,2020-06-09,HH,LT,0,화,사직
20200609HTKT0,2020-06-09,HT,KT,0,화,수원
20200609OBNC0,2020-06-09,OB,NC,0,화,창원
20200609SKLG0,2020-06-09,SK,LG,0,화,잠실
20200609WOSS0,2020-06-09,WO,SS,0,화,대구
20200610HHLT0,2020-06-10,HH,LT,0,수,사직
20200610HTKT0,2020-06-10,HT,KT,0,수,수원
20200610OBNC0,2020-06-10,OB,NC,0,수,창원
20200610WOSS0,2020-06-10,WO,SS,0,수,대구
20200611HHLT0,2020-06-11,HH,LT,0,목,사직
20200611HTKT0,2020-06-11,HT,KT,0,목,수원
20200611OBNC0,2020-06-11,OB,NC,0,목,창원
20200611SKLG1,2020-06-11,SK,LG,1,목,잠실
20200611SKLG2,2020-06-11,SK,LG,2,목,잠실
20200611WOSS0,2020-06-11,WO,SS,0,목,대구
20200612HTSK0,2020-06-12,HT,SK,0,금,문학
20200612LTLG0,2020-06-12,LT,LG,0,금,잠실
20200612OBHH0,2020-06-12,OB,HH,0,금,대전
20200612WONC0,2020-06-12,WO,NC,0,금,창원
20200613HTSK0,2020-06-13,HT,SK,0,토,문학
20200613KTSS1,2020-06-13,KT,SS,1,토,대구
20200613KTSS2,2020-06-13,KT,SS,2,토,대구
20200613LTLG0,2020-06-13,LT,LG,0,토,잠실
20200613OBHH0,2020-06-13,OB,HH,0,토,대전
20200613WONC0,2020-06-13,WO,NC,0,토,창원
20200614HTSK0,2020-06-14,HT,SK,0,일,문학
20200614KTSS0,2020-06-14,KT,SS,0,일,대구
20200614LTLG0,2020-06-14,LT,LG,0,일,잠실
20200614OBHH0,2020-06-14,OB,HH,0,일,대전
20200614WONC0,2020-06-14,WO,NC,0,일,창원
20200616KTSK0,2020-06-16,KT,SK,0,화,문학
20200616LGHH0,2020-06-16,LG,HH,0,화,대전
20200616LTWO0,2020-06-16,LT,WO,0,화,고척
20200616NCHT0,2020-06-16,NC,HT,0,화,광주
20200616SSOB0,2020-06-16,SS,OB,0,화,잠실
20200617KTSK0,2020-06-17,KT,SK,0,수,문학
20200617LGHH0,2020-06-17,LG,HH,0,수,대전
20200617LTWO0,2020-06-17,LT,WO,0,수,고척
20200617NCHT0,2020-06-17,NC,HT,0,수,광주
20200617SSOB0,2020-06-17,SS,OB,0,수,잠실
20200618KTSK0,2020-06-18,KT,SK,0,목,문학
20200618LGHH0,2020-06-18,LG,HH,0,목,대전
20200618LTWO0,2020-06-18,LT,WO,0,목,고척
20200618SSOB0,2020-06-18,SS,OB,0,목,잠실
20200619HHNC0,2020-06-19,HH,NC,0,금,창원
20200619LTKT0,2020-06-19,LT,KT,0,금,수원
20200619OBLG0,2020-06-19,OB,LG,0,금,잠실
20200619SKWO0,2020-06-19,SK,WO,0,금,고척
20200619SSHT0,2020-06-19,SS,HT,0,금,광주
20200620HHNC0,2020-06-20,HH,NC,0,토,창원
20200620LTKT0,2020-06-20,LT,KT,0,토,수원
20200620OBLG0,2020-06-20,OB,LG,0,토,잠실
20200620SKWO0,2020-06-20,SK,WO,0,토,고척
20200620SSHT0,2020-06-20,SS,HT,0,토,광주
20200621HHNC0,2020-06-21,HH,NC,0,일,창원
20200621LTKT0,2020-06-21,LT,KT,0,일,수원
20200621OBLG0,2020-06-21,OB,LG,0,일,잠실
20200621SKWO0,2020-06-21,SK,WO,0,일,고척
20200621SSHT0,2020-06-21,SS,HT,0,일,광주
20200623HHSS0,2020-06-23,HH,SS,0,화,대구
20200623HTLT0,2020-06-23,HT,LT,0,화,사직
20200623NCKT0,2020-06-23,NC,KT,0,화,수원
20200623OBSK0,2020-06-23,OB,SK,0,화,문학
20200623WOLG0,2020-06-23,WO,LG,0,화,잠실
20200624HHSS0,2020-06-24,HH,SS,0,수,대구
20200625HHSS0,2020-06-25,HH,SS,0,목,대구
20200625NCKT1,2020-06-25,NC,KT,1,목,수원
20200625NCKT2,2020-06-25,NC,KT,2,목,수원
20200625OBSK1,2020-06-25,OB,SK,1,목,문학
20200625OBSK2,2020-06-25,OB,SK,2,목,문학
20200625WOLG1,2020-06-25,WO,LG,1,목,잠실
20200625WOLG2,2020-06-25,WO,LG,2,목,잠실
20200626HTWO0,2020-06-26,HT,WO,0,금,고척
20200626KTHH0,2020-06-26,KT,HH,0,금,대전
20200626LGSK0,2020-06-26,LG,SK,0,금,문학
20200626NCOB0,2020-06-26,NC,OB,0,금,잠실
20200626SSLT0,2020-06-26,SS,LT,0,금,사직
20200627HTWO0,2020-06-27,HT,WO,0,토,고척
20200627KTHH0,2020-06-27,KT,HH,0,토,대전
20200627LGSK0,2020-06-27,LG,SK,0,토,문학
20200627NCOB0,2020-06-27,NC,OB,0,토,잠실
20200627SSLT0,2020-06-27,SS,LT,0,토,사직
20200628HTWO0,2020-06-28,HT,WO,0,일,고척
20200628KTHH0,2020-06-28,KT,HH,0,일,대전
20200628LGSK0,2020-06-28,LG,SK,0,일,문학
20200628NCOB0,2020-06-28,NC,OB,0,일,잠실
20200628SSLT0,2020-06-28,SS,LT,0,일,사직
20200630KTLG0,2020-06-30,KT,LG,0,화,잠실
20200630LTNC0,2020-06-30,LT,NC,0,화,창원
20200630OBWO0,2020-06-30,OB,WO,0,화,고척
20200630SKSS0,2020-06-30,SK,SS,0,화,대구
20200701HHHT0,2020-07-01,HH,HT,0,수,광주
20200701KTLG0,2020-07-01,KT,LG,0,수,잠실
20200701LTNC0,2020-07-01,LT,NC,0,수,창원
20200701OBWO0,2020-07-01,OB,WO,0,수,고척
20200701SKSS0,2020-07-01,SK,SS,0,수,대구
20200702HHHT0,2020-07-02,HH,HT,0,목,광주
20200702KTLG0,2020-07-02,KT,LG,0,목,잠실
20200702LTNC0,2020-07-02,LT,NC,0,목,창원
20200702OBWO0,2020-07-02,OB,WO,0,목,고척
20200702SKSS0,2020-07-02,SK,SS,0,목,대구
20200703HHOB0,2020-07-03,HH,OB,0,금,잠실
20200703HTNC0,2020-07-03,HT,NC,0,금,창원
20200703LGSS0,2020-07-03,LG,SS,0,금,대구
20200703SKLT0,2020-07-03,SK,LT,0,금,사직
20200703WOKT0,2020-07-03,WO,KT,0,금,수원
20200704HHOB0,2020-07-04,HH,OB,0,토,잠실
20200704HTNC0,2020-07-04,HT,NC,0,토,창원
20200704LGSS0,2020-07-04,LG,SS,0,토,대구
20200704SKLT0,2020-07-04,SK,LT,0,토,사직
20200704WOKT0,2020-07-04,WO,KT,0,토,수원
20200705HHOB0,2020-07-05,HH,OB,0,일,잠실
20200705HTNC0,2020-07-05,HT,NC,0,일,창원
20200705LGSS0,2020-07-05,LG,SS,0,일,대구
20200705SKLT0,2020-07-05,SK,LT,0,일,사직
20200705WOKT0,2020-07-05,WO,KT,0,일,수원
20200707KTHT0,2020-07-07,KT,HT,0,화,광주
20200707LGOB0,2020-07-07,LG,OB,0,화,잠실
20200707LTHH0,2020-07-07,LT,HH,0,화,대전
20200707NCSK0,2020-07-07,NC,SK,0,화,문학
20200707SSWO0,2020-07-07,SS,WO,0,화,고척
20200708KTHT0,2020-07-08,KT,HT,0,수,광주
20200708LGOB0,2020-07-08,LG,OB,0,수,잠실
20200708LTHH0,2020-07-08,LT,HH,0,수,대전
20200708NCSK0,2020-07-08,NC,SK,0,수,문학
20200708SSWO0,2020-07-08,SS,WO,0,수,고척
20200709KTHT0,2020-07-09,KT,HT,0,목,광주
20200709LGOB0,2020-07-09,LG,OB,0,목,잠실
20200709LTHH0,2020-07-09,LT,HH,0,목,대전
20200709NCSK0,2020-07-09,NC,SK,0,목,문학
20200709SSWO0,2020-07-09,SS,WO,0,목,고척
20200710NCLG0,2020-07-10,NC,LG,0,금,잠실
20200710OBLT0,2020-07-10,OB,LT,0,금,사직
20200710SKHH0,2020-07-10,SK,HH,0,금,대전
20200710SSKT0,2020-07-10,SS,KT,0,금,수원
20200710WOHT0,2020-07-10,WO,HT,0,금,광주
20200711NCLG0,2020-07-11,NC,LG,0,토,잠실
20200711OBLT0,2020-07-11,OB,LT,0,토,사직
20200711SKHH0,2020-07-11,SK,HH,0,토,대전
20200711SSKT0,2020-07-11,SS,KT,0,토,수원
20200711WOHT0,2020-07-11,WO,HT,0,토,광주
20200713SKHH0,2020-07-13,SK,HH,0,월,대전
20200713WOHT0,2020-07-13,WO,HT,0,월,광주
20200714HHKT0,2020-07-14,HH,KT,0,화,수원
20200714HTSS0,2020-07-14,HT,SS,0,화,대구
20200714LGLT0,2020-07-14,LG,LT,0,화,사직
20200714NCWO0,2020-07-14,NC,WO,0,화,고척
20200714SKOB0,2020-07-14,SK,OB,0,화,잠실
20200715HHKT0,2020-07-15,HH,KT,0,수,수원
20200715HTSS0,2020-07-15,HT,SS,0,수,대구
20200715LGLT0,2020-07-15,LG,LT,0,수,사직
20200715NCWO0,2020-07-15,NC,WO,0,수,고척
20200715SKOB0,2020-07-15,SK,OB,0,수,잠실
20200716HHKT0,2020-07-16,HH,KT,0,목,수원
20200716HTSS0,2020-07-16,HT,SS,0,목,대구
20200716LGLT0,2020-07-16,LG,LT,0,목,사직
20200716NCWO0,2020-07-16,NC,WO,0,목,고척
20200716SKOB0,2020-07-16,SK,OB,0,목,잠실
20200717HHLG0,2020-07-17,HH,LG,0,금,잠실
20200717KTNC0,2020-07-17,KT,NC,0,금,창원
20200717LTSS0,2020-07-17,LT,SS,0,금,대구
20200717OBHT0,2020-07-17,OB,HT,0,금,광주
20200717WOSK0,2020-07-17,WO,SK,0,금,문학
20200718HHLG0,2020-07-18,HH,LG,0,토,잠실
20200718KTNC0,2020-07-18,KT,NC,0,토,창원
20200718LTSS0,2020-07-18,LT,SS,0,토,대구
20200718OBHT0,2020-07-18,OB,HT,0,토,광주
20200718WOSK0,2020-07-18,WO,SK,0,토,문학
20200719HHLG0,2020-07-19,HH,LG,0,일,잠실
20200719KTNC0,2020-07-19,KT,NC,0,일,창원
20200719LTSS0,2020-07-19,LT,SS,0,일,대구
20200719OBHT0,2020-07-19,OB,HT,0,일,광주
20200719WOSK0,2020-07-19,WO,SK,0,일,문학
