게임키,일자,원정팀코드,홈팀코드,더블헤더코드,요일,구장
20160412OBHH0,2016-04-12,OB,HH,0,화,대전
20160413HTSK0,2016-04-13,HT,SK,0,수,문학
20160413KTWO0,2016-04-13,KT,WO,0,수,고척
20160413LTLG0,2016-04-13,LT,LG,0,수,잠실
20160413NCSS0,2016-04-13,NC,SS,0,수,대구
20160413OBHH0,2016-04-13,OB,HH,0,수,대전
20160414HTSK0,2016-04-14,HT,SK,0,목,문학
20160414KTWO0,2016-04-14,KT,WO,0,목,고척
20160414LTLG0,2016-04-14,LT,LG,0,목,잠실
20160414NCSS0,2016-04-14,NC,SS,0,목,대구
20160414OBHH0,2016-04-14,OB,HH,0,목,대전
20160415LGHH0,2016-04-15,LG,HH,0,금,대전
20160415LTNC0,2016-04-15,LT,NC,0,금,마산
20160415SKKT0,2016-04-15,SK,KT,0,금,수원
20160415SSOB0,2016-04-15,SS,OB,0,금,잠실
20160415WOHT0,2016-04-15,WO,HT,0,금,광주
20160417LGHH0,2016-04-17,LG,HH,0,일,대전
20160417LTNC0,2016-04-17,LT,NC,0,일,마산
20160417SKKT0,2016-04-17,SK,KT,0,일,수원
20160417SSOB0,2016-04-17,SS,OB,0,일,잠실
20160417WOHT0,2016-04-17,WO,HT,0,일,광주
20160419HHLT0,2016-04-19,HH,LT,0,화,사직
20160419NCLG0,2016-04-19,NC,LG,0,화,잠실
20160419OBKT0,2016-04-19,OB,KT,0,화,수원
20160419SSHT0,2016-04-19,SS,HT,0,화,광주
20160419WOSK0,2016-04-19,WO,SK,0,화,문학
20160420HHLT0,2016-04-20,HH,LT,0,수,사직
20160420NCLG0,2016-04-20,NC,LG,0,수,잠실
20160420OBKT0,2016-04-20,OB,KT,0,수,수원
20160420SSHT0,2016-04-20,SS,HT,0,수,광주
20160420WOSK0,2016-04-20,WO,SK,0,수,문학
20160421HHLT0,2016-04-21,HH,LT,0,목,사직
20160421NCLG0,2016-04-21,NC,LG,0,목,잠실
20160421OBKT0,2016-04-21,OB,KT,0,목,수원
20160421SSHT0,2016-04-21,SS,HT,0,목,광주
20160421WOSK0,2016-04-21,WO,SK,0,목,문학
20160422HHOB0,2016-04-22,HH,OB,0,금,잠실
20160422HTLT0,2016-04-22,HT,LT,0,금,사직
20160422KTSS0,2016-04-22,KT,SS,0,금,대구
20160422LGWO0,2016-04-22,LG,WO,0,금,고척
20160422NCSK0,2016-04-22,NC,SK,0,금,문학
20160423HHOB0,2016-04-23,HH,OB,0,토,잠실
20160423HTLT0,2016-04-23,HT,LT,0,토,사직
20160423KTSS0,2016-04-23,KT,SS,0,토,대구
20160423LGWO0,2016-04-23,LG,WO,0,토,고척
20160423NCSK0,2016-04-23,NC,SK,0,토,문학
20160424HHOB0,2016-04-24,HH,OB,0,일,잠실
20160424HTLT0,2016-04-24,HT,LT,0,일,사직
20160424KTSS0,2016-04-24,KT,SS,0,일,대구
20160424LGWO0,2016-04-24,LG,WO,0,일,고척
20160424NCSK0,2016-04-24,NC,SK,0,일,문학
20160426HTHH0,2016-04-26,HT,HH,0,화,대전
20160426LGSS0,2016-04-26,LG,SS,0,화,대구
20160426LTKT0,2016-04-26,LT,KT,0,화,수원
20160426SKOB0,2016-04-26,SK,OB,0,화,잠실
20160426WONC0,2016-04-26,WO,NC,0,화,마산
20160427LTKT0,2016-04-27,LT,KT,0,수,수원
20160427SKOB0,2016-04-27,SK,OB,0,수,잠실
20160428HTHH0,2016-04-28,HT,HH,0,목,대전
20160428LGSS0,2016-04-28,LG,SS,0,목,대구
20160428LTKT0,2016-04-28,LT,KT,0,목,수원
20160428SKOB0,2016-04-28,SK,OB,0,목,잠실
20160428WONC0,2016-04-28,WO,NC,0,목,마산
20160429KTLG0,2016-04-29,KT,LG,0,금,잠실
20160429NCLT0,2016-04-29,NC,LT,0,금,사직
20160429OBHT0,2016-04-29,OB,HT,0,금,광주
20160429SKWO0,2016-04-29,SK,WO,0,금,고척
20160429SSHH0,2016-04-29,SS,HH,0,금,대전
20160430KTLG0,2016-04-30,KT,LG,0,토,잠실
20160430NCLT0,2016-04-30,NC,LT,0,토,사직
20160430OBHT0,2016-04-30,OB,HT,0,토,광주
20160430SKWO0,2016-04-30,SK,WO,0,토,고척
20160430SSHH0,2016-04-30,SS,HH,0,토,대전
20160501KTLG0,2016-05-01,KT,LG,0,일,잠실
20160501NCLT0,2016-05-01,NC,LT,0,일,사직
20160501OBHT0,2016-05-01,OB,HT,0,일,광주
20160501SKWO0,2016-05-01,SK,WO,0,일,고척
20160501SSHH0,2016-05-01,SS,HH,0,일,대전
20160503HHSK0,2016-05-03,HH,SK,0,화,문학
20160503LTHT0,2016-05-03,LT,HT,0,화,광주
20160503WOSS0,2016-05-03,WO,SS,0,화,대구
20160504HHSK0,2016-05-04,HH,SK,0,수,문학
20160504LTHT0,2016-05-04,LT,HT,0,수,광주
20160504NCKT0,2016-05-04,NC,KT,0,수,수원
20160504OBLG0,2016-05-04,OB,LG,0,수,잠실
20160504WOSS0,2016-05-04,WO,SS,0,수,대구
20160505HHSK0,2016-05-05,HH,SK,0,목,문학
20160505LTHT0,2016-05-05,LT,HT,0,목,광주
20160505NCKT0,2016-05-05,NC,KT,0,목,수원
20160505OBLG0,2016-05-05,OB,LG,0,목,잠실
20160505WOSS0,2016-05-05,WO,SS,0,목,대구
20160506HHKT0,2016-05-06,HH,KT,0,금,수원
20160506HTWO0,2016-05-06,HT,WO,0,금,고척
20160506LGNC0,2016-05-06,LG,NC,0,금,마산
20160506LTOB0,2016-05-06,LT,OB,0,금,잠실
20160506SKSS0,2016-05-06,SK,SS,0,금,대구
20160507HHKT0,2016-05-07,HH,KT,0,토,수원
20160507HTWO0,2016-05-07,HT,WO,0,토,고척
20160507LGNC0,2016-05-07,LG,NC,0,토,마산
20160507LTOB0,2016-05-07,LT,OB,0,토,잠실
20160507SKSS0,2016-05-07,SK,SS,0,토,대구
20160508HHKT0,2016-05-08,HH,KT,0,일,수원
20160508HTWO0,2016-05-08,HT,WO,0,일,고척
20160508LGNC0,2016-05-08,LG,NC,0,일,마산
20160508LTOB0,2016-05-08,LT,OB,0,일,잠실
20160508SKSS0,2016-05-08,SK,SS,0,일,대구
20160510OBSK0,2016-05-10,OB,SK,0,화,문학
20160510SSLG0,2016-05-10,SS,LG,0,화,잠실
20160511KTHT0,2016-05-11,KT,HT,0,수,광주
20160511NCHH0,2016-05-11,NC,HH,0,수,대전
20160511OBSK0,2016-05-11,OB,SK,0,수,문학
20160511SSLG0,2016-05-11,SS,LG,0,수,잠실
20160511WOLT0,2016-05-11,WO,LT,0,수,사직
20160512KTHT0,2016-05-12,KT,HT,0,목,광주
20160512NCHH0,2016-05-12,NC,HH,0,목,대전
20160512OBSK0,2016-05-12,OB,SK,0,목,문학
20160512SSLG0,2016-05-12,SS,LG,0,목,잠실
20160512WOLT0,2016-05-12,WO,LT,0,목,사직
20160513HHHT0,2016-05-13,HH,HT,0,금,광주
20160513KTNC0,2016-05-13,KT,NC,0,금,마산
20160513LTSS0,2016-05-13,LT,SS,0,금,대구
20160513OBWO0,2016-05-13,OB,WO,0,금,고척
20160513SKLG0,2016-05-13,SK,LG,0,금,잠실
20160514HHHT0,2016-05-14,HH,HT,0,토,광주
20160514KTNC0,2016-05-14,KT,NC,0,토,마산
20160514LTSS0,2016-05-14,LT,SS,0,토,대구
20160514OBWO0,2016-05-14,OB,WO,0,토,고척
20160514SKLG0,2016-05-14,SK,LG,0,토,잠실
20160515HHHT0,2016-05-15,HH,HT,0,일,광주
20160515KTNC0,2016-05-15,KT,NC,0,일,마산
20160515LTSS0,2016-05-15,LT,SS,0,일,대구
20160515OBWO0,2016-05-15,OB,WO,0,일,고척
20160517HHSS0,2016-05-17,HH,SS,0,화,포항
20160517HTOB0,2016-05-17,HT,OB,0,화,잠실
20160517LGKT0,2016-05-17,LG,KT,0,화,수원
20160517LTSK0,2016-05-17,LT,SK,0,화,문학
20160517NCWO0,2016-05-17,NC,WO,0,화,고척
20160518HHSS0,2016-05-18,HH,SS,0,수,포항
20160518HTOB0,2016-05-18,HT,OB,0,수,잠실
20160518LGKT0,2016-05-18,LG,KT,0,수,수원
20160518LTSK0,2016-05-18,LT,SK,0,수,문학
20160518NCWO0,2016-05-18,NC,WO,0,수,고척
20160519HHSS0,2016-05-19,HH,SS,0,목,포항
20160519HTOB0,2016-05-19,HT,OB,0,목,잠실
20160519LGKT0,2016-05-19,LG,KT,0,목,수원
20160519LTSK0,2016-05-19,LT,SK,0,목,문학
20160519NCWO0,2016-05-19,NC,WO,0,목,고척
20160520KTHH0,2016-05-20,KT,HH,0,금,대전
20160520OBLT0,2016-05-20,OB,LT,0,금,사직
20160520SKHT0,2016-05-20,SK,HT,0,금,광주
20160520SSNC0,2016-05-20,SS,NC,0,금,마산
20160520WOLG0,2016-05-20,WO,LG,0,금,잠실
20160521KTHH0,2016-05-21,KT,HH,0,토,대전
20160521OBLT0,2016-05-21,OB,LT,0,토,사직
20160521SKHT0,2016-05-21,SK,HT,0,토,광주
20160521SSNC0,2016-05-21,SS,NC,0,토,마산
20160521WOLG0,2016-05-21,WO,LG,0,토,잠실
20160522KTHH0,2016-05-22,KT,HH,0,일,대전
20160522OBLT0,2016-05-22,OB,LT,0,일,사직
20160522SKHT0,2016-05-22,SK,HT,0,일,광주
20160522SSNC0,2016-05-22,SS,NC,0,일,마산
20160522WOLG0,2016-05-22,WO,LG,0,일,잠실
20160524HHWO0,2016-05-24,HH,WO,0,화,고척
20160524HTSS0,2016-05-24,HT,SS,0,화,대구
20160524KTOB0,2016-05-24,KT,OB,0,화,잠실
20160525HHWO0,2016-05-25,HH,WO,0,수,고척
20160525HTSS0,2016-05-25,HT,SS,0,수,대구
20160525KTOB0,2016-05-25,KT,OB,0,수,잠실
20160525LGLT0,2016-05-25,LG,LT,0,수,울산
20160525SKNC0,2016-05-25,SK,NC,0,수,마산
20160526HHWO0,2016-05-26,HH,WO,0,목,고척
20160526HTSS0,2016-05-26,HT,SS,0,목,대구
20160526KTOB0,2016-05-26,KT,OB,0,목,잠실
20160526LGLT0,2016-05-26,LG,LT,0,목,울산
20160526SKNC0,2016-05-26,SK,NC,0,목,마산
20160527LGOB0,2016-05-27,LG,OB,0,금,잠실
20160527LTHH0,2016-05-27,LT,HH,0,금,대전
20160527NCHT0,2016-05-27,NC,HT,0,금,광주
20160527SSSK0,2016-05-27,SS,SK,0,금,문학
20160527WOKT0,2016-05-27,WO,KT,0,금,수원
20160528LGOB0,2016-05-28,LG,OB,0,토,잠실
20160528LTHH0,2016-05-28,LT,HH,0,토,대전
20160528NCHT0,2016-05-28,NC,HT,0,토,광주
20160528SSSK0,2016-05-28,SS,SK,0,토,문학
20160528WOKT0,2016-05-28,WO,KT,0,토,수원
20160529LGOB0,2016-05-29,LG,OB,0,일,잠실
20160529LTHH0,2016-05-29,LT,HH,0,일,대전
20160529NCHT0,2016-05-29,NC,HT,0,일,광주
20160529SSSK0,2016-05-29,SS,SK,0,일,문학
20160529WOKT0,2016-05-29,WO,KT,0,일,수원
20160531HTLG0,2016-05-31,HT,LG,0,화,잠실
20160531KTLT0,2016-05-31,KT,LT,0,화,사직
20160531OBNC0,2016-05-31,OB,NC,0,화,마산
20160531SKHH0,2016-05-31,SK,HH,0,화,대전
20160531SSWO0,2016-05-31,SS,WO,0,화,고척
20160601HTLG0,2016-06-01,HT,LG,0,수,잠실
20160601KTLT0,2016-06-01,KT,LT,0,수,사직
20160601OBNC0,2016-06-01,OB,NC,0,수,마산
20160601SKHH0,2016-06-01,SK,HH,0,수,대전
20160601SSWO0,2016-06-01,SS,WO,0,수,고척
20160602HTLG0,2016-06-02,HT,LG,0,목,잠실
20160602KTLT0,2016-06-02,KT,LT,0,목,사직
20160602OBNC0,2016-06-02,OB,NC,0,목,마산
20160602SKHH0,2016-06-02,SK,HH,0,목,대전
20160602SSWO0,2016-06-02,SS,WO,0,목,고척
20160603HHSS0,2016-06-03,HH,SS,0,금,대구
20160603LGKT0,2016-06-03,LG,KT,0,금,수원
20160603NCLT0,2016-06-03,NC,LT,0,금,사직
20160603SKOB0,2016-06-03,SK,OB,0,금,잠실
20160603WOHT0,2016-06-03,WO,HT,0,금,광주
20160604HHSS0,2016-06-04,HH,SS,0,토,대구
20160604LGKT0,2016-06-04,LG,KT,0,토,수원
20160604SKOB0,2016-06-04,SK,OB,0,토,잠실
20160605HHSS0,2016-06-05,HH,SS,0,일,대구
20160605LGKT0,2016-06-05,LG,KT,0,일,수원
20160605NCLT0,2016-06-05,NC,LT,0,일,사직
20160605SKOB0,2016-06-05,SK,OB,0,일,잠실
20160605WOHT0,2016-06-05,WO,HT,0,일,광주
20160607HTHH0,2016-06-07,HT,HH,0,화,대전
20160607LTSK0,2016-06-07,LT,SK,0,화,문학
20160607OBKT0,2016-06-07,OB,KT,0,화,수원
20160607SSLG0,2016-06-07,SS,LG,0,화,잠실
20160607WONC0,2016-06-07,WO,NC,0,화,마산
20160608HTHH0,2016-06-08,HT,HH,0,수,대전
20160608LTSK0,2016-06-08,LT,SK,0,수,문학
20160608OBKT0,2016-06-08,OB,KT,0,수,수원
20160608SSLG0,2016-06-08,SS,LG,0,수,잠실
20160608WONC0,2016-06-08,WO,NC,0,수,마산
20160609HTHH0,2016-06-09,HT,HH,0,목,대전
20160609LTSK0,2016-06-09,LT,SK,0,목,문학
20160609OBKT0,2016-06-09,OB,KT,0,목,수원
20160609SSLG0,2016-06-09,SS,LG,0,목,잠실
20160609WONC0,2016-06-09,WO,NC,0,목,마산
20160610KTWO0,2016-06-10,KT,WO,0,금,고척
20160610LGHH0,2016-06-10,LG,HH,0,금,대전
20160610LTOB0,2016-06-10,LT,OB,0,금,잠실
20160610NCSK0,2016-06-10,NC,SK,0,금,문학
20160610SSHT0,2016-06-10,SS,HT,0,금,광주
20160611KTWO0,2016-06-11,KT,WO,0,토,고척
20160611LGHH0,2016-06-11,LG,HH,0,토,대전
20160611LTOB0,2016-06-11,LT,OB,0,토,잠실
20160611NCSK0,2016-06-11,NC,SK,0,토,문학
20160611SSHT0,2016-06-11,SS,HT,0,토,광주
20160612KTWO0,2016-06-12,KT,WO,0,일,고척
20160612LGHH0,2016-06-12,LG,HH,0,일,대전
20160612LTOB0,2016-06-12,LT,OB,0,일,잠실
20160612NCSK0,2016-06-12,NC,SK,0,일,문학
20160612SSHT0,2016-06-12,SS,HT,0,일,광주
20160614HHKT0,2016-06-14,HH,KT,0,화,수원
20160614LTWO0,2016-06-14,LT,WO,0,화,고척
20160614NCLG0,2016-06-14,NC,LG,0,화,잠실
20160614OBHT0,2016-06-14,OB,HT,0,화,광주
20160614SKSS0,2016-06-14,SK,SS,0,화,대구
20160615LTWO0,2016-06-15,LT,WO,0,수,고척
20160615OBHT0,2016-06-15,OB,HT,0,수,광주
20160615SKSS0,2016-06-15,SK,SS,0,수,대구
20160616HHKT0,2016-06-16,HH,KT,0,목,수원
20160616LTWO0,2016-06-16,LT,WO,0,목,고척
20160616NCLG0,2016-06-16,NC,LG,0,목,잠실
20160616OBHT0,2016-06-16,OB,HT,0,목,광주
20160616SKSS0,2016-06-16,SK,SS,0,목,대구
20160617HTLG0,2016-06-17,HT,LG,0,금,잠실
20160617NCKT0,2016-06-17,NC,KT,0,금,수원
20160617OBSS0,2016-06-17,OB,SS,0,금,대구
20160617SKLT0,2016-06-17,SK,LT,0,금,사직
20160617WOHH0,2016-06-17,WO,HH,0,금,청주
20160618HTLG0,2016-06-18,HT,LG,0,토,잠실
20160618NCKT0,2016-06-18,NC,KT,0,토,수원
20160618OBSS0,2016-06-18,OB,SS,0,토,대구
20160618SKLT0,2016-06-18,SK,LT,0,토,사직
20160618WOHH0,2016-06-18,WO,HH,0,토,청주
20160619HTLG0,2016-06-19,HT,LG,0,일,잠실
20160619NCKT0,2016-06-19,NC,KT,0,일,수원
20160619OBSS0,2016-06-19,OB,SS,0,일,대구
20160619SKLT0,2016-06-19,SK,LT,0,일,사직
20160619WOHH0,2016-06-19,WO,HH,0,일,청주
20160621HHNC0,2016-06-21,HH,NC,0,화,마산
20160621KTOB0,2016-06-21,KT,OB,0,화,잠실
20160621LGSK0,2016-06-21,LG,SK,0,화,문학
20160621LTHT0,2016-06-21,LT,HT,0,화,광주
20160621SSWO0,2016-06-21,SS,WO,0,화,고척
20160622LGSK0,2016-06-22,LG,SK,0,수,문학
20160622LTHT0,2016-06-22,LT,HT,0,수,광주
20160622SSWO0,2016-06-22,SS,WO,0,수,고척
20160623HHNC0,2016-06-23,HH,NC,0,목,마산
20160623KTOB0,2016-06-23,KT,OB,0,목,잠실
20160623LGSK0,2016-06-23,LG,SK,0,목,문학
20160623LTHT0,2016-06-23,LT,HT,0,목,광주
20160623SSWO0,2016-06-23,SS,WO,0,목,고척
20160624HTNC0,2016-06-24,HT,NC,0,금,마산
20160624KTSS0,2016-06-24,KT,SS,0,금,대구
20160624LTHH0,2016-06-24,LT,HH,0,금,대전
20160624OBSK0,2016-06-24,OB,SK,0,금,문학
20160624WOLG0,2016-06-24,WO,LG,0,금,잠실
20160625HTNC0,2016-06-25,HT,NC,0,토,마산
20160625KTSS0,2016-06-25,KT,SS,0,토,대구
20160625LTHH0,2016-06-25,LT,HH,0,토,대전
20160625OBSK0,2016-06-25,OB,SK,0,토,문학
20160625WOLG0,2016-06-25,WO,LG,0,토,잠실
20160626HTNC0,2016-06-26,HT,NC,0,일,마산
20160626KTSS0,2016-06-26,KT,SS,0,일,대구
20160626LTHH0,2016-06-26,LT,HH,0,일,대전
20160626OBSK0,2016-06-26,OB,SK,0,일,문학
20160626WOLG0,2016-06-26,WO,LG,0,일,잠실
20160628HHWO0,2016-06-28,HH,WO,0,화,고척
20160628LGHT0,2016-06-28,LG,HT,0,화,광주
20160628NCOB0,2016-06-28,NC,OB,0,화,잠실
20160628SKKT0,2016-06-28,SK,KT,0,화,수원
20160628SSLT0,2016-06-28,SS,LT,0,화,사직
20160629HHWO0,2016-06-29,HH,WO,0,수,고척
20160629LGHT0,2016-06-29,LG,HT,0,수,광주
20160629NCOB0,2016-06-29,NC,OB,0,수,잠실
20160629SKKT0,2016-06-29,SK,KT,0,수,수원
20160629SSLT0,2016-06-29,SS,LT,0,수,사직
20160630HHWO0,2016-06-30,HH,WO,0,목,고척
20160630LGHT0,2016-06-30,LG,HT,0,목,광주
20160630NCOB0,2016-06-30,NC,OB,0,목,잠실
20160630SKKT0,2016-06-30,SK,KT,0,목,수원
20160630SSLT0,2016-06-30,SS,LT,0,목,사직
20160701HTWO0,2016-07-01,HT,WO,0,금,고척
20160702HTWO0,2016-07-02,HT,WO,0,토,고척
20160702OBHH0,2016-07-02,OB,HH,0,토,대전
20160702SKLG0,2016-07-02,SK,LG,0,토,잠실
20160703HTWO0,2016-07-03,HT,WO,0,일,고척
20160703SKLG0,2016-07-03,SK,LG,0,일,잠실
20160705LGSS0,2016-07-05,LG,SS,0,화,대구
20160706HHSK0,2016-07-06,HH,SK,0,수,문학
20160706HTKT0,2016-07-06,HT,KT,0,수,수원
20160706LTNC0,2016-07-06,LT,NC,0,수,마산
20160706WOOB0,2016-07-06,WO,OB,0,수,잠실
20160707HHSK0,2016-07-07,HH,SK,0,목,문학
20160707HTKT0,2016-07-07,HT,KT,0,목,수원
20160707LGSS0,2016-07-07,LG,SS,0,목,대구
20160707LTNC0,2016-07-07,LT,NC,0,목,마산
20160707WOOB0,2016-07-07,WO,OB,0,목,잠실
20160708HTOB0,2016-07-08,HT,OB,0,금,잠실
20160708KTSK0,2016-07-08,KT,SK,0,금,문학
20160708LGLT0,2016-07-08,LG,LT,0,금,사직
20160708NCWO0,2016-07-08,NC,WO,0,금,고척
20160708SSHH0,2016-07-08,SS,HH,0,금,대전
20160709HTOB0,2016-07-09,HT,OB,0,토,잠실
20160709KTSK0,2016-07-09,KT,SK,0,토,문학
20160709LGLT0,2016-07-09,LG,LT,0,토,사직
20160709NCWO0,2016-07-09,NC,WO,0,토,고척
20160709SSHH0,2016-07-09,SS,HH,0,토,대전
20160710HTOB0,2016-07-10,HT,OB,0,일,잠실
20160710KTSK0,2016-07-10,KT,SK,0,일,문학
20160710LGLT0,2016-07-10,LG,LT,0,일,사직
20160710NCWO0,2016-07-10,NC,WO,0,일,고척
20160710SSHH0,2016-07-10,SS,HH,0,일,대전
20160712HHLG0,2016-07-12,HH,LG,0,화,잠실
20160712LTSS0,2016-07-12,LT,SS,0,화,포항
20160712OBNC0,2016-07-12,OB,NC,0,화,마산
20160712SKHT0,2016-07-12,SK,HT,0,화,광주
20160712WOKT0,2016-07-12,WO,KT,0,화,수원
20160713HHLG0,2016-07-13,HH,LG,0,수,잠실
20160713LTSS0,2016-07-13,LT,SS,0,수,포항
20160713OBNC0,2016-07-13,OB,NC,0,수,마산
20160713SKHT0,2016-07-13,SK,HT,0,수,광주
20160713WOKT0,2016-07-13,WO,KT,0,수,수원
20160714HHLG0,2016-07-14,HH,LG,0,목,잠실
20160714LTSS0,2016-07-14,LT,SS,0,목,포항
20160714OBNC0,2016-07-14,OB,NC,0,목,마산
20160714SKHT0,2016-07-14,SK,HT,0,목,광주
20160714WOKT0,2016-07-14,WO,KT,0,목,수원
20160719HTLT0,2016-07-19,HT,LT,0,화,사직
20160719KTHH0,2016-07-19,KT,HH,0,화,대전
20160719LGWO0,2016-07-19,LG,WO,0,화,고척
20160719SKNC0,2016-07-19,SK,NC,0,화,마산
20160719SSOB0,2016-07-19,SS,OB,0,화,잠실
20160720HTLT0,2016-07-20,HT,LT,0,수,사직
20160720KTHH0,2016-07-20,KT,HH,0,수,대전
20160720LGWO0,2016-07-20,LG,WO,0,수,고척
20160720SKNC0,2016-07-20,SK,NC,0,수,마산
20160720SSOB0,2016-07-20,SS,OB,0,수,잠실
20160721HTLT0,2016-07-21,HT,LT,0,목,사직
20160721KTHH0,2016-07-21,KT,HH,0,목,대전
20160721LGWO0,2016-07-21,LG,WO,0,목,고척
20160721SKNC0,2016-07-21,SK,NC,0,목,마산
20160721SSOB0,2016-07-21,SS,OB,0,목,잠실
20160722HHLT0,2016-07-22,HH,LT,0,금,사직
20160722NCHT0,2016-07-22,NC,HT,0,금,광주
20160722OBLG0,2016-07-22,OB,LG,0,금,잠실
20160722SSKT0,2016-07-22,SS,KT,0,금,수원
20160722WOSK0,2016-07-22,WO,SK,0,금,문학
20160723HHLT0,2016-07-23,HH,LT,0,토,사직
20160723NCHT0,2016-07-23,NC,HT,0,토,광주
20160723OBLG0,2016-07-23,OB,LG,0,토,잠실
20160723SSKT0,2016-07-23,SS,KT,0,토,수원
20160723WOSK0,2016-07-23,WO,SK,0,토,문학
20160724HHLT0,2016-07-24,HH,LT,0,일,사직
20160724NCHT0,2016-07-24,NC,HT,0,일,광주
20160724OBLG0,2016-07-24,OB,LG,0,일,잠실
20160724SSKT0,2016-07-24,SS,KT,0,일,수원
20160724WOSK0,2016-07-24,WO,SK,0,일,문학
20160726KTHT0,2016-07-26,KT,HT,0,화,광주
20160726LTLG0,2016-07-26,LT,LG,0,화,잠실
20160726NCSS0,2016-07-26,NC,SS,0,화,대구
20160726OBWO0,2016-07-26,OB,WO,0,화,고척
20160726SKHH0,2016-07-26,SK,HH,0,화,대전
20160727KTHT0,2016-07-27,KT,HT,0,수,광주
20160727LTLG0,2016-07-27,LT,LG,0,수,잠실
20160727NCSS0,2016-07-27,NC,SS,0,수,대구
20160727OBWO0,2016-07-27,OB,WO,0,수,고척
20160727SKHH0,2016-07-27,SK,HH,0,수,대전
20160728KTHT0,2016-07-28,KT,HT,0,목,광주
20160728LTLG0,2016-07-28,LT,LG,0,목,잠실
20160728NCSS0,2016-07-28,NC,SS,0,목,대구
20160728OBWO0,2016-07-28,OB,WO,0,목,고척
20160728SKHH0,2016-07-28,SK,HH,0,목,대전
20160729HHOB0,2016-07-29,HH,OB,0,금,잠실
20160729HTSK0,2016-07-29,HT,SK,0,금,문학
20160729LGNC0,2016-07-29,LG,NC,0,금,마산
20160729LTKT0,2016-07-29,LT,KT,0,금,수원
20160729WOSS0,2016-07-29,WO,SS,0,금,대구
20160730HHOB0,2016-07-30,HH,OB,0,토,잠실
20160730HTSK0,2016-07-30,HT,SK,0,토,문학
20160730LGNC0,2016-07-30,LG,NC,0,토,마산
20160730LTKT0,2016-07-30,LT,KT,0,토,수원
20160731HHOB0,2016-07-31,HH,OB,0,일,잠실
20160731HTSK0,2016-07-31,HT,SK,0,일,문학
20160731LGNC0,2016-07-31,LG,NC,0,일,마산
20160731LTKT0,2016-07-31,LT,KT,0,일,수원
20160802HHHT0,2016-08-02,HH,HT,0,화,광주
20160802LGOB0,2016-08-02,LG,OB,0,화,잠실
20160803HHHT0,2016-08-03,HH,HT,0,수,광주
20160803LGOB0,2016-08-03,LG,OB,0,수,잠실
20160803SSSK0,2016-08-03,SS,SK,0,수,문학
20160803WOLT0,2016-08-03,WO,LT,0,수,사직
20160804HHHT0,2016-08-04,HH,HT,0,목,광주
20160804KTNC0,2016-08-04,KT,NC,0,목,마산
20160804LGOB0,2016-08-04,LG,OB,0,목,잠실
