게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,타자,타수,타점,득점,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고의4구,사구,삼진,병살타,실책,잔루,득점권타율,득점권타수,득점권안타
20170404NCHH0,2017-04-04,HH,NC,0,B,37,31,6,6,10,3,0,1,0,1,2,0,2,0,2,5,2,1,7,0.25,12,3
20170404NCHH0,2017-04-04,NC,HH,0,T,34,31,0,0,3,1,0,0,0,0,0,0,3,0,0,10,0,1,7,0.0,5,0
20170404OBKT0,2017-04-04,KT,OB,0,B,32,30,0,0,3,0,0,0,0,0,0,0,2,0,0,7,0,0,5,0.0,5,0
20170404OBKT0,2017-04-04,OB,KT,0,T,40,32,2,2,8,3,0,0,3,0,0,1,5,0,2,4,1,1,11,0.2,10,2
20170404SKHT0,2017-04-04,HT,SK,0,B,34,29,5,6,6,3,0,0,1,0,0,0,3,0,2,4,1,0,4,0.444444444,9,4
20170404SKHT0,2017-04-04,SK,HT,0,T,33,29,1,1,5,1,0,0,0,1,0,0,4,0,0,10,2,1,5,0.5,2,1
20170404SSLG0,2017-04-04,LG,SS,0,B,44,41,11,11,16,2,0,0,2,0,0,0,2,0,1,5,0,1,9,0.388888889,18,7
20170404SSLG0,2017-04-04,SS,LG,0,T,37,35,0,0,7,0,0,0,0,0,0,0,1,0,1,12,0,2,10,0.0,8,0
20170404WOLT0,2017-04-04,LT,WO,0,B,31,31,5,5,9,1,0,2,1,1,0,0,0,0,0,7,1,0,2,0.6,5,3
20170404WOLT0,2017-04-04,WO,LT,0,T,37,33,2,2,9,0,0,1,0,0,0,1,3,0,0,5,1,0,8,0.4,5,2
20170406NCHH0,2017-04-06,HH,NC,0,B,37,34,2,2,8,1,0,1,0,0,0,0,1,0,2,7,2,1,8,0.14285714300000002,7,1
20170406NCHH0,2017-04-06,NC,HH,0,T,39,35,4,5,11,1,0,0,0,0,1,0,1,0,2,8,3,1,7,0.3,10,3
20170406OBKT0,2017-04-06,KT,OB,0,B,38,28,5,5,8,2,0,1,1,0,2,0,8,1,0,10,1,0,9,0.125,8,1
20170406OBKT0,2017-04-06,OB,KT,0,T,36,34,1,1,7,0,0,1,0,0,0,0,1,0,1,11,0,0,8,0.0,4,0
20170406SKHT0,2017-04-06,HT,SK,0,B,38,32,6,6,10,2,0,0,3,1,0,0,5,0,1,10,1,0,8,0.363636364,11,4
20170406SKHT0,2017-04-06,SK,HT,0,T,37,34,4,4,8,1,0,2,2,0,0,1,2,0,0,5,0,0,6,0.14285714300000002,7,1
20170406SSLG0,2017-04-06,LG,SS,0,B,34,29,4,4,8,0,1,1,0,1,1,1,3,0,0,6,0,0,6,0.25,8,2
20170406SSLG0,2017-04-06,SS,LG,0,T,31,31,0,0,4,0,1,0,0,0,0,0,0,0,0,7,0,2,4,0.0,5,0
20170406WOLT0,2017-04-06,LT,WO,0,B,41,37,12,12,17,3,1,2,0,1,0,3,1,0,0,7,0,0,5,0.7,10,7
20170406WOLT0,2017-04-06,WO,LT,0,T,34,34,3,3,8,1,0,2,0,0,0,0,0,0,0,5,0,0,4,0.0,1,0
20170407HHHT0,2017-04-07,HT,HH,0,B,32,27,4,4,7,2,0,0,0,1,2,1,1,1,1,3,0,1,4,0.222222222,9,2
20170407HHHT0,2017-04-07,HH,HT,0,T,38,37,2,2,10,2,1,0,0,0,0,0,1,0,0,3,1,0,9,0.0,8,0
20170407LGLT0,2017-04-07,LT,LG,0,B,37,31,4,4,5,1,0,1,0,0,1,0,4,0,1,12,1,0,6,0.111111111,9,1
20170407LGLT0,2017-04-07,LG,LT,0,T,37,35,6,6,10,3,0,0,0,0,0,0,1,0,1,8,1,2,4,0.4,10,4
20170407NCSK0,2017-04-07,SK,NC,0,B,35,32,3,3,6,0,0,1,1,0,0,0,2,0,1,9,1,0,5,0.5,2,1
20170407NCSK0,2017-04-07,NC,SK,0,T,42,34,5,5,10,1,0,1,2,0,2,0,4,0,2,8,1,0,10,0.181818182,11,2
20170407SSKT0,2017-04-07,KT,SS,0,B,36,29,3,3,7,0,0,0,1,0,2,1,4,0,0,7,1,1,7,0.4,5,2
20170407SSKT0,2017-04-07,SS,KT,0,T,36,33,2,2,8,0,0,1,1,1,0,0,3,0,0,7,1,0,7,0.333333333,3,1
20170407WOOB0,2017-04-07,OB,WO,0,B,40,36,3,3,9,1,0,0,0,0,0,0,3,0,1,6,0,0,10,0.28571428600000004,7,2
20170407WOOB0,2017-04-07,WO,OB,0,T,41,37,6,7,11,6,1,1,2,0,0,0,4,0,0,4,1,1,7,0.333333333,12,4
20170408HHHT0,2017-04-08,HT,HH,0,B,33,24,3,3,3,0,0,0,2,1,2,1,6,0,0,3,1,0,3,0.25,4,1
20170408HHHT0,2017-04-08,HH,HT,0,T,42,38,4,4,12,2,1,0,0,0,0,0,4,0,0,7,1,0,11,0.307692308,13,4
20170408LGLT0,2017-04-08,LT,LG,0,B,40,36,8,8,15,2,0,4,0,1,1,0,3,1,0,4,1,0,6,0.166666667,6,1
20170408LGLT0,2017-04-08,LG,LT,0,T,42,39,6,6,14,3,1,1,1,1,0,0,3,1,0,7,1,0,9,0.214285714,14,3
20170408NCSK0,2017-04-08,SK,NC,0,B,40,38,8,9,13,0,0,6,0,1,0,0,2,0,0,10,1,0,7,0.333333333,6,2
20170408NCSK0,2017-04-08,NC,SK,0,T,35,31,2,2,4,1,0,0,0,0,0,0,4,0,0,10,0,1,6,0.166666667,6,1
20170408SSKT0,2017-04-08,KT,SS,0,B,28,26,0,1,3,0,0,0,0,0,1,0,1,0,0,5,0,0,3,0.2,5,1
20170408SSKT0,2017-04-08,SS,KT,0,T,36,31,0,0,7,0,0,0,0,1,1,0,4,0,0,4,1,1,9,0.166666667,6,1
20170408WOOB0,2017-04-08,OB,WO,0,B,46,43,10,10,16,4,0,0,1,0,0,0,3,0,0,6,0,1,9,0.466666667,15,7
20170408WOOB0,2017-04-08,WO,OB,0,T,49,46,12,13,20,3,0,2,0,0,0,0,2,0,1,6,1,1,9,0.5,14,7
20170409HHHT0,2017-04-09,HT,HH,0,B,32,30,3,3,9,1,0,1,1,0,0,0,2,0,0,4,3,0,5,0.0,5,0
20170409HHHT0,2017-04-09,HH,HT,0,T,37,35,2,2,13,0,0,0,0,2,0,1,1,0,0,4,1,0,8,0.125,8,1
20170409LGLT0,2017-04-09,LT,LG,0,B,44,34,6,7,10,4,0,2,1,0,0,0,5,0,5,12,0,0,13,0.230769231,13,3
20170409LGLT0,2017-04-09,LG,LT,0,T,36,31,1,1,5,2,0,0,1,0,0,0,4,0,1,9,1,0,8,0.111111111,9,1
20170409NCSK0,2017-04-09,SK,NC,0,B,43,36,8,8,13,2,0,2,0,1,0,0,5,0,2,7,0,1,11,0.3,20,6
20170409NCSK0,2017-04-09,NC,SK,0,T,43,38,5,5,12,1,0,0,1,1,0,0,4,1,1,10,1,1,11,0.307692308,13,4
20170409SSKT0,2017-04-09,KT,SS,0,B,31,28,3,3,7,1,0,0,0,0,0,1,2,0,0,4,1,0,4,0.4,5,2
20170409SSKT0,2017-04-09,SS,KT,0,T,30,29,0,0,4,0,0,0,0,0,0,0,0,0,1,11,2,0,3,0.5,2,1
20170409WOOB0,2017-04-09,OB,WO,0,B,34,30,2,2,3,0,0,1,0,0,0,0,4,0,0,5,0,0,5,0.0,2,0
20170409WOOB0,2017-04-09,WO,OB,0,T,47,44,12,13,19,2,0,1,0,1,0,0,3,0,0,5,2,1,7,0.583333333,12,7
20170411HHSS0,2017-04-11,SS,HH,0,B,50,44,7,8,15,3,1,1,0,0,1,1,3,0,1,8,0,1,12,0.333333333,18,6
20170411HHSS0,2017-04-11,HH,SS,0,T,50,43,11,11,14,1,0,1,1,0,0,0,7,0,0,7,0,2,9,0.583333333,12,7
20170411HTOB0,2017-04-11,OB,HT,0,B,50,43,16,16,21,6,1,0,5,0,0,2,5,0,0,3,0,0,10,0.48,25,12
20170411HTOB0,2017-04-11,HT,OB,0,T,35,34,4,4,8,2,0,0,0,0,0,0,1,0,0,5,0,0,4,0.666666667,6,4
20170411KTWO0,2017-04-11,WO,KT,0,B,45,40,12,12,17,5,1,2,0,0,0,0,4,0,1,6,1,0,9,0.466666667,15,7
20170411KTWO0,2017-04-11,KT,WO,0,T,35,34,2,2,8,1,0,0,1,1,0,0,1,0,0,5,0,0,6,0.222222222,9,2
20170411LGNC0,2017-04-11,NC,LG,0,B,33,28,4,4,7,2,0,0,0,0,1,2,1,0,1,9,0,1,5,0.14285714300000002,7,1
20170411LGNC0,2017-04-11,LG,NC,0,T,44,34,1,3,6,0,0,0,3,0,1,0,8,0,1,15,0,0,14,0.1,10,1
20170411LTSK0,2017-04-11,SK,LT,0,B,38,36,4,4,10,1,0,2,0,0,0,0,1,0,1,9,1,1,7,0.14285714300000002,7,1
20170411LTSK0,2017-04-11,LT,SK,0,T,45,34,6,6,8,1,0,1,1,0,0,1,8,0,2,8,1,0,12,0.090909091,11,1
20170412HHSS0,2017-04-12,SS,HH,0,B,38,35,3,3,8,1,0,1,0,0,0,0,2,0,1,8,1,1,8,0.0,7,0
20170412HHSS0,2017-04-12,HH,SS,0,T,35,31,5,5,7,1,1,0,0,0,0,1,3,0,0,9,3,1,3,0.4,5,2
20170412HTOB0,2017-04-12,OB,HT,0,B,38,33,3,4,7,2,0,0,0,0,0,0,4,0,1,11,2,2,7,0.25,8,2
20170412HTOB0,2017-04-12,HT,OB,0,T,44,36,7,8,9,3,1,0,2,0,2,1,5,0,0,5,0,1,9,0.1875,16,3
20170412KTWO0,2017-04-12,WO,KT,0,B,37,32,4,5,8,0,0,0,1,0,0,1,3,0,1,8,1,1,8,0.2,5,1
20170412KTWO0,2017-04-12,KT,WO,0,T,38,32,3,3,8,4,0,0,1,1,0,1,4,1,1,7,2,3,8,0.222222222,9,2
20170412LGNC0,2017-04-12,NC,LG,0,B,39,35,5,5,10,0,0,2,0,0,0,0,4,1,0,9,0,1,10,0.333333333,9,3
20170412LGNC0,2017-04-12,LG,NC,0,T,34,32,0,0,5,0,0,0,0,0,0,0,1,0,1,10,1,1,7,0.0,2,0
20170412LTSK0,2017-04-12,SK,LT,0,B,48,40,2,2,9,2,0,0,0,0,1,1,5,3,1,14,2,0,13,0.090909091,11,1
20170412LTSK0,2017-04-12,LT,SK,0,T,48,45,1,1,12,0,0,0,1,0,0,0,3,0,0,15,3,2,11,0.181818182,11,2
20170413HHSS0,2017-04-13,SS,HH,0,B,35,29,4,5,6,2,0,0,1,0,0,0,6,0,0,3,2,0,6,0.333333333,9,3
20170413HHSS0,2017-04-13,HH,SS,0,T,32,30,1,1,4,2,0,1,0,0,0,0,2,1,0,10,1,2,4,0.0,3,0
20170413HTOB0,2017-04-13,OB,HT,0,B,39,35,3,3,12,1,0,1,0,1,0,1,3,0,0,4,0,0,9,0.166666667,6,1
20170413HTOB0,2017-04-13,HT,OB,0,T,40,33,4,4,8,1,0,0,0,0,1,1,5,0,0,7,0,0,9,0.2,10,2
20170413KTWO0,2017-04-13,WO,KT,0,B,41,37,5,6,9,1,0,0,0,0,0,0,4,0,0,9,1,0,8,0.230769231,13,3
20170413KTWO0,2017-04-13,KT,WO,0,T,43,39,7,7,13,4,0,1,2,0,0,0,4,0,0,2,1,2,9,0.363636364,11,4
20170413LGNC0,2017-04-13,NC,LG,0,B,32,29,3,3,7,1,0,1,0,1,0,0,3,1,0,1,1,0,5,0.5,2,1
20170413LGNC0,2017-04-13,LG,NC,0,T,36,29,1,1,5,1,0,0,1,1,0,0,7,0,0,11,2,0,8,0.125,8,1
20170413LTSK0,2017-04-13,SK,LT,0,B,41,34,10,11,13,0,0,3,0,0,0,2,3,0,2,7,1,1,6,0.8,5,4
20170413LTSK0,2017-04-13,LT,SK,0,T,42,38,9,10,12,1,0,3,1,0,0,0,4,0,0,8,1,0,5,0.5,8,4
20170414KTLG0,2017-04-14,LG,KT,0,B,34,32,5,5,10,1,0,1,0,0,0,0,2,0,0,4,2,0,5,0.333333333,9,3
20170414KTLG0,2017-04-14,KT,LG,0,T,34,34,2,2,9,1,0,1,0,0,0,0,0,0,0,8,2,1,5,0.2,5,1
20170414OBNC0,2017-04-14,NC,OB,0,B,40,37,3,6,10,1,1,0,0,0,0,1,1,0,1,10,0,0,7,0.3,10,3
20170414OBNC0,2017-04-14,OB,NC,0,T,53,38,10,10,13,1,0,2,0,0,0,1,12,0,2,5,0,1,16,0.263157895,19,5
20170414SKHH0,2017-04-14,HH,SK,0,B,34,32,2,2,6,1,0,1,1,0,0,0,1,0,1,12,1,1,5,0.166666667,6,1
20170414SKHH0,2017-04-14,SK,HH,0,T,45,35,5,6,11,2,0,1,1,0,1,2,5,0,2,4,0,1,12,0.153846154,13,2
20170414SSLT0,2017-04-14,LT,SS,0,B,37,31,5,9,9,1,1,0,2,0,0,0,5,0,1,4,2,1,4,0.5,4,2
20170414SSLT0,2017-04-14,SS,LT,0,T,42,36,4,6,10,1,0,1,1,0,1,0,5,1,0,12,1,2,9,0.166666667,12,2
20170414WOHT0,2017-04-14,HT,WO,0,B,32,29,3,3,7,3,0,1,2,1,0,1,1,0,1,1,0,1,5,0.14285714300000002,7,1
20170414WOHT0,2017-04-14,WO,HT,0,T,36,34,2,2,7,0,0,1,0,0,0,0,1,0,1,9,0,0,7,0.125,8,1
20170415KTLG0,2017-04-15,LG,KT,0,B,36,34,0,0,7,2,0,0,0,1,1,0,1,0,0,6,1,0,6,0.0,8,0
20170415KTLG0,2017-04-15,KT,LG,0,T,40,30,1,1,3,1,0,0,2,1,1,1,5,0,3,6,0,0,9,0.111111111,9,1
20170415OBNC0,2017-04-15,NC,OB,0,B,39,36,2,2,11,1,1,0,0,0,0,0,2,0,1,6,2,0,10,0.363636364,11,4
20170415OBNC0,2017-04-15,OB,NC,0,T,48,40,11,11,14,1,0,3,0,0,1,0,5,0,2,6,0,0,10,0.5,10,5
20170415SKHH0,2017-04-15,HH,SK,0,B,44,39,2,4,13,1,0,0,0,0,1,0,4,0,0,8,0,1,13,0.2,10,2
20170415SKHH0,2017-04-15,SK,HH,0,T,47,41,12,12,17,5,1,3,2,1,0,0,6,1,0,8,1,1,8,0.461538462,13,6
20170415SSLT0,2017-04-15,LT,SS,0,B,42,31,6,6,9,1,1,0,0,0,0,1,7,0,3,6,1,1,12,0.2,15,3
20170415SSLT0,2017-04-15,SS,LT,0,T,40,36,4,4,11,1,1,1,0,0,1,0,2,0,1,8,1,0,9,0.272727273,11,3
20170415WOHT0,2017-04-15,HT,WO,0,B,35,34,4,5,12,1,0,1,2,0,0,0,1,0,0,2,2,0,6,0.222222222,9,2
20170415WOHT0,2017-04-15,WO,HT,0,T,37,37,2,2,13,2,0,0,0,0,0,0,0,0,0,6,3,0,8,0.25,12,3
20170416KTLG0,2017-04-16,LG,KT,0,B,45,39,11,12,16,1,1,2,0,0,0,0,5,0,1,4,1,1,9,0.461538462,13,6
20170416KTLG0,2017-04-16,KT,LG,0,T,44,41,5,5,14,1,0,1,0,0,0,0,3,0,0,8,1,0,12,0.266666667,15,4
20170416OBNC0,2017-04-16,NC,OB,0,B,36,33,4,4,11,3,0,0,1,0,0,0,2,0,1,6,3,0,8,0.333333333,9,3
20170416OBNC0,2017-04-16,OB,NC,0,T,36,30,0,0,6,0,0,0,1,1,0,0,6,0,0,7,2,1,9,0.0,8,0
20170416SKHH0,2017-04-16,HH,SK,0,B,35,31,1,1,6,0,0,0,0,0,1,1,2,0,0,8,0,1,7,0.0,4,0
20170416SKHH0,2017-04-16,SK,HH,0,T,42,35,10,10,12,4,1,1,0,1,0,2,3,0,2,7,1,0,5,0.384615385,13,5
20170416SSLT0,2017-04-16,LT,SS,0,B,33,31,0,0,8,1,0,0,0,3,0,0,2,0,0,7,1,0,6,0.0,3,0
20170416SSLT0,2017-04-16,SS,LT,0,T,37,34,3,3,10,2,0,0,0,1,0,1,2,0,0,6,0,1,7,0.428571429,7,3
20170416WOHT0,2017-04-16,HT,WO,0,B,38,32,7,7,11,1,0,0,1,0,1,2,3,1,0,4,0,0,7,0.333333333,12,4
20170416WOHT0,2017-04-16,WO,HT,0,T,44,38,6,6,13,2,0,0,1,1,0,1,4,0,1,9,0,0,11,0.333333333,12,4
20170418HTKT0,2017-04-18,KT,HT,0,B,32,31,0,0,7,0,1,0,0,1,0,0,1,0,0,6,1,2,5,0.0,5,0
20170418HTKT0,2017-04-18,HT,KT,0,T,39,38,5,5,11,3,0,1,0,0,0,0,1,0,0,7,1,0,7,0.375,8,3
20170418LGHH0,2017-04-18,HH,LG,0,B,34,31,2,3,6,1,1,0,0,1,1,0,2,0,0,4,2,0,6,0.125,8,1
20170418LGHH0,2017-04-18,LG,HH,0,T,37,34,2,2,9,0,0,0,1,0,1,0,1,0,1,11,1,1,8,0.222222222,9,2
20170418NCLT0,2017-04-18,LT,NC,0,B,40,35,2,3,11,1,0,0,0,0,1,1,3,0,0,9,1,0,10,0.111111111,9,1
20170418NCLT0,2017-04-18,NC,LT,0,T,43,39,8,8,14,2,0,4,0,0,1,0,2,0,1,7,0,0,8,0.25,12,3
20170418SSOB0,2017-04-18,OB,SS,0,B,51,44,2,3,10,2,0,0,0,0,0,0,6,0,1,9,2,0,12,0.181818182,11,2
20170418SSOB0,2017-04-18,SS,OB,0,T,48,43,3,3,10,1,0,2,1,1,0,0,5,0,0,9,2,0,9,0.0,8,0
20170418WOSK0,2017-04-18,SK,WO,0,B,34,32,7,7,9,1,0,2,0,0,1,0,0,0,1,5,1,1,3,1.0,2,2
20170418WOSK0,2017-04-18,WO,SK,0,T,37,35,3,4,8,1,1,1,0,0,0,0,2,0,0,9,0,0,6,0.28571428600000004,7,2
20170419HTKT0,2017-04-19,KT,HT,0,B,34,31,3,3,10,3,0,0,0,1,1,0,2,0,0,5,1,0,7,0.428571429,7,3
20170419HTKT0,2017-04-19,HT,KT,0,T,39,34,1,1,9,2,0,0,0,0,1,0,3,0,1,6,1,1,11,0.090909091,11,1
20170419LGHH0,2017-04-19,HH,LG,0,B,33,29,3,3,8,1,0,0,0,1,0,0,4,0,0,4,1,2,6,0.5,6,3
20170419LGHH0,2017-04-19,LG,HH,0,T,33,31,0,0,4,0,0,0,1,0,0,0,0,0,2,6,2,0,6,0.0,2,0
20170419NCLT0,2017-04-19,LT,NC,0,B,37,33,2,2,7,1,0,0,1,0,0,0,4,0,0,9,1,1,8,0.333333333,6,2
20170419NCLT0,2017-04-19,NC,LT,0,T,47,42,8,8,16,2,1,2,1,0,0,1,3,0,1,11,0,0,12,0.214285714,14,3
20170419SSOB0,2017-04-19,OB,SS,0,B,36,31,2,2,9,1,1,1,1,0,2,0,3,0,0,6,2,0,8,0.125,8,1
20170419SSOB0,2017-04-19,SS,OB,0,T,32,30,1,1,4,1,0,0,0,1,0,0,2,0,0,8,0,0,4,0.2,5,1
20170419WOSK0,2017-04-19,SK,WO,0,B,35,30,5,5,7,1,0,2,1,0,2,0,2,0,1,7,0,2,6,0.222222222,9,2
20170419WOSK0,2017-04-19,WO,SK,0,T,36,32,2,3,6,1,0,0,0,0,0,0,4,0,0,5,3,2,6,0.25,4,1
20170420HTKT0,2017-04-20,KT,HT,0,B,36,34,2,2,6,1,0,2,0,0,0,0,2,0,0,14,0,0,7,0.0,6,0
20170420HTKT0,2017-04-20,HT,KT,0,T,41,37,8,9,13,4,0,0,2,0,0,0,3,0,1,5,3,1,5,0.454545455,11,5
20170420LGHH0,2017-04-20,HH,LG,0,B,37,34,2,3,7,1,0,0,1,0,0,0,3,0,0,10,0,0,7,0.222222222,9,2
20170420LGHH0,2017-04-20,LG,HH,0,T,35,32,3,4,10,2,0,0,0,2,0,1,2,0,0,6,1,1,4,0.333333333,6,2
20170420NCLT0,2017-04-20,LT,NC,0,B,40,32,4,4,8,1,0,0,0,1,1,0,5,0,2,6,2,1,9,0.125,8,1
20170420NCLT0,2017-04-20,NC,LT,0,T,38,33,5,5,9,0,0,2,0,0,1,1,1,0,2,8,1,2,6,0.5,4,2
20170420SSOB0,2017-04-20,OB,SS,0,B,36,32,4,4,8,4,0,0,0,0,0,0,4,0,0,9,0,1,8,0.272727273,11,3
20170420SSOB0,2017-04-20,SS,OB,0,T,36,31,2,2,5,1,0,0,0,0,1,0,4,0,0,6,1,0,7,0.25,8,2
20170420WOSK0,2017-04-20,SK,WO,0,B,36,33,3,3,6,0,0,1,0,0,0,0,2,0,1,10,1,0,6,0.4,5,2
20170420WOSK0,2017-04-20,WO,SK,0,T,44,38,5,5,11,3,0,1,0,0,1,0,4,0,1,8,0,2,12,0.3,10,3
20170421HHKT0,2017-04-21,KT,HH,0,B,35,32,2,2,8,2,0,0,1,1,2,0,1,0,0,7,0,0,6,0.222222222,9,2
20170421HHKT0,2017-04-21,HH,KT,0,T,37,34,7,7,10,2,0,2,0,0,3,0,0,0,0,4,0,0,3,0.5,8,4
20170421HTLG0,2017-04-21,LG,HT,0,B,35,31,6,6,10,2,0,2,0,0,2,0,2,0,0,7,1,0,5,0.375,8,3
20170421HTLG0,2017-04-21,HT,LG,0,T,36,33,2,2,8,2,0,1,0,0,0,0,3,0,0,10,2,1,7,0.0,6,0
20170421LTWO0,2017-04-21,WO,LT,0,B,34,32,4,4,8,2,0,3,2,2,0,0,1,0,1,8,0,0,6,0.0,6,0
20170421LTWO0,2017-04-21,LT,WO,0,T,32,30,0,1,4,0,1,0,1,0,0,0,2,0,0,8,1,2,4,0.0,3,0
20170421NCSS0,2017-04-21,SS,NC,0,B,49,44,3,4,7,1,0,0,2,1,1,0,4,2,0,15,0,0,9,0.153846154,13,2
20170421NCSS0,2017-04-21,NC,SS,0,T,48,39,4,4,8,2,0,0,1,0,2,0,4,1,3,13,2,3,8,0.230769231,13,3
20170421OBSK0,2017-04-21,SK,OB,0,B,41,33,9,9,11,2,0,3,0,1,2,1,4,0,1,7,1,0,8,0.272727273,11,3
20170421OBSK0,2017-04-21,OB,SK,0,T,39,36,4,4,10,2,0,1,0,0,0,1,2,0,0,7,0,2,8,0.125,8,1
20170422HHKT0,2017-04-22,KT,HH,0,B,41,39,10,11,13,4,0,2,1,0,0,0,2,0,0,4,0,0,6,0.375,16,6
20170422HHKT0,2017-04-22,HH,KT,0,T,44,42,9,9,17,3,0,0,2,0,0,0,2,0,0,7,2,2,8,0.466666667,15,7
20170422HTLG0,2017-04-22,LG,HT,0,B,38,38,4,4,12,1,0,0,1,1,0,0,0,0,0,11,1,0,7,0.444444444,9,4
20170422HTLG0,2017-04-22,HT,LG,0,T,39,34,5,5,10,1,0,2,1,1,0,1,2,0,2,9,0,2,7,0.0,9,0
20170422LTWO0,2017-04-22,WO,LT,0,B,34,33,2,2,6,0,1,0,1,0,0,0,0,0,1,10,0,1,5,0.2,5,1
20170422LTWO0,2017-04-22,LT,WO,0,T,38,36,3,3,12,1,0,0,4,1,0,0,0,0,2,3,2,0,8,0.266666667,15,4
20170422NCSS0,2017-04-22,SS,NC,0,B,38,33,6,6,8,1,0,1,1,0,0,1,4,0,0,7,1,0,5,0.4,5,2
20170422NCSS0,2017-04-22,NC,SS,0,T,51,42,14,14,17,8,1,1,0,0,0,0,8,0,1,4,1,0,10,0.473684211,19,9
