게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,타자,타수,타점,득점,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고의4구,사구,삼진,병살타,실책,잔루,득점권타율,득점권타수,득점권안타
20160405LGHT0,2016-04-05,LG,HT,0,T,35,34,1,1,7,0,0,0,1,0,0,0,1,0,0,9,0,1,7,0.2,5,1
20160405NCOB0,2016-04-05,OB,NC,0,B,39,28,5,6,6,1,1,0,2,1,0,0,7,0,4,5,0,0,9,0.28571428600000004,7,2
20160405NCOB0,2016-04-05,NC,OB,0,T,37,31,2,2,5,0,0,0,0,0,0,0,5,0,1,9,1,0,8,0.28571428600000004,7,2
20160405SKLT0,2016-04-05,LT,SK,0,B,34,30,2,2,5,0,0,0,0,0,0,0,3,0,1,7,0,0,8,0.111111111,9,1
20160405SKLT0,2016-04-05,SK,LT,0,T,35,30,1,1,4,2,0,0,1,0,0,1,2,0,2,12,0,1,7,0.14285714300000002,7,1
20160405SSKT0,2016-04-05,KT,SS,0,B,42,32,8,8,11,4,0,1,2,0,0,2,8,0,0,6,1,3,10,0.266666667,15,4
20160405SSKT0,2016-04-05,SS,KT,0,T,45,38,3,3,10,2,0,0,0,0,0,0,6,0,1,6,1,0,15,0.235294118,17,4
20160405WOHH0,2016-04-05,HH,WO,0,B,41,35,8,9,13,4,0,0,1,0,0,1,4,0,1,1,1,1,8,0.428571429,14,6
20160405WOHH0,2016-04-05,WO,HH,0,T,40,32,4,5,7,0,0,1,2,2,0,0,7,0,1,11,1,1,8,0.14285714300000002,7,1
20160406NCOB0,2016-04-06,OB,NC,0,B,32,30,2,2,5,0,0,1,0,0,0,0,1,0,1,8,0,0,6,0.083333333,12,1
20160406NCOB0,2016-04-06,NC,OB,0,T,29,28,0,0,2,0,0,0,0,0,0,0,1,0,0,12,1,3,2,0.0,0,0
20160406SKLT0,2016-04-06,LT,SK,0,B,31,27,11,11,14,3,0,3,1,1,1,0,2,0,1,2,0,1,5,0.5,10,5
20160406SKLT0,2016-04-06,SK,LT,0,T,21,16,1,1,1,0,0,0,0,0,0,0,4,0,1,2,1,1,5,0.25,4,1
20160406SSKT0,2016-04-06,KT,SS,0,B,38,36,6,6,7,2,0,3,0,0,0,0,2,0,0,6,0,2,5,0.5,4,2
20160406SSKT0,2016-04-06,SS,KT,0,T,47,41,7,11,14,3,1,0,2,0,1,0,5,0,0,3,1,2,9,0.3125,16,5
20160406WOHH0,2016-04-06,HH,WO,0,B,36,35,4,4,11,3,0,2,1,0,1,0,0,0,0,5,1,0,5,0.222222222,9,2
20160406WOHH0,2016-04-06,WO,HH,0,T,40,32,5,6,6,2,0,0,0,0,0,0,7,0,1,12,0,0,7,0.25,8,2
20160407LGHT0,2016-04-07,HT,LG,0,B,37,34,4,4,9,5,0,0,1,1,0,0,2,0,1,6,1,0,6,0.444444444,9,4
20160407LGHT0,2016-04-07,LG,HT,0,T,43,38,8,8,11,1,0,2,2,0,0,0,4,0,1,9,0,0,8,0.333333333,12,4
20160407NCOB0,2016-04-07,OB,NC,0,B,40,36,2,2,10,1,0,0,0,0,0,0,2,0,2,9,1,0,11,0.111111111,9,1
20160407NCOB0,2016-04-07,NC,OB,0,T,43,41,8,8,15,2,1,0,0,1,0,0,2,0,0,4,0,0,8,0.5,10,5
20160407SKLT0,2016-04-07,LT,SK,0,B,33,31,3,3,5,1,0,1,0,0,0,1,1,0,0,8,0,0,3,0.0,3,0
20160407SKLT0,2016-04-07,SK,LT,0,T,42,36,8,8,12,1,0,3,2,1,0,2,3,0,1,5,0,0,7,0.375,8,3
20160407SSKT0,2016-04-07,KT,SS,0,B,34,30,1,1,4,1,0,0,0,1,0,0,4,0,0,9,0,1,6,0.25,4,1
20160407SSKT0,2016-04-07,SS,KT,0,T,40,35,3,3,9,2,0,1,3,0,1,0,4,0,0,4,0,1,10,0.14285714300000002,14,2
20160407WOHH0,2016-04-07,HH,WO,0,B,40,39,3,3,12,2,0,2,0,0,0,0,0,0,1,10,0,1,10,0.181818182,11,2
20160407WOHH0,2016-04-07,WO,HH,0,T,37,33,7,7,7,1,1,2,1,0,0,0,4,1,0,4,1,0,3,0.428571429,7,3
20160408HHNC0,2016-04-08,NC,HH,0,B,38,30,4,5,9,2,0,1,3,1,1,0,7,0,0,6,2,0,9,0.133333333,15,2
20160408HHNC0,2016-04-08,HH,NC,0,T,39,31,4,4,5,2,0,1,0,0,0,0,6,0,2,9,1,1,8,0.2,5,1
20160408HTKT0,2016-04-08,KT,HT,0,B,33,31,3,4,8,2,0,0,1,0,1,0,1,0,0,3,3,1,5,0.181818182,11,2
20160408HTKT0,2016-04-08,HT,KT,0,T,32,28,0,0,3,0,0,0,1,0,0,0,4,0,0,7,2,3,5,0.0,2,0
20160408LGSK0,2016-04-08,SK,LG,0,B,41,36,1,3,8,0,0,0,0,0,0,1,4,0,0,4,0,1,9,0.0,7,0
20160408LGSK0,2016-04-08,LG,SK,0,T,36,33,2,2,4,0,0,1,0,0,0,0,2,0,1,4,1,3,4,0.2,5,1
20160408SSLT0,2016-04-08,LT,SS,0,B,36,34,3,3,10,2,0,1,1,0,0,0,2,0,0,9,2,2,6,0.28571428600000004,7,2
20160408SSLT0,2016-04-08,SS,LT,0,T,42,35,7,7,10,1,0,3,0,0,1,0,5,0,1,8,1,0,8,0.333333333,9,3
20160408WOOB0,2016-04-08,OB,WO,0,B,40,29,6,6,8,2,0,1,2,2,1,1,8,0,1,7,0,0,10,0.214285714,14,3
20160408WOOB0,2016-04-08,WO,OB,0,T,36,32,4,4,9,2,0,1,2,2,0,0,4,0,0,12,1,2,5,0.28571428600000004,7,2
20160409HHNC0,2016-04-09,NC,HH,0,B,41,36,10,10,13,2,0,2,0,0,0,1,3,0,1,4,0,0,7,0.5,10,5
20160409HHNC0,2016-04-09,HH,NC,0,T,32,29,1,1,7,0,0,0,0,1,1,0,2,0,0,8,3,0,4,0.5,2,1
20160409HTKT0,2016-04-09,KT,HT,0,B,38,35,3,3,11,2,0,0,2,0,1,0,2,0,0,7,1,3,8,0.4,10,4
20160409HTKT0,2016-04-09,HT,KT,0,T,41,36,5,6,9,2,0,0,3,0,0,1,3,0,1,9,0,0,8,0.333333333,9,3
20160409LGSK0,2016-04-09,SK,LG,0,B,32,27,4,4,5,0,0,3,0,1,0,0,5,0,0,7,1,1,4,0.333333333,3,1
20160409LGSK0,2016-04-09,LG,SK,0,T,38,32,3,3,8,2,0,1,0,0,0,0,6,0,0,5,3,0,8,0.0,8,0
20160409SSLT0,2016-04-09,LT,SS,0,B,41,37,7,7,15,1,0,1,1,0,0,0,4,0,0,6,2,1,10,0.28571428600000004,14,4
20160409SSLT0,2016-04-09,SS,LT,0,T,42,36,4,4,11,0,0,1,1,2,0,0,6,0,0,9,1,0,11,0.375,8,3
20160409WOOB0,2016-04-09,OB,WO,0,B,49,46,8,9,13,1,0,2,0,1,0,0,3,0,0,11,2,0,4,0.5,10,5
20160409WOOB0,2016-04-09,WO,OB,0,T,57,49,8,9,16,1,1,0,2,1,1,0,6,0,1,9,1,1,12,0.333333333,18,6
20160410HHNC0,2016-04-10,NC,HH,0,B,34,29,1,1,2,0,0,0,2,0,1,0,3,0,1,9,0,0,6,0.2,5,1
20160410HHNC0,2016-04-10,HH,NC,0,T,38,29,2,2,6,1,0,0,0,0,4,0,4,0,1,12,0,0,9,0.181818182,11,2
20160410HTKT0,2016-04-10,KT,HT,0,B,44,37,9,9,11,3,0,2,1,0,0,0,5,0,2,10,1,0,11,0.125,16,2
20160410HTKT0,2016-04-10,HT,KT,0,T,43,38,6,6,14,3,2,1,0,1,0,0,5,0,0,6,2,3,10,0.333333333,12,4
20160410LGSK0,2016-04-10,SK,LG,0,B,37,33,7,7,9,1,0,2,0,0,0,0,2,1,2,5,1,1,6,0.5,4,2
20160410LGSK0,2016-04-10,LG,SK,0,T,38,37,5,6,10,0,0,2,1,1,0,0,1,0,0,6,0,1,5,0.333333333,3,1
20160410SSLT0,2016-04-10,LT,SS,0,B,37,33,4,5,11,3,0,1,2,2,0,0,4,0,0,6,1,0,8,0.25,12,3
20160410SSLT0,2016-04-10,SS,LT,0,T,40,31,1,1,6,1,0,0,1,0,1,0,8,0,0,9,1,1,12,0.125,8,1
20160410WOOB0,2016-04-10,OB,WO,0,B,39,35,4,4,10,2,0,0,0,0,1,0,3,0,0,4,0,0,8,0.333333333,12,4
20160410WOOB0,2016-04-10,WO,OB,0,T,41,32,5,5,8,2,1,0,0,0,1,2,5,1,1,10,0,0,9,0.4,5,2
20160412HTSK0,2016-04-12,SK,HT,0,B,40,33,6,6,7,0,0,2,3,1,0,1,4,0,2,11,0,0,7,0.4,5,2
20160412HTSK0,2016-04-12,HT,SK,0,T,44,37,7,7,10,1,0,4,0,0,0,0,6,0,1,9,0,2,10,0.333333333,9,3
20160412KTWO0,2016-04-12,WO,KT,0,B,35,33,4,5,11,3,0,1,0,0,0,0,2,0,0,5,0,0,6,0.428571429,7,3
20160412KTWO0,2016-04-12,KT,WO,0,T,35,33,2,2,7,0,0,2,1,1,0,0,1,0,1,6,0,1,6,0.0,2,0
20160412LTLG0,2016-04-12,LG,LT,0,B,55,41,12,12,17,3,1,0,1,1,1,2,11,3,0,10,1,1,14,0.333333333,18,6
20160412LTLG0,2016-04-12,LT,LG,0,T,46,44,10,11,16,3,1,1,0,1,0,0,2,0,0,10,0,0,5,0.8,10,8
20160412NCSS0,2016-04-12,SS,NC,0,B,47,42,13,16,18,4,1,2,0,0,0,1,2,0,2,8,1,1,7,0.666666667,15,10
20160412NCSS0,2016-04-12,NC,SS,0,T,39,37,5,5,10,1,0,3,0,0,0,1,1,0,0,4,0,2,7,0.3,10,3
20160412OBHH0,2016-04-12,HH,OB,0,B,37,34,1,2,9,2,0,0,0,0,0,0,2,0,1,7,3,0,8,0.181818182,11,2
20160412OBHH0,2016-04-12,OB,HH,0,T,45,33,7,8,9,4,0,2,0,0,1,1,9,0,1,7,1,1,10,0.111111111,9,1
20160413HTSK0,2016-04-13,SK,HT,0,B,34,29,2,2,7,0,0,1,2,0,1,0,4,0,0,8,1,0,8,0.111111111,9,1
20160413HTSK0,2016-04-13,HT,SK,0,T,33,30,0,0,6,1,0,0,0,1,0,0,2,0,1,10,2,0,6,0.0,5,0
20160413KTWO0,2016-04-13,WO,KT,0,B,50,45,6,6,13,2,1,1,4,1,0,0,4,0,1,10,0,0,11,0.35714285700000004,14,5
20160413KTWO0,2016-04-13,KT,WO,0,T,48,42,7,7,13,2,0,1,2,1,1,0,5,0,0,11,0,2,8,0.307692308,13,4
20160413LTLG0,2016-04-13,LG,LT,0,B,38,32,5,5,9,2,0,1,1,0,0,0,6,0,0,11,0,1,9,0.3,10,3
20160413LTLG0,2016-04-13,LT,LG,0,T,36,31,3,3,8,0,0,1,0,0,1,0,3,0,1,8,3,0,6,0.14285714300000002,7,1
20160413NCSS0,2016-04-13,SS,NC,0,B,33,30,2,2,5,3,0,0,1,0,1,0,2,0,0,6,1,0,4,0.14285714300000002,7,1
20160413NCSS0,2016-04-13,NC,SS,0,T,39,32,7,7,10,2,0,0,1,1,1,1,4,0,1,5,1,0,5,0.375,8,3
20160413OBHH0,2016-04-13,HH,OB,0,B,43,40,3,3,15,5,2,0,1,0,0,0,3,0,0,12,1,2,13,0.066666667,15,1
20160413OBHH0,2016-04-13,OB,HH,0,T,46,40,6,7,15,1,0,1,0,1,0,1,4,0,1,6,0,0,12,0.25,12,3
20160414HTSK0,2016-04-14,SK,HT,0,B,41,37,7,7,14,2,0,0,1,1,0,0,4,0,0,8,1,0,9,0.333333333,9,3
20160414HTSK0,2016-04-14,HT,SK,0,T,42,35,6,6,10,2,0,1,0,0,1,0,6,0,0,11,0,0,9,0.25,12,3
20160414KTWO0,2016-04-14,WO,KT,0,B,35,30,3,4,7,0,1,2,1,0,0,0,2,0,3,9,2,1,4,0.333333333,3,1
20160414KTWO0,2016-04-14,KT,WO,0,T,40,36,5,5,10,2,0,2,1,1,1,0,3,0,0,7,0,2,8,0.14285714300000002,14,2
20160414LTLG0,2016-04-14,LG,LT,0,B,35,35,0,0,8,1,0,0,0,0,0,0,0,0,0,10,0,0,8,0.0,3,0
20160414LTLG0,2016-04-14,LT,LG,0,T,46,41,9,9,15,2,1,1,0,0,0,1,4,0,0,8,0,1,10,0.35714285700000004,14,5
20160414NCSS0,2016-04-14,SS,NC,0,B,37,33,5,7,11,0,0,0,3,0,0,1,2,0,1,4,2,0,6,0.333333333,12,4
20160414NCSS0,2016-04-14,NC,SS,0,T,39,34,5,5,8,2,0,2,2,0,0,0,4,0,1,16,1,2,7,0.333333333,6,2
20160414OBHH0,2016-04-14,HH,OB,0,B,32,31,1,2,5,0,0,0,0,0,0,0,0,0,1,10,2,2,3,0.166666667,6,1
20160414OBHH0,2016-04-14,OB,HH,0,T,48,41,15,17,14,2,0,4,0,0,0,0,6,0,1,7,1,1,4,0.454545455,11,5
20160415LGHH0,2016-04-15,HH,LG,0,B,35,33,1,2,9,0,0,0,0,0,0,0,2,0,0,4,4,3,6,0.090909091,11,1
20160415LGHH0,2016-04-15,LG,HH,0,T,55,44,16,18,19,1,0,4,2,0,1,0,10,0,0,7,2,1,10,0.368421053,19,7
20160415LTNC0,2016-04-15,NC,LT,0,B,36,32,3,3,9,3,0,0,2,0,0,0,4,1,0,10,1,0,9,0.222222222,9,2
20160415LTNC0,2016-04-15,LT,NC,0,T,33,31,0,0,4,0,0,0,0,1,0,0,2,0,0,13,0,1,6,0.0,3,0
20160415SKKT0,2016-04-15,KT,SK,0,B,36,33,3,3,7,1,0,0,0,0,0,0,2,0,1,8,1,1,6,0.375,8,3
20160415SKKT0,2016-04-15,SK,KT,0,T,41,31,7,7,9,0,0,2,1,1,3,0,6,0,1,9,2,0,7,0.375,8,3
20160415SSOB0,2016-04-15,OB,SS,0,B,41,34,6,7,11,2,0,0,0,0,0,1,6,0,0,5,1,3,10,0.333333333,12,4
20160415SSOB0,2016-04-15,SS,OB,0,T,37,35,2,2,6,0,0,0,0,0,0,0,2,0,0,5,1,2,8,0.28571428600000004,7,2
20160415WOHT0,2016-04-15,HT,WO,0,B,44,36,10,11,13,3,1,1,3,0,1,0,7,0,0,4,2,1,9,0.4,15,6
20160415WOHT0,2016-04-15,WO,HT,0,T,41,34,5,6,10,1,0,0,1,2,0,1,5,0,1,6,0,3,8,0.444444444,9,4
20160417LGHH0,2016-04-17,HH,LG,0,B,43,34,4,4,7,0,0,0,1,0,0,0,8,2,1,11,2,0,12,0.14285714300000002,7,1
20160417LGHH0,2016-04-17,LG,HH,0,T,40,33,6,6,10,2,0,2,1,2,1,0,6,0,0,11,0,3,7,0.222222222,9,2
20160417LTNC0,2016-04-17,NC,LT,0,B,41,37,5,5,13,1,0,1,0,1,0,0,4,0,0,5,2,1,9,0.444444444,9,4
20160417LTNC0,2016-04-17,LT,NC,0,T,43,37,8,8,12,3,0,2,1,0,0,1,4,0,1,7,1,0,8,0.272727273,11,3
20160417SKKT0,2016-04-17,KT,SK,0,B,47,37,5,6,9,1,0,0,1,0,1,3,6,1,0,8,1,1,8,0.333333333,9,3
20160417SKKT0,2016-04-17,SK,KT,0,T,51,42,9,10,11,1,0,1,0,0,2,0,6,1,1,7,2,2,8,0.363636364,11,4
20160417SSOB0,2016-04-17,OB,SS,0,B,38,33,6,6,12,0,1,0,2,0,1,1,3,0,0,7,2,0,8,0.454545455,11,5
20160417SSOB0,2016-04-17,SS,OB,0,T,34,28,2,2,3,0,0,0,1,0,0,2,4,0,0,5,1,1,5,0.0,4,0
20160417WOHT0,2016-04-17,HT,WO,0,B,35,34,1,1,11,1,0,1,0,1,1,0,0,0,0,5,0,0,7,0.166666667,6,1
20160417WOHT0,2016-04-17,WO,HT,0,T,33,32,2,2,9,0,1,0,0,2,0,0,0,0,1,3,3,0,4,0.25,4,1
20160419HHLT0,2016-04-19,LT,HH,0,B,42,29,3,4,5,3,1,0,0,1,3,1,8,2,1,8,0,0,9,0.14285714300000002,7,1
20160419HHLT0,2016-04-19,HH,LT,0,T,44,38,3,3,8,0,0,1,0,0,0,0,6,0,0,11,0,1,11,0.2,5,1
20160419NCLG0,2016-04-19,LG,NC,0,B,31,27,1,1,1,0,0,0,0,0,1,1,2,0,0,8,0,1,3,0.0,3,0
20160419NCLG0,2016-04-19,NC,LG,0,T,43,36,7,8,12,3,0,1,0,1,0,1,4,0,2,6,0,1,8,0.333333333,9,3
20160419OBKT0,2016-04-19,KT,OB,0,B,39,33,2,2,10,2,0,1,0,0,1,0,5,0,0,4,3,1,10,0.1,10,1
20160419OBKT0,2016-04-19,OB,KT,0,T,35,32,3,3,7,2,0,0,0,1,0,0,3,0,0,7,1,1,5,0.222222222,9,2
20160419SSHT0,2016-04-19,HT,SS,0,B,37,34,7,7,11,3,0,2,0,0,0,0,2,0,1,5,1,1,6,0.333333333,9,3
20160419SSHT0,2016-04-19,SS,HT,0,T,39,36,2,2,10,0,0,1,0,1,0,0,3,0,0,7,1,0,10,0.111111111,9,1
20160419WOSK0,2016-04-19,SK,WO,0,B,36,34,1,1,7,1,0,1,1,0,0,0,2,0,0,9,0,1,8,0.0,8,0
20160419WOSK0,2016-04-19,WO,SK,0,T,38,34,3,3,10,4,0,1,0,1,0,0,4,0,0,8,1,0,8,0.0,9,0
20160420HHLT0,2016-04-20,LT,HH,0,B,48,38,10,10,17,2,1,1,5,0,0,2,7,0,1,6,2,0,14,0.352941176,17,6
20160420HHLT0,2016-04-20,HH,LT,0,T,38,36,4,4,10,1,0,1,0,0,0,0,2,0,0,3,1,1,7,0.375,8,3
20160420NCLG0,2016-04-20,LG,NC,0,B,34,31,6,6,6,0,0,2,0,0,0,0,1,1,2,5,0,0,4,0.4,5,2
20160420NCLG0,2016-04-20,NC,LG,0,T,36,33,3,3,11,3,0,0,0,1,0,1,2,0,0,6,3,1,6,0.25,8,2
20160420OBKT0,2016-04-20,KT,OB,0,B,40,35,4,4,8,1,0,2,4,0,0,0,4,0,1,13,0,1,9,0.111111111,9,1
20160420OBKT0,2016-04-20,OB,KT,0,T,47,40,12,13,16,3,0,2,0,0,1,1,4,0,1,10,1,1,7,0.5,16,8
20160420SSHT0,2016-04-20,HT,SS,0,B,38,34,1,1,7,0,0,0,2,1,0,0,4,0,0,6,2,1,7,0.14285714300000002,7,1
20160420SSHT0,2016-04-20,SS,HT,0,T,41,34,1,2,9,0,0,0,0,2,2,0,5,1,0,5,1,1,9,0.125,8,1
20160420WOSK0,2016-04-20,SK,WO,0,B,38,36,7,9,13,5,0,1,0,0,0,0,2,0,0,2,1,0,5,0.4166666670000001,12,5
20160420WOSK0,2016-04-20,WO,SK,0,T,35,33,1,1,8,0,0,1,0,0,0,0,2,0,0,9,2,3,7,0.0,3,0
20160421HHLT0,2016-04-21,LT,HH,0,B,38,33,4,5,9,0,0,0,3,1,0,1,4,0,0,9,1,1,6,0.307692308,13,4
20160421HHLT0,2016-04-21,HH,LT,0,T,46,33,9,9,13,3,0,0,2,2,4,1,8,1,0,10,0,0,10,0.333333333,15,5
20160421NCLG0,2016-04-21,LG,NC,0,B,45,39,5,5,12,1,0,3,0,0,0,0,4,0,2,11,0,2,13,0.1,10,1
20160421NCLG0,2016-04-21,NC,LG,0,T,46,38,7,8,14,5,0,0,0,0,2,0,5,2,1,6,0,0,11,0.411764706,17,7
20160421OBKT0,2016-04-21,KT,OB,0,B,41,35,8,8,14,3,0,2,1,0,1,0,5,0,0,3,1,0,9,0.384615385,13,5
20160421OBKT0,2016-04-21,OB,KT,0,T,38,34,3,3,9,3,0,1,0,0,0,0,4,0,0,7,1,0,8,0.25,8,2
20160421SSHT0,2016-04-21,HT,SS,0,B,36,34,1,1,7,5,0,0,0,0,0,0,1,0,1,8,0,2,8,0.0,8,0
20160421SSHT0,2016-04-21,SS,HT,0,T,45,41,8,8,15,3,0,1,0,1,0,0,4,0,0,7,1,0,10,0.333333333,15,5
20160421WOSK0,2016-04-21,SK,WO,0,B,31,27,2,3,6,0,0,1,2,3,0,0,3,0,1,5,0,1,4,0.0,4,0
20160421WOSK0,2016-04-21,WO,SK,0,T,37,33,2,2,6,2,0,1,1,1,0,0,3,0,1,11,0,2,8,0.166666667,6,1
20160422HHOB0,2016-04-22,OB,HH,0,B,38,34,8,8,13,3,0,1,1,0,1,0,2,1,1,4,0,0,6,0.571428571,7,4
20160422HHOB0,2016-04-22,HH,OB,0,T,38,33,2,2,7,1,0,1,0,0,1,0,4,0,0,6,0,0,9,0.25,8,2
20160422HTLT0,2016-04-22,LT,HT,0,B,37,33,6,7,13,3,0,0,1,0,1,1,2,0,0,3,0,0,6,0.444444444,9,4
20160422HTLT0,2016-04-22,HT,LT,0,T,39,36,5,5,10,1,0,2,0,0,0,0,2,0,1,10,0,0,7,0.4,5,2
20160422KTSS0,2016-04-22,SS,KT,0,B,36,34,3,3,9,1,0,1,0,0,1,0,1,0,0,2,1,0,6,0.166666667,6,1
20160422KTSS0,2016-04-22,KT,SS,0,T,48,41,13,13,16,2,1,2,0,0,0,1,6,0,0,5,1,0,8,0.615384615,13,8
20160422LGWO0,2016-04-22,WO,LG,0,B,42,35,9,10,14,2,2,2,0,0,1,1,4,0,1,6,2,0,8,0.307692308,13,4
20160422LGWO0,2016-04-22,LG,WO,0,T,33,31,2,2,5,0,0,1,0,0,0,0,1,0,1,6,1,1,4,0.0,2,0
20160422NCSK0,2016-04-22,SK,NC,0,B,43,39,5,5,9,2,0,1,0,0,1,0,2,0,1,8,1,1,5,0.333333333,6,2
20160422NCSK0,2016-04-22,NC,SK,0,T,51,36,5,6,8,2,0,1,0,1,3,1,10,0,0,8,1,0,12,0.083333333,12,1
20160423HHOB0,2016-04-23,OB,HH,0,B,34,29,3,3,7,2,0,1,2,1,0,0,4,0,1,5,1,0,7,0.2,5,1
20160423HHOB0,2016-04-23,HH,OB,0,T,34,33,2,2,6,0,0,1,0,0,0,0,1,0,0,9,0,0,5,0.25,4,1
20160423HTLT0,2016-04-23,LT,HT,0,B,50,40,10,10,14,2,0,2,2,1,0,0,9,0,1,7,1,3,13,0.315789474,19,6
20160423HTLT0,2016-04-23,HT,LT,0,T,51,48,16,16,21,3,0,3,0,0,0,0,3,0,0,7,0,1,8,0.5,16,8
20160423KTSS0,2016-04-23,SS,KT,0,B,42,32,5,6,7,0,1,0,0,0,0,1,6,0,3,3,1,0,9,0.25,12,3
20160423KTSS0,2016-04-23,KT,SS,0,T,42,38,10,11,12,2,0,1,2,0,0,0,4,0,0,5,1,0,4,0.75,8,6
20160423LGWO0,2016-04-23,WO,LG,0,B,49,40,14,14,18,3,0,2,0,0,0,2,7,0,0,11,0,2,11,0.4375,16,7
20160423LGWO0,2016-04-23,LG,WO,0,T,39,36,1,2,8,3,0,0,0,0,0,1,2,0,0,8,0,0,10,0.0,8,0
20160423NCSK0,2016-04-23,SK,NC,0,B,43,37,7,8,13,1,0,0,0,1,0,1,3,0,2,7,1,0,11,0.352941176,17,6
20160423NCSK0,2016-04-23,NC,SK,0,T,32,31,2,2,6,0,0,1,0,1,0,0,1,0,0,7,0,3,3,0.0,0,0
20160424HHOB0,2016-04-24,OB,HH,0,B,38,28,3,5,5,1,0,0,0,1,1,0,9,0,0,6,2,1,9,0.230769231,13,3
20160424HHOB0,2016-04-24,HH,OB,0,T,35,31,1,1,4,1,0,1,0,0,0,0,2,0,2,9,0,2,7,0.0,4,0
20160424HTLT0,2016-04-24,LT,HT,0,B,38,36,4,4,8,0,0,3,0,0,0,0,2,0,0,10,0,1,7,0.333333333,3,1
20160424HTLT0,2016-04-24,HT,LT,0,T,48,42,11,11,15,3,2,2,3,0,0,1,4,0,1,5,0,0,10,0.375,16,6
20160424KTSS0,2016-04-24,SS,KT,0,B,37,33,6,6,10,4,0,1,0,0,2,0,1,0,1,3,0,0,7,0.333333333,15,5
