게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,완투,결과,홀드,이닝*3,투구 수,타자,타수,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고4,사구,삼진,병살타,폭투,보크,실책,실점,자책점,득점권WHIP,2점차이하WHIP,345번타자WHIP
20200515NCSK0,2020-05-15,NC,SK,0,T,0,W,3,30,175,38,30,2,1,0,1,0,2,1,0,7,0,0,6,0,1,0,0,2,2,1.5,1.0,1.333333333
20200515OBHT0,2020-05-15,HT,OB,0,B,0,L,0,27,176,47,43,18,3,0,3,0,0,0,0,2,0,2,5,4,0,0,0,13,7,1.909090909,1.909090909,2.0
20200515OBHT0,2020-05-15,OB,HT,0,T,0,W,0,27,168,40,36,8,1,0,0,0,0,0,0,4,0,0,3,0,0,0,1,4,0,1.5,1.666666667,1.2
20200515SSKT0,2020-05-15,KT,SS,0,B,0,W,1,27,137,41,39,12,2,0,0,0,0,0,1,1,0,0,5,0,0,0,0,6,3,1.0,1.285714286,1.2
20200515SSKT0,2020-05-15,SS,KT,0,T,0,L,0,24,171,44,41,16,5,2,3,1,0,0,0,3,1,0,3,0,1,0,0,14,10,2.4,2.368421053,1.5
20200516LTHH0,2020-05-16,HH,LT,0,B,0,L,0,27,159,42,36,11,4,0,0,1,0,0,0,2,0,4,6,2,0,0,0,5,5,0.857142857,1.5,1.090909091
20200516LTHH0,2020-05-16,LT,HH,0,T,0,W,3,27,139,37,36,10,2,0,0,1,1,0,0,1,0,0,6,0,0,0,0,1,1,0.3,1.375,1.333333333
20200516NCSK0,2020-05-16,SK,NC,0,B,0,L,0,27,139,34,29,5,1,0,0,1,0,1,0,4,0,0,8,2,0,0,0,2,2,1.8,1.0,0.6
20200516NCSK0,2020-05-16,NC,SK,0,T,0,W,3,27,140,33,31,6,1,0,1,0,0,0,0,1,0,1,7,2,0,0,0,1,1,0.0,0.7777777779999999,1.333333333
20200516OBHT0,2020-05-16,HT,OB,0,B,0,W,0,27,142,38,35,9,2,1,1,0,0,0,0,2,0,1,10,1,0,0,0,4,4,1.5,2.0,1.5
20200516OBHT0,2020-05-16,OB,HT,0,T,0,L,0,24,176,44,38,16,6,0,2,0,0,1,0,5,0,0,3,1,1,0,0,13,13,3.75,12.0,6.0
20200516SSKT0,2020-05-16,KT,SS,0,B,0,W,0,27,150,37,34,8,1,0,0,1,0,0,0,3,0,0,7,2,0,0,0,4,3,2.142857143,0.0,1.5
20200516SSKT0,2020-05-16,SS,KT,0,T,0,L,0,24,152,43,35,16,3,1,0,3,0,1,1,6,0,0,2,2,0,0,0,10,9,1.846153846,0.0,5.0
20200516WOLG1,2020-05-16,LG,WO,1,B,0,W,1,27,129,37,33,6,1,0,0,1,0,0,0,4,0,0,7,0,0,0,0,1,1,0.75,0.7894736840000001,1.0
20200516WOLG1,2020-05-16,WO,LG,1,T,0,L,0,24,109,30,25,4,1,0,1,0,0,1,0,3,1,1,5,1,0,0,0,3,3,2.25,1.235294118,2.0
20200516WOLG2,2020-05-16,LG,WO,2,B,0,W,0,27,151,37,32,9,1,0,0,0,1,0,0,4,0,1,5,3,2,0,0,3,3,2.25,1.363636364,1.666666667
20200516WOLG2,2020-05-16,WO,LG,2,T,0,L,2,24,143,38,32,10,1,0,1,1,1,1,0,4,0,1,9,0,0,1,0,5,5,2.4,1.35,3.6
20200517LTHH0,2020-05-17,HH,LT,0,B,0,W,1,33,162,43,39,7,0,0,3,2,0,0,0,4,0,0,12,1,0,0,0,4,4,0.5,0.75,1.5
20200517LTHH0,2020-05-17,LT,HH,0,T,0,L,0,32,162,45,35,6,0,0,0,0,0,2,1,5,0,2,3,1,0,1,0,5,2,1.125,1.105263158,0.5
20200517NCSK0,2020-05-17,SK,NC,0,B,0,L,0,27,174,47,36,12,3,0,4,0,0,1,1,9,0,0,6,1,0,0,0,11,11,1.909090909,2.357142857,4.5
20200517NCSK0,2020-05-17,NC,SK,0,T,0,W,0,27,160,43,39,12,1,0,0,0,0,0,0,4,0,0,8,1,0,0,0,5,5,1.666666667,1.75,4.0
20200517OBHT0,2020-05-17,HT,OB,0,B,0,L,0,27,155,41,40,15,4,0,0,2,0,0,0,1,0,0,11,2,0,0,0,6,5,1.090909091,2.307692308,1.0
20200517OBHT0,2020-05-17,OB,HT,0,T,0,W,0,27,156,39,35,8,2,0,1,0,0,1,0,3,0,0,10,1,0,0,0,4,2,0.6,0.692307692,1.333333333
20200517SSKT0,2020-05-17,KT,SS,0,B,0,W,0,27,134,34,33,7,1,0,0,1,1,0,0,1,0,0,5,1,1,0,0,2,1,3.0,1.285714286,1.875
20200517SSKT0,2020-05-17,SS,KT,0,T,0,L,0,24,171,40,31,9,2,0,1,0,0,0,2,7,0,0,4,0,1,0,0,9,7,3.0,5.0,1.333333333
20200517WOLG0,2020-05-17,LG,WO,0,B,0,L,0,27,173,47,43,17,6,0,3,0,0,1,0,3,0,0,9,0,0,0,0,9,9,1.363636364,3.0,1.5
20200517WOLG0,2020-05-17,WO,LG,0,T,0,W,0,27,134,35,32,8,2,0,0,0,0,0,1,2,0,0,5,2,1,0,0,4,4,1.5,0.666666667,0.6
20200519HHKT0,2020-05-19,KT,HH,0,B,0,W,1,27,158,44,38,11,2,0,2,0,0,0,0,2,0,4,10,0,0,0,0,11,11,3.5,1.0,0.818181818
20200519HHKT0,2020-05-19,HH,KT,0,T,0,L,0,24,170,46,40,18,4,1,2,0,1,0,0,6,0,0,7,1,1,0,0,13,13,2.076923077,5.25,3.857142857
20200519LGSS0,2020-05-19,SS,LG,0,B,0,L,0,27,164,42,37,12,1,0,3,0,0,0,0,5,0,0,5,2,0,0,0,10,10,3.75,0.0,3.428571429
20200519LGSS0,2020-05-19,LG,SS,0,T,0,W,0,27,145,38,35,11,2,0,2,0,0,0,1,2,0,0,6,2,0,0,0,6,6,1.285714286,0.0,1.5
20200519LTHT0,2020-05-19,HT,LT,0,B,0,W,0,27,123,37,32,6,1,0,0,0,0,0,1,4,0,0,12,0,0,0,0,2,2,1.8,0.0,1.5
20200519LTHT0,2020-05-19,LT,HT,0,T,0,L,0,24,161,44,37,16,0,0,3,2,0,0,1,4,0,2,6,1,1,0,0,9,9,1.5,3.0,2.625
20200519NCOB0,2020-05-19,OB,NC,0,B,0,L,0,27,188,47,39,12,1,0,0,1,0,1,1,4,1,2,7,0,1,1,0,5,5,1.2,4.8,1.333333333
20200519NCOB0,2020-05-19,NC,OB,0,T,0,W,2,27,200,46,36,10,2,0,0,0,0,0,1,8,0,1,8,0,0,1,0,4,4,1.636363636,1.2,2.625
20200519SKWO0,2020-05-19,WO,SK,0,B,0,W,0,27,162,38,33,6,1,0,1,0,0,0,0,4,0,1,9,1,0,0,0,6,5,3.0,0.642857143,0.666666667
20200519SKWO0,2020-05-19,SK,WO,0,T,0,L,0,24,162,45,38,14,3,0,1,1,0,0,0,5,0,2,7,2,1,0,0,11,10,2.7,3.0,2.0
20200520HHKT0,2020-05-20,KT,HH,0,B,0,W,0,27,143,37,32,7,1,0,0,0,0,0,0,4,0,1,5,2,0,0,0,1,1,0.375,1.5,1.5
20200520HHKT0,2020-05-20,HH,KT,0,T,0,L,0,24,161,43,38,17,4,1,0,2,0,0,3,2,0,0,6,0,1,0,0,8,8,1.090909091,4.5,2.625
20200520LGSS0,2020-05-20,SS,LG,0,B,0,W,2,27,153,36,32,6,0,0,1,0,0,0,0,3,0,1,6,1,2,0,0,1,1,0.75,1.0,1.5
20200520LGSS0,2020-05-20,LG,SS,0,T,0,L,0,24,110,29,26,5,1,0,0,3,0,0,2,1,0,0,7,1,0,0,0,3,2,0.6,0.75,1.8
20200520LTHT0,2020-05-20,HT,LT,0,B,0,W,0,27,133,32,28,3,0,0,0,1,0,0,0,3,0,1,10,1,0,0,0,0,0,0.0,0.5,1.666666667
20200520LTHT0,2020-05-20,LT,HT,0,T,0,L,0,24,152,37,33,9,3,0,2,0,0,0,0,4,0,0,8,0,0,0,0,6,6,1.0,3.0,6.0
20200520NCOB0,2020-05-20,OB,NC,0,B,0,W,0,33,145,39,36,5,1,0,1,1,1,1,0,2,1,0,14,0,0,0,0,1,1,0.5,0.636363636,1.0
20200520NCOB0,2020-05-20,NC,OB,0,T,0,L,0,31,135,38,33,3,1,0,0,0,0,1,0,4,1,0,9,0,0,0,0,2,2,3.0,0.677419355,0.272727273
20200520SKWO0,2020-05-20,WO,SK,0,B,0,L,0,27,163,40,38,10,0,0,1,0,0,0,0,2,0,0,9,0,0,1,0,5,4,3.0,1.333333333,1.333333333
20200520SKWO0,2020-05-20,SK,WO,0,T,0,W,2,27,140,38,34,7,1,0,1,5,0,0,0,4,0,0,8,0,1,0,0,3,3,0.818181818,1.222222222,0.6
20200521HHKT0,2020-05-21,KT,HH,0,B,0,L,0,27,147,41,37,12,1,0,1,2,0,0,0,4,0,0,9,2,0,0,0,9,9,6.0,2.625,0.692307692
20200521HHKT0,2020-05-21,HH,KT,0,T,0,W,0,27,175,42,34,10,4,0,1,1,0,1,1,5,0,1,7,1,0,0,0,4,4,1.25,1.5,3.0
20200521LGSS0,2020-05-21,SS,LG,0,B,0,L,0,27,123,35,33,6,1,0,1,1,0,0,0,2,0,0,8,0,0,0,0,2,2,1.5,0.8888888890000001,1.0
20200521LGSS0,2020-05-21,LG,SS,0,T,0,W,2,27,129,32,27,2,0,0,0,0,0,0,0,5,0,0,4,2,0,0,0,0,0,0.0,0.7777777779999999,1.333333333
20200521LTHT0,2020-05-21,HT,LT,0,B,0,W,0,27,104,31,31,7,1,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1,1,1.5,1.0,1.333333333
20200521LTHT0,2020-05-21,LT,HT,0,T,0,L,0,24,136,37,32,9,1,0,0,1,1,0,0,5,0,0,5,0,2,0,0,6,6,3.0,3.0,1.875
20200521NCOB0,2020-05-21,OB,NC,0,B,0,L,3,27,169,48,44,19,3,0,2,1,0,0,0,3,0,1,4,1,0,0,0,12,12,3.0,1.909090909,1.25
20200521NCOB0,2020-05-21,NC,OB,0,T,0,W,0,27,156,40,35,11,0,1,0,0,1,0,1,3,0,1,2,1,1,0,1,6,6,0.9,1.65,1.5
20200521SKWO0,2020-05-21,WO,SK,0,B,0,W,1,30,152,44,37,12,1,1,1,0,1,2,1,4,0,0,7,1,1,0,1,8,8,1.5,2.1,1.25
20200521SKWO0,2020-05-21,SK,WO,0,T,0,L,1,27,192,44,40,13,5,0,0,2,0,0,0,4,0,0,11,1,0,0,1,9,7,4.0,2.0,3.428571429
20200522HHNC0,2020-05-22,NC,HH,0,B,0,L,0,27,143,35,34,8,2,0,3,1,1,0,0,1,0,0,6,0,0,0,0,5,3,0.0,1.090909091,0.6
20200522HHNC0,2020-05-22,HH,NC,0,T,0,W,2,27,145,33,29,6,0,0,1,0,0,0,1,3,0,0,10,2,0,0,0,3,3,1.0,0.913043478,1.333333333
20200522HTSK0,2020-05-22,SK,HT,0,B,0,L,0,27,149,39,33,8,1,0,0,1,0,0,1,4,0,1,6,0,1,0,0,2,2,0.666666667,1.333333333,0.9
20200522HTSK0,2020-05-22,HT,SK,0,T,0,W,3,27,137,33,32,6,1,0,0,1,2,0,0,1,0,0,8,1,0,0,0,1,0,0.6,0.7777777779999999,1.333333333
20200522KTLG0,2020-05-22,LG,KT,0,B,0,W,0,27,139,41,35,9,1,0,0,2,0,1,0,2,0,3,7,1,0,0,0,5,5,1.333333333,3.75,3.0
20200522KTLG0,2020-05-22,KT,LG,0,T,0,L,1,25,141,38,35,10,2,0,1,0,0,0,0,3,1,0,5,0,0,0,0,6,5,2.0,5.0,2.142857143
20200522OBSS0,2020-05-22,SS,OB,0,B,0,L,0,27,216,50,37,15,2,0,1,0,0,1,2,9,0,1,6,2,0,0,1,12,11,1.8,3.6,1.071428571
