게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,선수명,선발,타순,타자,타수,타점,득점,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고의4구,사구,삼진,병살타,실책,잔루,득점권타율,득점권타수,득점권안타
20190323KTSK0,2019-03-23,SK,KT,0,B,한동민,1,2,4,3,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0
20190323KTSK0,2019-03-23,SK,KT,0,B,강승호,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190323KTSK0,2019-03-23,SK,KT,0,B,노수광,1,1,5,4,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.0,1,1
20190323KTSK0,2019-03-23,KT,SK,0,T,심우준,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20190323KTSK0,2019-03-23,KT,SK,0,T,배정대,1,9,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,1
20190323KTSK0,2019-03-23,KT,SK,0,T,로하스,1,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.0,1,0
20190323KTSK0,2019-03-23,SK,KT,0,B,로맥,1,4,4,4,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190323KTSK0,2019-03-23,KT,SK,0,T,강백호,1,3,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1,0
20190323KTSK0,2019-03-23,SK,KT,0,B,김강민,1,7,4,3,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0,1,0
20190323KTSK0,2019-03-23,KT,SK,0,T,박경수,1,2,5,4,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.0,1,0
20190323KTSK0,2019-03-23,KT,SK,0,T,윤석민,1,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0.0,1,0
20190323KTSK0,2019-03-23,KT,SK,0,T,유한준,1,5,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,2,1
20190323KTSK0,2019-03-23,SK,KT,0,B,정의윤,1,6,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1,1
20190323KTSK0,2019-03-23,SK,KT,0,B,최정,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.0,0,0
20190323KTSK0,2019-03-23,KT,SK,0,T,황재균,1,1,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1,0
20190323KTSK0,2019-03-23,SK,KT,0,B,김성현,1,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,2,0
20190323KTSK0,2019-03-23,SK,KT,0,B,이재원,1,5,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.0,1,1
20190323KTSK0,2019-03-23,SK,KT,0,B,김재현,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190323KTSK0,2019-03-23,KT,SK,0,T,장성우,1,8,4,4,2,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0,1,0
20190323LGHT0,2019-03-23,LG,HT,0,T,유강남,1,8,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,1,1
20190323LGHT0,2019-03-23,LG,HT,0,T,서상우,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
20190323LGHT0,2019-03-23,HT,LG,0,B,한승택,1,8,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0
20190323LGHT0,2019-03-23,LG,HT,0,T,신민재,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20190323LGHT0,2019-03-23,HT,LG,0,B,최원준,1,9,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0,1,0
20190323LGHT0,2019-03-23,LG,HT,0,T,조셉,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0
20190323LGHT0,2019-03-23,HT,LG,0,B,해즐베이커,1,2,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1,0
20190323LGHT0,2019-03-23,HT,LG,0,B,김주찬,1,5,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1,0
20190323LGHT0,2019-03-23,LG,HT,0,T,박용택,1,6,4,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0
20190323LGHT0,2019-03-23,HT,LG,0,B,최형우,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0
20190323LGHT0,2019-03-23,LG,HT,0,T,김현수,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1,0
20190323LGHT0,2019-03-23,HT,LG,0,B,이명기,1,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1,0
20190323LGHT0,2019-03-23,LG,HT,0,T,이형종,1,1,4,4,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1,0
20190323LGHT0,2019-03-23,HT,LG,0,B,김선빈,1,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,1,0
20190323LGHT0,2019-03-23,HT,LG,0,B,나지완,1,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1,0
20190323LGHT0,2019-03-23,LG,HT,0,T,오지환,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.0,1,0
20190323LGHT0,2019-03-23,LG,HT,0,T,정주현,1,9,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0.0,0,0
20190323LGHT0,2019-03-23,LG,HT,0,T,채은성,1,5,4,4,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20190323LGHT0,2019-03-23,LG,HT,0,T,윤진호,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190323LGHT0,2019-03-23,LG,HT,0,T,양종민,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2,0
20190323LGHT0,2019-03-23,HT,LG,0,B,안치홍,1,3,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,1,0
20190323SSNC0,2019-03-23,NC,SS,0,B,이상호,1,1,4,4,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
20190323SSNC0,2019-03-23,SS,NC,0,T,최영진,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20190323SSNC0,2019-03-23,SS,NC,0,T,김헌곤,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0
20190323SSNC0,2019-03-23,SS,NC,0,T,구자욱,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.0,1,0
20190323SSNC0,2019-03-23,SS,NC,0,T,박해민,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0
20190323SSNC0,2019-03-23,NC,SS,0,B,노진혁,1,2,4,2,2,3,1,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0.0,0,0
20190323SSNC0,2019-03-23,NC,SS,0,B,김성욱,1,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0
20190323SSNC0,2019-03-23,NC,SS,0,B,권희동,1,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190323SSNC0,2019-03-23,SS,NC,0,T,김민수,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190323SSNC0,2019-03-23,SS,NC,0,T,김동엽,1,5,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190323SSNC0,2019-03-23,SS,NC,0,T,러프,1,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,1,0
20190323SSNC0,2019-03-23,SS,NC,0,T,이학주,1,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190323SSNC0,2019-03-23,NC,SS,0,B,베탄코트,1,4,4,3,3,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1.0,1,1
20190323SSNC0,2019-03-23,NC,SS,0,B,손시헌,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190323SSNC0,2019-03-23,NC,SS,0,B,지석훈,1,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.0,0,0
20190323SSNC0,2019-03-23,NC,SS,0,B,박석민,1,3,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0.0,1,0
20190323SSNC0,2019-03-23,SS,NC,0,T,강민호,1,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20190323SSNC0,2019-03-23,SS,NC,0,T,이원석,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20190323SSNC0,2019-03-23,NC,SS,0,B,양의지,1,5,4,3,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.0,1,0
20190323SSNC0,2019-03-23,NC,SS,0,B,모창민,1,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0
20190323SSNC0,2019-03-23,SS,NC,0,T,김상수,1,9,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0
20190323WOLT0,2019-03-23,LT,WO,0,B,정훈,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20190323WOLT0,2019-03-23,LT,WO,0,B,신본기,1,9,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0
20190323WOLT0,2019-03-23,LT,WO,0,B,안중열,1,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20190323WOLT0,2019-03-23,WO,LT,0,T,김하성,1,2,5,5,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0
20190323WOLT0,2019-03-23,WO,LT,0,T,임병욱,1,6,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0.333333333,3,1
20190323WOLT0,2019-03-23,LT,WO,0,B,오윤석,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190323WOLT0,2019-03-23,WO,LT,0,T,허정협,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0
20190323WOLT0,2019-03-23,LT,WO,0,B,전병우,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20190323WOLT0,2019-03-23,WO,LT,0,T,주효상,1,9,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,1,0
20190323WOLT0,2019-03-23,WO,LT,0,T,김혜성,1,8,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0.0,1,0
20190323WOLT0,2019-03-23,WO,LT,0,T,이정후,0,7,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,2,1
20190323WOLT0,2019-03-23,LT,WO,0,B,나종덕,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190323WOLT0,2019-03-23,WO,LT,0,T,샌즈,1,4,5,2,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0.0,0,0
20190323WOLT0,2019-03-23,LT,WO,0,B,한동희,1,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,2,1
20190323WOLT0,2019-03-23,LT,WO,0,B,아수아헤,1,7,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0,1,0
20190323WOLT0,2019-03-23,LT,WO,0,B,이대호,1,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0.0,1,0
20190323WOLT0,2019-03-23,WO,LT,0,T,박병호,1,3,5,5,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.666666667,3,2
20190323WOLT0,2019-03-23,LT,WO,0,B,민병헌,1,1,5,5,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20190323WOLT0,2019-03-23,LT,WO,0,B,김문호,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20190323WOLT0,2019-03-23,LT,WO,0,B,채태인,1,5,4,3,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0.5,2,1
20190323WOLT0,2019-03-23,LT,WO,0,B,손아섭,1,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,2,0
20190323WOLT0,2019-03-23,WO,LT,0,T,서건창,1,1,5,4,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1.0,1,1
20190323WOLT0,2019-03-23,LT,WO,0,B,전준우,1,3,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5,2,1
20190323WOLT0,2019-03-23,WO,LT,0,T,장영석,1,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3,0
20190323WOLT0,2019-03-23,WO,LT,0,T,이지영,0,9,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190324HHOB0,2019-03-24,OB,HH,0,B,정병곤,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1
20190324HHOB0,2019-03-24,HH,OB,0,T,김민하,0,2,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,1,1
20190324HHOB0,2019-03-24,OB,HH,0,B,류지혁,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0
20190324HHOB0,2019-03-24,OB,HH,0,B,박세혁,1,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190324HHOB0,2019-03-24,HH,OB,0,T,하주석,1,8,4,4,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,2,1
20190324HHOB0,2019-03-24,HH,OB,0,T,양성우,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190324HHOB0,2019-03-24,OB,HH,0,B,장승현,0,8,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190324HHOB0,2019-03-24,HH,OB,0,T,지성준,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190324HHOB0,2019-03-24,HH,OB,0,T,장진혁,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0
20190324HHOB0,2019-03-24,HH,OB,0,T,호잉,1,4,5,4,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0
20190324HHOB0,2019-03-24,HH,OB,0,T,정은원,1,9,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2,1
20190324HHOB0,2019-03-24,OB,HH,0,B,페르난데스,1,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20190324HHOB0,2019-03-24,OB,HH,0,B,김대한,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190324HHOB0,2019-03-24,HH,OB,0,T,노시환,0,5,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20190324HHOB0,2019-03-24,HH,OB,0,T,김태균,1,5,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,1,1
20190324HHOB0,2019-03-24,HH,OB,0,T,이성열,1,6,5,3,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0.0,0,0
20190324HHOB0,2019-03-24,OB,HH,0,B,김재호,1,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20190324HHOB0,2019-03-24,OB,HH,0,B,오재일,1,5,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.0,0,0
20190324HHOB0,2019-03-24,HH,OB,0,T,정근우,1,1,5,3,1,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0.0,1,0
20190324HHOB0,2019-03-24,HH,OB,0,T,송광민,1,3,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1,0
20190324HHOB0,2019-03-24,OB,HH,0,B,오재원,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.0,0,0
20190324HHOB0,2019-03-24,OB,HH,0,B,김재환,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1,0
20190324HHOB0,2019-03-24,HH,OB,0,T,최재훈,1,7,4,3,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,1
20190324HHOB0,2019-03-24,HH,OB,0,T,오선진,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190324HHOB0,2019-03-24,OB,HH,0,B,박건우,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20190324HHOB0,2019-03-24,OB,HH,0,B,정수빈,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20190324HHOB0,2019-03-24,OB,HH,0,B,허경민,1,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,0
20190324HHOB0,2019-03-24,OB,HH,0,B,국해성,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
20190324KTSK0,2019-03-24,KT,SK,0,T,이해창,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190324KTSK0,2019-03-24,KT,SK,0,T,오태곤,1,7,4,4,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0.0,2,0
20190324KTSK0,2019-03-24,SK,KT,0,B,고종욱,0,6,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190324KTSK0,2019-03-24,SK,KT,0,B,박승욱,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190324KTSK0,2019-03-24,SK,KT,0,B,한동민,1,2,4,4,2,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1.0,1,1
20190324KTSK0,2019-03-24,SK,KT,0,B,강승호,1,7,4,3,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.0,1,1
20190324KTSK0,2019-03-24,SK,KT,0,B,노수광,1,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0
20190324KTSK0,2019-03-24,KT,SK,0,T,김민혁,1,9,3,2,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1.0,1,1
20190324KTSK0,2019-03-24,KT,SK,0,T,심우준,0,6,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190324KTSK0,2019-03-24,KT,SK,0,T,로하스,1,4,4,2,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0.0,1,0
20190324KTSK0,2019-03-24,SK,KT,0,B,로맥,1,4,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2,0
20190324KTSK0,2019-03-24,KT,SK,0,T,강백호,1,3,4,4,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0,2,0.0,1,0
20190324KTSK0,2019-03-24,SK,KT,0,B,김강민,1,1,4,4,0,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0.0,0,0
20190324KTSK0,2019-03-24,KT,SK,0,T,박경수,1,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0.0,0,0
20190324KTSK0,2019-03-24,KT,SK,0,T,윤석민,1,6,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5,2,1
20190324KTSK0,2019-03-24,KT,SK,0,T,유한준,1,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,2,1
20190324KTSK0,2019-03-24,SK,KT,0,B,정의윤,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20190324KTSK0,2019-03-24,SK,KT,0,B,최정,1,3,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,2,0
20190324KTSK0,2019-03-24,KT,SK,0,T,황재균,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0
20190324KTSK0,2019-03-24,SK,KT,0,B,김성현,1,8,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20190324KTSK0,2019-03-24,SK,KT,0,B,이재원,1,5,4,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,1
20190324KTSK0,2019-03-24,SK,KT,0,B,김재현,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20190324KTSK0,2019-03-24,KT,SK,0,T,장성우,1,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2,0
20190324LGHT0,2019-03-24,LG,HT,0,T,유강남,1,8,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,1,0
20190324LGHT0,2019-03-24,LG,HT,0,T,이천웅,0,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20190324LGHT0,2019-03-24,HT,LG,0,B,김민식,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0
20190324LGHT0,2019-03-24,HT,LG,0,B,한승택,1,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
20190324LGHT0,2019-03-24,HT,LG,0,B,황대인,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1,0
20190324LGHT0,2019-03-24,HT,LG,0,B,최원준,1,9,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0.0,0,0
20190324LGHT0,2019-03-24,LG,HT,0,T,조셉,1,4,5,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0
20190324LGHT0,2019-03-24,HT,LG,0,B,해즐베이커,1,2,4,4,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0
20190324LGHT0,2019-03-24,HT,LG,0,B,김주찬,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1,0
20190324LGHT0,2019-03-24,LG,HT,0,T,박용택,1,6,5,4,2,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0.5,2,1
20190324LGHT0,2019-03-24,HT,LG,0,B,최형우,1,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1,0
20190324LGHT0,2019-03-24,LG,HT,0,T,김현수,1,3,5,4,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5,2,1
