게임키,일자,원정팀코드,홈팀코드,더블헤더코드,요일,구장
20190421KTLT0,2019-04-21,KT,LT,0,일,사직
20190421NCSK0,2019-04-21,NC,SK,0,일,문학
20190421OBHT0,2019-04-21,OB,HT,0,일,광주
20190421SSHH0,2019-04-21,SS,HH,0,일,대전
20190421WOLG0,2019-04-21,WO,LG,0,일,잠실
20190423HTLG0,2019-04-23,HT,LG,0,화,잠실
20190423NCKT0,2019-04-23,NC,KT,0,화,수원
20190423OBWO0,2019-04-23,OB,WO,0,화,고척
20190424HTLG0,2019-04-24,HT,LG,0,수,잠실
20190424LTHH0,2019-04-24,LT,HH,0,수,대전
20190424NCKT0,2019-04-24,NC,KT,0,수,수원
20190424OBWO0,2019-04-24,OB,WO,0,수,고척
20190424SKSS0,2019-04-24,SK,SS,0,수,대구
20190425OBWO0,2019-04-25,OB,WO,0,목,고척
20190425SKSS0,2019-04-25,SK,SS,0,목,대구
20190426HTWO0,2019-04-26,HT,WO,0,금,고척
20190426LTOB0,2019-04-26,LT,OB,0,금,잠실
20190426SKKT0,2019-04-26,SK,KT,0,금,수원
20190427HHNC0,2019-04-27,HH,NC,0,토,창원
20190427HTWO0,2019-04-27,HT,WO,0,토,고척
20190427LGSS0,2019-04-27,LG,SS,0,토,대구
20190427LTOB0,2019-04-27,LT,OB,0,토,잠실
20190427SKKT0,2019-04-27,SK,KT,0,토,수원
20190428HHNC0,2019-04-28,HH,NC,0,일,창원
20190428HTWO0,2019-04-28,HT,WO,0,일,고척
20190428LGSS0,2019-04-28,LG,SS,0,일,대구
20190428LTOB0,2019-04-28,LT,OB,0,일,잠실
20190428SKKT0,2019-04-28,SK,KT,0,일,수원
20190430KTLG0,2019-04-30,KT,LG,0,화,잠실
20190430NCLT0,2019-04-30,NC,LT,0,화,사직
20190430OBHH0,2019-04-30,OB,HH,0,화,대전
20190430SSHT0,2019-04-30,SS,HT,0,화,광주
20190430WOSK0,2019-04-30,WO,SK,0,화,문학
20190501KTLG0,2019-05-01,KT,LG,0,수,잠실
20190501NCLT0,2019-05-01,NC,LT,0,수,사직
20190501OBHH0,2019-05-01,OB,HH,0,수,대전
20190501SSHT0,2019-05-01,SS,HT,0,수,광주
20190501WOSK0,2019-05-01,WO,SK,0,수,문학
20190502KTLG0,2019-05-02,KT,LG,0,목,잠실
20190502NCLT0,2019-05-02,NC,LT,0,목,사직
20190502OBHH0,2019-05-02,OB,HH,0,목,대전
20190502SSHT0,2019-05-02,SS,HT,0,목,광주
20190502WOSK0,2019-05-02,WO,SK,0,목,문학
20190503HTNC0,2019-05-03,HT,NC,0,금,창원
20190503KTHH0,2019-05-03,KT,HH,0,금,대전
20190503LGOB0,2019-05-03,LG,OB,0,금,잠실
20190503SKLT0,2019-05-03,SK,LT,0,금,사직
20190503SSWO0,2019-05-03,SS,WO,0,금,고척
20190504HTNC0,2019-05-04,HT,NC,0,토,창원
20190504KTHH0,2019-05-04,KT,HH,0,토,대전
20190504LGOB0,2019-05-04,LG,OB,0,토,잠실
20190504SKLT0,2019-05-04,SK,LT,0,토,사직
20190504SSWO0,2019-05-04,SS,WO,0,토,고척
20190505HTNC0,2019-05-05,HT,NC,0,일,창원
20190505KTHH0,2019-05-05,KT,HH,0,일,대전
20190505LGOB0,2019-05-05,LG,OB,0,일,잠실
20190505SKLT0,2019-05-05,SK,LT,0,일,사직
20190505SSWO0,2019-05-05,SS,WO,0,일,고척
20190507HHSK0,2019-05-07,HH,SK,0,화,문학
20190507HTOB0,2019-05-07,HT,OB,0,화,잠실
20190507LGWO0,2019-05-07,LG,WO,0,화,고척
20190507LTKT0,2019-05-07,LT,KT,0,화,수원
20190507NCSS0,2019-05-07,NC,SS,0,화,대구
20190508HHSK0,2019-05-08,HH,SK,0,수,문학
20190508HTOB0,2019-05-08,HT,OB,0,수,잠실
20190508LGWO0,2019-05-08,LG,WO,0,수,고척
20190508LTKT0,2019-05-08,LT,KT,0,수,수원
20190508NCSS0,2019-05-08,NC,SS,0,수,대구
20190509HHSK0,2019-05-09,HH,SK,0,목,문학
20190509HTOB0,2019-05-09,HT,OB,0,목,잠실
20190509LGWO0,2019-05-09,LG,WO,0,목,고척
20190509LTKT0,2019-05-09,LT,KT,0,목,수원
20190509NCSS0,2019-05-09,NC,SS,0,목,대구
20190510HHLG0,2019-05-10,HH,LG,0,금,잠실
20190510LTSS0,2019-05-10,LT,SS,0,금,대구
20190510OBNC0,2019-05-10,OB,NC,0,금,창원
20190510SKHT0,2019-05-10,SK,HT,0,금,광주
20190510WOKT0,2019-05-10,WO,KT,0,금,수원
20190511HHLG0,2019-05-11,HH,LG,0,토,잠실
20190511LTSS0,2019-05-11,LT,SS,0,토,대구
20190511OBNC0,2019-05-11,OB,NC,0,토,창원
20190511SKHT0,2019-05-11,SK,HT,0,토,광주
20190511WOKT0,2019-05-11,WO,KT,0,토,수원
20190512HHLG0,2019-05-12,HH,LG,0,일,잠실
20190512LTSS0,2019-05-12,LT,SS,0,일,대구
20190512OBNC0,2019-05-12,OB,NC,0,일,창원
20190512SKHT0,2019-05-12,SK,HT,0,일,광주
20190512WOKT0,2019-05-12,WO,KT,0,일,수원
20190514KTHT0,2019-05-14,KT,HT,0,화,광주
20190514LGLT0,2019-05-14,LG,LT,0,화,사직
20190514SKNC0,2019-05-14,SK,NC,0,화,창원
20190514SSOB0,2019-05-14,SS,OB,0,화,잠실
20190514WOHH0,2019-05-14,WO,HH,0,화,대전
20190515KTHT0,2019-05-15,KT,HT,0,수,광주
20190515LGLT0,2019-05-15,LG,LT,0,수,사직
20190515SKNC0,2019-05-15,SK,NC,0,수,창원
20190515SSOB0,2019-05-15,SS,OB,0,수,잠실
20190515WOHH0,2019-05-15,WO,HH,0,수,대전
20190516KTHT0,2019-05-16,KT,HT,0,목,광주
20190516LGLT0,2019-05-16,LG,LT,0,목,사직
20190516SKNC0,2019-05-16,SK,NC,0,목,창원
20190516SSOB0,2019-05-16,SS,OB,0,목,잠실
20190516WOHH0,2019-05-16,WO,HH,0,목,대전
20190517HTHH0,2019-05-17,HT,HH,0,금,대전
20190517LTWO0,2019-05-17,LT,WO,0,금,고척
20190517NCLG0,2019-05-17,NC,LG,0,금,잠실
20190517OBSK0,2019-05-17,OB,SK,0,금,문학
20190517SSKT0,2019-05-17,SS,KT,0,금,수원
20190518HTHH0,2019-05-18,HT,HH,0,토,대전
20190518LTWO0,2019-05-18,LT,WO,0,토,고척
20190518NCLG0,2019-05-18,NC,LG,0,토,잠실
20190518OBSK0,2019-05-18,OB,SK,0,토,문학
20190518SSKT0,2019-05-18,SS,KT,0,토,수원
20190519HTHH0,2019-05-19,HT,HH,0,일,대전
20190519LTWO0,2019-05-19,LT,WO,0,일,고척
20190521HHSS0,2019-05-21,HH,SS,0,화,대구
20190521LTHT0,2019-05-21,LT,HT,0,화,광주
20190521NCWO0,2019-05-21,NC,WO,0,화,고척
20190521OBKT0,2019-05-21,OB,KT,0,화,수원
20190521SKLG0,2019-05-21,SK,LG,0,화,잠실
20190522HHSS0,2019-05-22,HH,SS,0,수,대구
20190522LTHT0,2019-05-22,LT,HT,0,수,광주
20190522NCWO0,2019-05-22,NC,WO,0,수,고척
20190522OBKT0,2019-05-22,OB,KT,0,수,수원
20190522SKLG0,2019-05-22,SK,LG,0,수,잠실
20190523HHSS0,2019-05-23,HH,SS,0,목,대구
20190523LTHT0,2019-05-23,LT,HT,0,목,광주
20190523NCWO0,2019-05-23,NC,WO,0,목,고척
20190523OBKT0,2019-05-23,OB,KT,0,목,수원
20190523SKLG0,2019-05-23,SK,LG,0,목,잠실
20190524HHOB0,2019-05-24,HH,OB,0,금,잠실
20190524KTHT0,2019-05-24,KT,HT,0,금,광주
20190524LGLT0,2019-05-24,LG,LT,0,금,사직
20190524SKNC0,2019-05-24,SK,NC,0,금,창원
20190524WOSS0,2019-05-24,WO,SS,0,금,대구
20190525HHOB0,2019-05-25,HH,OB,0,토,잠실
20190525KTHT0,2019-05-25,KT,HT,0,토,광주
20190525LGLT0,2019-05-25,LG,LT,0,토,사직
20190525SKNC0,2019-05-25,SK,NC,0,토,창원
20190525WOSS0,2019-05-25,WO,SS,0,토,대구
20190526HHOB0,2019-05-26,HH,OB,0,일,잠실
20190526KTHT0,2019-05-26,KT,HT,0,일,광주
20190526LGLT0,2019-05-26,LG,LT,0,일,사직
20190526SKNC0,2019-05-26,SK,NC,0,일,창원
20190526WOSS0,2019-05-26,WO,SS,0,일,대구
20190528HTHH0,2019-05-28,HT,HH,0,화,대전
20190528KTSK0,2019-05-28,KT,SK,0,화,문학
20190528LGWO0,2019-05-28,LG,WO,0,화,고척
20190528LTNC0,2019-05-28,LT,NC,0,화,창원
20190528SSOB0,2019-05-28,SS,OB,0,화,잠실
20190529HTHH0,2019-05-29,HT,HH,0,수,대전
20190529KTSK0,2019-05-29,KT,SK,0,수,문학
20190529LGWO0,2019-05-29,LG,WO,0,수,고척
20190529LTNC0,2019-05-29,LT,NC,0,수,창원
20190529SSOB0,2019-05-29,SS,OB,0,수,잠실
20190530HTHH0,2019-05-30,HT,HH,0,목,대전
20190530KTSK0,2019-05-30,KT,SK,0,목,문학
20190530LGWO0,2019-05-30,LG,WO,0,목,고척
20190530LTNC0,2019-05-30,LT,NC,0,목,창원
20190530SSOB0,2019-05-30,SS,OB,0,목,잠실
20190531HHSK0,2019-05-31,HH,SK,0,금,문학
20190531NCLG0,2019-05-31,NC,LG,0,금,잠실
20190531OBKT0,2019-05-31,OB,KT,0,금,수원
20190531SSLT0,2019-05-31,SS,LT,0,금,사직
20190531WOHT0,2019-05-31,WO,HT,0,금,광주
20190601HHSK0,2019-06-01,HH,SK,0,토,문학
20190601NCLG0,2019-06-01,NC,LG,0,토,잠실
20190601OBKT0,2019-06-01,OB,KT,0,토,수원
20190601SSLT0,2019-06-01,SS,LT,0,토,사직
20190601WOHT0,2019-06-01,WO,HT,0,토,광주
20190602HHSK0,2019-06-02,HH,SK,0,일,문학
20190602NCLG0,2019-06-02,NC,LG,0,일,잠실
20190602OBKT0,2019-06-02,OB,KT,0,일,수원
20190602SSLT0,2019-06-02,SS,LT,0,일,사직
20190602WOHT0,2019-06-02,WO,HT,0,일,광주
20190604HHLT0,2019-06-04,HH,LT,0,화,울산
20190604KTLG0,2019-06-04,KT,LG,0,화,잠실
20190604NCSS0,2019-06-04,NC,SS,0,화,대구
20190604OBHT0,2019-06-04,OB,HT,0,화,광주
20190604SKWO0,2019-06-04,SK,WO,0,화,고척
20190605HHLT0,2019-06-05,HH,LT,0,수,울산
20190605KTLG0,2019-06-05,KT,LG,0,수,잠실
20190605NCSS0,2019-06-05,NC,SS,0,수,대구
20190605OBHT0,2019-06-05,OB,HT,0,수,광주
20190605SKWO0,2019-06-05,SK,WO,0,수,고척
20190606HHLT0,2019-06-06,HH,LT,0,목,울산
20190606KTLG0,2019-06-06,KT,LG,0,목,잠실
20190606NCSS0,2019-06-06,NC,SS,0,목,대구
20190606OBHT0,2019-06-06,OB,HT,0,목,광주
20190606SKWO0,2019-06-06,SK,WO,0,목,고척
20190607HTNC0,2019-06-07,HT,NC,0,금,창원
20190607LGHH0,2019-06-07,LG,HH,0,금,대전
20190607LTKT0,2019-06-07,LT,KT,0,금,수원
20190607SSSK0,2019-06-07,SS,SK,0,금,문학
20190607WOOB0,2019-06-07,WO,OB,0,금,잠실
20190608HTNC0,2019-06-08,HT,NC,0,토,창원
20190608LGHH0,2019-06-08,LG,HH,0,토,대전
20190608LTKT0,2019-06-08,LT,KT,0,토,수원
20190608SSSK0,2019-06-08,SS,SK,0,토,문학
20190608WOOB0,2019-06-08,WO,OB,0,토,잠실
20190609HTNC0,2019-06-09,HT,NC,0,일,창원
20190609LGHH0,2019-06-09,LG,HH,0,일,대전
20190609LTKT0,2019-06-09,LT,KT,0,일,수원
20190609SSSK0,2019-06-09,SS,SK,0,일,문학
20190609WOOB0,2019-06-09,WO,OB,0,일,잠실
20190611LTLG0,2019-06-11,LT,LG,0,화,잠실
20190611OBHH0,2019-06-11,OB,HH,0,화,대전
20190611SKKT0,2019-06-11,SK,KT,0,화,수원
20190611SSHT0,2019-06-11,SS,HT,0,화,광주
20190611WONC0,2019-06-11,WO,NC,0,화,창원
20190612LTLG0,2019-06-12,LT,LG,0,수,잠실
20190612OBHH0,2019-06-12,OB,HH,0,수,대전
20190612SKKT0,2019-06-12,SK,KT,0,수,수원
20190612SSHT0,2019-06-12,SS,HT,0,수,광주
20190612WONC0,2019-06-12,WO,NC,0,수,창원
20190613LTLG0,2019-06-13,LT,LG,0,목,잠실
20190613OBHH0,2019-06-13,OB,HH,0,목,대전
20190613SKKT0,2019-06-13,SK,KT,0,목,수원
20190613SSHT0,2019-06-13,SS,HT,0,목,광주
20190613WONC0,2019-06-13,WO,NC,0,목,창원
20190614HHWO0,2019-06-14,HH,WO,0,금,고척
20190614KTSS0,2019-06-14,KT,SS,0,금,대구
20190614LGOB0,2019-06-14,LG,OB,0,금,잠실
20190614NCSK0,2019-06-14,NC,SK,0,금,문학
20190615HHWO0,2019-06-15,HH,WO,0,토,고척
20190615HTLT0,2019-06-15,HT,LT,0,토,사직
20190615KTSS0,2019-06-15,KT,SS,0,토,대구
20190615LGOB0,2019-06-15,LG,OB,0,토,잠실
20190615NCSK0,2019-06-15,NC,SK,0,토,문학
20190616HHWO0,2019-06-16,HH,WO,0,일,고척
20190616HTLT0,2019-06-16,HT,LT,0,일,사직
20190616KTSS0,2019-06-16,KT,SS,0,일,대구
20190616LGOB0,2019-06-16,LG,OB,0,일,잠실
20190616NCSK0,2019-06-16,NC,SK,0,일,문학
20190618KTWO0,2019-06-18,KT,WO,0,화,고척
20190618LGSS0,2019-06-18,LG,SS,0,화,대구
20190618LTHH0,2019-06-18,LT,HH,0,화,대전
20190618NCOB0,2019-06-18,NC,OB,0,화,잠실
20190618SKHT0,2019-06-18,SK,HT,0,화,광주
20190619KTWO0,2019-06-19,KT,WO,0,수,고척
20190619LGSS0,2019-06-19,LG,SS,0,수,대구
20190619LTHH0,2019-06-19,LT,HH,0,수,대전
20190619NCOB0,2019-06-19,NC,OB,0,수,잠실
20190619SKHT0,2019-06-19,SK,HT,0,수,광주
20190620KTWO0,2019-06-20,KT,WO,0,목,고척
20190620LGSS0,2019-06-20,LG,SS,0,목,대구
20190620LTHH0,2019-06-20,LT,HH,0,목,대전
20190620NCOB0,2019-06-20,NC,OB,0,목,잠실
20190620SKHT0,2019-06-20,SK,HT,0,목,광주
20190621HTLG0,2019-06-21,HT,LG,0,금,잠실
20190621NCKT0,2019-06-21,NC,KT,0,금,수원
20190621OBSK0,2019-06-21,OB,SK,0,금,문학
20190621SSHH0,2019-06-21,SS,HH,0,금,대전
20190621WOLT0,2019-06-21,WO,LT,0,금,사직
20190622HTLG0,2019-06-22,HT,LG,0,토,잠실
20190622NCKT0,2019-06-22,NC,KT,0,토,수원
20190622OBSK0,2019-06-22,OB,SK,0,토,문학
20190622SSHH0,2019-06-22,SS,HH,0,토,대전
20190622WOLT0,2019-06-22,WO,LT,0,토,사직
20190623HTLG0,2019-06-23,HT,LG,0,일,잠실
20190623NCKT0,2019-06-23,NC,KT,0,일,수원
20190623OBSK0,2019-06-23,OB,SK,0,일,문학
20190623SSHH0,2019-06-23,SS,HH,0,일,대전
20190623WOLT0,2019-06-23,WO,LT,0,일,사직
20190625HHNC0,2019-06-25,HH,NC,0,화,창원
20190625HTWO0,2019-06-25,HT,WO,0,화,고척
20190625KTLT0,2019-06-25,KT,LT,0,화,사직
20190625OBSS0,2019-06-25,OB,SS,0,화,포항
20190625SKLG0,2019-06-25,SK,LG,0,화,잠실
20190626HTWO0,2019-06-26,HT,WO,0,수,고척
20190626SKLG0,2019-06-26,SK,LG,0,수,잠실
20190627HHNC0,2019-06-27,HH,NC,0,목,창원
20190627HTWO0,2019-06-27,HT,WO,0,목,고척
20190627KTLT0,2019-06-27,KT,LT,0,목,사직
20190627OBSS0,2019-06-27,OB,SS,0,목,포항
20190627SKLG0,2019-06-27,SK,LG,0,목,잠실
20190628HTKT0,2019-06-28,HT,KT,0,금,수원
20190628LGNC0,2019-06-28,LG,NC,0,금,창원
20190628LTOB0,2019-06-28,LT,OB,0,금,잠실
20190628SKSS0,2019-06-28,SK,SS,0,금,대구
20190628WOHH0,2019-06-28,WO,HH,0,금,대전
20190629HTKT0,2019-06-29,HT,KT,0,토,수원
20190629LTOB0,2019-06-29,LT,OB,0,토,잠실
20190630HTKT0,2019-06-30,HT,KT,0,일,수원
20190630LGNC0,2019-06-30,LG,NC,0,일,창원
20190630LTOB0,2019-06-30,LT,OB,0,일,잠실
20190630SKSS0,2019-06-30,SK,SS,0,일,대구
20190630WOHH0,2019-06-30,WO,HH,0,일,대전
20190702HHLG0,2019-07-02,HH,LG,0,화,잠실
20190702LTSK0,2019-07-02,LT,SK,0,화,문학
20190702NCHT0,2019-07-02,NC,HT,0,화,광주
20190702OBWO0,2019-07-02,OB,WO,0,화,고척
20190702SSKT0,2019-07-02,SS,KT,0,화,수원
20190703HHLG0,2019-07-03,HH,LG,0,수,잠실
20190703LTSK0,2019-07-03,LT,SK,0,수,문학
20190703NCHT0,2019-07-03,NC,HT,0,수,광주
20190703OBWO0,2019-07-03,OB,WO,0,수,고척
20190703SSKT0,2019-07-03,SS,KT,0,수,수원
20190704HHLG0,2019-07-04,HH,LG,0,목,잠실
20190704LTSK0,2019-07-04,LT,SK,0,목,문학
20190704NCHT0,2019-07-04,NC,HT,0,목,광주
20190704OBWO0,2019-07-04,OB,WO,0,목,고척
20190704SSKT0,2019-07-04,SS,KT,0,목,수원
20190705KTHH0,2019-07-05,KT,HH,0,금,대전
20190705LGHT0,2019-07-05,LG,HT,0,금,광주
20190705LTWO0,2019-07-05,LT,WO,0,금,고척
20190705SKOB0,2019-07-05,SK,OB,0,금,잠실
20190705SSNC0,2019-07-05,SS,NC,0,금,창원
20190706KTHH0,2019-07-06,KT,HH,0,토,대전
20190706LGHT0,2019-07-06,LG,HT,0,토,광주
20190706LTWO0,2019-07-06,LT,WO,0,토,고척
20190706SKOB0,2019-07-06,SK,OB,0,토,잠실
20190706SSNC0,2019-07-06,SS,NC,0,토,창원
20190707KTHH0,2019-07-07,KT,HH,0,일,대전
20190707LGHT0,2019-07-07,LG,HT,0,일,광주
20190707LTWO0,2019-07-07,LT,WO,0,일,고척
20190707SKOB0,2019-07-07,SK,OB,0,일,잠실
20190707SSNC0,2019-07-07,SS,NC,0,일,창원
20190709HTSS0,2019-07-09,HT,SS,0,화,대구
20190709NCLT0,2019-07-09,NC,LT,0,화,사직
20190709OBLG0,2019-07-09,OB,LG,0,화,잠실
20190709SKHH0,2019-07-09,SK,HH,0,화,대전
20190709WOKT0,2019-07-09,WO,KT,0,화,수원
20190711HTSS0,2019-07-11,HT,SS,0,목,대구
20190711NCLT0,2019-07-11,NC,LT,0,목,사직
20190711OBLG0,2019-07-11,OB,LG,0,목,잠실
20190711SKHH0,2019-07-11,SK,HH,0,목,대전
20190711WOKT0,2019-07-11,WO,KT,0,목,수원
20190712HHHT0,2019-07-12,HH,HT,0,금,광주
20190712KTNC0,2019-07-12,KT,NC,0,금,창원
20190712OBLT0,2019-07-12,OB,LT,0,금,사직
20190712SSLG0,2019-07-12,SS,LG,0,금,잠실
20190712WOSK0,2019-07-12,WO,SK,0,금,문학
20190713HHHT0,2019-07-13,HH,HT,0,토,광주
20190713KTNC0,2019-07-13,KT,NC,0,토,창원
20190713OBLT0,2019-07-13,OB,LT,0,토,사직
20190713SSLG0,2019-07-13,SS,LG,0,토,잠실
20190713WOSK0,2019-07-13,WO,SK,0,토,문학
20190714HHHT0,2019-07-14,HH,HT,0,일,광주
20190714KTNC0,2019-07-14,KT,NC,0,일,창원
20190714OBLT0,2019-07-14,OB,LT,0,일,사직
20190714SSLG0,2019-07-14,SS,LG,0,일,잠실
20190714WOSK0,2019-07-14,WO,SK,0,일,문학
20190716KTOB0,2019-07-16,KT,OB,0,화,잠실
20190716LGSK0,2019-07-16,LG,SK,0,화,문학
20190716NCHH0,2019-07-16,NC,HH,0,화,청주
20190716SSWO0,2019-07-16,SS,WO,0,화,고척
20190717KTOB0,2019-07-17,KT,OB,0,수,잠실
20190717LGSK0,2019-07-17,LG,SK,0,수,문학
20190717LTHT0,2019-07-17,LT,HT,0,수,광주
20190717NCHH0,2019-07-17,NC,HH,0,수,청주
20190717SSWO0,2019-07-17,SS,WO,0,수,고척
20190718KTOB0,2019-07-18,KT,OB,0,목,잠실
20190718LGSK0,2019-07-18,LG,SK,0,목,문학
20190718LTHT0,2019-07-18,LT,HT,0,목,광주
20190718NCHH0,2019-07-18,NC,HH,0,목,청주
20190718SSWO0,2019-07-18,SS,WO,0,목,고척
