게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,선수명,선발,구원,완투,종료,결과,홀드,이닝*3,투구 수,타자,타수,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고4,사구,삼진,병살타,폭투,보크,실책,실점,자책점,득점권WHIP,2점차이하WHIP,345번타자WHIP
20170331HTSS0,2017-03-31,SS,HT,0,B,김승현,0,1,0,0, ,0,1,25,5,3,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0
20170331HTSS0,2017-03-31,HT,SS,0,T,헥터,1,0,0,0,W,0,21,91,26,25,6,1,0,1,0,0,1,0,0,0,0,6,0,1,0,0,1,1,0.0,0.857142857,1.285714286
20170331HTSS0,2017-03-31,SS,HT,0,B,페트릭,1,0,0,0,L,0,19,104,26,24,4,1,1,1,0,0,0,0,2,0,0,2,0,0,0,0,2,1,1.0,0.947368421,1.5
20170331HTSS0,2017-03-31,SS,HT,0,B,장지훈,0,1,0,0, ,0,1,11,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3.0,0.0,0.0
20170331HTSS0,2017-03-31,SS,HT,0,B,박근홍,0,1,0,1, ,0,3,20,5,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0.0,0.0,6.0
20170331HTSS0,2017-03-31,SS,HT,0,B,백정현,0,1,0,0, ,0,1,14,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0.0,6.0,0.0
20170331KTSK0,2017-03-31,KT,SK,0,T,고영표,0,1,0,0, ,1,5,30,6,6,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.6,0.0
20170331KTSK0,2017-03-31,KT,SK,0,T,김재윤,0,1,0,1,S,0,3,13,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0
20170331KTSK0,2017-03-31,KT,SK,0,T,조무근,0,1,0,0, ,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170331KTSK0,2017-03-31,SK,KT,0,B,켈리,1,0,0,0,L,0,18,91,26,25,7,2,0,1,0,0,0,0,1,1,0,8,0,0,0,0,3,2,2.0,1.333333333,0.857142857
20170331KTSK0,2017-03-31,SK,KT,0,B,김주한,0,1,0,0, ,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
20170331KTSK0,2017-03-31,KT,SK,0,T,로치,1,0,0,0,W,0,18,84,25,22,6,1,0,0,0,0,1,0,0,0,1,5,1,0,0,0,2,2,2.0,1.0,0.375
20170331KTSK0,2017-03-31,SK,KT,0,B,채병용,0,1,0,1, ,0,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170331KTSK0,2017-03-31,SK,KT,0,B,박정배,0,1,0,0, ,0,3,21,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,2.0,1.5
20170331KTSK0,2017-03-31,SK,KT,0,B,박희수,0,1,0,0, ,0,1,13,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,3.0,0.0
20170331LGWO0,2017-03-31,LG,WO,0,T,신정락,0,1,0,0, ,1,2,16,4,3,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1.5,3.0,1.5
20170331LGWO0,2017-03-31,WO,LG,0,B,밴헤켄,1,0,0,0,L,0,18,99,24,21,3,0,0,1,0,0,0,0,3,0,0,6,1,0,0,0,2,1,0.0,1.0,0.857142857
20170331LGWO0,2017-03-31,LG,WO,0,T,소사,1,0,0,0,W,0,19,74,23,21,4,1,1,0,0,0,0,0,2,0,0,2,2,0,0,1,1,1,1.0,0.947368421,0.666666667
20170331LGWO0,2017-03-31,LG,WO,0,T,이동현,0,1,0,0, ,1,3,17,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1.5,1.0,0.0
20170331LGWO0,2017-03-31,WO,LG,0,B,마정길,0,1,0,0, ,0,3,19,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20170331LGWO0,2017-03-31,WO,LG,0,B,금민철,0,1,0,0, ,0,3,19,4,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,1.0,3.0
20170331LGWO0,2017-03-31,WO,LG,0,B,김상수,0,1,0,1, ,0,3,14,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20170331LGWO0,2017-03-31,LG,WO,0,T,진해수,0,1,0,0, ,1,2,9,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20170331LGWO0,2017-03-31,LG,WO,0,T,정찬헌,0,1,0,1,S,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20170331LTNC0,2017-03-31,LT,NC,0,T,박시영,0,1,0,0, ,0,2,15,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.5,0.0
20170331LTNC0,2017-03-31,LT,NC,0,T,레일리,1,0,0,0,L,0,16,102,25,21,6,4,0,0,0,1,0,0,2,0,2,7,0,0,0,0,3,3,1.2,1.5,1.8
20170331LTNC0,2017-03-31,NC,LT,0,B,맨쉽,1,0,0,0,W,0,21,89,24,23,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,1,0.0,0.28571428600000004,0.857142857
20170331LTNC0,2017-03-31,LT,NC,0,T,이정민,0,1,0,0, ,0,1,21,4,2,1,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,3,2,0.0,6.0,0.0
20170331LTNC0,2017-03-31,LT,NC,0,T,윤길현,0,1,0,1, ,0,3,12,4,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,2.0,0.0
20170331LTNC0,2017-03-31,NC,LT,0,B,김진성,0,1,0,0, ,1,2,9,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0.0
20170331LTNC0,2017-03-31,NC,LT,0,B,원종현,0,1,0,0, ,0,1,11,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0.0,0.0,0.0
20170331LTNC0,2017-03-31,LT,NC,0,T,배장호,0,1,0,0, ,0,2,10,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170331LTNC0,2017-03-31,NC,LT,0,B,임창민,0,1,0,1,S,0,3,24,4,4,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0.0,2.0,3.0
20170401HHOB0,2017-04-01,OB,HH,0,B,김명신,0,1,0,0, ,0,1,11,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,3.0
20170401HHOB0,2017-04-01,HH,OB,0,T,오간도,1,0,0,0, ,0,14,90,22,19,5,0,0,1,0,0,0,1,2,0,0,4,0,1,0,0,4,4,3.0,1.5,4.0
20170401HHOB0,2017-04-01,OB,HH,0,B,김성배,0,1,0,0, ,0,3,20,4,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,1.0,0.0
20170401HHOB0,2017-04-01,OB,HH,0,B,김승회,0,1,0,0, ,0,2,10,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0
20170401HHOB0,2017-04-01,HH,OB,0,T,윤규진,0,1,0,1,W,0,6,38,9,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.0,1.5,1.5
20170401HHOB0,2017-04-01,HH,OB,0,T,송창식,0,1,0,0, ,0,6,36,8,6,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3.0,1.0,3.0
20170401HHOB0,2017-04-01,HH,OB,0,T,정우람,0,1,0,0, ,0,2,16,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,3.0
20170401HHOB0,2017-04-01,OB,HH,0,B,이현승,0,1,0,0,L,0,5,30,11,7,4,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,2,2,2.25,3.6,6.0
20170401HHOB0,2017-04-01,OB,HH,0,B,이용찬,0,1,0,0, ,0,5,20,7,5,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1.5,1.2,1.5
20170401HHOB0,2017-04-01,OB,HH,0,B,홍상삼,0,1,0,1, ,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170401HHOB0,2017-04-01,OB,HH,0,B,유희관,1,0,0,0, ,0,16,101,26,23,8,1,0,1,0,0,1,0,2,0,0,5,0,1,0,0,4,4,0.75,1.875,1.5
20170401HHOB0,2017-04-01,HH,OB,0,T,장민재,0,1,0,0, ,0,5,22,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20170401HHOB0,2017-04-01,HH,OB,0,T,박정진,0,1,0,0, ,0,0,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170401HTSS0,2017-04-01,SS,HT,0,B,이승현,0,1,0,0, ,0,3,24,7,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1,2.0,0.0,0.0
20170401HTSS0,2017-04-01,HT,SS,0,T,심동섭,0,1,0,1,S,0,3,17,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20170401HTSS0,2017-04-01,SS,HT,0,B,심창민,0,1,0,1,L,0,3,29,8,7,4,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,2,4.5,5.0,0.0
20170401HTSS0,2017-04-01,HT,SS,0,T,한승혁,0,1,0,0, ,0,1,14,3,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2,2,6.0,0.0,3.0
20170401HTSS0,2017-04-01,HT,SS,0,T,박지훈,0,1,0,0, ,0,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0
20170401HTSS0,2017-04-01,HT,SS,0,T,팻딘,1,0,0,0, ,0,21,103,28,24,5,1,0,0,0,0,1,0,1,0,2,4,0,1,0,0,0,0,0.857142857,0.666666667,0.428571429
20170401HTSS0,2017-04-01,HT,SS,0,T,김광수,0,1,0,0, ,0,1,12,4,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.0
20170401HTSS0,2017-04-01,HT,SS,0,T,고효준,0,1,0,0, ,0,0,10,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0
20170401HTSS0,2017-04-01,SS,HT,0,B,우규민,1,0,0,0, ,0,19,87,27,26,8,2,1,0,0,0,1,0,0,0,0,7,0,0,0,1,6,4,4.0,1.166666667,2.4
20170401HTSS0,2017-04-01,SS,HT,0,B,박근홍,0,1,0,0, ,0,2,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
20170401HTSS0,2017-04-01,HT,SS,0,T,임창용,0,1,0,0,W,0,1,14,4,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6.0,3.0,0.0
20170401HTSS0,2017-04-01,SS,HT,0,B,권오준,0,1,0,0, ,0,3,18,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170401KTSK0,2017-04-01,KT,SK,0,T,정대현,1,0,0,0,W,0,18,76,21,21,5,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.833333333,0.5
20170401KTSK0,2017-04-01,SK,KT,0,B,서진용,0,1,0,1, ,0,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20170401KTSK0,2017-04-01,KT,SK,0,T,김재윤,0,1,0,1,S,0,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20170401KTSK0,2017-04-01,SK,KT,0,B,채병용,0,1,0,0, ,0,6,19,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170401KTSK0,2017-04-01,SK,KT,0,B,윤희상,1,0,0,0,L,0,18,84,21,21,3,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2,2,0.0,0.5,1.2
20170401KTSK0,2017-04-01,KT,SK,0,T,장시환,0,1,0,0, ,1,6,27,8,8,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,1.0,0.0
20170401LGWO0,2017-04-01,LG,WO,0,T,김지용,0,1,0,0, ,0,4,32,8,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0
20170401LGWO0,2017-04-01,WO,LG,0,B,김건태,0,1,0,0, ,0,6,23,7,6,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,3.0,0.0,0.0
20170401LGWO0,2017-04-01,WO,LG,0,B,박정준,0,1,0,1, ,0,3,17,4,4,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0
20170401LGWO0,2017-04-01,LG,WO,0,T,최성훈,0,1,0,1, ,0,3,10,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0
20170401LGWO0,2017-04-01,WO,LG,0,B,한현희,0,1,0,0, ,0,3,15,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20170401LGWO0,2017-04-01,LG,WO,0,T,류제국,1,0,0,0,W,0,15,91,23,21,7,2,0,0,1,0,0,0,1,0,1,7,0,1,0,0,3,3,3.0,3.0,1.8
20170401LGWO0,2017-04-01,WO,LG,0,B,오설리반,1,0,0,0,L,0,15,95,24,22,7,3,0,2,0,0,0,0,1,0,1,4,0,0,1,0,7,7,2.25,7.5,1.0
20170401LGWO0,2017-04-01,LG,WO,0,T,진해수,0,1,0,0, ,0,4,9,3,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0
20170401LGWO0,2017-04-01,LG,WO,0,T,최동환,0,1,0,0, ,0,1,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170401LTNC0,2017-04-01,NC,LT,0,B,이재학,1,0,0,0,L,0,7,62,15,10,3,2,0,0,0,0,1,0,3,0,1,0,0,1,0,0,3,3,1.8,2.571428571,2.0
20170401LTNC0,2017-04-01,LT,NC,0,T,박시영,0,1,0,0, ,1,6,38,8,7,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0
20170401LTNC0,2017-04-01,LT,NC,0,T,김원중,1,0,0,0,W,0,15,95,21,20,4,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0.0,0.5,0.5
20170401LTNC0,2017-04-01,NC,LT,0,B,이형범,0,1,0,0, ,0,2,15,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170401LTNC0,2017-04-01,NC,LT,0,B,장현식,0,1,0,0, ,0,17,84,18,17,1,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,0,0,0.0,0.0,0.6
20170401LTNC0,2017-04-01,NC,LT,0,B,윤수호,0,1,0,1, ,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170401LTNC0,2017-04-01,LT,NC,0,T,윤길현,0,1,0,0, ,0,1,16,3,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,6.0
20170401LTNC0,2017-04-01,LT,NC,0,T,손승락,0,1,0,1,S,0,5,25,6,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20170402HHOB0,2017-04-02,OB,HH,0,B,김명신,0,1,0,0, ,0,6,32,10,7,2,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,1,1,1.5,3.0,0.0
20170402HHOB0,2017-04-02,OB,HH,0,B,김성배,0,1,0,1,W,0,5,17,7,6,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.0,0.6,3.0
20170402HHOB0,2017-04-02,OB,HH,0,B,김승회,0,1,0,0, ,0,6,22,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0
20170402HHOB0,2017-04-02,HH,OB,0,T,안영명,0,1,0,0,L,0,4,29,7,5,2,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,2,2,0.0,2.25,1.5
20170402HHOB0,2017-04-02,HH,OB,0,T,송은범,1,0,0,0, ,0,19,91,23,20,3,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,3.0,0.6,1.125
20170402HHOB0,2017-04-02,HH,OB,0,T,심수창,0,1,0,0, ,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170402HHOB0,2017-04-02,HH,OB,0,T,정우람,0,1,0,0, ,0,6,29,7,6,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0.0,0.5,0.0
20170402HHOB0,2017-04-02,OB,HH,0,B,이현승,0,1,0,0, ,0,4,14,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0
20170402HHOB0,2017-04-02,OB,HH,0,B,이용찬,0,1,0,0, ,0,2,15,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.0,1.5,0.0
20170402HHOB0,2017-04-02,OB,HH,0,B,고원준,1,0,0,0, ,0,13,84,22,18,5,1,0,0,1,0,0,0,4,0,0,4,0,0,0,0,2,2,1.5,2.076923077,9.0
20170402HHOB0,2017-04-02,HH,OB,0,T,장민재,0,1,0,0, ,0,3,19,6,6,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0.0,3.0,3.0
20170402HHOB0,2017-04-02,HH,OB,0,T,송신영,0,1,0,1, ,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170402HHOB0,2017-04-02,HH,OB,0,T,박정진,0,1,0,0, ,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170402HTSS0,2017-04-02,HT,SS,0,T,홍건희,0,1,0,0, ,0,3,39,12,9,8,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,8,8,21.0,0.0,6.0
20170402HTSS0,2017-04-02,HT,SS,0,T,김윤동,1,0,0,0,L,0,9,75,15,13,4,0,0,2,1,0,0,0,2,0,0,1,0,1,0,0,4,4,1.0,3.75,3.0
20170402HTSS0,2017-04-02,SS,HT,0,B,김승현,0,1,0,0, ,0,6,32,9,9,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,1.5
20170402HTSS0,2017-04-02,SS,HT,0,B,장지훈,0,1,0,1, ,0,3,15,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0
20170402HTSS0,2017-04-02,HT,SS,0,T,김광수,0,1,0,1, ,0,6,36,9,8,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0.0,0.0,0.0
20170402HTSS0,2017-04-02,HT,SS,0,T,고효준,0,1,0,0, ,0,6,41,12,10,4,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,3,3,1.2,0.0,3.0
20170402HTSS0,2017-04-02,SS,HT,0,B,윤성환,1,0,0,0,W,0,18,104,28,26,7,3,0,1,0,0,0,0,2,0,0,6,0,0,0,0,3,2,0.857142857,1.0,2.4
20170402KTSK0,2017-04-02,SK,KT,0,B,문승원,1,0,0,0,L,0,14,90,21,17,2,0,0,1,1,0,0,0,4,0,0,2,0,0,0,1,4,3,0.0,1.285714286,1.5
20170402KTSK0,2017-04-02,KT,SK,0,T,심재민,0,1,0,0, ,0,3,24,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20170402KTSK0,2017-04-02,KT,SK,0,T,피어밴드,1,0,0,0,W,0,21,74,22,22,3,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,1,1,0.0,0.5,0.428571429
20170402KTSK0,2017-04-02,SK,KT,0,B,김성민,0,1,0,1, ,0,3,17,6,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.5,0.0,0.0
20170402KTSK0,2017-04-02,SK,KT,0,B,임준혁,0,1,0,0, ,0,3,16,4,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,3.0
20170402KTSK0,2017-04-02,SK,KT,0,B,박정배,0,1,0,0, ,0,3,14,6,5,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0
20170402KTSK0,2017-04-02,SK,KT,0,B,전유수,0,1,0,0, ,0,0,20,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170402KTSK0,2017-04-02,SK,KT,0,B,박희수,0,1,0,0, ,0,4,21,6,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.5,0.0,0.0
20170402KTSK0,2017-04-02,KT,SK,0,T,이상화,0,1,0,1, ,0,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170402LGWO0,2017-04-02,LG,WO,0,T,신정락,0,1,0,0, ,0,6,27,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0
20170402LGWO0,2017-04-02,LG,WO,0,T,윤지웅,1,0,0,0,W,0,16,62,17,16,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.375,0.6
20170402LGWO0,2017-04-02,LG,WO,0,T,최성훈,0,1,0,1, ,0,3,26,6,4,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,1.0,0.0,1.5
20170402LGWO0,2017-04-02,WO,LG,0,B,신재영,1,0,0,0,L,0,19,82,23,22,4,1,0,1,1,1,0,0,1,0,0,5,0,0,0,0,3,3,0.0,0.7894736840000001,0.75
20170402LGWO0,2017-04-02,WO,LG,0,B,박주현,0,1,0,0, ,0,1,27,5,3,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,3,12.0,0.0,0.0
20170402LGWO0,2017-04-02,LG,WO,0,T,이동현,0,1,0,0, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170402LGWO0,2017-04-02,WO,LG,0,B,금민철,0,1,0,0, ,0,1,11,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,3.0,3.0,0.0
20170402LGWO0,2017-04-02,WO,LG,0,B,이보근,0,1,0,0, ,0,3,19,6,6,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0.0,0.0,3.0
20170402LGWO0,2017-04-02,WO,LG,0,B,김세현,0,1,0,1, ,0,3,19,5,4,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3.0,0.0,1.5
20170402LGWO0,2017-04-02,LG,WO,0,T,진해수,0,1,0,0, ,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20170402LGWO0,2017-04-02,LG,WO,0,T,최동환,0,1,0,0, ,1,1,16,3,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,6.0,0.0
20170402LTNC0,2017-04-02,NC,LT,0,B,이형범,0,1,0,1, ,0,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20170402LTNC0,2017-04-02,LT,NC,0,T,박진형,1,0,0,0, ,0,11,81,17,13,2,0,0,0,2,0,0,0,3,0,1,7,0,0,0,0,2,2,2.0,0.666666667,1.5
20170402LTNC0,2017-04-02,NC,LT,0,B,임정호,0,1,0,0, ,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20170402LTNC0,2017-04-02,NC,LT,0,B,윤수호,0,1,0,0, ,0,5,22,6,5,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,1.5,0.0,0.0
20170402LTNC0,2017-04-02,NC,LT,0,B,구창모,1,0,0,0,L,0,12,71,19,18,7,2,0,1,1,0,0,0,0,0,1,4,1,1,0,0,5,5,2.25,1.909090909,6.0
20170402LTNC0,2017-04-02,NC,LT,0,B,최성영,0,1,0,0, ,0,2,31,7,5,3,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,2,2,0.0,0.0,1.5
20170402LTNC0,2017-04-02,LT,NC,0,T,이정민,0,1,0,1, ,0,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
