게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,타자,타수,타점,득점,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고의4구,사구,삼진,병살타,실책,잔루,득점권타율,득점권타수,득점권안타
20190326HHHT0,2019-03-26,HH,HT,0,T,46,38,13,13,16,5,0,3,1,1,0,1,6,0,1,7,3,2,6,0.538461538,13,7
20190326HHHT0,2019-03-26,HT,HH,0,B,44,37,6,7,8,2,1,0,0,0,0,0,6,0,1,8,0,0,10,0.307692308,13,4
20190326KTNC0,2019-03-26,KT,NC,0,T,51,45,8,8,13,1,0,2,0,0,0,0,6,0,0,16,1,5,10,0.363636364,11,4
20190326LGSK0,2019-03-26,LG,SK,0,T,38,31,6,6,5,2,0,1,0,0,0,1,5,0,1,2,0,0,5,0.28571428600000004,7,2
20190326SSLT0,2019-03-26,LT,SS,0,B,36,34,6,7,9,2,0,0,0,0,0,0,2,0,0,4,2,0,5,0.5,8,4
20190326KTNC0,2019-03-26,NC,KT,0,B,51,43,9,9,12,1,1,5,0,1,1,0,6,2,1,10,2,2,10,0.272727273,11,3
20190326WOOB0,2019-03-26,OB,WO,0,B,37,30,7,7,7,1,0,1,0,0,0,0,7,0,0,5,0,0,6,0.5,4,2
20190326LGSK0,2019-03-26,SK,LG,0,B,33,33,3,3,8,3,0,1,0,0,0,0,0,0,0,12,1,0,3,0.333333333,9,3
20190326SSLT0,2019-03-26,SS,LT,0,T,33,31,2,2,4,1,0,1,0,0,0,0,2,0,0,10,0,2,4,0.0,3,0
20190326WOOB0,2019-03-26,WO,OB,0,T,39,33,2,2,6,2,0,0,0,0,0,0,5,0,1,8,0,0,10,0.222222222,9,2
20190327HHHT0,2019-03-27,HH,HT,0,T,40,35,4,4,9,4,0,1,0,0,0,0,5,0,0,7,1,0,9,0.1,10,1
20190327HHHT0,2019-03-27,HT,HH,0,B,45,36,9,9,13,6,0,1,3,1,0,0,9,0,0,8,0,1,12,0.272727273,22,6
20190327KTNC0,2019-03-27,KT,NC,0,T,38,33,1,1,8,1,0,0,0,1,0,1,4,0,0,5,1,0,10,0.0,6,0
20190327LGSK0,2019-03-27,LG,SK,0,T,46,40,0,1,9,1,0,0,1,0,0,0,6,0,0,10,2,1,12,0.166666667,12,2
20190327SSLT0,2019-03-27,LT,SS,0,B,40,35,4,4,8,3,0,2,0,0,0,0,5,0,0,7,0,1,9,0.1,10,1
20190327KTNC0,2019-03-27,NC,KT,0,B,29,28,4,4,6,1,0,1,1,1,0,0,1,0,0,7,1,1,1,0.0,3,0
20190327WOOB0,2019-03-27,OB,WO,0,B,38,33,3,3,12,1,0,0,0,1,0,0,4,0,1,6,5,0,7,0.444444444,9,4
20190327LGSK0,2019-03-27,SK,LG,0,B,39,37,2,2,5,3,0,1,0,0,0,0,1,0,1,10,0,1,6,0.2,5,1
20190327SSLT0,2019-03-27,SS,LT,0,T,62,51,23,23,24,3,1,8,0,1,0,0,11,0,0,10,0,0,12,0.3125,16,5
20190327WOOB0,2019-03-27,WO,OB,0,T,38,35,2,2,6,0,0,1,0,0,1,0,2,0,0,7,0,0,6,0.0,2,0
20190328HHHT0,2019-03-28,HH,HT,0,T,33,30,4,4,5,3,0,0,1,1,0,1,2,0,0,10,0,0,2,0.5,4,2
20190328HHHT0,2019-03-28,HT,HH,0,B,38,31,6,6,9,2,0,3,0,1,0,0,7,0,0,3,0,0,8,0.222222222,9,2
20190328KTNC0,2019-03-28,KT,NC,0,T,41,37,2,2,11,0,0,1,0,0,0,0,2,0,2,6,1,0,12,0.14285714300000002,7,1
20190328LGSK0,2019-03-28,LG,SK,0,T,30,29,1,1,2,0,0,1,0,0,0,0,1,0,0,9,0,0,2,0.0,0,0
20190328SSLT0,2019-03-28,LT,SS,0,B,40,37,7,7,11,3,0,0,0,1,0,0,3,0,0,12,1,3,6,0.333333333,15,5
20190328KTNC0,2019-03-28,NC,KT,0,B,35,32,6,6,9,1,0,2,0,0,0,0,2,0,1,5,1,0,5,0.375,8,3
20190328WOOB0,2019-03-28,OB,WO,0,B,38,32,4,4,9,0,0,0,1,0,0,0,6,0,0,4,3,0,7,0.166666667,6,1
20190328LGSK0,2019-03-28,SK,LG,0,B,32,27,3,3,4,1,0,1,0,1,0,1,4,0,0,8,1,0,3,0.0,2,0
20190328SSLT0,2019-03-28,SS,LT,0,T,51,38,10,12,12,1,0,2,2,0,1,1,11,1,0,9,2,1,12,0.235294118,17,4
20190328WOOB0,2019-03-28,WO,OB,0,T,42,36,5,5,9,3,0,0,0,0,0,0,5,1,1,2,0,0,10,0.3,10,3
20190329NCHH0,2019-03-29,HH,NC,0,B,41,36,9,9,13,3,0,2,2,0,1,0,3,0,1,9,1,0,8,0.294117647,17,5
20190329HTKT0,2019-03-29,HT,KT,0,T,35,33,3,3,7,1,0,0,0,0,0,1,1,0,0,13,0,0,5,0.4,5,2
20190329HTKT0,2019-03-29,KT,HT,0,B,40,38,6,6,15,4,0,1,2,0,1,0,1,0,0,5,0,0,10,0.27777777800000003,18,5
20190329LTLG0,2019-03-29,LG,LT,0,B,35,29,2,2,6,2,0,1,0,0,0,0,5,0,1,9,1,0,9,0.076923077,13,1
20190329LTLG0,2019-03-29,LT,LG,0,T,35,29,1,1,6,2,0,0,0,0,1,1,3,0,1,5,2,0,7,0.0,4,0
20190329NCHH0,2019-03-29,NC,HH,0,T,34,32,0,0,7,0,0,0,0,0,0,0,2,0,0,8,1,1,7,0.0,7,0
20190329OBSS0,2019-03-29,OB,SS,0,T,41,36,3,3,11,3,0,1,0,0,0,0,5,0,0,6,2,1,11,0.272727273,11,3
20190329SKWO0,2019-03-29,SK,WO,0,T,40,33,5,5,10,3,0,0,1,1,1,0,5,0,1,2,2,0,8,0.071428571,14,1
20190329OBSS0,2019-03-29,SS,OB,0,B,36,36,2,2,11,2,0,0,0,0,0,0,0,0,0,10,2,1,7,0.272727273,11,3
20190329SKWO0,2019-03-29,WO,SK,0,B,38,35,2,2,9,1,0,0,1,0,0,1,2,0,0,10,0,0,9,0.111111111,9,1
20190330NCHH0,2019-03-30,HH,NC,0,B,47,33,11,13,9,3,0,1,2,0,1,0,12,0,1,4,0,0,10,0.461538462,13,6
20190330HTKT0,2019-03-30,HT,KT,0,T,37,32,2,2,6,1,0,0,0,1,0,0,4,0,1,10,0,1,8,0.2,5,1
20190330HTKT0,2019-03-30,KT,HT,0,B,40,33,5,6,10,0,0,1,0,0,0,1,6,0,0,10,0,0,10,0.222222222,9,2
20190330LTLG0,2019-03-30,LG,LT,0,B,35,30,1,1,3,0,0,0,2,0,0,1,3,0,1,11,0,1,7,0.0,6,0
20190330LTLG0,2019-03-30,LT,LG,0,T,41,34,7,7,9,2,0,0,1,0,0,3,4,0,0,8,0,1,7,0.2,10,2
20190330NCHH0,2019-03-30,NC,HH,0,T,41,35,5,5,12,3,0,0,0,0,0,0,4,0,2,10,2,2,9,0.25,12,3
20190330OBSS0,2019-03-30,OB,SS,0,T,34,30,4,4,5,2,0,1,0,0,0,0,4,0,0,4,2,0,3,0.25,4,1
20190330SKWO0,2019-03-30,SK,WO,0,T,31,28,1,1,3,0,0,0,1,0,1,0,1,0,1,8,0,2,3,0.0,4,0
20190330OBSS0,2019-03-30,SS,OB,0,B,35,30,2,2,5,1,0,1,1,0,1,1,3,0,0,9,0,0,6,0.0,6,0
20190330SKWO0,2019-03-30,WO,SK,0,B,36,32,3,3,7,2,0,0,0,1,0,0,4,0,0,10,0,0,9,0.3,10,3
20190331NCHH0,2019-03-31,HH,NC,0,B,40,33,3,3,9,1,0,1,0,0,0,1,4,0,2,11,1,0,10,0.0,10,0
20190331HTKT0,2019-03-31,HT,KT,0,T,39,32,4,4,7,0,0,0,0,0,0,1,5,0,1,4,1,0,8,0.25,8,2
20190331HTKT0,2019-03-31,KT,HT,0,B,41,36,2,2,9,1,0,1,0,0,0,0,5,2,0,11,0,2,12,0.0,8,0
20190331LTLG0,2019-03-31,LG,LT,0,B,44,41,5,6,12,2,0,0,2,0,0,0,2,0,1,5,1,0,10,0.428571429,14,6
20190331LTLG0,2019-03-31,LT,LG,0,T,44,35,5,5,9,2,1,1,3,0,2,1,6,0,0,6,0,2,9,0.230769231,13,3
20190331NCHH0,2019-03-31,NC,HH,0,T,39,33,6,6,8,0,0,3,0,0,0,0,5,0,1,5,1,0,6,0.5,6,3
20190331OBSS0,2019-03-31,OB,SS,0,T,41,35,9,9,9,0,1,2,2,0,0,0,5,0,1,12,1,1,5,0.571428571,7,4
20190331SKWO0,2019-03-31,SK,WO,0,T,41,36,8,8,9,1,1,1,1,0,0,0,3,0,2,11,1,0,6,0.4166666670000001,12,5
20190331OBSS0,2019-03-31,SS,OB,0,B,42,35,4,4,10,0,1,2,2,0,0,1,3,0,3,7,0,1,11,0.0,9,0
20190331SKWO0,2019-03-31,WO,SK,0,B,45,34,5,7,9,3,0,1,2,0,0,1,9,0,1,8,1,1,11,0.1,10,1
20190402LGHH0,2019-04-02,HH,LG,0,B,37,30,5,6,6,2,0,1,1,0,0,1,5,0,1,6,0,1,7,0.2,10,2
20190402HTSS0,2019-04-02,HT,SS,0,T,42,33,3,4,7,2,1,0,1,0,0,1,6,0,2,9,0,2,11,0.181818182,11,2
20190402KTOB0,2019-04-02,KT,OB,0,T,34,29,0,0,5,1,0,0,0,0,0,0,3,0,2,3,3,2,7,0.0,7,0
20190402LGHH0,2019-04-02,LG,HH,0,T,34,30,2,2,6,0,0,0,1,0,0,0,4,0,0,10,3,1,5,0.4,5,2
20190402LTSK0,2019-04-02,LT,SK,0,T,42,36,5,5,10,3,0,1,1,1,0,0,4,0,2,7,0,0,10,0.166666667,12,2
20190402WONC0,2019-04-02,NC,WO,0,B,40,35,5,6,11,2,0,0,4,0,0,2,2,0,1,6,2,1,7,0.2,10,2
20190402KTOB0,2019-04-02,OB,KT,0,B,40,33,9,9,10,3,0,1,1,0,0,2,5,0,0,5,1,0,7,0.272727273,11,3
20190402LTSK0,2019-04-02,SK,LT,0,B,35,33,0,0,7,1,0,0,1,1,0,0,2,0,0,9,0,1,8,0.0,5,0
20190402HTSS0,2019-04-02,SS,HT,0,B,36,34,1,1,6,1,0,0,1,0,0,0,2,0,0,8,1,0,8,0.14285714300000002,7,1
20190402WONC0,2019-04-02,WO,NC,0,T,44,38,8,8,13,1,1,1,1,0,0,0,6,0,0,12,1,1,9,0.4166666670000001,12,5
20190403LGHH0,2019-04-03,HH,LG,0,B,36,30,0,0,5,1,0,0,0,0,0,0,5,0,1,10,0,2,9,0.333333333,6,2
20190403HTSS0,2019-04-03,HT,SS,0,T,39,35,3,3,9,2,0,0,0,0,0,1,3,0,0,13,1,1,9,0.25,8,2
20190403KTOB0,2019-04-03,KT,OB,0,T,38,34,1,1,11,0,0,0,1,0,0,0,3,0,1,6,3,0,10,0.125,8,1
20190403LGHH0,2019-04-03,LG,HH,0,T,44,36,6,7,11,1,0,1,2,0,1,1,5,0,1,8,0,0,10,0.181818182,11,2
20190403LTSK0,2019-04-03,LT,SK,0,T,39,33,2,3,8,1,0,0,0,1,1,0,5,1,0,12,0,0,9,0.222222222,9,2
20190403WONC0,2019-04-03,NC,WO,0,B,44,44,9,9,19,5,1,2,1,0,0,0,0,0,0,9,0,0,11,0.428571429,21,9
20190403KTOB0,2019-04-03,OB,KT,0,B,34,29,5,5,6,3,0,1,0,0,1,0,3,0,1,6,0,0,5,0.3,10,3
20190403LTSK0,2019-04-03,SK,LT,0,B,35,28,1,1,3,1,0,0,0,0,0,1,4,0,2,9,0,0,7,0.0,4,0
20190403HTSS0,2019-04-03,SS,HT,0,B,32,27,6,6,3,2,0,1,2,0,0,1,2,0,2,4,0,2,2,0.5,6,3
20190403WONC0,2019-04-03,WO,NC,0,T,34,32,1,1,8,0,0,0,1,0,0,1,1,0,0,4,2,2,6,0.0,3,0
20190404LGHH0,2019-04-04,HH,LG,0,B,38,30,2,2,6,0,0,0,2,0,1,0,6,2,1,9,1,1,10,0.125,8,1
20190404HTSS0,2019-04-04,HT,SS,0,T,41,35,7,7,8,1,0,1,2,1,1,0,5,0,0,6,0,0,7,0.230769231,13,3
20190404KTOB0,2019-04-04,KT,OB,0,T,37,35,4,4,8,1,0,1,0,0,0,0,1,0,1,8,1,0,6,0.28571428600000004,7,2
20190404LGHH0,2019-04-04,LG,HH,0,T,31,28,1,1,5,1,0,0,1,1,1,0,1,0,1,6,3,0,3,0.2,5,1
20190404LTSK0,2019-04-04,LT,SK,0,T,49,44,5,6,12,1,0,1,0,0,0,0,4,0,1,13,1,0,10,0.333333333,9,3
20190404WONC0,2019-04-04,NC,WO,0,B,39,33,5,5,6,2,0,2,1,0,0,1,5,0,0,7,0,1,7,0.25,8,2
20190404KTOB0,2019-04-04,OB,KT,0,B,36,31,5,5,8,1,1,2,0,1,0,0,5,0,0,5,0,2,7,0.25,4,1
20190404LTSK0,2019-04-04,SK,LT,0,B,47,43,7,7,14,2,0,3,0,0,1,0,3,1,0,7,0,0,9,0.333333333,6,2
20190404HTSS0,2019-04-04,SS,HT,0,B,41,34,12,12,14,3,0,3,1,0,0,3,4,0,0,6,0,2,5,0.625,8,5
20190404WONC0,2019-04-04,WO,NC,0,T,41,37,5,6,12,1,0,1,2,1,0,1,3,0,0,8,1,1,8,0.307692308,13,4
20190405HHLT0,2019-04-05,HH,LT,0,T,37,36,2,2,11,2,0,1,0,0,0,0,0,0,1,7,2,2,8,0.1,10,1
20190405WOHT0,2019-04-05,HT,WO,0,B,37,35,5,6,11,4,1,1,0,0,0,0,2,0,0,9,1,0,7,0.166666667,12,2
20190405LGKT0,2019-04-05,KT,LG,0,B,32,29,0,0,2,0,0,0,0,0,0,0,3,0,0,10,1,1,5,0.0,2,0
20190405LGKT0,2019-04-05,LG,KT,0,T,48,40,12,13,16,5,0,1,1,0,0,2,6,0,0,5,1,1,8,0.375,16,6
20190405HHLT0,2019-04-05,LT,HH,0,B,42,36,5,5,12,0,0,2,0,0,1,1,2,0,2,7,0,0,13,0.230769231,13,3
20190405NCOB0,2019-04-05,NC,OB,0,T,37,35,7,7,10,1,0,4,0,0,0,0,1,0,1,3,1,0,3,0.4,5,2
20190405NCOB0,2019-04-05,OB,NC,0,B,36,34,3,3,8,0,0,1,0,0,0,0,1,0,1,9,1,0,6,0.2,5,1
20190405SSSK0,2019-04-05,SK,SS,0,B,38,33,3,3,9,1,0,0,1,0,0,0,4,0,1,7,1,0,11,0.307692308,13,4
20190405SSSK0,2019-04-05,SS,SK,0,T,38,35,0,0,8,1,0,0,1,0,0,0,3,0,0,7,0,1,11,0.0,8,0
20190405WOHT0,2019-04-05,WO,HT,0,T,43,37,4,4,11,1,0,1,1,0,0,0,6,0,0,11,1,2,12,0.363636364,11,4
20190406HHLT0,2019-04-06,HH,LT,0,T,41,37,7,7,11,3,0,1,4,0,0,1,3,0,0,13,0,1,7,0.4166666670000001,12,5
20190406WOHT0,2019-04-06,HT,WO,0,B,38,34,4,4,8,0,0,1,1,0,0,1,3,0,0,8,0,1,7,0.333333333,9,3
20190406LGKT0,2019-04-06,KT,LG,0,B,32,28,2,2,4,0,0,0,0,0,0,0,3,0,1,6,0,0,6,0.4,5,2
20190406LGKT0,2019-04-06,LG,KT,0,T,37,30,1,1,7,1,0,1,0,1,0,0,6,0,1,1,3,0,9,0.0,7,0
20190406HHLT0,2019-04-06,LT,HH,0,B,36,31,8,9,8,2,1,0,2,0,0,0,5,1,0,3,1,0,3,0.454545455,11,5
20190406NCOB0,2019-04-06,NC,OB,0,T,39,34,5,6,9,5,0,0,0,0,0,1,2,0,2,6,1,0,6,0.166666667,12,2
20190406NCOB0,2019-04-06,OB,NC,0,B,43,38,5,5,11,3,0,0,0,0,0,0,4,0,1,5,0,1,11,0.444444444,9,4
20190406SSSK0,2019-04-06,SK,SS,0,B,34,31,2,2,8,0,0,0,0,0,1,1,1,0,0,10,0,1,7,0.333333333,6,2
20190406SSSK0,2019-04-06,SS,SK,0,T,31,30,1,1,3,2,0,0,1,0,0,1,0,0,0,8,0,0,3,0.0,4,0
20190406WOHT0,2019-04-06,WO,HT,0,T,54,40,13,14,14,4,0,0,1,0,0,2,11,1,1,6,0,0,13,0.444444444,18,8
20190407HHLT0,2019-04-07,HH,LT,0,T,39,36,16,16,19,3,0,2,0,0,0,0,3,0,0,7,2,0,5,0.6,15,9
20190407LGKT0,2019-04-07,KT,LG,0,B,34,32,4,4,8,1,0,1,2,0,0,0,2,0,0,5,1,0,6,0.181818182,11,2
20190407LGKT0,2019-04-07,LG,KT,0,T,36,30,3,3,5,0,0,2,0,0,1,0,5,1,0,3,1,1,6,0.0,3,0
20190407HHLT0,2019-04-07,LT,HH,0,B,23,23,1,1,5,0,0,1,1,0,0,0,0,0,0,8,0,1,4,0.0,4,0
20190407NCOB0,2019-04-07,NC,OB,0,T,41,36,5,5,12,3,0,0,0,1,1,1,3,0,0,5,1,0,9,0.272727273,11,3
20190407NCOB0,2019-04-07,OB,NC,0,B,37,33,2,3,8,1,1,1,0,1,0,0,4,0,0,7,1,1,7,0.166666667,6,1
20190407SSSK0,2019-04-07,SK,SS,0,B,34,31,3,3,7,1,0,2,1,0,0,0,3,0,0,6,1,1,6,0.166666667,6,1
20190407SSSK0,2019-04-07,SS,SK,0,T,43,35,2,2,9,3,0,0,1,0,1,0,7,0,0,6,0,1,14,0.133333333,15,2
20190409KTWO0,2019-04-09,KT,WO,0,T,39,36,3,3,9,0,0,1,0,0,0,0,2,0,1,9,0,1,9,0.2,10,2
20190409KTWO0,2019-04-09,WO,KT,0,B,43,30,7,7,9,2,0,1,1,2,0,1,12,0,0,8,1,0,12,0.28571428600000004,14,4
20190410SKHH0,2019-04-10,HH,SK,0,B,37,36,2,3,9,1,0,0,0,0,0,0,1,0,0,8,1,1,7,0.28571428600000004,7,2
20190410NCHT0,2019-04-10,HT,NC,0,B,40,33,2,2,9,2,0,1,1,2,1,1,3,2,2,6,0,0,9,0.0,7,0
20190410KTWO0,2019-04-10,KT,WO,0,T,38,35,2,2,8,1,0,0,1,0,0,0,3,0,0,7,0,0,9,0.181818182,11,2
20190410SSLG0,2019-04-10,LG,SS,0,B,37,32,5,5,7,2,0,1,1,0,0,1,4,0,0,4,1,1,5,0.3,10,3
20190410OBLT0,2019-04-10,LT,OB,0,B,37,34,1,1,6,1,0,1,0,0,0,0,2,0,1,12,0,1,9,0.111111111,9,1
20190410NCHT0,2019-04-10,NC,HT,0,T,38,34,1,1,8,2,0,0,0,3,0,0,4,0,0,6,2,1,7,0.0,7,0
20190410OBLT0,2019-04-10,OB,LT,0,T,35,31,1,3,6,1,1,0,1,1,1,0,3,0,0,5,1,1,5,0.14285714300000002,7,1
20190410SKHH0,2019-04-10,SK,HH,0,T,41,36,7,8,11,2,0,1,0,0,0,0,4,0,1,7,1,2,6,0.5555555560000001,9,5
20190410SSLG0,2019-04-10,SS,LG,0,T,37,33,5,6,6,1,1,0,1,0,0,0,3,0,1,12,1,1,4,0.272727273,11,3
20190410KTWO0,2019-04-10,WO,KT,0,B,36,29,4,4,7,1,1,1,2,0,0,0,5,1,2,7,2,0,8,0.14285714300000002,14,2
20190411SKHH0,2019-04-11,HH,SK,0,B,31,31,0,0,5,0,0,0,1,0,0,0,0,0,0,8,1,1,4,0.0,1,0
20190411NCHT0,2019-04-11,HT,NC,0,B,37,34,2,2,9,3,0,0,1,0,0,0,3,0,0,9,2,0,8,0.2,10,2
20190411KTWO0,2019-04-11,KT,WO,0,T,40,38,5,8,13,2,0,2,2,0,0,1,1,0,0,9,1,0,5,0.272727273,11,3
20190411SSLG0,2019-04-11,LG,SS,0,B,36,34,4,5,10,2,1,1,2,0,0,0,2,0,0,6,0,0,7,0.28571428600000004,7,2
20190411OBLT0,2019-04-11,LT,OB,0,B,37,35,1,1,10,2,0,1,0,0,0,0,2,0,0,9,2,0,9,0.14285714300000002,7,1
20190411NCHT0,2019-04-11,NC,HT,0,T,38,36,4,4,12,2,0,0,0,1,1,0,0,0,1,9,1,0,7,0.428571429,7,3
20190411OBLT0,2019-04-11,OB,LT,0,T,40,36,5,5,11,1,0,0,2,0,0,1,3,0,0,6,0,0,8,0.375,8,3
20190411SKHH0,2019-04-11,SK,HH,0,T,35,33,1,1,8,2,0,0,0,1,0,0,2,0,0,9,1,0,7,0.125,8,1
20190411SSLG0,2019-04-11,SS,LG,0,T,32,28,2,2,6,0,0,1,0,0,1,0,2,0,1,6,4,0,3,0.25,4,1
20190411KTWO0,2019-04-11,WO,KT,0,B,34,32,1,1,5,1,0,1,0,0,0,0,2,0,0,7,0,1,6,0.0,3,0
20190412HHWO0,2019-04-12,HH,WO,0,T,33,32,3,3,9,2,0,1,0,0,0,0,1,0,0,7,4,0,3,0.2,5,1
20190412HTSK0,2019-04-12,HT,SK,0,T,50,46,3,4,12,2,0,0,1,0,1,1,2,0,0,10,1,0,10,0.3,10,3
20190412KTSS0,2019-04-12,KT,SS,0,T,30,29,0,0,2,0,0,0,0,0,0,0,0,0,1,13,0,2,3,0.0,1,0
20190412OBLG0,2019-04-12,LG,OB,0,B,33,30,3,3,10,0,0,0,1,1,1,1,1,0,0,5,1,0,6,0.4,5,2
20190412LTNC0,2019-04-12,LT,NC,0,T,34,33,1,1,8,0,0,0,0,0,0,0,1,0,0,6,2,0,6,0.0,6,0
20190412LTNC0,2019-04-12,NC,LT,0,B,31,28,2,2,6,1,0,1,0,2,0,0,3,0,0,10,0,0,5,0.0,1,0
20190412OBLG0,2019-04-12,OB,LG,0,T,34,31,0,0,7,1,0,0,0,0,0,0,3,0,0,9,2,0,7,0.0,3,0
20190412HTSK0,2019-04-12,SK,HT,0,B,61,45,4,4,10,1,1,0,1,0,1,0,11,2,4,11,0,2,21,0.266666667,15,4
20190412KTSS0,2019-04-12,SS,KT,0,B,37,30,4,5,8,1,0,0,1,1,0,0,6,0,1,3,2,0,8,0.625,8,5
20190412HHWO0,2019-04-12,WO,HH,0,B,38,32,5,5,11,3,1,1,1,0,0,0,5,0,1,7,2,0,9,0.214285714,14,3
20190413HHWO0,2019-04-13,HH,WO,0,T,39,36,3,3,12,1,1,0,1,0,1,0,2,0,0,7,2,1,9,0.14285714300000002,14,2
20190413HTSK0,2019-04-13,HT,SK,0,T,36,33,6,6,8,1,0,2,0,0,0,1,1,0,1,5,1,0,3,0.25,4,1
20190413KTSS0,2019-04-13,KT,SS,0,T,38,35,4,5,12,1,0,1,1,2,1,0,2,0,0,4,0,2,6,0.333333333,12,4
20190413OBLG0,2019-04-13,LG,OB,0,B,41,37,5,5,13,2,0,0,1,0,0,0,4,0,0,4,1,1,12,0.25,16,4
20190413LTNC0,2019-04-13,LT,NC,0,T,39,36,5,5,10,0,0,2,0,0,0,0,3,0,0,10,0,1,7,0.14285714300000002,7,1
20190413LTNC0,2019-04-13,NC,LT,0,B,42,35,7,7,12,4,0,1,0,0,0,0,7,0,0,6,1,0,11,0.461538462,13,6
20190413OBLG0,2019-04-13,OB,LG,0,T,41,34,2,2,6,0,0,1,1,0,0,0,6,0,1,8,0,1,12,0.125,8,1
20190413HTSK0,2019-04-13,SK,HT,0,B,44,35,4,4,8,2,0,2,2,0,0,0,8,0,1,8,0,0,13,0.0,12,0
20190413KTSS0,2019-04-13,SS,KT,0,B,40,33,3,3,6,3,0,1,0,0,0,0,6,0,1,7,1,0,10,0.076923077,13,1
20190413HHWO0,2019-04-13,WO,HH,0,B,40,35,5,5,12,3,0,0,2,0,0,0,5,0,0,5,1,0,11,0.294117647,17,5
20190414HHWO0,2019-04-14,HH,WO,0,T,45,40,3,3,11,2,0,1,0,0,0,0,4,0,1,13,1,0,12,0.25,8,2
20190414HTSK0,2019-04-14,HT,SK,0,T,37,35,4,4,9,1,0,2,0,0,0,0,2,0,0,6,0,0,6,0.333333333,3,1
20190414KTSS0,2019-04-14,KT,SS,0,T,47,42,12,12,15,3,0,1,0,0,0,0,5,0,0,10,1,1,8,0.538461538,13,7
20190414OBLG0,2019-04-14,LG,OB,0,B,30,29,0,0,5,1,0,0,0,0,0,0,1,0,0,5,2,2,3,0.0,1,0
20190414LTNC0,2019-04-14,LT,NC,0,T,37,36,1,1,9,1,0,0,0,0,0,0,0,0,1,6,1,1,9,0.083333333,12,1
20190414LTNC0,2019-04-14,NC,LT,0,B,40,32,7,8,10,2,0,2,0,0,0,1,6,0,1,5,2,1,8,0.3,10,3
20190414OBLG0,2019-04-14,OB,LG,0,T,45,37,6,8,13,2,0,0,3,0,0,2,4,0,2,3,1,0,10,0.35714285700000004,14,5
