게임키,일자,원정팀코드,홈팀코드,더블헤더코드,요일,구장
20180404LGOB0,2018-04-04,LG,OB,0,수,잠실
20180404LTHH0,2018-04-04,LT,HH,0,수,대전
20180404SSNC0,2018-04-04,SS,NC,0,수,마산
20180405KTWO0,2018-04-05,KT,WO,0,목,고척
20180405SSNC0,2018-04-05,SS,NC,0,목,마산
20180406LGLT0,2018-04-06,LG,LT,0,금,사직
20180406WOHT0,2018-04-06,WO,HT,0,금,광주
20180407HHKT0,2018-04-07,HH,KT,0,토,수원
20180407LGLT0,2018-04-07,LG,LT,0,토,사직
20180407NCOB0,2018-04-07,NC,OB,0,토,잠실
20180407SSSK0,2018-04-07,SS,SK,0,토,문학
20180407WOHT0,2018-04-07,WO,HT,0,토,광주
20180408HHKT0,2018-04-08,HH,KT,0,일,수원
20180408LGLT0,2018-04-08,LG,LT,0,일,사직
20180408NCOB0,2018-04-08,NC,OB,0,일,잠실
20180408SSSK0,2018-04-08,SS,SK,0,일,문학
20180408WOHT0,2018-04-08,WO,HT,0,일,광주
20180410HTHH0,2018-04-10,HT,HH,0,화,대전
20180410KTNC0,2018-04-10,KT,NC,0,화,마산
20180410OBSS0,2018-04-10,OB,SS,0,화,대구
20180410SKLG0,2018-04-10,SK,LG,0,화,잠실
20180410WOLT0,2018-04-10,WO,LT,0,화,울산
20180411HTHH0,2018-04-11,HT,HH,0,수,대전
20180411KTNC0,2018-04-11,KT,NC,0,수,마산
20180411OBSS0,2018-04-11,OB,SS,0,수,대구
20180411SKLG0,2018-04-11,SK,LG,0,수,잠실
20180411WOLT0,2018-04-11,WO,LT,0,수,울산
20180412HTHH0,2018-04-12,HT,HH,0,목,대전
20180412KTNC0,2018-04-12,KT,NC,0,목,마산
20180412OBSS0,2018-04-12,OB,SS,0,목,대구
20180412SKLG0,2018-04-12,SK,LG,0,목,잠실
20180412WOLT0,2018-04-12,WO,LT,0,목,울산
20180413KTLG0,2018-04-13,KT,LG,0,금,잠실
20180413LTHT0,2018-04-13,LT,HT,0,금,광주
20180413NCSK0,2018-04-13,NC,SK,0,금,문학
20180413OBWO0,2018-04-13,OB,WO,0,금,고척
20180413SSHH0,2018-04-13,SS,HH,0,금,대전
20180414KTLG0,2018-04-14,KT,LG,0,토,잠실
20180414NCSK0,2018-04-14,NC,SK,0,토,문학
20180414OBWO0,2018-04-14,OB,WO,0,토,고척
20180414SSHH0,2018-04-14,SS,HH,0,토,대전
20180415KTLG0,2018-04-15,KT,LG,0,일,잠실
20180415NCSK0,2018-04-15,NC,SK,0,일,문학
20180415OBWO0,2018-04-15,OB,WO,0,일,고척
20180415SSHH0,2018-04-15,SS,HH,0,일,대전
20180417HHOB0,2018-04-17,HH,OB,0,화,잠실
20180417LGHT0,2018-04-17,LG,HT,0,화,광주
20180417NCWO0,2018-04-17,NC,WO,0,화,고척
20180417SKKT0,2018-04-17,SK,KT,0,화,수원
20180417SSLT0,2018-04-17,SS,LT,0,화,사직
20180418HHOB0,2018-04-18,HH,OB,0,수,잠실
20180418LGHT0,2018-04-18,LG,HT,0,수,광주
20180418NCWO0,2018-04-18,NC,WO,0,수,고척
20180418SKKT0,2018-04-18,SK,KT,0,수,수원
20180418SSLT0,2018-04-18,SS,LT,0,수,사직
20180419HHOB0,2018-04-19,HH,OB,0,목,잠실
20180419LGHT0,2018-04-19,LG,HT,0,목,광주
20180419NCWO0,2018-04-19,NC,WO,0,목,고척
20180419SKKT0,2018-04-19,SK,KT,0,목,수원
20180419SSLT0,2018-04-19,SS,LT,0,목,사직
20180420HTOB0,2018-04-20,HT,OB,0,금,잠실
20180420KTSS0,2018-04-20,KT,SS,0,금,대구
20180420LGNC0,2018-04-20,LG,NC,0,금,마산
20180420SKLT0,2018-04-20,SK,LT,0,금,사직
20180420WOHH0,2018-04-20,WO,HH,0,금,대전
20180421HTOB0,2018-04-21,HT,OB,0,토,잠실
20180421KTSS0,2018-04-21,KT,SS,0,토,대구
20180421LGNC0,2018-04-21,LG,NC,0,토,마산
20180421SKLT0,2018-04-21,SK,LT,0,토,사직
20180421WOHH0,2018-04-21,WO,HH,0,토,대전
20180422HTOB0,2018-04-22,HT,OB,0,일,잠실
20180422KTSS0,2018-04-22,KT,SS,0,일,대구
20180422LGNC0,2018-04-22,LG,NC,0,일,마산
20180422SKLT0,2018-04-22,SK,LT,0,일,사직
20180422WOHH0,2018-04-22,WO,HH,0,일,대전
20180424LTKT0,2018-04-24,LT,KT,0,화,수원
20180424NCSS0,2018-04-24,NC,SS,0,화,대구
20180424OBSK0,2018-04-24,OB,SK,0,화,문학
20180424WOLG0,2018-04-24,WO,LG,0,화,잠실
20180425HHHT0,2018-04-25,HH,HT,0,수,광주
20180425LTKT0,2018-04-25,LT,KT,0,수,수원
20180425NCSS0,2018-04-25,NC,SS,0,수,대구
20180425OBSK0,2018-04-25,OB,SK,0,수,문학
20180425WOLG0,2018-04-25,WO,LG,0,수,잠실
20180426HHHT0,2018-04-26,HH,HT,0,목,광주
20180426LTKT0,2018-04-26,LT,KT,0,목,수원
20180426NCSS0,2018-04-26,NC,SS,0,목,대구
20180426OBSK0,2018-04-26,OB,SK,0,목,문학
20180426WOLG0,2018-04-26,WO,LG,0,목,잠실
20180427HHLT0,2018-04-27,HH,LT,0,금,사직
20180427HTKT0,2018-04-27,HT,KT,0,금,수원
20180427OBNC0,2018-04-27,OB,NC,0,금,마산
20180427SKWO0,2018-04-27,SK,WO,0,금,고척
20180427SSLG0,2018-04-27,SS,LG,0,금,잠실
20180428HHLT0,2018-04-28,HH,LT,0,토,사직
20180428HTKT0,2018-04-28,HT,KT,0,토,수원
20180428OBNC0,2018-04-28,OB,NC,0,토,마산
20180428SKWO0,2018-04-28,SK,WO,0,토,고척
20180428SSLG0,2018-04-28,SS,LG,0,토,잠실
20180429HHLT0,2018-04-29,HH,LT,0,일,사직
20180429HTKT0,2018-04-29,HT,KT,0,일,수원
20180429OBNC0,2018-04-29,OB,NC,0,일,마산
20180429SKWO0,2018-04-29,SK,WO,0,일,고척
20180429SSLG0,2018-04-29,SS,LG,0,일,잠실
20180501HTLT0,2018-05-01,HT,LT,0,화,사직
20180501KTOB0,2018-05-01,KT,OB,0,화,잠실
20180501LGHH0,2018-05-01,LG,HH,0,화,대전
20180501SKSS0,2018-05-01,SK,SS,0,화,대구
20180501WONC0,2018-05-01,WO,NC,0,화,마산
20180502HTLT0,2018-05-02,HT,LT,0,수,사직
20180502LGHH0,2018-05-02,LG,HH,0,수,대전
20180502SKSS0,2018-05-02,SK,SS,0,수,대구
20180502WONC0,2018-05-02,WO,NC,0,수,마산
20180503HTLT0,2018-05-03,HT,LT,0,목,사직
20180503KTOB0,2018-05-03,KT,OB,0,목,잠실
20180503LGHH0,2018-05-03,LG,HH,0,목,대전
20180503SKSS0,2018-05-03,SK,SS,0,목,대구
20180503WONC0,2018-05-03,WO,NC,0,목,마산
20180504HHSS0,2018-05-04,HH,SS,0,금,대구
20180504LTSK0,2018-05-04,LT,SK,0,금,문학
20180504NCHT0,2018-05-04,NC,HT,0,금,광주
20180504OBLG0,2018-05-04,OB,LG,0,금,잠실
20180504WOKT0,2018-05-04,WO,KT,0,금,수원
20180505HHSS0,2018-05-05,HH,SS,0,토,대구
20180505LTSK0,2018-05-05,LT,SK,0,토,문학
20180505NCHT0,2018-05-05,NC,HT,0,토,광주
20180505OBLG0,2018-05-05,OB,LG,0,토,잠실
20180505WOKT0,2018-05-05,WO,KT,0,토,수원
20180506NCHT0,2018-05-06,NC,HT,0,일,광주
20180506OBLG0,2018-05-06,OB,LG,0,일,잠실
20180508HHWO0,2018-05-08,HH,WO,0,화,고척
20180508LTLG0,2018-05-08,LT,LG,0,화,잠실
20180508OBHT0,2018-05-08,OB,HT,0,화,광주
20180508SKNC0,2018-05-08,SK,NC,0,화,마산
20180508SSKT0,2018-05-08,SS,KT,0,화,수원
20180509HHWO0,2018-05-09,HH,WO,0,수,고척
20180509LTLG0,2018-05-09,LT,LG,0,수,잠실
20180509OBHT0,2018-05-09,OB,HT,0,수,광주
20180509SKNC0,2018-05-09,SK,NC,0,수,마산
20180509SSKT0,2018-05-09,SS,KT,0,수,수원
20180510HHWO0,2018-05-10,HH,WO,0,목,고척
20180510LTLG0,2018-05-10,LT,LG,0,목,잠실
20180510OBHT0,2018-05-10,OB,HT,0,목,광주
20180510SKNC0,2018-05-10,SK,NC,0,목,마산
20180510SSKT0,2018-05-10,SS,KT,0,목,수원
20180511HTSS0,2018-05-11,HT,SS,0,금,대구
20180511KTLT0,2018-05-11,KT,LT,0,금,사직
20180511LGSK0,2018-05-11,LG,SK,0,금,문학
20180511NCHH0,2018-05-11,NC,HH,0,금,대전
20180511WOOB0,2018-05-11,WO,OB,0,금,잠실
20180513HTSS0,2018-05-13,HT,SS,0,일,대구
20180513KTLT0,2018-05-13,KT,LT,0,일,사직
20180513LGSK0,2018-05-13,LG,SK,0,일,문학
20180513NCHH0,2018-05-13,NC,HH,0,일,대전
20180513WOOB0,2018-05-13,WO,OB,0,일,잠실
20180515HTWO0,2018-05-15,HT,WO,0,화,고척
20180515KTHH0,2018-05-15,KT,HH,0,화,대전
20180515LGSS0,2018-05-15,LG,SS,0,화,포항
20180515LTNC0,2018-05-15,LT,NC,0,화,마산
20180515SKOB0,2018-05-15,SK,OB,0,화,잠실
20180516HTWO0,2018-05-16,HT,WO,0,수,고척
20180516KTHH0,2018-05-16,KT,HH,0,수,대전
20180516LGSS0,2018-05-16,LG,SS,0,수,포항
20180516SKOB0,2018-05-16,SK,OB,0,수,잠실
20180517HTWO0,2018-05-17,HT,WO,0,목,고척
20180517KTHH0,2018-05-17,KT,HH,0,목,대전
20180517LGSS0,2018-05-17,LG,SS,0,목,포항
20180517LTNC0,2018-05-17,LT,NC,0,목,마산
20180518HHLG0,2018-05-18,HH,LG,0,금,잠실
20180518NCKT0,2018-05-18,NC,KT,0,금,수원
20180518OBLT0,2018-05-18,OB,LT,0,금,사직
20180518SKHT0,2018-05-18,SK,HT,0,금,광주
20180518SSWO0,2018-05-18,SS,WO,0,금,고척
20180519HHLG0,2018-05-19,HH,LG,0,토,잠실
20180519NCKT0,2018-05-19,NC,KT,0,토,수원
20180519OBLT0,2018-05-19,OB,LT,0,토,사직
20180519SKHT0,2018-05-19,SK,HT,0,토,광주
20180519SSWO0,2018-05-19,SS,WO,0,토,고척
20180520HHLG0,2018-05-20,HH,LG,0,일,잠실
20180520NCKT0,2018-05-20,NC,KT,0,일,수원
20180520OBLT0,2018-05-20,OB,LT,0,일,사직
20180520SKHT0,2018-05-20,SK,HT,0,일,광주
20180520SSWO0,2018-05-20,SS,WO,0,일,고척
20180522KTHT0,2018-05-22,KT,HT,0,화,광주
20180522LTSS0,2018-05-22,LT,SS,0,화,대구
20180522NCLG0,2018-05-22,NC,LG,0,화,잠실
20180522OBHH0,2018-05-22,OB,HH,0,화,대전
20180522WOSK0,2018-05-22,WO,SK,0,화,문학
20180523KTHT0,2018-05-23,KT,HT,0,수,광주
20180523LTSS0,2018-05-23,LT,SS,0,수,대구
20180523NCLG0,2018-05-23,NC,LG,0,수,잠실
20180523OBHH0,2018-05-23,OB,HH,0,수,대전
20180523WOSK0,2018-05-23,WO,SK,0,수,문학
20180524KTHT0,2018-05-24,KT,HT,0,목,광주
20180524LTSS0,2018-05-24,LT,SS,0,목,대구
20180524NCLG0,2018-05-24,NC,LG,0,목,잠실
20180524OBHH0,2018-05-24,OB,HH,0,목,대전
20180524WOSK0,2018-05-24,WO,SK,0,목,문학
20180525HHSK0,2018-05-25,HH,SK,0,금,문학
20180525HTNC0,2018-05-25,HT,NC,0,금,마산
20180525LGKT0,2018-05-25,LG,KT,0,금,수원
20180525LTWO0,2018-05-25,LT,WO,0,금,고척
20180525SSOB0,2018-05-25,SS,OB,0,금,잠실
20180526HHSK0,2018-05-26,HH,SK,0,토,문학
20180526HTNC0,2018-05-26,HT,NC,0,토,마산
20180526LGKT0,2018-05-26,LG,KT,0,토,수원
20180526LTWO0,2018-05-26,LT,WO,0,토,고척
20180526SSOB0,2018-05-26,SS,OB,0,토,잠실
20180527HHSK0,2018-05-27,HH,SK,0,일,문학
20180527HTNC0,2018-05-27,HT,NC,0,일,마산
20180527LGKT0,2018-05-27,LG,KT,0,일,수원
20180527LTWO0,2018-05-27,LT,WO,0,일,고척
20180527SSOB0,2018-05-27,SS,OB,0,일,잠실
20180529KTSS0,2018-05-29,KT,SS,0,화,대구
20180529LGLT0,2018-05-29,LG,LT,0,화,사직
20180529NCHH0,2018-05-29,NC,HH,0,화,대전
20180529WOHT0,2018-05-29,WO,HT,0,화,광주
20180530KTSS0,2018-05-30,KT,SS,0,수,대구
20180530LGLT0,2018-05-30,LG,LT,0,수,사직
20180530NCHH0,2018-05-30,NC,HH,0,수,대전
20180530SKOB0,2018-05-30,SK,OB,0,수,잠실
20180530WOHT0,2018-05-30,WO,HT,0,수,광주
20180531KTSS0,2018-05-31,KT,SS,0,목,대구
20180531LGLT0,2018-05-31,LG,LT,0,목,사직
20180531NCHH0,2018-05-31,NC,HH,0,목,대전
20180531SKOB0,2018-05-31,SK,OB,0,목,잠실
20180531WOHT0,2018-05-31,WO,HT,0,목,광주
20180601HHLT0,2018-06-01,HH,LT,0,금,사직
20180601KTSK0,2018-06-01,KT,SK,0,금,문학
20180601OBHT0,2018-06-01,OB,HT,0,금,광주
20180601SSNC0,2018-06-01,SS,NC,0,금,마산
20180601WOLG0,2018-06-01,WO,LG,0,금,잠실
20180602HHLT0,2018-06-02,HH,LT,0,토,사직
20180602KTSK0,2018-06-02,KT,SK,0,토,문학
20180602OBHT0,2018-06-02,OB,HT,0,토,광주
20180602SSNC0,2018-06-02,SS,NC,0,토,마산
20180602WOLG0,2018-06-02,WO,LG,0,토,잠실
20180603HHLT0,2018-06-03,HH,LT,0,일,사직
20180603KTSK0,2018-06-03,KT,SK,0,일,문학
20180603OBHT0,2018-06-03,OB,HT,0,일,광주
20180603SSNC0,2018-06-03,SS,NC,0,일,마산
20180603WOLG0,2018-06-03,WO,LG,0,일,잠실
20180605HHLG0,2018-06-05,HH,LG,0,화,잠실
20180605HTKT0,2018-06-05,HT,KT,0,화,수원
20180605LTNC0,2018-06-05,LT,NC,0,화,마산
20180605OBWO0,2018-06-05,OB,WO,0,화,고척
20180605SSSK0,2018-06-05,SS,SK,0,화,문학
20180606HHLG0,2018-06-06,HH,LG,0,수,잠실
20180606HTKT0,2018-06-06,HT,KT,0,수,수원
20180606LTNC0,2018-06-06,LT,NC,0,수,마산
20180606OBWO0,2018-06-06,OB,WO,0,수,고척
20180606SSSK0,2018-06-06,SS,SK,0,수,문학
20180607HHLG0,2018-06-07,HH,LG,0,목,잠실
20180607HTKT0,2018-06-07,HT,KT,0,목,수원
20180607LTNC0,2018-06-07,LT,NC,0,목,마산
20180607OBWO0,2018-06-07,OB,WO,0,목,고척
20180607SSSK0,2018-06-07,SS,SK,0,목,문학
20180608HTLT0,2018-06-08,HT,LT,0,금,사직
20180608LGSS0,2018-06-08,LG,SS,0,금,대구
20180608NCOB0,2018-06-08,NC,OB,0,금,잠실
20180608SKHH0,2018-06-08,SK,HH,0,금,대전
20180608WOKT0,2018-06-08,WO,KT,0,금,수원
20180609HTLT0,2018-06-09,HT,LT,0,토,사직
20180609LGSS0,2018-06-09,LG,SS,0,토,대구
20180609NCOB0,2018-06-09,NC,OB,0,토,잠실
20180609SKHH0,2018-06-09,SK,HH,0,토,대전
20180609WOKT0,2018-06-09,WO,KT,0,토,수원
20180610LGSS0,2018-06-10,LG,SS,0,일,대구
20180610NCOB0,2018-06-10,NC,OB,0,일,잠실
20180610SKHH0,2018-06-10,SK,HH,0,일,대전
20180610WOKT0,2018-06-10,WO,KT,0,일,수원
20180612HHWO0,2018-06-12,HH,WO,0,화,고척
20180612KTOB0,2018-06-12,KT,OB,0,화,잠실
20180612LGNC0,2018-06-12,LG,NC,0,화,마산
20180612SKHT0,2018-06-12,SK,HT,0,화,광주
20180612SSLT0,2018-06-12,SS,LT,0,화,사직
20180613HHWO0,2018-06-13,HH,WO,0,수,고척
20180613KTOB0,2018-06-13,KT,OB,0,수,잠실
20180613LGNC0,2018-06-13,LG,NC,0,수,마산
20180613SKHT0,2018-06-13,SK,HT,0,수,광주
20180613SSLT0,2018-06-13,SS,LT,0,수,사직
20180614HHWO0,2018-06-14,HH,WO,0,목,고척
20180614KTOB0,2018-06-14,KT,OB,0,목,잠실
20180614LGNC0,2018-06-14,LG,NC,0,목,마산
20180614SKHT0,2018-06-14,SK,HT,0,목,광주
20180614SSLT0,2018-06-14,SS,LT,0,목,사직
20180615HTLG0,2018-06-15,HT,LG,0,금,잠실
20180615KTNC0,2018-06-15,KT,NC,0,금,마산
20180615LTSK0,2018-06-15,LT,SK,0,금,문학
20180615OBHH0,2018-06-15,OB,HH,0,금,대전
20180615SSWO0,2018-06-15,SS,WO,0,금,고척
20180616HTLG0,2018-06-16,HT,LG,0,토,잠실
20180616KTNC0,2018-06-16,KT,NC,0,토,마산
20180616LTSK0,2018-06-16,LT,SK,0,토,문학
20180616OBHH0,2018-06-16,OB,HH,0,토,대전
20180616SSWO0,2018-06-16,SS,WO,0,토,고척
20180617HTLG0,2018-06-17,HT,LG,0,일,잠실
20180617KTNC0,2018-06-17,KT,NC,0,일,마산
20180617LTSK0,2018-06-17,LT,SK,0,일,문학
20180617OBHH0,2018-06-17,OB,HH,0,일,대전
20180617SSWO0,2018-06-17,SS,WO,0,일,고척
20180619LGHH0,2018-06-19,LG,HH,0,화,청주
20180619LTKT0,2018-06-19,LT,KT,0,화,수원
20180619SKSS0,2018-06-19,SK,SS,0,화,대구
20180619WOOB0,2018-06-19,WO,OB,0,화,잠실
20180620LGHH0,2018-06-20,LG,HH,0,수,청주
20180620LTKT0,2018-06-20,LT,KT,0,수,수원
20180620NCHT0,2018-06-20,NC,HT,0,수,광주
20180620SKSS0,2018-06-20,SK,SS,0,수,대구
20180620WOOB0,2018-06-20,WO,OB,0,수,잠실
20180621LGHH0,2018-06-21,LG,HH,0,목,청주
20180621LTKT0,2018-06-21,LT,KT,0,목,수원
20180621NCHT0,2018-06-21,NC,HT,0,목,광주
20180621SKSS0,2018-06-21,SK,SS,0,목,대구
20180621WOOB0,2018-06-21,WO,OB,0,목,잠실
20180622HHNC0,2018-06-22,HH,NC,0,금,마산
20180622HTWO0,2018-06-22,HT,WO,0,금,고척
20180622LTLG0,2018-06-22,LT,LG,0,금,잠실
20180622OBSS0,2018-06-22,OB,SS,0,금,대구
20180622SKKT0,2018-06-22,SK,KT,0,금,수원
20180623HHNC0,2018-06-23,HH,NC,0,토,마산
20180623HTWO0,2018-06-23,HT,WO,0,토,고척
20180623LTLG0,2018-06-23,LT,LG,0,토,잠실
20180623OBSS0,2018-06-23,OB,SS,0,토,대구
20180623SKKT0,2018-06-23,SK,KT,0,토,수원
20180624HHNC0,2018-06-24,HH,NC,0,일,마산
20180624HTWO0,2018-06-24,HT,WO,0,일,고척
20180624LTLG0,2018-06-24,LT,LG,0,일,잠실
20180624OBSS0,2018-06-24,OB,SS,0,일,대구
20180624SKKT0,2018-06-24,SK,KT,0,일,수원
20180626OBNC0,2018-06-26,OB,NC,0,화,마산
20180626SSHH0,2018-06-26,SS,HH,0,화,대전
20180626WOLT0,2018-06-26,WO,LT,0,화,사직
20180627HTSK0,2018-06-27,HT,SK,0,수,문학
20180627KTLG0,2018-06-27,KT,LG,0,수,잠실
20180627OBNC0,2018-06-27,OB,NC,0,수,마산
20180627SSHH0,2018-06-27,SS,HH,0,수,대전
20180627WOLT0,2018-06-27,WO,LT,0,수,사직
20180628OBNC0,2018-06-28,OB,NC,0,목,마산
20180628SSHH0,2018-06-28,SS,HH,0,목,대전
20180628WOLT0,2018-06-28,WO,LT,0,목,사직
20180629HTOB0,2018-06-29,HT,OB,0,금,잠실
20180629LGSK0,2018-06-29,LG,SK,0,금,문학
20180629LTHH0,2018-06-29,LT,HH,0,금,대전
20180629NCKT0,2018-06-29,NC,KT,0,금,수원
20180629WOSS0,2018-06-29,WO,SS,0,금,대구
20180630HTOB0,2018-06-30,HT,OB,0,토,잠실
20180630LGSK0,2018-06-30,LG,SK,0,토,문학
20180630LTHH0,2018-06-30,LT,HH,0,토,대전
20180630NCKT0,2018-06-30,NC,KT,0,토,수원
20180701WOSS0,2018-07-01,WO,SS,0,일,대구
20180703HHHT0,2018-07-03,HH,HT,0,화,광주
20180703NCLG0,2018-07-03,NC,LG,0,화,잠실
20180703SKWO0,2018-07-03,SK,WO,0,화,고척
20180704HHHT0,2018-07-04,HH,HT,0,수,광주
20180704NCLG0,2018-07-04,NC,LG,0,수,잠실
20180704OBLT0,2018-07-04,OB,LT,0,수,사직
20180704SKWO0,2018-07-04,SK,WO,0,수,고척
20180704SSKT0,2018-07-04,SS,KT,0,수,수원
20180705HHHT0,2018-07-05,HH,HT,0,목,광주
20180705NCLG0,2018-07-05,NC,LG,0,목,잠실
20180705OBLT0,2018-07-05,OB,LT,0,목,사직
20180705SKWO0,2018-07-05,SK,WO,0,목,고척
20180705SSKT0,2018-07-05,SS,KT,0,목,수원
20180706HHSK0,2018-07-06,HH,SK,0,금,문학
20180706KTLT0,2018-07-06,KT,LT,0,금,사직
20180706LGHT0,2018-07-06,LG,HT,0,금,광주
20180706NCWO0,2018-07-06,NC,WO,0,금,고척
20180706SSOB0,2018-07-06,SS,OB,0,금,잠실
20180707HHSK0,2018-07-07,HH,SK,0,토,문학
20180707KTLT0,2018-07-07,KT,LT,0,토,사직
20180707LGHT0,2018-07-07,LG,HT,0,토,광주
20180707NCWO0,2018-07-07,NC,WO,0,토,고척
20180707SSOB0,2018-07-07,SS,OB,0,토,잠실
20180708HHSK0,2018-07-08,HH,SK,0,일,문학
20180708KTLT0,2018-07-08,KT,LT,0,일,사직
20180708LGHT0,2018-07-08,LG,HT,0,일,광주
20180708NCWO0,2018-07-08,NC,WO,0,일,고척
20180708SSOB0,2018-07-08,SS,OB,0,일,잠실
20180710HTNC0,2018-07-10,HT,NC,0,화,마산
20180710LTSS0,2018-07-10,LT,SS,0,화,포항
20180710OBKT0,2018-07-10,OB,KT,0,화,수원
20180710SKLG0,2018-07-10,SK,LG,0,화,잠실
20180710WOHH0,2018-07-10,WO,HH,0,화,대전
20180711HTNC0,2018-07-11,HT,NC,0,수,마산
20180711LTSS0,2018-07-11,LT,SS,0,수,포항
20180711OBKT0,2018-07-11,OB,KT,0,수,수원
20180711SKLG0,2018-07-11,SK,LG,0,수,잠실
20180711WOHH0,2018-07-11,WO,HH,0,수,대전
20180712HTNC0,2018-07-12,HT,NC,0,목,마산
20180712LTSS0,2018-07-12,LT,SS,0,목,포항
20180712OBKT0,2018-07-12,OB,KT,0,목,수원
20180712SKLG0,2018-07-12,SK,LG,0,목,잠실
20180712WOHH0,2018-07-12,WO,HH,0,목,대전
20180717HHKT0,2018-07-17,HH,KT,0,화,수원
20180717LGWO0,2018-07-17,LG,WO,0,화,고척
20180717LTOB0,2018-07-17,LT,OB,0,화,잠실
20180717NCSK0,2018-07-17,NC,SK,0,화,문학
20180717SSHT0,2018-07-17,SS,HT,0,화,광주
20180718HHKT0,2018-07-18,HH,KT,0,수,수원
20180718LGWO0,2018-07-18,LG,WO,0,수,고척
20180718LTOB0,2018-07-18,LT,OB,0,수,잠실
20180718NCSK0,2018-07-18,NC,SK,0,수,문학
20180718SSHT0,2018-07-18,SS,HT,0,수,광주
20180719HHKT0,2018-07-19,HH,KT,0,목,수원
20180719LGWO0,2018-07-19,LG,WO,0,목,고척
20180719LTOB0,2018-07-19,LT,OB,0,목,잠실
20180719NCSK0,2018-07-19,NC,SK,0,목,문학
20180719SSHT0,2018-07-19,SS,HT,0,목,광주
20180720HHSS0,2018-07-20,HH,SS,0,금,대구
20180720KTHT0,2018-07-20,KT,HT,0,금,광주
20180720OBLG0,2018-07-20,OB,LG,0,금,잠실
20180720SKLT0,2018-07-20,SK,LT,0,금,사직
20180720WONC0,2018-07-20,WO,NC,0,금,마산
20180721HHSS0,2018-07-21,HH,SS,0,토,대구
20180721KTHT0,2018-07-21,KT,HT,0,토,광주
20180721OBLG0,2018-07-21,OB,LG,0,토,잠실
20180721SKLT0,2018-07-21,SK,LT,0,토,사직
20180721WONC0,2018-07-21,WO,NC,0,토,마산
20180722HHSS0,2018-07-22,HH,SS,0,일,대구
20180722KTHT0,2018-07-22,KT,HT,0,일,광주
20180722OBLG0,2018-07-22,OB,LG,0,일,잠실
20180722SKLT0,2018-07-22,SK,LT,0,일,사직
20180722WONC0,2018-07-22,WO,NC,0,일,마산
20180724HTHH0,2018-07-24,HT,HH,0,화,대전
20180724KTWO0,2018-07-24,KT,WO,0,화,고척
20180724NCLT0,2018-07-24,NC,LT,0,화,사직
20180724OBSK0,2018-07-24,OB,SK,0,화,문학
20180724SSLG0,2018-07-24,SS,LG,0,화,잠실
20180725HTHH0,2018-07-25,HT,HH,0,수,대전
