,date,game_key,천성호,강현우,윤준혁,한지용,오태곤,박승욱,김영환,김민혁,심우준,문상철,안승한,송민섭,김병희,배정대,조용호,강민국,김태훈,임지한,김성훈,로하스,이재근,강백호,고성민,박민석,박경수,유한준,황재균,허도환,이준수,장성우
20,2020-05-29,20200529KTWO0,"[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.2727272727272727, 0.3333333333333333, 0.45454545454545453, 0.5, 0.09090909090909091, 0.18181818181818182]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.13636363636363635, 0.24, 0.22727272727272727, 0.2, 0.18181818181818182, 0.045454545454545456]","[0, 5, 0.14285714285714285, 0.18181818181818182, 0.23809523809523808, 0.0, 0.14285714285714285, 0.047619047619047616]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.1864406779661017, 0.24615384615384617, 0.3728813559322034, 0.17647058823529413, 0.1694915254237288, 0.11864406779661017]","[0, 8, 0.3, 0.3402061855670103, 0.3333333333333333, 0.30434782608695654, 0.12222222222222222, 0.1]","[1, 6, 0.375, 0.375, 0.375, 0.5, 0.125, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.0]","[1, 8, 0.18181818181818182, 0.18181818181818182, 0.45454545454545453, 0.0, 0.09090909090909091, 0.09090909090909091]","[1, 1, 0.37681159420289856, 0.42105263157894735, 0.5507246376811594, 0.5625, 0.17391304347826086, 0.2028985507246377]","[1, 3, 0.48936170212765956, 0.5614035087719298, 0.574468085106383, 0.5625, 0.2765957446808511, 0.19148936170212766]","[1, 9, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333, 0.2222222222222222, 0.1111111111111111]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.4146341463414634, 0.46153846153846156, 0.6585365853658537, 0.4444444444444444, 0.2073170731707317, 0.18292682926829268]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3584905660377358, 0.4262295081967213, 0.7924528301886793, 0.08333333333333333, 0.24528301886792453, 0.2641509433962264]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.3125, 0.38961038961038963, 0.453125, 0.25, 0.171875, 0.234375]","[0, -1, 0.28205128205128205, 0.3170731707317073, 0.46153846153846156, 0.125, 0.2564102564102564, 0.10256410256410256]","[1, 5, 0.3235294117647059, 0.36486486486486486, 0.47058823529411764, 0.21739130434782608, 0.19117647058823528, 0.16176470588235295]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.26229508196721313, 0.29850746268656714, 0.4098360655737705, 0.28, 0.09836065573770492, 0.26229508196721313]"
21,2020-05-30,20200530KTWO0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.26666666666666666, 0.3125, 0.4, 0.5, 0.06666666666666667, 0.13333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.12, 0.21428571428571427, 0.2, 0.14285714285714285, 0.16, 0.04]","[0, 1, 0.14285714285714285, 0.18181818181818182, 0.23809523809523808, 0.0, 0.14285714285714285, 0.047619047619047616]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.1864406779661017, 0.24615384615384617, 0.3728813559322034, 0.17647058823529413, 0.1694915254237288, 0.11864406779661017]","[1, 1, 0.29347826086956524, 0.3333333333333333, 0.32608695652173914, 0.30434782608695654, 0.11956521739130435, 0.09782608695652174]","[1, 7, 0.25, 0.25, 0.25, 0.2, 0.08333333333333333, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.0]","[0, 6, 0.15384615384615385, 0.15384615384615385, 0.38461538461538464, 0.0, 0.07692307692307693, 0.07692307692307693]","[1, 2, 0.410958904109589, 0.45, 0.589041095890411, 0.5625, 0.1643835616438356, 0.1917808219178082]","[1, 3, 0.47058823529411764, 0.5409836065573771, 0.5490196078431373, 0.5555555555555556, 0.2549019607843137, 0.17647058823529413]","[0, 5, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.3333333333333333, 0.18181818181818182, 0.09090909090909091]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.4117647058823529, 0.4631578947368421, 0.6470588235294118, 0.42105263157894735, 0.21176470588235294, 0.17647058823529413]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3584905660377358, 0.4262295081967213, 0.7924528301886793, 0.08333333333333333, 0.24528301886792453, 0.2641509433962264]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.30303030303030304, 0.379746835443038, 0.4393939393939394, 0.25, 0.16666666666666666, 0.22727272727272727]","[0, -1, 0.28205128205128205, 0.3170731707317073, 0.46153846153846156, 0.125, 0.2564102564102564, 0.10256410256410256]","[1, 5, 0.3055555555555556, 0.34615384615384615, 0.4444444444444444, 0.20833333333333334, 0.18055555555555555, 0.1527777777777778]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.27419354838709675, 0.3088235294117647, 0.41935483870967744, 0.28, 0.0967741935483871, 0.25806451612903225]"
22,2020-05-31,20200531KTWO0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.26666666666666666, 0.3125, 0.4, 0.5, 0.06666666666666667, 0.13333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.12, 0.21428571428571427, 0.2, 0.14285714285714285, 0.16, 0.04]","[1, 9, 0.14285714285714285, 0.21739130434782608, 0.23809523809523808, 0.0, 0.14285714285714285, 0.047619047619047616]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1864406779661017, 0.24615384615384617, 0.3728813559322034, 0.17647058823529413, 0.1694915254237288, 0.11864406779661017]","[1, 1, 0.2872340425531915, 0.32673267326732675, 0.3191489361702128, 0.2916666666666667, 0.11702127659574468, 0.09574468085106383]","[1, 8, 0.3333333333333333, 0.3333333333333333, 0.5333333333333333, 0.2, 0.2, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0]","[0, -1, 0.15384615384615385, 0.15384615384615385, 0.38461538461538464, 0.0, 0.07692307692307693, 0.07692307692307693]","[1, 2, 0.38961038961038963, 0.42857142857142855, 0.5584415584415584, 0.5294117647058824, 0.15584415584415584, 0.18181818181818182]","[1, 3, 0.43636363636363634, 0.5076923076923077, 0.509090909090909, 0.5263157894736842, 0.23636363636363636, 0.16363636363636364]","[0, -1, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.3333333333333333, 0.18181818181818182, 0.09090909090909091]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.4090909090909091, 0.45918367346938777, 0.6363636363636364, 0.42105263157894735, 0.20454545454545456, 0.17045454545454544]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3584905660377358, 0.4262295081967213, 0.7924528301886793, 0.08333333333333333, 0.24528301886792453, 0.2641509433962264]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.29411764705882354, 0.37037037037037035, 0.4264705882352941, 0.25, 0.16176470588235295, 0.22058823529411764]","[0, -1, 0.28205128205128205, 0.3170731707317073, 0.46153846153846156, 0.125, 0.2564102564102564, 0.10256410256410256]","[1, 7, 0.2972972972972973, 0.3375, 0.43243243243243246, 0.20833333333333334, 0.17567567567567569, 0.14864864864864866]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.296875, 0.32857142857142857, 0.484375, 0.28, 0.109375, 0.28125]"
23,2020-06-02,20200602OBKT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.25, 0.29411764705882354, 0.375, 0.5, 0.0625, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.11538461538461539, 0.20689655172413793, 0.19230769230769232, 0.14285714285714285, 0.15384615384615385, 0.038461538461538464]","[0, 6, 0.2, 0.2857142857142857, 0.28, 0.0, 0.12, 0.04]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.19672131147540983, 0.2537313432835821, 0.3770491803278688, 0.17647058823529413, 0.16393442622950818, 0.11475409836065574]","[1, 1, 0.29292929292929293, 0.3364485981308411, 0.3333333333333333, 0.3076923076923077, 0.12121212121212122, 0.1111111111111111]","[1, 8, 0.35, 0.35, 0.5, 0.25, 0.2, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0]","[0, -1, 0.15384615384615385, 0.15384615384615385, 0.38461538461538464, 0.0, 0.07692307692307693, 0.07692307692307693]","[1, 2, 0.37349397590361444, 0.4111111111111111, 0.5662650602409639, 0.47368421052631576, 0.1566265060240964, 0.18072289156626506]","[1, 3, 0.423728813559322, 0.5070422535211268, 0.4915254237288136, 0.5263157894736842, 0.2711864406779661, 0.15254237288135594]","[0, 9, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.3333333333333333, 0.15384615384615385, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.40860215053763443, 0.46153846153846156, 0.6881720430107527, 0.45, 0.22580645161290322, 0.21505376344086022]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3584905660377358, 0.4262295081967213, 0.7924528301886793, 0.08333333333333333, 0.24528301886792453, 0.2641509433962264]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.29577464788732394, 0.38372093023255816, 0.4647887323943662, 0.25, 0.16901408450704225, 0.23943661971830985]","[0, 9, 0.3, 0.3488372093023256, 0.475, 0.2222222222222222, 0.275, 0.15]","[1, 7, 0.2948717948717949, 0.3411764705882353, 0.4230769230769231, 0.23076923076923078, 0.1794871794871795, 0.15384615384615385]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.3088235294117647, 0.3466666666666667, 0.4852941176470588, 0.28, 0.11764705882352941, 0.2647058823529412]"
24,2020-06-03,20200603OBKT0,"[1, 9, 0, 0, 0, 0, 0, 0]","[0, -1, 0.25, 0.29411764705882354, 0.375, 0.5, 0.0625, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.11538461538461539, 0.20689655172413793, 0.19230769230769232, 0.14285714285714285, 0.15384615384615385, 0.038461538461538464]","[0, -1, 0.2, 0.2857142857142857, 0.28, 0.0, 0.12, 0.04]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.19672131147540983, 0.2537313432835821, 0.3770491803278688, 0.17647058823529413, 0.16393442622950818, 0.11475409836065574]","[1, 1, 0.2980769230769231, 0.3392857142857143, 0.34615384615384615, 0.32142857142857145, 0.11538461538461539, 0.11538461538461539]","[1, 8, 0.32, 0.32, 0.44, 0.2727272727272727, 0.16, 0.24]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0]","[0, -1, 0.15384615384615385, 0.15384615384615385, 0.38461538461538464, 0.0, 0.07692307692307693, 0.07692307692307693]","[1, 2, 0.3793103448275862, 0.4148936170212766, 0.5747126436781609, 0.45, 0.16091954022988506, 0.1724137931034483]","[1, 3, 0.42857142857142855, 0.5131578947368421, 0.49206349206349204, 0.5, 0.30158730158730157, 0.14285714285714285]","[0, -1, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.3333333333333333, 0.15384615384615385, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.40816326530612246, 0.45871559633027525, 0.7142857142857143, 0.47619047619047616, 0.22448979591836735, 0.23469387755102042]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3584905660377358, 0.4262295081967213, 0.7924528301886793, 0.08333333333333333, 0.24528301886792453, 0.2641509433962264]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.2876712328767123, 0.38202247191011235, 0.4520547945205479, 0.23809523809523808, 0.1643835616438356, 0.2328767123287671]","[0, 9, 0.2926829268292683, 0.3409090909090909, 0.4634146341463415, 0.2, 0.2682926829268293, 0.14634146341463414]","[1, 7, 0.30120481927710846, 0.34444444444444444, 0.43373493975903615, 0.25, 0.1927710843373494, 0.14457831325301204]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.29577464788732394, 0.3333333333333333, 0.4647887323943662, 0.28, 0.11267605633802817, 0.2535211267605634]"
25,2020-06-04,20200604OBKT0,"[1, 9, 0.6666666666666666, 0.6666666666666666, 1.3333333333333333, 0.0, 0.0, 0.0]","[0, 6, 0.2777777777777778, 0.3157894736842105, 0.3888888888888889, 0.5, 0.05555555555555555, 0.1111111111111111]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.11538461538461539, 0.20689655172413793, 0.19230769230769232, 0.14285714285714285, 0.15384615384615385, 0.038461538461538464]","[0, 5, 0.2, 0.3333333333333333, 0.28, 0.0, 0.16, 0.04]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.1875, 0.24285714285714285, 0.359375, 0.16666666666666666, 0.15625, 0.109375]","[1, 1, 0.28440366972477066, 0.3247863247863248, 0.3302752293577982, 0.3, 0.11009174311926606, 0.11009174311926606]","[1, 8, 0.27586206896551724, 0.27586206896551724, 0.3793103448275862, 0.25, 0.13793103448275862, 0.20689655172413793]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.0, 0.0, 0.0, 0.0, 0.2222222222222222, 0.0]","[0, -1, 0.15384615384615385, 0.15384615384615385, 0.38461538461538464, 0.0, 0.07692307692307693, 0.07692307692307693]","[1, 2, 0.37362637362637363, 0.41414141414141414, 0.5604395604395604, 0.45, 0.17582417582417584, 0.16483516483516483]","[1, 3, 0.417910447761194, 0.5, 0.4925373134328358, 0.5, 0.29850746268656714, 0.13432835820895522]","[0, 3, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.3333333333333333, 0.15384615384615385, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.4174757281553398, 0.4649122807017544, 0.7378640776699029, 0.4782608695652174, 0.22330097087378642, 0.2524271844660194]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3584905660377358, 0.4262295081967213, 0.7924528301886793, 0.08333333333333333, 0.24528301886792453, 0.2641509433962264]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.3116883116883117, 0.3978494623655914, 0.4675324675324675, 0.2727272727272727, 0.16883116883116883, 0.23376623376623376]","[0, 5, 0.2857142857142857, 0.3333333333333333, 0.4523809523809524, 0.2, 0.2619047619047619, 0.14285714285714285]","[1, 7, 0.3103448275862069, 0.35106382978723405, 0.47126436781609193, 0.26666666666666666, 0.19540229885057472, 0.1724137931034483]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.30666666666666664, 0.34146341463414637, 0.48, 0.3076923076923077, 0.12, 0.24]"
26,2020-06-05,20200605KTLT0,"[0, -1, 0.6666666666666666, 0.6666666666666666, 1.3333333333333333, 0.0, 0.0, 0.0]","[0, -1, 0.2777777777777778, 0.3157894736842105, 0.3888888888888889, 0.5, 0.05555555555555555, 0.1111111111111111]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.11538461538461539, 0.20689655172413793, 0.19230769230769232, 0.14285714285714285, 0.15384615384615385, 0.038461538461538464]","[0, -1, 0.2, 0.3333333333333333, 0.28, 0.0, 0.16, 0.04]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.19696969696969696, 0.2602739726027397, 0.3787878787878788, 0.21052631578947367, 0.15151515151515152, 0.12121212121212122]","[0, 8, 0.29464285714285715, 0.3442622950819672, 0.3392857142857143, 0.3225806451612903, 0.125, 0.11607142857142858]","[1, 2, 0.29411764705882354, 0.29411764705882354, 0.4411764705882353, 0.23076923076923078, 0.14705882352941177, 0.20588235294117646]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.0, 0.0, 0.0, 0.0, 0.2222222222222222, 0.1111111111111111]","[0, -1, 0.15384615384615385, 0.15384615384615385, 0.38461538461538464, 0.0, 0.07692307692307693, 0.07692307692307693]","[1, 1, 0.3684210526315789, 0.41346153846153844, 0.5578947368421052, 0.42857142857142855, 0.17894736842105263, 0.15789473684210525]","[1, 3, 0.4084507042253521, 0.4880952380952381, 0.4788732394366197, 0.47619047619047616, 0.29577464788732394, 0.14084507042253522]","[1, 8, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.5, 0.21428571428571427, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.41904761904761906, 0.46551724137931033, 0.7428571428571429, 0.4782608695652174, 0.21904761904761905, 0.2571428571428571]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3584905660377358, 0.4262295081967213, 0.7924528301886793, 0.08333333333333333, 0.24528301886792453, 0.2641509433962264]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.3076923076923077, 0.39361702127659576, 0.46153846153846156, 0.2608695652173913, 0.16666666666666666, 0.23076923076923078]","[0, 9, 0.27906976744186046, 0.32608695652173914, 0.4418604651162791, 0.2, 0.2558139534883721, 0.13953488372093023]","[1, 6, 0.31521739130434784, 0.35353535353535354, 0.4673913043478261, 0.25806451612903225, 0.1956521739130435, 0.16304347826086957]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.3026315789473684, 0.3373493975903614, 0.47368421052631576, 0.3076923076923077, 0.11842105263157894, 0.23684210526315788]"
27,2020-06-06,20200606KTLT0,"[0, 8, 0.3333333333333333, 0.42857142857142855, 0.6666666666666666, 0.0, 0.16666666666666666, 0.0]","[0, 8, 0.23809523809523808, 0.30434782608695654, 0.3333333333333333, 0.4, 0.047619047619047616, 0.09523809523809523]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.11538461538461539, 0.20689655172413793, 0.19230769230769232, 0.14285714285714285, 0.15384615384615385, 0.038461538461538464]","[0, -1, 0.2, 0.3333333333333333, 0.28, 0.0, 0.16, 0.04]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.21739130434782608, 0.27631578947368424, 0.391304347826087, 0.21052631578947367, 0.14492753623188406, 0.11594202898550725]","[1, 1, 0.2920353982300885, 0.34146341463414637, 0.336283185840708, 0.3225806451612903, 0.12389380530973451, 0.11504424778761062]","[1, 9, 0.32432432432432434, 0.32432432432432434, 0.5405405405405406, 0.23076923076923078, 0.16216216216216217, 0.21621621621621623]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.0, 0.0, 0.0, 0.0, 0.2222222222222222, 0.1111111111111111]","[0, -1, 0.15384615384615385, 0.15384615384615385, 0.38461538461538464, 0.0, 0.07692307692307693, 0.07692307692307693]","[1, 7, 0.36, 0.4036697247706422, 0.54, 0.42857142857142855, 0.17, 0.15]","[1, 3, 0.4, 0.4772727272727273, 0.4666666666666667, 0.45454545454545453, 0.29333333333333333, 0.13333333333333333]","[0, 6, 0.23529411764705882, 0.23529411764705882, 0.23529411764705882, 0.5, 0.17647058823529413, 0.11764705882352941]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.41284403669724773, 0.4583333333333333, 0.7522935779816514, 0.4782608695652174, 0.22018348623853212, 0.26605504587155965]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3584905660377358, 0.4262295081967213, 0.7924528301886793, 0.08333333333333333, 0.24528301886792453, 0.2641509433962264]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.3125, 0.40816326530612246, 0.5, 0.2608695652173913, 0.175, 0.2375]","[0, -1, 0.27906976744186046, 0.32608695652173914, 0.4418604651162791, 0.2, 0.2558139534883721, 0.13953488372093023]","[1, 6, 0.3125, 0.34951456310679613, 0.4583333333333333, 0.25806451612903225, 0.1875, 0.15625]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.2911392405063291, 0.3333333333333333, 0.45569620253164556, 0.2962962962962963, 0.11392405063291139, 0.22784810126582278]"
28,2020-06-07,20200607KTLT0,"[0, 6, 0.3333333333333333, 0.42857142857142855, 0.6666666666666666, 0.0, 0.16666666666666666, 0.0]","[0, 2, 0.23809523809523808, 0.30434782608695654, 0.3333333333333333, 0.4, 0.047619047619047616, 0.09523809523809523]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.11538461538461539, 0.20689655172413793, 0.19230769230769232, 0.14285714285714285, 0.15384615384615385, 0.038461538461538464]","[0, 8, 0.18518518518518517, 0.3125, 0.25925925925925924, 0.0, 0.14814814814814814, 0.037037037037037035]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2465753424657534, 0.3, 0.410958904109589, 0.2, 0.136986301369863, 0.1095890410958904]","[1, 1, 0.28205128205128205, 0.33070866141732286, 0.3247863247863248, 0.3225806451612903, 0.11965811965811966, 0.1111111111111111]","[1, 7, 0.3, 0.3, 0.5, 0.23076923076923078, 0.15, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.2222222222222222, 0.1111111111111111]","[0, -1, 0.15384615384615385, 0.15384615384615385, 0.38461538461538464, 0.0, 0.07692307692307693, 0.07692307692307693]","[1, 3, 0.3592233009708738, 0.4017857142857143, 0.5339805825242718, 0.4090909090909091, 0.1650485436893204, 0.14563106796116504]","[0, 9, 0.379746835443038, 0.45652173913043476, 0.4430379746835443, 0.43478260869565216, 0.27848101265822783, 0.12658227848101267]","[1, 9, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.5, 0.16666666666666666, 0.1111111111111111]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.39823008849557523, 0.4435483870967742, 0.7256637168141593, 0.4583333333333333, 0.21238938053097345, 0.25663716814159293]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3584905660377358, 0.4262295081967213, 0.7924528301886793, 0.08333333333333333, 0.24528301886792453, 0.2641509433962264]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.30952380952380953, 0.4019607843137255, 0.4880952380952381, 0.2608695652173913, 0.16666666666666666, 0.2261904761904762]","[1, 5, 0.2727272727272727, 0.3191489361702128, 0.4318181818181818, 0.2, 0.25, 0.13636363636363635]","[0, -1, 0.3125, 0.34951456310679613, 0.4583333333333333, 0.25806451612903225, 0.1875, 0.15625]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.2926829268292683, 0.3333333333333333, 0.45121951219512196, 0.2962962962962963, 0.10975609756097561, 0.21951219512195122]"
29,2020-06-09,20200609HTKT0,"[0, -1, 0.3333333333333333, 0.42857142857142855, 0.6666666666666666, 0.0, 0.16666666666666666, 0.0]","[0, -1, 0.23809523809523808, 0.30434782608695654, 0.3333333333333333, 0.4, 0.047619047619047616, 0.09523809523809523]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.11538461538461539, 0.20689655172413793, 0.19230769230769232, 0.14285714285714285, 0.15384615384615385, 0.038461538461538464]","[0, -1, 0.18518518518518517, 0.3125, 0.25925925925925924, 0.0, 0.14814814814814814, 0.037037037037037035]","[0, 8, 0, 0, 0, 0, 0, 0]","[0, 8, 0.2597402597402597, 0.30952380952380953, 0.45454545454545453, 0.23809523809523808, 0.14285714285714285, 0.12987012987012986]","[1, 1, 0.2727272727272727, 0.32061068702290074, 0.3140495867768595, 0.3125, 0.11570247933884298, 0.10743801652892562]","[0, 8, 0.2727272727272727, 0.2727272727272727, 0.45454545454545453, 0.23076923076923078, 0.13636363636363635, 0.18181818181818182]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.2222222222222222, 0.1111111111111111]","[0, -1, 0.15384615384615385, 0.15384615384615385, 0.38461538461538464, 0.0, 0.07692307692307693, 0.07692307692307693]","[1, 9, 0.36792452830188677, 0.41379310344827586, 0.5377358490566038, 0.43478260869565216, 0.16037735849056603, 0.14150943396226415]","[1, 2, 0.38271604938271603, 0.4574468085106383, 0.4444444444444444, 0.44, 0.2716049382716049, 0.12345679012345678]","[1, 8, 0.2, 0.2, 0.2, 0.5, 0.15, 0.1]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.38461538461538464, 0.4296875, 0.7008547008547008, 0.44, 0.20512820512820512, 0.24786324786324787]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3333333333333333, 0.4, 0.7368421052631579, 0.07142857142857142, 0.22807017543859648, 0.24561403508771928]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.3058823529411765, 0.39805825242718446, 0.4823529411764706, 0.2608695652173913, 0.16470588235294117, 0.2235294117647059]","[1, 4, 0.2708333333333333, 0.3137254901960784, 0.4166666666666667, 0.18181818181818182, 0.22916666666666666, 0.125]","[0, -1, 0.3125, 0.34951456310679613, 0.4583333333333333, 0.25806451612903225, 0.1875, 0.15625]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.29411764705882354, 0.3333333333333333, 0.4588235294117647, 0.2962962962962963, 0.10588235294117647, 0.21176470588235294]"
