,date,game_key,김대유,김용주,조근종,류희운,조현우,김민수,엄상백,정성곤,주권,김재윤,배제성,조한욱,박세진,김태오,이대은,조병욱,이정현,이종혁,최건,김민,신병률,박시윤,박주현,쿠에바스,이정훈,손동현,알칸타라,전용주,이상동,이선우,금민철,전유수,윤근영,이상화,하준호,배우열
88,2019-07-07,20190707KTHH0,"[0, 0, 2.769230769230769, 1.3076923076923077, 1.1666666666666667, 1.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.5, 1.75, 1.0666666666666667]","[0, 0, 3.494117647058824, 1.2705882352941178, 1.5, 2.1794871794871793]","[0, 0, 8.064935064935064, 2.0259740259740258, 0.8571428571428571, 1.1666666666666667]","[0, 1, 4.695652173913043, 1.5391304347826087, 2.0, 1.0360360360360361]","[0, 1, 4.090909090909091, 1.2272727272727273, 2.4545454545454546, 1.0731707317073171]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.428571428571428, 1.4761904761904763, 1.40625, 3.9375]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 1, 4.398876404494382, 1.449438202247191, 1.4285714285714286, 3.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.818181818181818, 1.494949494949495, 1.380952380952381, 5.823529411764706]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.160958904109589, 1.1609589041095891, 2.566666666666667, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[0, 0, 3.726993865030675, 1.2331288343558282, 4.428571428571429, 6.791666666666667]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 1, 3.618556701030928, 1.4536082474226804, 1.4, 0.9797979797979799]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
89,2019-07-09,20190709WOKT0,"[0, 1, 2.571428571428571, 1.2857142857142858, 1.0, 1.2727272727272727]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 3.494117647058824, 1.2705882352941178, 1.5, 2.1794871794871793]","[0, 1, 8.307692307692308, 2.076923076923077, 0.9047619047619048, 1.1304347826086956]","[0, 0, 4.695652173913043, 1.5391304347826087, 2.0, 1.0360360360360361]","[0, 0, 4.090909090909091, 1.2272727272727273, 2.4545454545454546, 1.0731707317073171]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[1, 0, 4.043478260869565, 1.434782608695652, 1.53125, 4.0588235294117645]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 4.398876404494382, 1.449438202247191, 1.4285714285714286, 3.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.818181818181818, 1.494949494949495, 1.380952380952381, 5.823529411764706]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.160958904109589, 1.1609589041095891, 2.566666666666667, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[0, 0, 3.726993865030675, 1.2331288343558282, 4.428571428571429, 6.791666666666667]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 0, 3.618556701030928, 1.4536082474226804, 1.4, 0.9797979797979799]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
90,2019-07-11,20190711WOKT0,"[0, 0, 2.571428571428571, 1.2857142857142858, 1.0, 1.2727272727272727]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 3.494117647058824, 1.2705882352941178, 1.5, 2.1794871794871793]","[0, 0, 8.307692307692308, 2.076923076923077, 0.9047619047619048, 1.1304347826086956]","[0, 0, 4.695652173913043, 1.5391304347826087, 2.0, 1.0360360360360361]","[0, 1, 4.138686131386861, 1.2262773722627738, 2.6363636363636362, 1.0873015873015872]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.043478260869565, 1.434782608695652, 1.53125, 4.0588235294117645]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 4.398876404494382, 1.449438202247191, 1.4285714285714286, 3.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.818181818181818, 1.494949494949495, 1.380952380952381, 5.823529411764706]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.054313099041534, 1.1309904153354633, 2.7333333333333334, 6.137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[0, 0, 3.726993865030675, 1.2331288343558282, 4.428571428571429, 6.791666666666667]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 1, 3.441176470588235, 1.411764705882353, 1.5333333333333334, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
91,2019-07-12,20190712KTNC0,"[0, 0, 2.571428571428571, 1.2857142857142858, 1.0, 1.2727272727272727]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 3.494117647058824, 1.2705882352941178, 1.5, 2.1794871794871793]","[0, 0, 8.307692307692308, 2.076923076923077, 0.9047619047619048, 1.1304347826086956]","[0, 1, 4.576271186440678, 1.5, 2.0625, 1.0350877192982457]","[0, 1, 3.965034965034965, 1.2167832167832169, 2.6363636363636362, 1.1085271317829457]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.043478260869565, 1.434782608695652, 1.53125, 4.0588235294117645]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 4.398876404494382, 1.449438202247191, 1.4285714285714286, 3.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.818181818181818, 1.494949494949495, 1.380952380952381, 5.823529411764706]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.054313099041534, 1.1309904153354633, 2.7333333333333334, 6.137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[1, 0, 3.734870317002882, 1.2103746397694524, 4.785714285714286, 6.803921568627452]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 1, 3.9705882352941178, 1.5, 1.4375, 0.9714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
92,2019-07-13,20190713KTNC0,"[0, 0, 2.571428571428571, 1.2857142857142858, 1.0, 1.2727272727272727]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[1, 0, 4.32, 1.3199999999999998, 2.0, 2.380952380952381]","[0, 1, 8.28409090909091, 2.0113636363636362, 0.9090909090909091, 1.222222222222222]","[0, 1, 4.462809917355372, 1.487603305785124, 2.0625, 1.0341880341880343]","[0, 1, 3.883561643835616, 1.1917808219178083, 2.727272727272727, 1.106060606060606]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.043478260869565, 1.434782608695652, 1.53125, 4.0588235294117645]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 1, 4.374301675977653, 1.4748603351955307, 1.3793103448275863, 3.1403508771929824]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.818181818181818, 1.494949494949495, 1.380952380952381, 5.823529411764706]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.054313099041534, 1.1309904153354633, 2.7333333333333334, 6.137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[0, 0, 3.734870317002882, 1.2103746397694524, 4.785714285714286, 6.803921568627452]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 0, 3.9705882352941178, 1.5, 1.4375, 0.9714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
93,2019-07-14,20190714KTNC0,"[0, 0, 2.571428571428571, 1.2857142857142858, 1.0, 1.2727272727272727]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 4.32, 1.3199999999999998, 2.0, 2.380952380952381]","[0, 0, 8.28409090909091, 2.0113636363636362, 0.9090909090909091, 1.222222222222222]","[0, 0, 4.462809917355372, 1.487603305785124, 2.0625, 1.0341880341880343]","[0, 0, 3.883561643835616, 1.1917808219178083, 2.727272727272727, 1.106060606060606]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.043478260869565, 1.434782608695652, 1.53125, 4.0588235294117645]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 1, 4.3259668508287294, 1.4585635359116023, 1.3793103448275863, 3.0166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.790322580645162, 1.5193548387096776, 1.3333333333333333, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.054313099041534, 1.1309904153354633, 2.7333333333333334, 6.137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[0, 0, 3.734870317002882, 1.2103746397694524, 4.785714285714286, 6.803921568627452]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 0, 3.9705882352941178, 1.5, 1.4375, 0.9714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
94,2019-07-16,20190716KTOB0,"[0, 1, 2.872340425531915, 1.3404255319148937, 1.4285714285714286, 1.3055555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 4.32, 1.3199999999999998, 2.0, 2.380952380952381]","[0, 0, 8.28409090909091, 2.0113636363636362, 0.9090909090909091, 1.222222222222222]","[0, 0, 4.462809917355372, 1.487603305785124, 2.0625, 1.0341880341880343]","[0, 1, 3.8310810810810807, 1.1959459459459458, 2.727272727272727, 1.0962962962962963]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[1, 0, 4.897674418604652, 1.5209302325581395, 1.5294117647058822, 3.981481481481482]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 4.3259668508287294, 1.4585635359116023, 1.3793103448275863, 3.0166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.790322580645162, 1.5193548387096776, 1.3333333333333333, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.054313099041534, 1.1309904153354633, 2.7333333333333334, 6.137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[0, 0, 3.734870317002882, 1.2103746397694524, 4.785714285714286, 6.803921568627452]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 1, 4.673076923076923, 1.5576923076923077, 1.4375, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
95,2019-07-17,20190717KTOB0,"[0, 0, 2.872340425531915, 1.3404255319148937, 1.4285714285714286, 1.3055555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 4.32, 1.3199999999999998, 2.0, 2.380952380952381]","[0, 0, 8.28409090909091, 2.0113636363636362, 0.9090909090909091, 1.222222222222222]","[0, 1, 4.57258064516129, 1.4758064516129032, 2.125, 1.0333333333333334]","[0, 1, 3.7549668874172184, 1.1721854304635762, 2.8181818181818183, 1.0942028985507246]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.897674418604652, 1.5209302325581395, 1.5294117647058822, 3.981481481481482]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 1, 4.18716577540107, 1.459893048128342, 1.3225806451612903, 2.9682539682539684]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.790322580645162, 1.5193548387096776, 1.3333333333333333, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.9610778443113768, 1.122754491017964, 2.806451612903226, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[0, 0, 3.734870317002882, 1.2103746397694524, 4.785714285714286, 6.803921568627452]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 0, 4.673076923076923, 1.5576923076923077, 1.4375, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
96,2019-07-18,20190718KTOB0,"[0, 0, 2.872340425531915, 1.3404255319148937, 1.4285714285714286, 1.3055555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 4.32, 1.3199999999999998, 2.0, 2.380952380952381]","[0, 0, 8.28409090909091, 2.0113636363636362, 0.9090909090909091, 1.222222222222222]","[0, 0, 4.57258064516129, 1.4758064516129032, 2.125, 1.0333333333333334]","[0, 1, 3.730263157894737, 1.1644736842105263, 2.8181818181818183, 1.0780141843971631]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.897674418604652, 1.5209302325581395, 1.5294117647058822, 3.981481481481482]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 1, 4.099476439790576, 1.4607329842931938, 1.3548387096774193, 2.893939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.790322580645162, 1.5193548387096776, 1.3333333333333333, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9610778443113768, 1.122754491017964, 2.806451612903226, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[1, 0, 4.016528925619835, 1.2066115702479339, 5.0, 6.722222222222222]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 0, 4.673076923076923, 1.5576923076923077, 1.4375, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
97,2019-07-27,20190727LGKT0,"[0, 1, 2.7, 1.3199999999999998, 1.5714285714285714, 1.2820512820512822]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 4.32, 1.3199999999999998, 2.0, 2.380952380952381]","[0, 0, 8.28409090909091, 2.0113636363636362, 0.9090909090909091, 1.222222222222222]","[0, 0, 4.57258064516129, 1.4758064516129032, 2.125, 1.0333333333333334]","[0, 0, 3.730263157894737, 1.1644736842105263, 2.8181818181818183, 1.0780141843971631]","[0, 1, 3.6818181818181817, 1.0227272727272727, 2.142857142857143, 1.0476190476190477]","[0, 0, 4.897674418604652, 1.5209302325581395, 1.5294117647058822, 3.981481481481482]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 4.099476439790576, 1.4607329842931938, 1.3548387096774193, 2.893939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.790322580645162, 1.5193548387096776, 1.3333333333333333, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.802816901408451, 1.0901408450704226, 2.764705882352941, 6.228070175438596]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[0, 0, 4.016528925619835, 1.2066115702479339, 5.0, 6.722222222222222]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 1, 4.458715596330276, 1.4862385321100917, 1.5625, 0.981981981981982]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
98,2019-07-28,20190728LGKT0,"[0, 0, 2.7, 1.3199999999999998, 1.5714285714285714, 1.2820512820512822]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[1, 0, 3.9568965517241375, 1.370689655172414, 1.6470588235294117, 2.5777777777777775]","[0, 1, 8.217391304347826, 2.0217391304347827, 0.9090909090909091, 1.2266666666666668]","[0, 0, 4.57258064516129, 1.4758064516129032, 2.125, 1.0333333333333334]","[0, 1, 3.7058823529411766, 1.1568627450980393, 2.8181818181818183, 1.0625]","[0, 1, 4.0212765957446805, 1.021276595744681, 2.142857142857143, 1.0444444444444445]","[0, 0, 4.897674418604652, 1.5209302325581395, 1.5294117647058822, 3.981481481481482]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 1, 4.153846153846154, 1.476923076923077, 1.3870967741935485, 2.8260869565217392]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.790322580645162, 1.5193548387096776, 1.3333333333333333, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.802816901408451, 1.0901408450704226, 2.764705882352941, 6.228070175438596]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[0, 0, 4.016528925619835, 1.2066115702479339, 5.0, 6.722222222222222]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 1, 4.339285714285714, 1.4464285714285714, 1.625, 0.9824561403508772]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
