,date,game_key,박시영,이경우,이지모,김원중,김성호,홍성민,박진형,이성민,박세웅,김유영,최영환,박한길,차재용,배제성,린드블럼,레일리,안태경,박종무,한승혁,김영일,김성재,김남길,강영식,정대현,이명우,이정민,윤길현,노경은,허준혁,손승락,배장호,이재곤,송승준,강승현,진명호
79,2016-07-12,20160712LTSS0,"[0, 1, 6.532258064516129, 1.596774193548387, 1.9166666666666667, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.859999999999999, 1.3199999999999998, 1.5714285714285714, 0.7936507936507937]","[0, 1, 5.435064935064935, 1.4805194805194803, 1.75, 2.2318840579710146]","[0, 1, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 4.830275229357799, 1.555045871559633, 2.085714285714286, 5.190476190476191]","[0, 1, 6.982758620689656, 1.6551724137931036, 1.75, 1.2888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.063157894736842, 1.5157894736842106, 2.025, 5.9375]","[0, 0, 3.396774193548387, 1.2967741935483872, 2.8, 6.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 0, 9.116883116883116, 1.6753246753246753, 1.6153846153846154, 0.8279569892473119]","[0, 0, 4.118644067796611, 1.4745762711864405, 3.6, 1.1238095238095238]","[0, 0, 3.8152173913043477, 1.2065217391304348, 4.5, 1.0574712643678161]","[1, 0, 7.7142857142857135, 1.2857142857142858, 3.5, 3.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6486486486486487, 1.7027027027027026, 1.7857142857142858, 1.027777777777778]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.125, 1.9583333333333333, 2.0, 4.0]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
80,2016-07-13,20160713LTSS0,"[0, 1, 6.044776119402985, 1.4776119402985075, 2.0, 1.4888888888888887]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.584905660377358, 1.2452830188679245, 1.5714285714285714, 0.8030303030303031]","[0, 0, 5.435064935064935, 1.4805194805194803, 1.75, 2.2318840579710146]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 4.830275229357799, 1.555045871559633, 2.085714285714286, 5.190476190476191]","[0, 1, 6.532258064516129, 1.5483870967741935, 1.875, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.063157894736842, 1.5157894736842106, 2.025, 5.9375]","[0, 0, 3.396774193548387, 1.2967741935483872, 2.8, 6.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 1, 8.886075949367088, 1.6708860759493671, 1.5714285714285714, 0.8229166666666666]","[0, 0, 4.118644067796611, 1.4745762711864405, 3.6, 1.1238095238095238]","[0, 1, 4.695652173913043, 1.3369565217391304, 3.857142857142857, 1.0222222222222224]","[0, 0, 7.7142857142857135, 1.2857142857142858, 3.5, 3.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.417721518987342, 1.6329113924050633, 1.6666666666666667, 1.0533333333333332]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.6, 1.7, 2.2142857142857144, 4.285714285714286]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
81,2016-07-14,20160714LTSS0,"[0, 0, 6.044776119402985, 1.4776119402985075, 2.0, 1.4888888888888887]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.584905660377358, 1.2452830188679245, 1.5714285714285714, 0.8030303030303031]","[0, 0, 5.435064935064935, 1.4805194805194803, 1.75, 2.2318840579710146]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 4.830275229357799, 1.555045871559633, 2.085714285714286, 5.190476190476191]","[0, 1, 6.136363636363636, 1.4545454545454546, 2.125, 1.2941176470588236]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.063157894736842, 1.5157894736842106, 2.025, 5.9375]","[1, 0, 3.6330275229357794, 1.3211009174311927, 2.71875, 6.411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 0, 8.886075949367088, 1.6708860759493671, 1.5714285714285714, 0.8229166666666666]","[0, 0, 4.118644067796611, 1.4745762711864405, 3.6, 1.1238095238095238]","[0, 1, 4.5473684210526315, 1.2947368421052632, 3.857142857142857, 1.021505376344086]","[0, 0, 7.7142857142857135, 1.2857142857142858, 3.5, 3.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.292682926829268, 1.5731707317073171, 1.7333333333333334, 1.0512820512820513]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.6, 1.7, 2.2142857142857144, 4.285714285714286]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
82,2016-07-19,20160719HTLT0,"[0, 1, 5.704225352112676, 1.436619718309859, 1.9230769230769231, 1.4791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.113207547169812, 1.4150943396226414, 1.5714285714285714, 0.7681159420289856]","[0, 1, 5.884615384615385, 1.4807692307692308, 1.7857142857142858, 2.1666666666666665]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 4.830275229357799, 1.555045871559633, 2.085714285714286, 5.190476190476191]","[0, 1, 5.869565217391304, 1.5217391304347827, 1.8888888888888888, 1.2777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.063157894736842, 1.5157894736842106, 2.025, 5.9375]","[0, 0, 3.6330275229357794, 1.3211009174311927, 2.71875, 6.411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 1, 9.569620253164556, 1.7848101265822787, 1.4666666666666666, 0.7979797979797979]","[0, 1, 3.9193548387096775, 1.4758064516129032, 3.8, 1.1481481481481481]","[0, 0, 4.5473684210526315, 1.2947368421052632, 3.857142857142857, 1.021505376344086]","[1, 0, 6.864406779661016, 1.423728813559322, 1.875, 3.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.5731707317073171, 1.7333333333333334, 1.0512820512820513]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.6, 1.7, 2.2142857142857144, 4.285714285714286]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
83,2016-07-20,20160720HTLT0,"[0, 0, 5.704225352112676, 1.436619718309859, 1.9230769230769231, 1.4791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.113207547169812, 1.4150943396226414, 1.5714285714285714, 0.7681159420289856]","[0, 1, 5.773584905660377, 1.471698113207547, 1.8571428571428572, 2.12]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 4.830275229357799, 1.555045871559633, 2.085714285714286, 5.190476190476191]","[0, 0, 5.869565217391304, 1.5217391304347827, 1.8888888888888888, 1.2777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.063157894736842, 1.5157894736842106, 2.025, 5.9375]","[1, 0, 3.5014409221902016, 1.3054755043227666, 2.875, 6.4259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 1, 9.45, 1.8375, 1.5333333333333334, 0.7843137254901961]","[0, 0, 3.9193548387096775, 1.4758064516129032, 3.8, 1.1481481481481481]","[0, 1, 4.636363636363637, 1.3333333333333333, 3.3333333333333335, 1.03125]","[0, 0, 6.864406779661016, 1.423728813559322, 1.875, 3.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.068181818181818, 1.5681818181818183, 1.588235294117647, 1.0864197530864197]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.6, 1.7, 2.2142857142857144, 4.285714285714286]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
84,2016-07-21,20160721HTLT0,"[0, 0, 5.704225352112676, 1.436619718309859, 1.9230769230769231, 1.4791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.5, 1.5, 1.5714285714285714, 0.75]","[0, 0, 5.773584905660377, 1.471698113207547, 1.8571428571428572, 2.12]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[1, 0, 5.076923076923077, 1.5897435897435896, 2.0256410256410255, 5.2]","[0, 1, 5.704225352112676, 1.5211267605633803, 1.8, 1.2456140350877194]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.063157894736842, 1.5157894736842106, 2.025, 5.9375]","[0, 0, 3.5014409221902016, 1.3054755043227666, 2.875, 6.4259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 0, 9.45, 1.8375, 1.5333333333333334, 0.7843137254901961]","[0, 0, 3.9193548387096775, 1.4758064516129032, 3.8, 1.1481481481481481]","[0, 0, 4.636363636363637, 1.3333333333333333, 3.3333333333333335, 1.03125]","[0, 0, 6.864406779661016, 1.423728813559322, 1.875, 3.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.068181818181818, 1.5681818181818183, 1.588235294117647, 1.0864197530864197]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.6, 1.7, 2.2142857142857144, 4.285714285714286]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
85,2016-07-22,20160722HHLT0,"[0, 1, 5.547945205479452, 1.3972602739726028, 2.0, 1.4313725490196079]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5, 1.5, 1.5714285714285714, 0.75]","[0, 0, 5.773584905660377, 1.471698113207547, 1.8571428571428572, 2.12]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 5.076923076923077, 1.5897435897435896, 2.0256410256410255, 5.2]","[0, 0, 5.704225352112676, 1.5211267605633803, 1.8, 1.2456140350877194]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.251677852348993, 1.5704697986577183, 1.9534883720930232, 5.8431372549019605]","[0, 0, 3.5014409221902016, 1.3054755043227666, 2.875, 6.4259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 1, 9.333333333333332, 1.8518518518518519, 1.4375, 0.7714285714285715]","[0, 0, 3.9193548387096775, 1.4758064516129032, 3.8, 1.1481481481481481]","[0, 0, 4.636363636363637, 1.3333333333333333, 3.3333333333333335, 1.03125]","[0, 0, 6.864406779661016, 1.423728813559322, 1.875, 3.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.068181818181818, 1.5681818181818183, 1.588235294117647, 1.0864197530864197]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.6, 1.7, 2.2142857142857144, 4.285714285714286]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
86,2016-07-23,20160723HHLT0,"[0, 0, 5.547945205479452, 1.3972602739726028, 2.0, 1.4313725490196079]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5, 1.5, 1.5714285714285714, 0.75]","[0, 1, 5.666666666666666, 1.462962962962963, 1.8571428571428572, 2.076923076923077]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 5.076923076923077, 1.5897435897435896, 2.0256410256410255, 5.2]","[0, 1, 5.472972972972974, 1.5, 1.7272727272727273, 1.2333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.251677852348993, 1.5704697986577183, 1.9534883720930232, 5.8431372549019605]","[0, 0, 3.5014409221902016, 1.3054755043227666, 2.875, 6.4259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 1, 9.0, 1.7857142857142858, 1.5, 0.7777777777777778]","[0, 0, 3.9193548387096775, 1.4758064516129032, 3.8, 1.1481481481481481]","[0, 1, 4.544554455445545, 1.3663366336633664, 2.727272727272727, 1.02020202020202]","[0, 0, 6.864406779661016, 1.423728813559322, 1.875, 3.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2637362637362637, 1.5824175824175826, 1.588235294117647, 1.0833333333333333]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.601941747572815, 1.8640776699029125, 1.7777777777777777, 4.291666666666667]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
87,2016-07-24,20160724HHLT0,"[0, 1, 5.684210526315789, 1.4605263157894737, 2.0714285714285716, 1.4074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.051724137931035, 1.5, 1.8571428571428572, 0.7733333333333333]","[0, 0, 5.666666666666666, 1.462962962962963, 1.8571428571428572, 2.076923076923077]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 5.076923076923077, 1.5897435897435896, 2.0256410256410255, 5.2]","[0, 0, 5.472972972972974, 1.5, 1.7272727272727273, 1.2333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.251677852348993, 1.5704697986577183, 1.9534883720930232, 5.8431372549019605]","[0, 0, 3.5014409221902016, 1.3054755043227666, 2.875, 6.4259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 0, 9.0, 1.7857142857142858, 1.5, 0.7777777777777778]","[0, 1, 3.976744186046512, 1.441860465116279, 3.8, 1.162162162162162]","[0, 0, 4.544554455445545, 1.3663366336633664, 2.727272727272727, 1.02020202020202]","[1, 0, 7.125, 1.4583333333333333, 1.8, 3.4285714285714284]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2637362637362637, 1.5824175824175826, 1.588235294117647, 1.0833333333333333]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.601941747572815, 1.8640776699029125, 1.7777777777777777, 4.291666666666667]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
88,2016-07-26,20160726LTLG0,"[0, 0, 5.684210526315789, 1.4605263157894737, 2.0714285714285716, 1.4074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.754098360655737, 1.5245901639344264, 1.625, 0.782051282051282]","[0, 1, 5.53012048192771, 1.4457831325301205, 1.8571428571428572, 2.049382716049383]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 5.076923076923077, 1.5897435897435896, 2.0256410256410255, 5.2]","[0, 1, 5.4, 1.48, 1.8181818181818181, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.251677852348993, 1.5704697986577183, 1.9534883720930232, 5.8431372549019605]","[1, 0, 3.698630136986301, 1.3232876712328767, 2.7714285714285714, 6.4035087719298245]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 1, 8.689655172413794, 1.7241379310344827, 1.5, 0.7837837837837838]","[0, 0, 3.976744186046512, 1.441860465116279, 3.8, 1.162162162162162]","[0, 1, 4.673076923076923, 1.4423076923076925, 2.5, 1.0196078431372548]","[0, 0, 7.125, 1.4583333333333333, 1.8, 3.4285714285714284]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4105263157894736, 1.6105263157894736, 1.5555555555555556, 1.0919540229885059]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.601941747572815, 1.8640776699029125, 1.7777777777777777, 4.291666666666667]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
89,2016-07-27,20160727LTLG0,"[0, 1, 5.855421686746988, 1.5180722891566265, 2.2142857142857144, 1.456140350877193]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.661290322580645, 1.5, 1.75, 0.7654320987654322]","[0, 0, 5.53012048192771, 1.4457831325301205, 1.8571428571428572, 2.049382716049383]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[1, 0, 4.783464566929133, 1.5236220472440944, 2.230769230769231, 5.291666666666667]","[0, 0, 5.4, 1.48, 1.8181818181818181, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.251677852348993, 1.5704697986577183, 1.9534883720930232, 5.8431372549019605]","[0, 0, 3.698630136986301, 1.3232876712328767, 2.7714285714285714, 6.4035087719298245]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 1, 8.49438202247191, 1.7191011235955056, 1.5, 0.7807017543859649]","[0, 1, 3.8000000000000003, 1.4222222222222223, 3.8, 1.1842105263157894]","[0, 0, 4.673076923076923, 1.4423076923076925, 2.5, 1.0196078431372548]","[0, 0, 7.125, 1.4583333333333333, 1.8, 3.4285714285714284]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4105263157894736, 1.6105263157894736, 1.5555555555555556, 1.0919540229885059]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.601941747572815, 1.8640776699029125, 1.7777777777777777, 4.291666666666667]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
90,2016-07-28,20160728LTLG0,"[0, 0, 5.855421686746988, 1.5180722891566265, 2.2142857142857144, 1.456140350877193]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.571428571428571, 1.4761904761904763, 1.75, 0.75]","[0, 1, 5.368421052631579, 1.4736842105263157, 1.8666666666666667, 2.0357142857142856]","[0, 0, 7.73780487804878, 1.9207317073170733, 1.1875, 2.3768115942028984]","[0, 0, 4.783464566929133, 1.5236220472440944, 2.230769230769231, 5.291666666666667]","[0, 1, 5.328947368421053, 1.5, 1.8181818181818181, 1.1515151515151514]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 2, 1.0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.840125391849529, 1.523510971786834, 1.8478260869565217, 5.907407407407407]","[0, 0, 3.698630136986301, 1.3232876712328767, 2.7714285714285714, 6.4035087719298245]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 1, 8.49438202247191, 1.7528089887640448, 1.411764705882353, 0.7606837606837608]","[0, 0, 3.8000000000000003, 1.4222222222222223, 3.8, 1.1842105263157894]","[0, 1, 5.142857142857142, 1.5142857142857142, 2.3076923076923075, 1.0]","[0, 0, 7.125, 1.4583333333333333, 1.8, 3.4285714285714284]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4105263157894736, 1.6105263157894736, 1.5555555555555556, 1.0919540229885059]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.601941747572815, 1.8640776699029125, 1.7777777777777777, 4.291666666666667]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
